Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol
gene-NRS_2339	1514	1495	1748	1414	1323	1624	1307	1043	1800	1197	1113	1537	893	1115	853	590	292	398	337	448	213	250	212	242	150	185	202	207	host	gene-NRS_2339
gene-NRS_1271	1636	1575	1826	1702	1607	1777	1476	1282	1693	1113	860	1316	915	1013	855	534	202	335	288	364	185	199	104	184	161	155	124	176	host	gene-NRS_1271
gene-NRS_2344	787	958	987	971	735	762	668	659	795	691	985	823	547	741	500	578	160	410	265	607	289	271	292	357	216	303	256	311	host	gene-NRS_2344
gene-NRS_1571	2082	2021	2503	2556	2598	2433	2329	1717	2129	1478	1364	1410	1183	999	1055	522	317	403	376	419	228	279	137	227	184	210	208	286	host	gene-NRS_1571
gene-NRS_1020	360	344	442	437	498	415	443	287	463	258	548	326	310	272	246	166	52	186	116	127	62	62	73	93	56	76	76	115	host	gene-NRS_1020
gene-CPT_phageK_gt003	169	104	148	117	439	417	604	528	1438	1044	643	1127	4555	5849	5058	3545	1904	3451	2838	3291	955	1092	482	1060	917	1077	639	556	phage	tRNA-Phe
gene-NRS_1946	1529	1602	1887	1780	1671	1600	1619	1168	1633	1100	1520	1408	928	983	776	581	155	235	206	258	96	144	107	153	104	122	94	120	host	gene-NRS_1946
gene-NRS_1655	29962	31695	37149	35155	49310	34647	30293	25220	37986	24235	24635	26994	21836	17039	18696	8177	5391	5907	7894	6675	4649	4827	3526	4862	4074	4961	4436	6042	host	gene-NRS_1655
gene-NRS_2361	3308	2700	4130	3621	3443	3875	3799	2945	4007	2467	1642	2616	1935	2116	1966	1381	818	1041	856	1317	591	731	361	685	523	559	534	563	host	gene-NRS_2361
gene-NRS_76	53	64	67	66	51	47	95	45	54	34	61	48	38	38	26	10	12	21	9	18	3	14	1	10	6	10	9	11	host	gene-NRS_76
gene-NRS_452	1929	1863	2407	2107	1794	2134	1748	1476	2017	1473	1436	1836	1112	1331	992	929	366	494	417	687	358	375	275	334	302	313	329	358	host	gene-NRS_452
gene-NRS_769	7244	5721	8810	8665	9326	8266	8403	6485	8834	5608	9382	7125	6209	5573	5180	4325	1921	4515	2544	4226	1805	2486	1187	2277	1823	1757	1933	2122	host	gene-NRS_769
gene-NRS_368	560	455	604	571	480	557	424	434	597	480	389	618	376	534	357	470	186	243	156	311	140	140	98	120	118	101	135	111	host	gene-NRS_368
gene-NRS_2403	131	121	107	94	99	138	99	61	130	108	65	111	67	87	75	37	26	27	20	31	11	32	10	18	17	11	17	16	host	gene-NRS_2403
gene-NRS_1146	31611	31736	38586	32414	28706	33249	24898	21854	31527	21822	18384	23854	15557	16425	14904	7958	3821	4633	4540	6426	3060	3367	2190	3440	2344	2264	2604	2998	host	gene-NRS_1146
gene-NRS_1157	83283	73131	102761	87441	81010	93519	91797	79565	102026	74044	34268	70104	55739	58634	59507	32536	18868	18730	25458	21582	13836	15464	7209	14314	11211	12702	10259	13609	host	gene-NRS_1157
gene-NRS_1090	8	8	18	15	22	9	13	10	13	3	7	5	5	8	5	6	10	13	2	8	6	6	0	13	3	6	1	12	host	gene-NRS_1090
gene-NRS_2461	3638	4199	4261	3423	3305	3522	2563	2625	3519	2688	3598	4253	1982	2651	1731	1850	522	1069	651	1344	792	605	718	628	405	426	485	400	host	gene-NRS_2461
gene-NRS_2517	5191	4231	4870	4485	3781	3845	2973	2707	4472	2919	3030	3299	1999	2591	2057	1559	536	814	652	1177	703	593	391	599	455	654	367	591	host	gene-NRS_2517
gene-CPT_phageK_gp012	1429	1914	1914	1614	5523	5390	4299	3239	7294	5398	10494	6924	3455	4164	3137	2305	882	863	867	1284	604	531	742	516	420	382	410	397	phage	gene-CPT_phageK_gp012
gene-NRS_2180	24039	20386	26272	23978	23393	25495	22030	17934	32153	21819	15576	24841	19854	21908	17317	15936	8388	12314	7466	16796	7447	10581	4125	9744	8414	8303	8147	9894	host	gene-NRS_2180
gene-NRS_1954	2401	2145	3217	2901	4146	2801	3089	2359	3902	2571	4052	2760	3177	2541	2545	1523	955	1705	1630	1874	1049	1031	722	1100	950	924	1074	1293	host	gene-NRS_1954
gene-NRS_89	2208	2411	2493	2384	2287	2172	1830	1419	2446	1510	2700	2116	1344	1564	1138	977	320	504	440	765	400	366	428	393	302	317	351	357	host	gene-NRS_89
gene-NRS_1829	11821	11770	17124	12165	12356	15695	11728	9298	14061	8740	7289	11030	5680	6017	5937	2381	939	881	1258	984	483	479	381	548	332	414	303	485	host	gene-NRS_1829
gene-NRS_2542	3941	3275	5415	4384	4007	4279	3500	3472	4755	2726	2351	3279	2176	1986	2056	1072	634	651	809	984	698	702	474	818	666	1024	648	814	host	gene-NRS_2542
gene-NRS_1204	2087	1792	2622	2557	2371	2425	2284	1844	2235	1593	1214	1920	1199	1426	1088	838	343	620	469	642	242	279	145	268	176	279	158	262	host	gene-NRS_1204
gene-NRS_1468	8655	9847	9844	9310	8143	8991	8028	6596	9472	6854	6255	7939	5015	5871	4646	3938	1403	2000	1525	2290	1148	1352	969	1288	1016	1026	1005	1257	host	gene-NRS_1468
gene-NRS_536	246420	250199	286987	237669	222046	247828	177607	171510	250757	182044	169005	209818	123035	135034	124792	61345	28928	28080	39434	33642	24854	22024	18465	23502	17905	22041	18500	22541	host	gene-NRS_536
gene-NRS_2303	1802	1500	2253	2151	2139	2225	2360	1796	2159	1429	1107	1491	1176	1194	1133	831	495	771	547	774	417	576	243	487	349	377	366	417	host	gene-NRS_2303
gene-NRS_400	76769	73244	87447	81594	70232	77206	54567	57329	73505	55383	51405	81414	39936	57174	35302	43260	11754	21077	13826	27458	13663	13458	9341	14709	10837	12297	11669	12688	host	gene-NRS_400
gene-NRS_904	40692	62092	42854	32700	26878	31424	18605	17848	29107	24021	36466	41329	13830	21189	13331	11501	2282	3542	2720	4840	2472	2012	2726	2103	1504	1612	1653	1562	host	gene-NRS_904
gene-NRS_1671	6766	7501	8225	6618	6295	6964	5274	4946	7357	5006	5792	6153	4089	4692	3850	2904	1147	1433	1358	1919	1077	972	736	862	621	539	633	546	host	gene-NRS_1671
gene-NRS_1349	1588	1569	1902	1514	1456	1798	1356	964	1777	1227	1209	1348	782	866	792	415	166	188	231	208	162	174	172	202	149	180	156	193	host	gene-NRS_1349
gene-NRS_1581	7634	7483	9452	9044	7991	8843	8064	5537	7716	5750	4107	5574	3948	4213	3884	2244	930	1344	1223	1442	548	647	328	727	525	703	508	839	host	gene-NRS_1581
gene-NRS_177	919	942	1107	1051	892	1019	811	724	1010	634	725	824	518	648	550	437	160	286	226	329	172	160	134	155	133	130	134	144	host	gene-NRS_177
gene-NRS_2482	558	512	616	559	562	554	457	400	654	454	416	569	308	384	344	225	103	105	108	165	65	64	53	59	57	49	39	62	host	gene-NRS_2482
gene-NRS_2273	232	314	302	252	207	289	192	190	313	219	330	335	192	303	215	158	108	134	104	170	120	113	116	93	108	87	111	84	host	gene-NRS_2273
gene-NRS_2627	227	198	266	222	232	252	240	187	216	152	128	151	136	134	108	67	35	63	55	58	18	21	12	42	13	22	31	43	host	gene-NRS_2627
gene-NRS_545	1158463	1313899	1351504	1141776	1005729	1194042	820711	897214	1267061	915971	667378	1104302	593920	710893	599572	340166	178499	133777	188281	170393	136883	114543	107458	126809	92039	117646	90012	130427	host	gene-NRS_545
gene-NRS_1789	46	27	45	49	28	36	31	33	32	22	20	29	24	19	18	27	15	12	11	8	4	4	4	9	6	4	6	8	host	gene-NRS_1789
gene-NRS_2570	845	923	947	787	736	821	642	599	850	540	505	731	430	535	356	322	128	173	119	236	119	108	106	120	104	86	114	95	host	gene-NRS_2570
gene-NRS_563	3793	4258	4643	4342	3449	4036	3653	3333	4157	2868	2475	3738	2119	2782	2143	1984	597	856	587	979	416	443	253	417	338	419	315	404	host	gene-NRS_563
gene-NRS_1969	1105	841	1368	1110	969	782	1054	791	1243	555	1371	1111	667	489	792	500	257	206	313	363	196	134	174	226	152	111	190	170	host	gene-NRS_1969
gene-NRS_2012	513	497	591	458	445	533	500	389	577	416	353	582	282	415	278	237	88	144	102	141	71	109	63	87	72	68	66	63	host	gene-NRS_2012
gene-CPT_phageK_gp044	626	669	864	865	2904	2761	2614	1935	3655	2365	2511	3343	2119	2231	1722	1289	650	851	683	900	652	672	586	646	659	597	658	636	phage	gene-CPT_phageK_gp044
gene-NRS_662	2234	2341	2711	2309	2058	2422	2058	1516	2314	1703	1902	2166	1347	1616	1167	1121	300	508	335	628	173	270	169	264	192	168	205	216	host	gene-NRS_662
gene-NRS_2601	1006	1169	1299	1171	1160	1283	1318	949	1063	843	886	1062	699	921	688	590	358	462	362	577	216	259	164	196	140	147	161	137	host	gene-NRS_2601
gene-NRS_2238	177573	172196	207767	186322	179940	185647	140884	146079	195320	128748	96632	137238	89165	85671	87414	38307	23096	20074	25169	24181	15537	17935	11296	18689	14089	16076	14560	22101	host	gene-NRS_2238
gene-NRS_1448	17	21	27	14	15	21	17	19	14	10	13	20	10	9	10	16	2	6	8	9	2	1	1	2	2	4	4	2	host	gene-NRS_1448
gene-NRS_455	123	109	167	151	135	175	145	159	163	113	90	153	78	115	73	82	25	48	27	36	13	15	33	34	23	16	19	21	host	gene-NRS_455
gene-NRS_682	5276	5160	6326	5512	4797	5618	4129	3678	5869	3846	2928	4904	3015	3665	2884	2193	816	1051	930	1539	735	760	514	753	523	585	490	560	host	gene-NRS_682
gene-NRS_900	75	82	119	97	101	102	138	70	86	62	72	69	68	53	48	26	19	34	25	24	7	12	9	15	12	8	11	26	host	gene-NRS_900
gene-NRS_2661	4399	4668	5458	4323	4290	4627	3483	3195	4548	2968	3043	3747	2157	2475	2079	1372	640	815	905	1039	647	573	415	537	518	519	503	445	host	gene-NRS_2661
gene-NRS_1650	59196	67515	68712	58454	49877	61357	43852	42367	56891	41885	37531	50922	27264	33668	28047	18239	8210	8733	8592	11802	6725	6768	5395	6960	5022	5398	5473	5946	host	gene-NRS_1650
gene-NRS_313	688	522	875	786	810	801	1060	526	749	428	506	446	376	365	338	252	102	225	112	184	42	105	34	85	68	44	61	121	host	gene-NRS_313
gene-NRS_1326	1345	1178	1732	1802	1585	1813	1787	1299	1970	1164	719	1335	1023	1176	1007	812	400	601	457	737	285	381	173	357	281	255	312	319	host	gene-NRS_1326
gene-CPT_phageK_gp213	662	815	1085	1112	17860	16102	20794	14128	101725	61257	87113	64204	88975	89957	86264	58982	26479	37391	27836	37421	8727	12796	9060	10585	6982	5876	7446	8009	phage	gene-CPT_phageK_gp213
gene-NRS_1342	12946	12681	15651	14155	12579	14386	10950	10017	15450	11080	7959	13979	8077	10317	7851	6930	2914	3505	2743	4488	2266	2434	1846	2460	1649	1443	1825	1890	host	gene-NRS_1342
gene-NRS_402	105	114	139	108	100	103	117	84	97	57	81	68	64	51	64	33	17	24	8	17	7	12	4	6	13	7	11	11	host	gene-NRS_402
gene-NRS_1713	7417	7094	9216	8575	8375	8268	6837	5633	8458	5979	6580	8920	4957	6450	4214	4663	1427	3328	2088	3721	1388	1763	1160	1571	1210	1170	1496	1597	host	gene-NRS_1713
gene-NRS_882	2205	2096	2211	1980	1772	2132	1765	1585	2666	1889	1313	2299	1588	1862	1552	1154	510	503	444	580	290	312	196	346	234	243	230	301	host	gene-NRS_882
gene-NRS_2299	538	626	894	787	937	989	1062	635	1058	602	686	640	728	619	602	350	197	350	247	314	134	195	92	124	145	109	165	161	host	gene-NRS_2299
gene-NRS_2552	1759	2117	2023	1670	1503	1818	1218	1057	1932	1338	1569	2066	900	1246	889	694	307	284	301	436	257	244	262	226	176	155	199	162	host	gene-NRS_2552
gene-NRS_1045	1544	1466	2096	1912	1654	2123	1880	1292	2087	1278	863	1370	953	1114	1027	566	383	456	389	461	207	307	148	288	214	205	209	224	host	gene-NRS_1045
gene-NRS_2659	954	613	938	988	925	823	806	695	954	625	718	602	754	702	618	481	206	568	342	627	233	362	132	353	277	298	315	407	host	gene-NRS_2659
gene-NRS_876	7508	6971	9279	8335	7483	8895	7076	6072	8878	6507	6033	8251	5011	6543	4786	4714	1766	2785	1917	3426	1548	1583	1012	1533	1109	1131	1233	1228	host	gene-NRS_876
gene-NRS_254	353	373	444	343	297	381	265	285	375	256	277	348	199	244	199	175	80	111	71	147	64	77	55	87	45	47	53	38	host	gene-NRS_254
gene-NRS_2083	234	237	255	233	226	230	172	160	271	139	214	234	108	167	107	75	32	41	39	76	57	27	16	40	34	51	26	35	host	gene-NRS_2083
gene-NRS_801	729	910	889	807	846	809	685	625	756	498	617	768	385	469	328	275	109	147	128	141	89	106	79	69	74	73	70	76	host	gene-NRS_801
gene-NRS_981	3332	2851	4164	3788	3316	4144	3584	2541	3629	2368	1868	2672	1851	2096	1966	1116	420	560	486	637	198	319	127	340	197	306	201	336	host	gene-NRS_981
gene-NRS_2660	289	268	416	314	332	356	275	276	298	215	233	279	200	198	172	105	51	80	72	98	46	53	50	34	28	44	35	32	host	gene-NRS_2660
gene-NRS_555	966	827	1345	1097	1120	1399	1285	879	1263	852	477	1131	608	768	556	443	233	292	238	275	135	199	95	151	131	116	145	122	host	gene-NRS_555
gene-NRS_2479	2111	2125	2329	2041	2170	2076	1670	1447	2398	1576	2766	2203	1391	1316	1380	758	435	649	675	826	681	477	518	636	486	625	470	717	host	gene-NRS_2479
gene-NRS_1865	11973	21721	16398	10326	9645	12137	7898	10279	9702	7526	7004	10771	4551	5563	4347	2176	716	820	1090	1008	1445	801	1071	955	795	1300	647	677	host	gene-NRS_1865
gene-CPT_phageK_gp119	1632	1551	1961	1791	21085	16243	17154	17460	218047	135750	130457	146812	451421	449995	403665	283871	176418	218484	199494	253753	87496	79997	76668	77456	46666	40868	48928	45427	phage	gene-CPT_phageK_gp119
gene-NRS_203	92	109	116	88	92	77	75	62	102	71	72	65	81	66	44	23	9	18	9	31	12	6	1	9	7	6	11	8	host	gene-NRS_203
gene-NRS_362	2607	2459	3124	3028	2944	3170	2879	2202	3193	2254	2163	2389	1708	1898	1762	1295	610	1002	767	1078	451	591	402	603	430	426	466	550	host	gene-NRS_362
gene-NRS_740	351	279	447	423	413	540	655	329	483	218	204	268	216	196	224	68	77	91	92	102	40	46	13	56	35	42	29	42	host	gene-NRS_740
gene-NRS_2556	1764	1676	1984	1829	1563	1805	1255	1219	1841	1220	1209	1909	1083	1290	963	904	245	417	273	491	234	193	157	229	166	174	181	203	host	gene-NRS_2556
gene-NRS_1640	33541	35009	40353	35692	31105	36618	27983	25568	34358	24319	24596	29371	16872	19616	16553	11118	4762	5799	5396	6806	3815	3831	2886	3844	3026	3234	3280	3985	host	gene-NRS_1640
gene-NRS_2234	344447	336122	399874	345400	324841	350179	253668	261824	369358	250851	236880	291391	172181	174270	164659	72330	37041	39033	52072	47486	33269	31005	25482	36646	25612	32264	23707	38823	host	gene-NRS_2234
gene-NRS_1396	15338	13193	18260	16709	14868	15996	13176	13141	15739	11198	10307	14569	8553	10749	7753	7908	2046	4128	2777	5649	2260	2248	1580	2371	1681	1873	1602	1862	host	gene-NRS_1396
gene-NRS_674	2566	2387	3396	3139	2786	3169	2904	2144	2903	2068	1563	2360	1672	1878	1516	1237	380	748	442	793	217	394	176	335	317	277	286	383	host	gene-NRS_674
gene-NRS_1088	2304	2603	2877	2428	2261	2721	2242	1600	2336	1630	1203	2036	1148	1464	1150	778	260	324	308	385	187	163	123	202	141	161	151	163	host	gene-NRS_1088
gene-NRS_500	2247	2554	3217	2674	2979	2887	2877	1835	2672	1692	1982	2067	1284	1279	1273	617	269	303	303	294	167	212	124	158	103	145	126	152	host	gene-NRS_500
gene-NRS_118	1015	860	1064	896	737	931	728	611	918	567	514	863	491	545	445	374	135	136	156	241	109	120	92	140	103	104	99	132	host	gene-NRS_118
gene-NRS_709	393	268	382	427	421	430	400	285	450	367	273	390	330	468	343	361	124	223	142	302	75	116	55	123	90	96	59	126	host	gene-NRS_709
gene-NRS_729	24590	23473	29264	24995	22039	28152	21314	20734	32977	24786	15559	37597	20335	32934	19565	23748	10166	13556	10011	17828	9172	9072	6062	8742	7326	7249	6810	6394	host	gene-NRS_729
gene-NRS_1944	2976	2900	3441	3172	2842	3411	3282	2263	3361	2115	1661	2649	1771	2014	1557	1238	499	591	424	613	286	392	242	307	326	289	272	321	host	gene-NRS_1944
gene-NRS_2080	37325	38184	47775	40492	36113	42892	33660	32441	47159	32705	21577	37221	25640	29287	24655	15497	8204	7989	8813	10198	6029	6813	4055	6198	5146	5575	5566	6382	host	gene-NRS_2080
gene-NRS_1454	8	6	12	5	4	5	3	1	11	1	6	6	3	8	1	1	2	3	1	3	0	1	0	3	0	0	5	0	host	gene-NRS_1454
gene-NRS_1221	1977	1911	2539	2140	1919	2238	1842	1370	2079	1292	1146	1332	878	1072	947	525	198	256	240	279	86	112	69	103	78	116	78	134	host	gene-NRS_1221
gene-NRS_750	9458	12672	11500	9268	9322	10107	7427	6463	9226	6889	9517	10435	4320	5831	5865	3256	1284	1624	1561	1846	1186	908	1250	969	678	820	828	822	host	gene-NRS_750
gene-NRS_935	654	729	767	564	505	589	542	452	724	483	535	690	414	543	370	339	130	215	157	250	147	128	105	122	105	76	105	89	host	gene-NRS_935
gene-NRS_1853	13161	17271	16661	11090	11042	13250	8410	9546	12056	7721	7115	13394	5607	7308	5080	2527	1041	1289	1723	1689	2091	1109	1513	1218	953	1563	835	794	host	gene-NRS_1853
gene-NRS_1945	5700	5725	6723	6125	5403	6348	5179	3982	6222	4143	3885	5403	3228	3834	2979	2302	646	817	605	934	388	533	346	451	418	362	366	389	host	gene-NRS_1945
gene-CPT_phageK_gp090	401	575	685	652	12475	8257	9638	8507	59543	34772	56039	43472	50185	44646	40455	25539	9255	16177	12939	16077	6406	6813	5765	7398	5610	4495	6759	7015	phage	gene-CPT_phageK_gp090
gene-NRS_2478	2319	2998	3018	2423	2402	2756	1885	1763	2548	1876	2102	3328	1278	2158	1280	1192	428	625	548	783	458	362	351	365	226	237	273	283	host	gene-NRS_2478
gene-NRS_1256	5646	5515	7024	6435	6330	7044	5785	4928	6894	5078	5416	6236	4836	4832	4218	3107	1125	1729	1396	1619	748	1000	481	733	635	698	578	682	host	gene-NRS_1256
gene-NRS_1194	4487	4728	5586	4943	4534	5218	4360	3709	4830	3330	3320	4334	2298	2924	2320	1553	667	979	825	1075	610	631	589	567	434	449	484	508	host	gene-NRS_1194
gene-NRS_612	1899	2302	2512	2259	2286	2266	1974	1697	2071	1550	2055	2269	1006	1507	1033	992	205	334	188	335	160	174	117	149	139	131	107	168	host	gene-NRS_612
gene-NRS_617	1644	1712	1789	1877	1573	1838	2135	1218	1699	1141	1380	1473	998	1102	965	677	297	405	238	379	133	252	182	202	159	188	187	253	host	gene-NRS_617
gene-NRS_1089	204	178	242	205	212	222	251	162	282	161	158	161	143	114	143	41	26	41	46	36	29	38	26	33	29	24	24	26	host	gene-NRS_1089
gene-NRS_1226	51	30	59	49	67	84	112	54	56	33	45	51	34	19	30	18	15	27	19	19	6	16	4	12	21	13	14	14	host	gene-NRS_1226
gene-NRS_1313	501	414	537	497	418	508	340	390	596	472	329	725	411	747	416	621	206	319	181	425	186	179	148	173	135	84	125	152	host	gene-NRS_1313
gene-NRS_920	46	31	78	57	67	77	65	54	66	38	37	27	29	23	31	20	11	11	10	16	6	2	0	7	7	4	9	6	host	gene-NRS_920
gene-NRS_1057	211	192	280	239	323	301	279	226	255	161	151	189	91	144	92	68	57	56	40	50	13	23	23	18	16	10	22	33	host	gene-NRS_1057
gene-NRS_1876	544	458	713	696	620	718	726	506	722	446	475	533	385	435	346	349	186	456	262	491	153	325	98	263	180	176	198	246	host	gene-NRS_1876
gene-NRS_1762	16711	18845	20796	16863	15119	17569	12734	13544	17012	12090	12415	17917	8307	10730	8160	6398	2719	3117	3439	4163	2679	2261	1929	2356	1688	1949	1818	1839	host	gene-NRS_1762
gene-NRS_672	7516	9014	9117	8159	7514	7693	6170	5404	8136	5729	7098	7461	4681	5097	4168	2895	1136	1442	1469	1865	1016	1140	1099	1012	828	811	984	906	host	gene-NRS_672
gene-NRS_467	12229	12615	15716	14592	14962	13976	12424	11323	14222	10138	12251	12842	8702	9535	7859	6684	2824	5415	4281	7045	2989	3166	2218	3178	2199	2244	2445	2290	host	gene-NRS_467
gene-NRS_1178	17550	19974	20561	17930	15086	18591	14246	12058	17666	12783	11152	15943	8559	11045	8579	6057	2485	3197	2775	3732	1911	2142	1486	2062	1516	1719	1527	2146	host	gene-NRS_1178
gene-NRS_2240	322820	292569	376390	338663	325678	331048	250539	247550	351459	228449	230295	256976	153882	152632	151186	67502	37815	33897	46880	46742	32929	30406	29064	32737	24419	28858	24048	33631	host	gene-NRS_2240
gene-NRS_2079	2151	1900	2516	2180	2010	2440	2023	1758	2454	1677	1114	2089	1234	1701	1286	992	413	590	467	621	310	331	224	299	284	296	284	324	host	gene-NRS_2079
gene-NRS_2424	3689	4041	4797	4219	3776	5068	3798	3260	4691	3263	2508	4495	2380	3135	2303	1739	811	975	954	1293	730	765	491	837	605	729	591	734	host	gene-NRS_2424
gene-NRS_347	2559	2897	3042	2383	2136	2687	1849	1848	3278	2461	2394	3743	1892	2624	1946	1489	683	632	704	766	566	372	479	373	271	234	336	264	host	gene-NRS_347
gene-NRS_55	1274	1409	1650	1583	2058	1570	1490	1093	1555	920	2774	1040	876	786	766	569	261	540	385	585	201	285	193	248	190	187	212	290	host	gene-NRS_55
gene-CPT_phageK_gp066	264	421	389	463	6095	4972	5704	4118	23126	12850	24631	16874	16473	15235	14492	10343	3171	5309	3521	5035	1125	1566	1299	1439	962	745	1088	1175	phage	gene-CPT_phageK_gp066
gene-NRS_849	436	325	643	645	748	759	1075	554	551	330	351	295	341	303	349	200	74	190	128	141	27	82	14	52	44	52	32	58	host	gene-NRS_849
gene-NRS_1908	2105	2699	2528	2044	1936	1918	1511	1271	1981	1423	1991	1659	1015	1064	952	562	234	305	299	395	248	275	301	249	197	207	213	221	host	gene-NRS_1908
gene-NRS_2186	245	209	266	301	233	255	201	159	294	198	162	236	174	156	151	95	51	51	52	67	26	38	32	35	35	18	39	35	host	gene-NRS_2186
gene-NRS_2448	1097	1495	1401	1100	1035	1194	884	899	1246	777	757	1304	586	789	574	383	125	117	161	158	96	82	78	71	76	64	56	52	host	gene-NRS_2448
gene-NRS_1369	3011	3010	3472	3423	3174	3335	2498	2158	3229	2200	2302	2706	1711	1910	1493	1192	432	638	496	751	279	291	219	341	221	281	292	280	host	gene-NRS_1369
gene-NRS_2156	4360	5728	6064	3933	4090	5211	3085	2728	3341	2369	2102	3410	1492	1760	1599	581	257	240	430	380	484	249	309	298	184	428	168	199	host	gene-NRS_2156
gene-NRS_929	7144	6900	8171	7430	6647	8091	5733	5130	7392	5433	5149	7801	3869	5440	3811	3688	1090	1811	1195	2361	863	1006	656	1071	715	721	780	981	host	gene-NRS_929
gene-NRS_1195	8068	6969	9681	9420	7988	9413	8091	6530	9039	5895	4540	6466	4437	5017	4252	3049	1151	1870	1488	2106	946	1183	775	1215	925	1024	891	1113	host	gene-NRS_1195
gene-NRS_2476	120	109	190	208	181	198	288	146	180	104	164	107	110	95	90	55	30	79	45	56	23	42	15	26	23	35	14	46	host	gene-NRS_2476
gene-NRS_2441	944	946	1170	1214	1296	962	1171	720	1007	742	1174	834	675	587	561	444	121	342	141	229	67	119	56	106	108	87	101	151	host	gene-NRS_2441
gene-NRS_70	375	377	418	332	328	354	293	239	386	208	267	272	155	173	171	85	32	37	47	50	28	27	22	14	27	21	17	21	host	gene-NRS_70
gene-NRS_549	29008	28317	34720	30765	30034	31849	24759	23537	33605	24659	23852	32931	18773	25360	17617	20282	9091	17472	10496	27435	14318	14677	8596	14839	11549	11449	10397	9903	host	gene-NRS_549
gene-NRS_1288	154	113	147	138	83	99	80	101	132	118	62	165	73	131	72	132	59	57	33	69	24	39	22	26	36	21	31	23	host	gene-NRS_1288
gene-CPT_phageK_gp006	25	27	52	51	1377	635	1004	666	5127	2742	8025	2923	5335	3163	3516	1973	713	2069	1162	1413	276	481	332	442	289	245	378	568	phage	gene-CPT_phageK_gp006
gene-CPT_phageK_gp167	904	525	1277	1149	4218	4448	4720	3819	14953	9717	9361	9265	27321	23025	24865	17866	202382	235547	216499	266560	310520	362452	259029	333797	297670	239963	313073	300915	phage	gene-CPT_phageK_gp167
gene-NRS_286	1635	1866	1755	1599	1569	1585	1394	1031	1462	1131	3069	1568	684	1039	771	679	248	411	278	524	310	255	358	278	176	214	206	208	host	gene-NRS_286
gene-NRS_1267	4096	4468	5913	5974	7287	5765	6357	4660	5677	3826	10232	4940	4641	3800	3726	2324	1303	4775	2288	2967	1335	1738	1344	1923	1492	1801	1452	2776	host	gene-NRS_1267
gene-NRS_983	109391	103207	126493	111337	98754	114690	85857	90168	137155	93788	60219	111603	73641	91455	69812	56441	24849	24100	23708	32192	20083	17616	13740	17059	13695	13269	14177	14929	host	gene-NRS_983
gene-NRS_1167	34495	40293	40006	35073	30621	35885	24189	22716	33999	24693	26456	32720	15978	19607	15622	10847	4507	5464	5167	7479	4273	3826	3947	4130	2864	3128	2702	3369	host	gene-NRS_1167
gene-NRS_2069	316	221	274	282	277	270	254	226	312	219	142	305	151	186	194	138	56	51	52	107	45	50	32	42	58	53	34	52	host	gene-NRS_2069
gene-NRS_1317	1818	1805	2037	1796	1683	1923	1443	1395	2086	1637	1586	2235	1128	1526	1101	1350	515	760	483	982	471	445	344	464	301	365	389	350	host	gene-NRS_1317
gene-NRS_1073	3899	3967	4659	4065	3752	4167	3184	2945	4056	2898	3165	4358	2166	3049	1988	2225	690	1168	697	1544	482	676	385	620	436	422	471	537	host	gene-NRS_1073
gene-CPT_phageK_gp022	37	34	42	41	300	266	269	246	2829	1699	2433	2315	4512	4660	3897	2773	1551	2989	2001	2745	1159	1065	1105	983	712	701	715	875	phage	gene-CPT_phageK_gp022
gene-NRS_1536	888	660	1213	1209	1280	1163	1597	786	977	522	581	488	447	437	525	313	161	329	203	333	73	141	54	134	92	99	72	126	host	gene-NRS_1536
gene-NRS_166	96	94	121	109	105	99	59	55	94	74	77	90	58	40	42	35	7	12	18	28	21	10	2	15	10	8	11	17	host	gene-NRS_166
gene-NRS_2169	7082	8509	8776	6915	6409	7514	5515	5087	7870	5380	6006	6219	3873	4106	3773	1940	1045	986	1316	1198	1021	753	916	721	639	686	609	849	host	gene-NRS_2169
gene-NRS_1170	20079	20133	23606	20964	19592	20827	16503	14409	20424	13524	13538	15051	9907	10187	9503	5936	2707	3534	3000	4464	2170	2441	1654	2362	1754	1797	1823	2232	host	gene-NRS_1170
gene-NRS_1200	3053	3429	3596	3182	2772	3448	2597	2045	3357	2268	2035	3070	1596	2145	1737	1245	482	668	529	855	400	481	338	381	358	242	330	308	host	gene-NRS_1200
gene-NRS_1250	1093	1182	1236	1171	1112	1187	815	864	1285	872	810	1255	816	1090	749	875	271	489	328	717	346	314	239	310	260	252	240	259	host	gene-NRS_1250
gene-NRS_1459	234	259	410	335	297	403	440	353	280	190	270	283	167	187	179	110	27	32	30	45	20	20	5	13	11	10	12	5	host	gene-NRS_1459
gene-NRS_811	1412	1371	1795	1648	1536	1622	1336	1080	1631	1125	965	1117	815	881	727	581	168	298	204	335	120	140	65	155	78	106	124	175	host	gene-NRS_811
gene-NRS_1868	6920	8755	9730	6279	6128	7312	5200	4692	6730	4084	3653	5827	2658	2856	2689	1206	571	553	802	780	900	654	644	601	495	715	427	442	host	gene-NRS_1868
gene-NRS_1439	22	38	38	28	23	32	39	26	32	25	17	14	16	31	11	3	0	6	2	16	1	8	4	6	8	4	7	13	host	gene-NRS_1439
