# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR11805719_sorted.bam" "SRR11805717_sorted.bam" "SRR11805716_sorted.bam" "SRR11805720_sorted.bam" "SRR11805718_sorted.bam" "SRR11805721_sorted.bam" "SRR11805715_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR11805719_sorted.bam	SRR11805717_sorted.bam	SRR11805716_sorted.bam	SRR11805720_sorted.bam	SRR11805718_sorted.bam	SRR11805721_sorted.bam	SRR11805715_sorted.bam
gene-SynWH7803_1998	CT971583.1	1826304	1827938	-	1635	1512	13140	4269	3720	4363	3854	15755
gene-SynWH7803_1999	CT971583.1	1827992	1828303	-	312	421	4102	1210	1042	1246	1015	4373
gene-SynWH7803_2000	CT971583.1	1828520	1829983	+	1464	573	4354	2154	2056	1698	1638	10543
gene-SynWH7803_2001	CT971583.1	1830066	1830476	+	411	157	1273	667	829	531	641	2750
gene-SynWH7803_2002	CT971583.1	1830617	1831120	-	504	580	1685	1802	2342	1433	2102	3700
gene-SynWH7803_2003	CT971583.1	1831191	1831958	+	768	95	109	89	159	114	161	240
gene-SynWH7803_2004	CT971583.1	1832034	1833170	+	1137	118	219	147	293	166	205	563
gene-SynWH7803_2005	CT971583.1	1833173	1834465	-	1293	181	332	224	267	235	266	652
gene-SynWH7803_2006	CT971583.1	1834579	1835589	+	1011	136	253	177	260	184	264	479
gene-SynWH7803_2007	CT971583.1	1835586	1836902	+	1317	111	153	111	195	169	175	213
gene-SynWH7803_2008	CT971583.1	1836899	1837480	+	582	81	64	70	100	100	113	121
gene-SynWH7803_2009	CT971583.1	1837487	1839220	+	1734	120	161	123	180	170	246	376
gene-SynWH7803_2010	CT971583.1	1839250	1840389	+	1140	166	407	203	318	227	338	1104
gene-SynWH7803_2011	CT971583.1	1840395	1840730	-	336	43	110	75	97	70	125	282
gene-SynWH7803_2012	CT971583.1	1840834	1841898	-	1065	141	199	152	182	219	189	373
gene-SynWH7803_2013	CT971583.1	1841903	1842097	-	195	50	133	90	123	88	95	248
gene-SynWH7803_2014	CT971583.1	1842094	1842429	-	336	55	195	127	160	118	153	417
gene-SynWH7803_2015	CT971583.1	1842463	1843191	-	729	67	94	81	159	92	169	298
gene-SynWH7803_2016	CT971583.1	1843280	1844230	-	951	761	3514	2518	3159	2368	3202	8820
gene-SynWH7803_2017	CT971583.1	1844242	1845762	-	1521	1187	6918	3985	3627	3916	3812	19317
gene-SynWH7803_2018	CT971583.1	1845823	1846371	-	549	418	2849	1700	1784	1581	1445	8219
gene-SynWH7803_2019	CT971583.1	1846371	1846886	-	516	381	3058	1857	1807	1554	1347	8395
gene-SynWH7803_2020	CT971583.1	1846895	1847359	-	465	539	4127	2413	2253	1965	1669	9645
gene-SynWH7803_2021	CT971583.1	1847440	1847688	-	249	533	4302	2288	1938	1704	1410	9801
gene-SynWH7803_2022	CT971583.1	1847843	1848571	-	729	489	3068	2072	2097	1728	1243	7654
gene-SynWH7803_2023	CT971583.1	1848593	1848928	-	336	263	1603	1128	1039	907	429	4231
gene-SynWH7803_2024	CT971583.1	1849015	1850235	-	1221	110	233	146	242	177	168	496
gene-SynWH7803_2025	CT971583.1	1850395	1853334	+	2940	1190	4835	2593	4827	2430	4523	13077
gene-SynWH7803_2026	CT971583.1	1853715	1854200	+	486	2069	8522	4358	6745	4778	6955	27947
gene-SynWH7803_2027	CT971583.1	1854240	1854728	+	489	2326	10876	5867	11097	6136	10414	33534
gene-SynWH7803_2028	CT971583.1	1854734	1854934	+	201	1506	5707	3474	8736	3631	7911	14884
gene-SynWH7803_2029	CT971583.1	1855062	1856297	+	1236	240	477	319	902	423	684	936
gene-SynWH7803_2030	CT971583.1	1856248	1857069	+	822	155	348	245	450	264	403	566
gene-SynWH7803_2031	CT971583.1	1857072	1858364	+	1293	159	396	279	237	255	234	648
gene-SynWH7803_2032	CT971583.1	1858336	1858746	-	411	94	248	198	201	189	190	485
gene-SynWH7803_2033	CT971583.1	1859041	1859244	+	204	498	4065	2966	2914	822	1858	35102
gene-SynWH7803_2034	CT971583.1	1859314	1859535	+	222	301	2977	2056	1808	584	951	20036
gene-SynWH7803_2035	CT971583.1	1859577	1859915	+	339	364	2761	1861	2644	595	1346	15880
gene-SynWH7803_2036	CT971583.1	1859924	1860757	-	834	268	1253	963	1716	412	833	6758
gene-SynWH7803_2037	CT971583.1	1860817	1861074	+	258	230	486	292	679	301	683	1211
gene-SynWH7803_2038	CT971583.1	1861124	1862419	+	1296	243	750	397	560	377	611	1602
gene-SynWH7803_2039	CT971583.1	1862545	1863942	+	1398	107	195	155	207	187	240	444
gene-SynWH7803_2040	CT971583.1	1863961	1866735	-	2775	223	385	333	595	400	553	688
gene-SynWH7803_2041	CT971583.1	1866745	1867701	-	957	46	141	81	102	109	119	185
gene-SynWH7803_2042	CT971583.1	1867735	1868895	+	1161	98	117	105	168	172	181	224
gene-SynWH7803_2043	CT971583.1	1868892	1869638	+	747	47	80	57	83	84	98	141
gene-SynWH7803_2044	CT971583.1	1869635	1870393	+	759	55	62	50	89	92	79	150
gene-SynWH7803_2045	CT971583.1	1870390	1871058	+	669	91	128	121	183	121	162	365
gene-SynWH7803_2046	CT971583.1	1871058	1871213	+	156	93	192	141	262	135	229	491
gene-SynWH7803_2047	CT971583.1	1871230	1871520	-	291	132	222	152	329	164	278	536
gene-SynWH7803_2048	CT971583.1	1871576	1872862	+	1287	151	284	179	202	185	216	542
gene-SynWH7803_2049	CT971583.1	1872846	1873067	-	222	61	133	73	95	93	99	231
gene-SynWH7803_2050	CT971583.1	1873054	1873584	-	531	69	155	77	111	110	130	261
gene-SynWH7803_2051	CT971583.1	1873645	1874409	+	765	78	164	102	148	144	157	268
gene-SynWH7803_2052	CT971583.1	1874385	1875587	-	1203	125	215	141	280	185	252	438
gene-SynWH7803_2053	CT971583.1	1875593	1875991	-	399	103	326	207	321	163	248	893
gene-SynWH7803_2054	CT971583.1	1876008	1876400	-	393	232	880	518	672	413	559	2735
gene-SynWH7803_2055	CT971583.1	1876400	1876603	-	204	146	525	308	462	253	377	1624
gene-SynWH7803_2056	CT971583.1	1876675	1877484	-	810	91	260	199	293	190	265	605
gene-SynWH7803_2057	CT971583.1	1877676	1879439	-	1764	210	367	258	358	302	364	838
gene-SynWH7803_2058	CT971583.1	1879470	1880525	-	1056	175	607	376	297	356	339	745
gene-SynWH7803_2059	CT971583.1	1880522	1880674	-	153	104	662	405	264	279	336	844
gene-SynWH7803_2060	CT971583.1	1880743	1884834	-	4092	1337	7170	4544	2991	3276	4105	12152
gene-SynWH7803_2061	CT971583.1	1884886	1886790	-	1905	916	3839	2779	2209	2329	3450	7774
gene-SynWH7803_2062	CT971583.1	1886839	1890132	-	3294	1245	7773	5155	4034	3286	4408	17241
gene-SynWH7803_2063	CT971583.1	1890400	1891185	-	786	155	563	516	451	332	419	1259
gene-SynWH7803_2064	CT971583.1	1891247	1891555	-	309	363	1537	1379	1455	845	1245	3156
gene-SynWH7803_2065	CT971583.1	1891639	1892982	+	1344	158	376	254	368	283	314	770
gene-SynWH7803_2066	CT971583.1	1892985	1893701	-	717	103	283	162	256	172	258	774
gene-SynWH7803_2067	CT971583.1	1893738	1894886	-	1149	148	337	226	273	233	338	1130
gene-SynWH7803_2068	CT971583.1	1894922	1898074	-	3153	367	717	580	664	574	684	1893
gene-SynWH7803_2069	CT971583.1	1898360	1900210	-	1851	614	1440	1524	1270	1053	1693	1241
gene-SynWH7803_2070	CT971583.1	1900499	1901203	-	705	113	200	150	136	220	185	284
gene-SynWH7803_2071	CT971583.1	1901455	1901643	+	189	76	219	154	261	169	208	513
gene-SynWH7803_2072	CT971583.1	1901757	1902695	+	939	135	384	211	421	392	451	1163
gene-SynWH7803_2073	CT971583.1	1902730	1903065	+	336	60	143	70	153	104	156	461
gene-SynWH7803_2074	CT971583.1	1903062	1904213	+	1152	140	175	111	289	210	287	518
gene-SynWH7803_2075	CT971583.1	1904257	1904763	+	507	76	123	89	242	124	240	261
gene-SynWH7803_2076	CT971583.1	1904908	1905375	+	468	152	284	282	314	279	299	634
gene-SynWH7803_2077	CT971583.1	1905424	1906833	+	1410	248	791	579	567	468	479	1685
gene-SynWH7803_2078	CT971583.1	1906830	1907111	+	282	82	293	266	293	209	253	630
gene-SynWH7803_2079	CT971583.1	1907175	1910546	+	3372	615	2335	1389	1160	1208	1340	4692
gene-SynWH7803_2080	CT971583.1	1910546	1911346	+	801	154	423	305	306	265	301	788
gene-RNA_44	CT971583.1	1911453	1911525	+	73	51	50	102	170	84	129	105
gene-SynWH7803_2081	CT971583.1	1911609	1912799	+	1191	127	163	202	321	218	286	376
gene-SynWH7803_2082	CT971583.1	1912840	1912968	-	129	21	42	34	42	44	32	87
gene-SynWH7803_2083	CT971583.1	1912980	1914053	+	1074	55	59	87	163	97	141	174
gene-SynWH7803_2084	CT971583.1	1914146	1915225	-	1080	728	2057	1270	938	1162	862	2715
gene-SynWH7803_2085	CT971583.1	1915609	1915959	+	351	299	433	302	615	414	494	1646
gene-SynWH7803_2086	CT971583.1	1915952	1916416	+	465	273	527	586	552	417	456	753
gene-SynWH7803_2087	CT971583.1	1916491	1916859	+	369	178	419	321	512	275	410	1026
gene-SynWH7803_2088	CT971583.1	1916862	1917764	-	903	159	265	184	409	239	399	489
gene-SynWH7803_2089	CT971583.1	1917836	1918825	+	990	102	122	76	134	134	138	222
gene-SynWH7803_2090	CT971583.1	1918822	1919475	+	654	55	114	63	107	77	97	247
gene-SynWH7803_2091	CT971583.1	1919472	1921382	+	1911	177	277	213	296	305	348	684
gene-SynWH7803_2092	CT971583.1	1921363	1921821	-	459	84	160	113	188	129	281	407
gene-SynWH7803_2093	CT971583.1	1921980	1922198	+	219	1526	2090	1663	12381	2651	7909	4687
gene-SynWH7803_2094	CT971583.1	1922292	1922474	-	183	274	435	325	1517	384	1134	647
gene-SynWH7803_2095	CT971583.1	1922569	1923558	-	990	96	251	140	212	153	246	437
gene-SynWH7803_2096	CT971583.1	1923618	1924850	+	1233	137	247	170	278	211	318	598
gene-SynWH7803_2097	CT971583.1	1924872	1927256	-	2385	155	255	209	292	280	302	528
gene-SynWH7803_2098	CT971583.1	1927256	1927654	-	399	55	137	96	198	123	157	274
gene-SynWH7803_2099	CT971583.1	1927995	1928996	-	1002	135	549	266	345	323	354	1187
gene-SynWH7803_2100	CT971583.1	1929048	1930019	-	972	123	203	142	203	202	199	285
gene-SynWH7803_2101	CT971583.1	1930136	1930504	+	369	69	295	163	196	109	194	650
gene-SynWH7803_2102	CT971583.1	1930509	1932149	+	1641	182	512	286	433	263	399	1005
gene-SynWH7803_2103	CT971583.1	1932160	1932861	-	702	72	106	96	153	118	150	183
gene-SynWH7803_2104	CT971583.1	1933287	1933559	-	273	281	522	297	536	470	438	880
gene-SynWH7803_2105	CT971583.1	1933714	1933962	+	249	160	202	218	553	291	617	491
gene-SynWH7803_2106	CT971583.1	1933959	1934807	+	849	235	276	285	864	351	825	720
gene-SynWH7803_2107	CT971583.1	1934828	1935142	-	315	112	140	184	776	257	589	360
gene-SynWH7803_2108	CT971583.1	1935378	1935605	-	228	22	8	19	54	57	54	39
gene-SynWH7803_2109	CT971583.1	1935768	1935974	+	207	51	27	41	145	114	148	60
gene-SynWH7803_2110	CT971583.1	1935961	1936122	+	162	33	38	43	171	99	145	66
gene-SynWH7803_2111	CT971583.1	1936263	1936436	+	174	25	39	36	133	62	99	32
gene-SynWH7803_2112	CT971583.1	1937189	1937365	+	177	32	25	52	83	89	94	56
gene-SynWH7803_2113	CT971583.1	1937362	1937577	+	216	40	61	64	166	94	149	132
gene-SynWH7803_2114	CT971583.1	1937613	1938212	+	600	47	85	71	205	100	172	176
gene-SynWH7803_2115	CT971583.1	1938440	1939066	-	627	71	70	94	304	126	235	98
gene-SynWH7803_2116	CT971583.1	1939066	1940520	-	1455	167	144	183	541	328	450	228
gene-SynWH7803_2117	CT971583.1	1940523	1941026	-	504	68	61	80	329	149	246	89
gene-SynWH7803_2118	CT971583.1	1941029	1942390	-	1362	125	119	167	450	289	406	208
gene-SynWH7803_2119	CT971583.1	1942433	1942822	-	390	1412	1562	1180	2154	1535	2051	2029
gene-RNA_45	CT971583.1	1942790	1943051	-	262	6415	5729	4976	9057	6652	9897	9815
gene-SynWH7803_2120	CT971583.1	1943093	1944265	+	1173	107	140	107	189	154	210	420
gene-SynWH7803_2121	CT971583.1	1944269	1944667	-	399	56	256	126	210	110	211	693
gene-SynWH7803_2122	CT971583.1	1944664	1945176	-	513	165	598	255	522	277	514	1692
gene-SynWH7803_2123	CT971583.1	1945183	1945545	+	363	60	36	48	80	91	87	95
gene-SynWH7803_2124	CT971583.1	1945623	1949228	+	3606	501	562	415	1273	683	1240	1436
gene-SynWH7803_2125	CT971583.1	1949289	1950434	+	1146	206	461	288	568	309	489	906
gene-SynWH7803_2126	CT971583.1	1950465	1950878	-	414	97	234	125	286	153	281	385
gene-SynWH7803_2127	CT971583.1	1950904	1952190	-	1287	128	191	173	237	235	254	323
gene-RNA_46	CT971583.1	1952217	1952298	-	82	77	83	128	126	153	150	201
gene-SynWH7803_2128	CT971583.1	1952445	1953788	+	1344	143	332	323	327	271	342	789
gene-SynWH7803_2129	CT971583.1	1953816	1954136	-	321	48	94	95	84	90	92	255
gene-SynWH7803_2130	CT971583.1	1954234	1954356	+	123	97	516	302	368	269	275	1146
gene-SynWH7803_2131	CT971583.1	1954438	1955382	+	945	366	1648	885	1347	712	1204	3908
gene-SynWH7803_2132	CT971583.1	1955406	1955906	+	501	64	186	120	176	126	172	455
gene-SynWH7803_2133	CT971583.1	1955903	1956394	+	492	77	181	116	181	106	146	408
gene-SynWH7803_2134	CT971583.1	1956395	1956598	-	204	79	198	140	214	118	181	408
gene-SynWH7803_2135	CT971583.1	1956607	1958604	-	1998	326	669	552	1235	600	1091	1296
gene-SynWH7803_2136	CT971583.1	1958630	1958971	-	342	86	156	107	113	98	167	424
gene-SynWH7803_2137	CT971583.1	1959042	1960619	+	1578	511	1156	606	952	720	1246	2170
gene-SynWH7803_2138	CT971583.1	1960835	1961005	-	171	407	1474	1320	1667	823	1516	3509
gene-SynWH7803_2139	CT971583.1	1961050	1961622	-	573	256	753	723	739	478	762	1421
gene-SynWH7803_2140	CT971583.1	1961681	1961878	-	198	73	208	149	257	176	316	436
gene-SynWH7803_2141	CT971583.1	1961883	1962488	-	606	137	429	304	394	318	401	1037
gene-SynWH7803_2142	CT971583.1	1962552	1964480	+	1929	115	111	114	160	155	154	278
gene-SynWH7803_2143	CT971583.1	1964474	1965148	-	675	77	97	67	89	80	85	228
gene-SynWH7803_2144	CT971583.1	1965135	1966247	-	1113	78	154	108	112	120	141	339
gene-SynWH7803_2145	CT971583.1	1966349	1967767	+	1419	102	202	154	137	129	167	344
gene-SynWH7803_2146	CT971583.1	1967833	1968582	+	750	104	255	158	145	169	174	340
gene-SynWH7803_2147	CT971583.1	1968546	1969814	-	1269	162	437	312	284	295	370	1050
gene-SynWH7803_2148	CT971583.1	1969811	1971007	-	1197	192	434	318	354	281	337	938
gene-SynWH7803_2149	CT971583.1	1971010	1971798	-	789	149	452	357	378	281	377	968
gene-SynWH7803_2150	CT971583.1	1971851	1973290	-	1440	360	1000	862	1105	669	1255	3454
gene-SynWH7803_2151	CT971583.1	1973296	1973655	-	360	160	743	530	468	321	552	2485
gene-SynWH7803_2152	CT971583.1	1973867	1974940	+	1074	130	245	113	322	203	348	462
gene-SynWH7803_2153	CT971583.1	1974982	1975647	+	666	228	386	238	363	281	417	607
gene-SynWH7803_2154	CT971583.1	1975644	1976024	+	381	69	79	61	88	67	120	170
gene-SynWH7803_2155	CT971583.1	1976085	1976675	+	591	91	216	183	191	143	171	498
gene-SynWH7803_2156	CT971583.1	1976768	1977526	+	759	596	2074	1220	2489	1261	2083	6290
gene-SynWH7803_2157	CT971583.1	1977685	1978755	+	1071	413	1216	830	1067	596	911	3471
gene-SynWH7803_2158	CT971583.1	1978766	1978951	+	186	101	271	215	317	170	289	785
gene-SynWH7803_2159	CT971583.1	1978991	1980394	+	1404	121	173	187	325	253	285	523
gene-SynWH7803_2160	CT971583.1	1980523	1981002	+	480	91	121	129	837	200	670	230
gene-SynWH7803_2161	CT971583.1	1981212	1981964	+	753	93	95	92	314	124	222	248
gene-SynWH7803_2162	CT971583.1	1981939	1982364	+	426	139	375	283	438	240	446	810
gene-SynWH7803_2163	CT971583.1	1982371	1982610	-	240	134	314	270	474	192	513	726
gene-SynWH7803_2164	CT971583.1	1982722	1984380	+	1659	135	338	304	423	258	410	884
gene-SynWH7803_2165	CT971583.1	1984432	1984725	-	294	47	97	106	222	90	183	215
gene-SynWH7803_2166	CT971583.1	1984722	1988129	-	3408	472	1061	789	1777	970	1580	2252
gene-SynWH7803_2167	CT971583.1	1988141	1989151	-	1011	206	485	357	809	416	653	953
gene-SynWH7803_2168	CT971583.1	1989339	1991552	+	2214	156	134	136	280	235	254	377
gene-SynWH7803_2169	CT971583.1	1991623	1992252	-	630	2865	15359	4004	15866	6905	12405	35373
gene-SynWH7803_2170	CT971583.1	1992417	1992911	-	495	91	144	93	264	150	176	246
gene-SynWH7803_2171	CT971583.1	1992938	1993603	-	666	63	56	70	114	96	107	198
gene-SynWH7803_2172	CT971583.1	1993602	1994075	+	474	61	115	112	229	121	193	351
gene-SynWH7803_2173	CT971583.1	1994068	1994748	-	681	83	136	112	214	157	206	270
gene-SynWH7803_2174	CT971583.1	1994753	1995526	-	774	124	246	220	311	201	394	461
gene-SynWH7803_2175	CT971583.1	1995596	1996771	+	1176	160	302	208	245	254	268	746
gene-SynWH7803_2176	CT971583.1	1996768	1998474	+	1707	149	171	164	314	207	277	401
gene-SynWH7803_2177	CT971583.1	1998467	2000269	+	1803	136	254	189	327	249	295	673
gene-SynWH7803_2178	CT971583.1	2000266	2001678	+	1413	147	375	283	451	308	478	879
gene-SynWH7803_2179	CT971583.1	2001703	2002407	+	705	74	223	163	230	146	197	515
gene-SynWH7803_2180	CT971583.1	2002421	2003584	+	1164	77	149	123	218	145	183	252
gene-SynWH7803_2181	CT971583.1	2003585	2003905	-	321	72	124	114	212	115	177	232
gene-SynWH7803_2182	CT971583.1	2004072	2004386	+	315	62	247	119	274	128	360	370
gene-SynWH7803_2183	CT971583.1	2004485	2004712	+	228	60	188	101	227	118	226	375
gene-SynWH7803_2184	CT971583.1	2004690	2004881	-	192	59	136	92	164	97	154	366
gene-SynWH7803_2185	CT971583.1	2004910	2006658	+	1749	240	431	394	634	435	716	1099
gene-SynWH7803_2186	CT971583.1	2006774	2006953	+	180	194	431	285	436	350	620	877
gene-SynWH7803_2187	CT971583.1	2006954	2008141	-	1188	298	748	485	549	461	693	1685
gene-SynWH7803_2188	CT971583.1	2008323	2008583	+	261	81	230	146	207	140	195	584
gene-SynWH7803_2189	CT971583.1	2008682	2009023	+	342	123	445	327	237	228	275	940
gene-SynWH7803_2190	CT971583.1	2009305	2011776	+	2472	213	300	233	376	323	331	578
gene-SynWH7803_2191	CT971583.1	2011845	2011991	+	147	355	352	493	1127	486	1040	672
gene-SynWH7803_2192	CT971583.1	2012097	2012273	+	177	47	115	76	86	52	143	195
gene-SynWH7803_2193	CT971583.1	2012263	2013414	+	1152	145	217	178	191	164	255	410
gene-SynWH7803_2194	CT971583.1	2013460	2013741	+	282	61	95	98	242	115	240	185
gene-SynWH7803_2195	CT971583.1	2013734	2014111	+	378	115	243	228	649	273	589	498
gene-SynWH7803_2196	CT971583.1	2014128	2014475	-	348	77	189	118	335	167	284	321
gene-SynWH7803_2197	CT971583.1	2014526	2015458	-	933	107	218	216	475	250	432	303
gene-RNA_47	CT971583.1	2015575	2015689	-	115	4659	6163	9891	6258	7386	8024	7093
gene-RNA_48	CT971583.1	2015804	2018668	-	2865	1565	2680	3228	2931	3156	3269	2515
gene-RNA_49	CT971583.1	2019109	2019181	-	73	79	226	238	301	182	443	312
gene-RNA_50	CT971583.1	2019191	2019264	-	74	86	275	298	336	200	463	330
gene-RNA_51	CT971583.1	2019450	2020913	-	1464	329	534	332	276	536	329	246
gene-SynWH7803_2198	CT971583.1	2021531	2022334	-	804	136	200	187	340	227	276	485
gene-SynWH7803_2199	CT971583.1	2022349	2023998	-	1650	449	1046	965	1873	978	1593	2581
gene-SynWH7803_2200	CT971583.1	2024089	2025486	-	1398	162	365	205	367	277	370	934
gene-SynWH7803_2201	CT971583.1	2025506	2026366	-	861	89	237	145	340	177	236	575
gene-SynWH7803_2202	CT971583.1	2026514	2027233	+	720	58	85	98	153	138	111	215
gene-SynWH7803_2203	CT971583.1	2027348	2027725	+	378	660	2482	1460	2912	1581	2247	5890
gene-SynWH7803_2204	CT971583.1	2027779	2029461	+	1683	288	1071	541	951	628	849	2345
gene-SynWH7803_2205	CT971583.1	2029483	2030424	-	942	170	513	347	453	270	414	1293
gene-SynWH7803_2206	CT971583.1	2030495	2031901	+	1407	175	461	337	374	318	460	972
gene-SynWH7803_2207	CT971583.1	2031898	2033124	+	1227	253	1000	634	1079	532	942	3126
gene-SynWH7803_2208	CT971583.1	2033360	2034934	+	1575	706	2015	1276	2673	1303	2588	7019
gene-SynWH7803_2209	CT971583.1	2034960	2035334	-	375	117	326	198	446	202	377	845
gene-SynWH7803_2210	CT971583.1	2035359	2036540	-	1182	99	149	132	194	151	203	319
gene-SynWH7803_2211	CT971583.1	2036743	2037429	-	687	126	211	189	222	181	239	509
gene-SynWH7803_2212	CT971583.1	2037442	2038362	-	921	256	720	544	667	491	547	2015
gene-SynWH7803_2213	CT971583.1	2038414	2038989	+	576	61	132	97	117	88	105	307
gene-SynWH7803_2214	CT971583.1	2038993	2039256	-	264	28	103	60	91	75	88	262
gene-SynWH7803_2215	CT971583.1	2039288	2039977	+	690	52	132	83	152	106	124	300
gene-SynWH7803_2216	CT971583.1	2039946	2040674	-	729	67	164	119	164	114	119	366
gene-SynWH7803_2217	CT971583.1	2040734	2040940	+	207	40	73	71	106	77	130	218
gene-SynWH7803_2218	CT971583.1	2040942	2041364	+	423	59	203	145	174	129	211	531
gene-SynWH7803_2219	CT971583.1	2041378	2043003	+	1626	123	152	104	235	206	219	345
gene-SynWH7803_2220	CT971583.1	2043040	2044248	+	1209	109	169	132	202	180	175	614
gene-SynWH7803_2221	CT971583.1	2044245	2045063	+	819	90	117	119	190	148	173	470
gene-SynWH7803_2222	CT971583.1	2045033	2045395	-	363	58	125	85	153	78	124	367
gene-SynWH7803_2223	CT971583.1	2045610	2046059	-	450	60	206	130	168	139	183	518
gene-SynWH7803_2224	CT971583.1	2046064	2047530	-	1467	154	362	229	306	291	336	880
gene-SynWH7803_2225	CT971583.1	2047601	2047993	+	393	119	337	207	315	221	332	1028
gene-SynWH7803_2226	CT971583.1	2048057	2048476	+	420	92	307	175	223	147	211	786
gene-SynWH7803_2227	CT971583.1	2048478	2049683	+	1206	66	126	94	92	81	89	272
gene-SynWH7803_2228	CT971583.1	2049680	2049955	+	276	37	56	45	71	54	56	124
gene-SynWH7803_2229	CT971583.1	2049891	2050838	-	948	80	126	94	127	89	125	305
gene-SynWH7803_2230	CT971583.1	2050871	2052148	-	1278	92	130	91	138	158	191	300
gene-SynWH7803_2231	CT971583.1	2052182	2052439	+	258	82	213	119	185	139	181	511
gene-SynWH7803_2232	CT971583.1	2052418	2054514	-	2097	189	444	277	377	286	325	923
gene-SynWH7803_2233	CT971583.1	2054514	2055221	-	708	64	80	73	123	96	115	177
gene-SynWH7803_2234	CT971583.1	2055227	2056195	-	969	98	141	109	144	123	138	329
gene-SynWH7803_2235	CT971583.1	2056396	2058264	-	1869	10173	52328	48047	43553	34695	36609	65273
gene-SynWH7803_2236	CT971583.1	2058453	2060225	-	1773	5391	9035	9167	13557	6182	28309	15051
gene-SynWH7803_2237	CT971583.1	2060440	2062104	+	1665	201	321	290	518	314	418	742
gene-SynWH7803_2238	CT971583.1	2062351	2063946	+	1596	136	232	119	248	195	224	502
gene-SynWH7803_2239	CT971583.1	2064063	2065118	-	1056	502	1814	1220	2235	994	1482	5753
gene-SynWH7803_2240	CT971583.1	2065274	2065537	+	264	143	253	196	442	275	520	543
gene-SynWH7803_2241	CT971583.1	2065543	2066247	+	705	148	345	236	483	287	465	659
gene-RNA_52	CT971583.1	2066271	2066342	+	72	99	62	78	104	103	140	156
gene-SynWH7803_2242	CT971583.1	2066657	2067454	+	798	433	1254	871	1694	937	1214	3210
gene-SynWH7803_2243	CT971583.1	2067456	2068430	-	975	253	513	356	758	434	631	1142
gene-SynWH7803_2244	CT971583.1	2068434	2069075	-	642	98	198	103	161	148	161	357
gene-SynWH7803_2245	CT971583.1	2069078	2071381	-	2304	275	713	369	551	378	492	1372
gene-SynWH7803_2246	CT971583.1	2071503	2072024	+	522	120	264	194	367	240	356	609
gene-SynWH7803_2247	CT971583.1	2072037	2073431	-	1395	122	237	205	389	206	325	593
gene-SynWH7803_2248	CT971583.1	2073522	2074268	+	747	185	479	378	724	400	554	1271
gene-SynWH7803_2249	CT971583.1	2074249	2075556	+	1308	226	589	384	808	486	678	1222
gene-SynWH7803_2250	CT971583.1	2075609	2076622	+	1014	117	299	196	294	211	247	481
gene-SynWH7803_2251	CT971583.1	2076650	2077546	+	897	98	391	215	185	185	224	752
gene-SynWH7803_2252	CT971583.1	2077549	2078214	+	666	76	150	126	118	123	130	338
gene-SynWH7803_2253	CT971583.1	2078205	2078792	-	588	65	76	64	95	74	95	204
gene-SynWH7803_2254	CT971583.1	2078792	2079442	-	651	37	106	59	89	60	78	300
gene-SynWH7803_2255	CT971583.1	2079439	2079690	-	252	32	80	41	75	46	77	195
gene-SynWH7803_2256	CT971583.1	2079689	2080954	+	1266	96	172	118	211	173	197	385
gene-SynWH7803_2257	CT971583.1	2081019	2081456	+	438	177	1060	900	965	546	853	2352
gene-SynWH7803_2258	CT971583.1	2081774	2082292	-	519	218	450	458	1463	516	889	1057
gene-SynWH7803_2259	CT971583.1	2082371	2083273	+	903	151	286	250	420	266	252	766
gene-SynWH7803_2260	CT971583.1	2083270	2084469	+	1200	254	471	586	1160	588	736	957
gene-SynWH7803_2261	CT971583.1	2084475	2085200	+	726	86	171	202	346	196	233	437
gene-SynWH7803_2262	CT971583.1	2085221	2086186	+	966	131	407	265	500	286	467	1114
gene-SynWH7803_2263	CT971583.1	2086183	2087376	+	1194	234	662	388	667	448	569	1855
gene-SynWH7803_2264	CT971583.1	2087349	2087765	-	417	128	324	205	386	245	344	1175
gene-SynWH7803_2265	CT971583.1	2087806	2088855	-	1050	199	457	279	549	376	492	1574
gene-SynWH7803_2266	CT971583.1	2088868	2089146	-	279	105	248	149	347	216	280	799
gene-SynWH7803_2267	CT971583.1	2089143	2089913	-	771	289	743	482	1357	633	1316	1755
gene-SynWH7803_2268	CT971583.1	2089989	2091623	-	1635	334	668	836	2431	981	1669	1106
gene-SynWH7803_2269	CT971583.1	2091620	2092561	-	942	216	319	424	1401	500	914	684
gene-SynWH7803_2270	CT971583.1	2092564	2093598	-	1035	207	339	525	1299	601	791	645
gene-SynWH7803_2271	CT971583.1	2093598	2093972	-	375	87	193	266	688	252	448	261
gene-SynWH7803_2272	CT971583.1	2093969	2096644	-	2676	298	634	997	1829	945	1442	1103
gene-SynWH7803_2273	CT971583.1	2096650	2098071	-	1422	230	528	563	693	485	714	1309
gene-SynWH7803_2274	CT971583.1	2098180	2098527	+	348	84	450	189	177	161	208	755
gene-SynWH7803_2275	CT971583.1	2098524	2099156	+	633	113	598	297	257	261	287	1066
gene-SynWH7803_2276	CT971583.1	2099147	2100160	-	1014	198	445	334	410	306	480	954
