# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8782499_sorted.bam" "SRR8782500_sorted.bam" "SRR8782496_sorted.bam" "SRR8782494_sorted.bam" "SRR8782492_sorted.bam" "SRR8782497_sorted.bam" "SRR8782493_sorted.bam" "SRR8782490_sorted.bam" "SRR8782498_sorted.bam" "SRR8782495_sorted.bam" "SRR8782501_sorted.bam" "SRR8782491_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8782499_sorted.bam	SRR8782500_sorted.bam	SRR8782496_sorted.bam	SRR8782494_sorted.bam	SRR8782492_sorted.bam	SRR8782497_sorted.bam	SRR8782493_sorted.bam	SRR8782490_sorted.bam	SRR8782498_sorted.bam	SRR8782495_sorted.bam	SRR8782501_sorted.bam	SRR8782491_sorted.bam
gene-PA5120	NC_002516.2	5768041	5768445	+	405	231	250	207	623	323	310	392	204	224	408	306	295
gene-PA5121	NC_002516.2	5768442	5770649	-	2208	372	565	340	915	699	574	418	545	594	637	594	782
gene-PA5122	NC_002516.2	5770937	5771458	+	522	335	537	268	670	848	455	258	567	527	259	483	973
gene-PA5123	NC_002516.2	5771455	5772027	+	573	176	306	160	430	525	293	167	362	324	136	257	825
gene-PA5124	NC_002516.2	5772298	5773374	+	1077	195	298	237	1496	699	417	1073	428	393	277	281	573
gene-PA5125	NC_002516.2	5773377	5774807	+	1431	434	524	531	3787	1102	1059	1608	564	461	702	466	899
gene-PA5126	NC_002516.2	5775620	5776087	-	468	198	310	180	374	375	342	209	243	270	318	272	443
gene-PA5127	NC_002516.2	5776086	5776547	+	462	360	437	277	777	374	500	306	331	351	545	461	358
gene-PA5128	NC_002516.2	5776606	5777097	-	492	3366	4978	3343	8275	3642	4756	3017	4084	4701	6499	5474	2060
gene-PA5129	NC_002516.2	5777134	5777388	-	255	1107	1402	1199	3208	931	2176	1315	860	1602	2402	2033	747
gene-PA5130	NC_002516.2	5777390	5777809	-	420	1013	1206	1055	3030	980	1941	1301	736	1421	2105	1701	739
gene-PA5131	NC_002516.2	5778134	5779681	+	1548	2102	3102	1744	6388	2151	3533	1711	2020	6398	4105	3449	2327
gene-PA5132	NC_002516.2	5779995	5780813	+	819	68	131	76	234	188	173	80	76	154	187	118	193
gene-PA5133	NC_002516.2	5780963	5782249	+	1287	1002	1725	956	2631	1778	1790	1065	1195	1505	1657	1372	1701
gene-PA5134	NC_002516.2	5782278	5783588	+	1311	1601	2793	1530	4368	2642	2595	1444	2449	2530	2635	2376	3361
gene-PA5135	NC_002516.2	5783588	5784361	+	774	345	609	341	1024	669	647	438	564	601	661	624	679
gene-PA5136	NC_002516.2	5784430	5785911	+	1482	573	972	697	1416	561	1155	658	607	1259	1710	1399	472
gene-PA5137	NC_002516.2	5785948	5786703	-	756	236	464	269	449	290	506	194	263	361	428	510	318
gene-PA5138	NC_002516.2	5786853	5787605	-	753	643	1176	661	1304	502	1725	545	493	762	968	1424	609
gene-PA5139	NC_002516.2	5787696	5788442	-	747	730	1261	701	1260	277	2094	489	349	801	730	1615	358
gene-PA5140	NC_002516.2	5788614	5789384	-	771	633	1137	638	1895	653	1240	647	1025	1071	1494	1183	941
gene-PA5141	NC_002516.2	5789395	5790132	-	738	747	1229	758	2408	774	1380	874	1035	1371	1822	1481	1084
gene-PA5142	NC_002516.2	5790445	5791086	-	642	778	1408	788	2464	1072	1352	956	1144	1243	1827	1400	1367
gene-PA5143	NC_002516.2	5791083	5791676	-	594	1097	1713	1006	2920	1348	1618	1124	1142	1416	2001	1560	1462
gene-PA5144	NC_002516.2	5791837	5792235	+	399	39	44	39	143	71	65	64	53	67	74	43	122
gene-PA5145	NC_002516.2	5792505	5793611	+	1107	185	325	177	556	426	296	210	356	314	316	260	568
gene-PA5146	NC_002516.2	5793705	5795957	+	2253	1645	2620	1527	5029	2053	2513	1678	2320	2048	2753	2438	2886
gene-PA5147	NC_002516.2	5795954	5797021	+	1068	904	1494	898	2389	1409	1668	962	1453	1263	1666	1402	1624
gene-PA5148	NC_002516.2	5797065	5797337	+	273	693	1164	688	1566	1104	1162	818	1181	794	1115	963	1002
gene-PA5149	NC_002516.2	5797365	5798447	+	1083	654	1108	648	1680	1436	1240	1018	1224	964	1129	957	1145
gene-PA5149.1	NC_002516.2	5798560	5798635	+	76	43	56	32	92	104	67	53	47	51	56	57	87
gene-PA5150	NC_002516.2	5798693	5799430	-	738	336	422	271	709	636	442	358	312	376	416	357	672
gene-PA5151	NC_002516.2	5799589	5800278	+	690	158	176	153	323	272	189	198	159	164	202	141	222
gene-PA5152	NC_002516.2	5800527	5801300	+	774	376	751	334	680	893	466	390	652	869	710	641	1021
gene-PA5153	NC_002516.2	5801315	5802067	+	753	270	646	244	533	963	316	304	617	1088	588	534	1270
gene-PA5154	NC_002516.2	5802129	5802824	+	696	37	73	35	118	164	89	73	77	277	140	119	230
gene-PA5155	NC_002516.2	5802821	5803513	+	693	29	40	29	86	83	60	61	48	112	90	63	106
gene-PA5156	NC_002516.2	5803582	5804802	+	1221	330	332	329	707	216	419	288	180	211	573	413	246
gene-PA5157	NC_002516.2	5805206	5805676	+	471	140	181	104	136	93	152	61	93	227	81	153	108
gene-PA5158	NC_002516.2	5805680	5807158	+	1479	251	359	203	248	252	333	168	280	472	161	369	377
gene-PA5159	NC_002516.2	5807173	5808357	+	1185	191	270	156	203	230	226	195	245	177	101	339	318
gene-PA5160	NC_002516.2	5808368	5809897	+	1530	191	181	128	245	238	173	171	204	130	127	291	335
gene-PA5160.1	NC_002516.2	5809970	5810045	+	76	39	46	17	45	56	72	26	30	45	69	63	49
gene-PA5161	NC_002516.2	5810281	5811339	+	1059	1787	2301	1812	5201	2635	2625	1868	2092	2340	3311	3088	2963
gene-PA5162	NC_002516.2	5811336	5812244	+	909	1290	1836	1313	3659	1581	1936	1392	1573	1872	2670	2425	2180
gene-PA5163	NC_002516.2	5812241	5813122	+	882	1838	2498	1777	4731	2206	2766	1737	2260	2750	3702	2964	2564
gene-PA5164	NC_002516.2	5813122	5813667	+	546	1101	1642	1057	2510	1581	1611	977	1387	1614	2214	1617	1742
gene-PA5165	NC_002516.2	5813727	5815565	+	1839	516	714	475	1365	1249	1022	756	765	792	1118	745	1461
gene-PA5166	NC_002516.2	5815562	5816950	+	1389	453	789	428	1398	1025	955	731	759	688	845	643	1465
gene-PA5167	NC_002516.2	5817191	5818186	+	996	353	598	371	810	606	624	479	690	1959	1151	948	739
gene-PA5168	NC_002516.2	5818202	5818834	+	633	57	88	58	150	244	94	132	133	649	224	235	264
gene-PA5169	NC_002516.2	5818831	5820114	+	1284	70	98	52	162	188	125	147	114	926	244	337	262
gene-PA5170	NC_002516.2	5820910	5822358	+	1449	24071	21141	9395	11180	94492	3611	16620	57002	6198	4249	3309	49914
gene-PA5171	NC_002516.2	5822380	5823636	+	1257	25285	13560	20692	56964	102067	19994	70946	96533	10104	37502	4804	91461
gene-PA5172	NC_002516.2	5823716	5824726	+	1011	19459	13245	24914	70920	70357	26256	71563	84283	11353	46601	4898	63691
gene-PA5173	NC_002516.2	5824787	5825719	+	933	12070	9711	16935	52357	43998	19333	45819	55567	9085	37130	3824	40580
gene-PA5174	NC_002516.2	5826135	5828039	+	1905	1555	1255	701	4031	2373	1646	1507	1152	1769	2906	646	2784
gene-PA5175	NC_002516.2	5828086	5828907	-	822	592	960	505	1358	702	893	595	676	725	863	754	1075
gene-PA5176	NC_002516.2	5828904	5829470	-	567	867	1314	795	2069	958	1272	878	822	853	1181	1087	1243
gene-PA5177	NC_002516.2	5829596	5830261	+	666	444	640	428	1360	746	745	624	611	436	711	661	663
gene-PA5178	NC_002516.2	5830313	5830750	-	438	1601	2071	1507	4602	5647	2062	2152	3226	1929	2891	2697	3402
gene-PA5179	NC_002516.2	5830924	5831805	+	882	114	226	91	302	287	138	135	196	162	158	118	572
gene-PA5180	NC_002516.2	5831902	5832741	+	840	192	296	222	535	720	253	329	461	305	211	507	952
gene-PA5181	NC_002516.2	5832749	5835070	+	2322	339	583	365	1325	817	1079	722	524	563	386	1223	931
gene-PA5181.1	NC_002516.2	5835082	5835480	-	399	153	206	161	704	524	318	311	231	267	328	292	452
gene-PA5182	NC_002516.2	5835380	5835895	+	516	324	440	328	1661	1115	661	632	521	572	713	745	984
gene-PA5183	NC_002516.2	5835994	5836401	+	408	146	200	158	817	558	354	374	248	314	409	421	381
gene-PA5183a	NC_002516.2	5836470	5836685	-	216	406	448	199	591	3552	396	379	985	441	470	367	4668
gene-PA5184	NC_002516.2	5836910	5837467	+	558	142	257	128	493	421	303	161	209	345	346	268	470
gene-PA5185	NC_002516.2	5837449	5837892	-	444	94	177	92	347	348	186	109	166	210	199	160	430
gene-PA5186	NC_002516.2	5837915	5839078	-	1164	113	201	80	371	441	183	135	178	192	203	175	520
gene-PA5187	NC_002516.2	5839105	5840895	-	1791	152	243	120	401	330	287	170	172	254	215	254	511
gene-PA5188	NC_002516.2	5840897	5842132	-	1236	121	246	101	284	315	203	103	181	341	178	201	404
gene-PA5189	NC_002516.2	5842275	5843183	+	909	201	340	161	406	401	301	187	257	336	336	336	557
gene-PA5190	NC_002516.2	5843198	5843800	-	603	243	375	201	565	508	387	229	316	347	437	430	605
gene-PA5191	NC_002516.2	5844054	5844410	+	357	79	107	57	202	219	111	55	117	122	141	105	275
gene-PA5192	NC_002516.2	5844468	5846009	-	1542	6123	7929	5908	21609	3722	9478	6417	4571	5539	11081	8813	5469
gene-PA5193	NC_002516.2	5846125	5847018	-	894	1048	1180	1003	2665	641	1517	971	627	1177	1934	1581	746
gene-PA5194	NC_002516.2	5847131	5847934	+	804	530	773	445	2054	643	1067	511	474	797	1439	852	938
gene-PA5195	NC_002516.2	5847972	5848367	-	396	173	344	173	605	410	298	181	277	314	392	307	548
gene-PA5196	NC_002516.2	5848577	5849011	+	435	142	195	109	371	223	189	130	186	131	229	172	320
gene-PA5197	NC_002516.2	5849143	5850048	+	906	115	171	130	420	265	212	162	216	221	210	164	418
gene-PA5198	NC_002516.2	5850239	5851162	+	924	350	642	354	1110	934	669	435	588	677	552	494	1227
gene-PA5199	NC_002516.2	5851239	5852558	-	1320	449	1005	489	2374	1070	1406	918	678	949	1105	916	1607
gene-PA5200	NC_002516.2	5852653	5853396	-	744	863	1994	943	3907	2198	2085	1272	1149	1691	1755	1717	2797
gene-PA5201	NC_002516.2	5853585	5855924	+	2340	3132	3935	2993	7881	2035	3925	2396	1940	3032	5938	4775	1905
gene-PA5202	NC_002516.2	5855936	5856325	+	390	387	602	423	978	385	477	243	314	587	837	612	330
gene-PA5203	NC_002516.2	5856532	5858115	+	1584	513	1038	504	4117	1524	1686	822	939	1010	1252	835	2407
gene-PA5204	NC_002516.2	5858158	5859456	-	1299	432	718	391	2258	901	1009	564	641	1074	1468	741	3091
gene-PA5205	NC_002516.2	5859793	5860494	+	702	90	161	67	293	313	130	109	172	181	147	136	578
gene-PA5206	NC_002516.2	5860467	5861621	-	1155	359	704	242	1044	1485	445	479	774	645	464	372	2268
gene-PA5207	NC_002516.2	5861721	5862989	-	1269	358	362	192	605	2594	276	642	1669	297	148	125	3790
gene-PA5208	NC_002516.2	5863034	5863711	-	678	928	1045	602	1166	4622	643	635	2312	541	585	560	6110
gene-PA5209	NC_002516.2	5863825	5865189	+	1365	741	1071	938	2524	823	1581	1243	711	984	1510	1190	1153
gene-PA5210	NC_002516.2	5865227	5867011	+	1785	1243	1759	1097	2383	3153	1723	1220	2428	1403	1498	1362	4986
gene-PA5211	NC_002516.2	5867233	5867685	+	453	124	168	97	254	469	184	184	309	143	146	130	867
gene-PA5212	NC_002516.2	5867817	5868146	+	330	280	320	223	1026	1066	309	292	654	218	316	315	1381
gene-PA5213	NC_002516.2	5868181	5871057	-	2877	351	473	274	906	816	463	408	614	321	452	322	1571
gene-PA5214	NC_002516.2	5871231	5871620	-	390	997	1687	923	2888	1313	1509	943	1572	1529	2126	1583	1180
gene-PA5215	NC_002516.2	5871667	5872749	-	1083	1691	2693	1531	5568	1803	3168	1817	2033	2001	3592	2539	1954
gene-PA5216	NC_002516.2	5872900	5874519	-	1620	209	846	393	801	237	860	243	181	833	438	1004	349
gene-PA5217	NC_002516.2	5874587	5875585	-	999	270	2100	989	1870	144	2297	358	133	2272	937	2566	306
gene-PA5218	NC_002516.2	5875653	5876567	-	915	119	226	116	311	393	172	164	248	223	154	135	673
gene-PA5219	NC_002516.2	5876664	5877857	+	1194	143	248	149	336	314	222	196	241	252	211	171	495
gene-PA5220	NC_002516.2	5877896	5878717	+	822	177	233	189	506	265	257	354	404	215	373	180	495
gene-PA5221	NC_002516.2	5878754	5879971	-	1218	766	1069	972	2326	1318	1431	1516	1659	998	1692	890	2051
gene-PA5222	NC_002516.2	5880000	5880482	-	483	397	485	448	1148	621	831	641	708	566	829	510	906
gene-PA5223	NC_002516.2	5880487	5881671	-	1185	1737	2209	1687	3916	2792	2374	2393	3485	1845	2580	1857	4587
gene-PA5224	NC_002516.2	5881679	5883013	-	1335	2504	3583	2360	6050	4735	3344	3577	4878	3182	3799	2881	7015
gene-PA5225	NC_002516.2	5883023	5883577	-	555	805	1053	767	1847	1987	1063	1188	1152	1024	1272	1083	1470
gene-PA5226	NC_002516.2	5883664	5883975	+	312	412	714	356	1123	1805	551	463	789	725	681	609	1665
gene-PA5227	NC_002516.2	5883972	5884286	+	315	598	1109	518	1880	2747	850	706	1214	1145	1002	917	2846
gene-PA5227.1	NC_002516.2	5884320	5884502	+	183	697	1026	584	1830	2040	988	1302	1133	890	982	755	2654
gene-PA5228	NC_002516.2	5884508	5885119	+	612	1175	1450	1108	3120	2652	1758	2292	1898	1293	1729	1182	3346
gene-PA5229	NC_002516.2	5885486	5885944	+	459	432	589	527	4356	3545	1170	1884	1747	312	1194	285	3978
gene-PA5230	NC_002516.2	5885954	5887078	-	1125	695	802	767	7055	4657	1470	3785	2799	421	1228	313	5316
gene-PA5231	NC_002516.2	5887082	5889832	-	2751	2060	1567	1698	7870	17795	4466	10873	8948	2175	1172	769	21045
gene-PA5232	NC_002516.2	5889829	5890902	-	1074	2018	2080	1116	2182	18727	1091	2357	7351	2321	897	989	20223
gene-PA5233	NC_002516.2	5891109	5891528	-	420	240	254	193	665	523	355	226	295	367	356	305	486
gene-PA5234	NC_002516.2	5891683	5892660	+	978	172	294	196	1748	462	261	217	229	401	1185	218	509
gene-PA5235	NC_002516.2	5892910	5894256	+	1347	1208	1844	1010	877	1212	2034	381	578	1573	1926	2441	835
gene-PA5236	NC_002516.2	5894293	5895261	-	969	628	1137	524	1650	1120	1222	608	799	1021	1239	1075	1311
gene-PA5237	NC_002516.2	5895261	5896727	-	1467	954	1816	890	3217	1788	2012	1005	1299	1922	1911	1650	2160
gene-PA5238	NC_002516.2	5896806	5898794	-	1989	119	176	115	454	354	286	206	228	219	298	175	338
gene-PA5239	NC_002516.2	5898865	5900124	-	1260	5849	7543	8303	30679	4869	19783	13881	4279	7414	15473	8558	5515
gene-PA5240	NC_002516.2	5900369	5900695	-	327	4276	8893	3569	13524	8613	14604	5004	5500	16873	7993	7566	5124
gene-PA5241	NC_002516.2	5900879	5902399	+	1521	1526	2506	1522	5512	3428	3352	2462	2365	3228	3317	2268	4487
gene-PA5242	NC_002516.2	5902386	5904596	-	2211	4773	5655	5383	12224	10041	7427	10974	9801	4937	6318	3932	17823
gene-PA5243	NC_002516.2	5904614	5905627	-	1014	3690	4103	3868	9111	9538	4222	6602	8347	3438	4901	2953	13326
gene-PA5244	NC_002516.2	5905871	5906461	+	591	281	463	296	1070	1477	698	714	484	811	642	467	897
gene-PA5245	NC_002516.2	5906626	5907294	+	669	690	995	533	1828	2101	947	926	1426	935	1160	951	2118
gene-PA5246	NC_002516.2	5907390	5907863	+	474	275	427	249	693	547	441	364	375	351	402	394	652
gene-PA5247	NC_002516.2	5907848	5908330	-	483	377	498	361	710	633	470	325	423	408	400	415	813
gene-PA5248	NC_002516.2	5908397	5910298	-	1902	579	819	779	961	476	751	488	298	873	676	892	724
gene-PA5249	NC_002516.2	5910403	5911032	-	630	157	244	148	421	1049	209	186	289	325	215	183	846
gene-PA5250	NC_002516.2	5911262	5912020	-	759	375	718	379	1304	745	874	503	513	881	1100	764	796
gene-PA5251	NC_002516.2	5912027	5912605	-	579	314	549	334	1131	568	700	414	434	550	807	545	757
gene-PA5252	NC_002516.2	5912605	5914521	-	1917	1232	1821	1245	4493	1500	2961	2073	1468	1563	2891	2185	1797
gene-PA5252a	NC_002516.2	5914594	5915046	+	453	501	971	416	1343	2979	665	660	1310	872	833	682	3372
gene-PA5253	NC_002516.2	5915043	5916101	-	1059	4177	8127	3055	11257	15736	5241	4023	10529	6346	5955	4851	21127
gene-PA5254	NC_002516.2	5916227	5916856	+	630	114	179	101	359	299	176	121	182	251	251	195	417
gene-PA5255	NC_002516.2	5916918	5917400	-	483	1228	2215	939	2877	3971	1242	871	2227	1826	1855	1549	4816
gene-PA5256	NC_002516.2	5917680	5918171	-	492	257	316	194	852	556	495	334	352	433	523	373	700
gene-PA5257	NC_002516.2	5918350	5919588	-	1239	1191	1870	1262	4259	2591	2393	2058	2549	1386	2015	1323	4928
gene-PA5258	NC_002516.2	5919585	5920715	-	1131	1085	1620	1026	3423	2646	2102	2062	2080	1291	1761	1314	4214
gene-PA5259	NC_002516.2	5920742	5921497	-	756	509	768	505	1346	1665	901	971	891	1105	904	680	1753
gene-PA5260	NC_002516.2	5921494	5922435	-	942	1415	1936	1511	4281	4686	2173	2503	2370	1948	2056	1869	4114
gene-PA5261	NC_002516.2	5922544	5923290	-	747	1236	1705	905	3824	3661	1384	1372	2448	1431	1194	1852	6291
gene-PA5262	NC_002516.2	5923295	5924371	-	1077	765	1156	548	2021	2291	887	815	1549	1031	741	1117	4136
gene-PA5263	NC_002516.2	5924596	5925990	+	1395	1496	2278	1418	4928	1991	2320	1921	2139	1650	2421	2050	2759
gene-PA5264	NC_002516.2	5926134	5927105	-	972	383	474	332	1122	821	582	553	495	391	509	425	1888
gene-PA5265	NC_002516.2	5927336	5930605	-	3270	606	518	678	705	1154	442	621	845	425	370	314	1751
gene-PA5266	NC_002516.2	5930602	5932677	-	2076	457	219	612	232	151	204	425	410	139	166	136	220
gene-PA5267	NC_002516.2	5932877	5933395	-	519	1000	294	807	316	113	212	603	808	112	119	95	239
gene-PA5268	NC_002516.2	5933688	5934668	-	981	163	276	141	588	445	354	233	363	506	339	319	570
gene-PA5269	NC_002516.2	5934770	5935045	+	276	238	539	219	667	1313	420	315	491	469	377	310	1272
gene-PA5270	NC_002516.2	5935064	5935945	+	882	359	714	345	1275	1557	748	565	816	830	596	478	1681
gene-PA5271	NC_002516.2	5935988	5936221	+	234	287	477	200	763	1141	387	301	785	325	244	206	1158
gene-PA5272	NC_002516.2	5936370	5939222	+	2853	500	619	377	1435	1965	759	735	952	498	600	457	2124
gene-PA5273	NC_002516.2	5939263	5939976	+	714	212	297	252	809	425	542	377	267	408	520	388	324
gene-PA5274	NC_002516.2	5940020	5940424	-	405	1118	1543	1158	5047	1808	3174	1481	746	3342	3927	2551	1247
gene-PA5275	NC_002516.2	5940747	5941082	-	336	197	303	156	615	480	305	226	162	248	324	299	749
gene-PA5276	NC_002516.2	5941336	5941476	+	141	619	845	572	1772	1091	1050	787	569	678	1010	920	840
gene-PA5277	NC_002516.2	5941487	5942734	+	1248	2607	3855	2643	7159	3124	4103	2976	2758	2810	4430	3975	3813
gene-PA5278	NC_002516.2	5942745	5943575	+	831	1332	2070	1346	3252	1363	1795	1221	1622	1465	2170	1883	2057
gene-PA5279	NC_002516.2	5943606	5944307	+	702	1176	1859	1145	2829	1783	1700	1004	1710	1656	1884	1543	2418
gene-PA5280	NC_002516.2	5944327	5945238	+	912	390	635	369	950	660	716	381	630	649	719	559	852
gene-PA5281	NC_002516.2	5945235	5945933	+	699	200	370	205	481	346	383	183	370	393	369	273	504
gene-PA5282	NC_002516.2	5945963	5947132	-	1170	59	78	72	123	124	109	66	127	80	98	70	131
gene-PA5283	NC_002516.2	5947295	5948671	+	1377	197	452	191	880	509	425	244	295	402	308	271	785
gene-PA5284	NC_002516.2	5948696	5949610	-	915	71	102	56	217	174	141	80	77	101	117	89	260
gene-PA5285	NC_002516.2	5950034	5950351	-	318	1564	1889	1208	2199	974	1454	620	1199	1055	1993	2035	1017
gene-PA5286	NC_002516.2	5950429	5950854	-	426	926	1021	760	1496	382	1198	460	397	475	1292	1368	351
gene-PA5287	NC_002516.2	5951115	5952443	-	1329	524	884	499	2188	1850	1116	1017	867	942	1145	753	2442
gene-PA5288	NC_002516.2	5952483	5952821	-	339	1571	2645	1674	4670	4717	2512	2381	3000	2212	2584	2078	5948
gene-PA5289	NC_002516.2	5953261	5953521	+	261	506	590	515	1403	854	837	713	594	638	779	750	775
gene-PA5290	NC_002516.2	5953562	5955055	+	1494	387	562	458	1093	648	693	528	628	672	651	635	732
gene-PA5291	NC_002516.2	5955180	5957165	+	1986	950	1677	914	3548	1217	2135	1270	1003	2099	1740	1623	1402
gene-PA5292	NC_002516.2	5957208	5958257	-	1050	185	286	144	530	348	336	158	243	291	311	277	370
gene-PA5293	NC_002516.2	5958408	5959325	-	918	47	97	33	131	121	97	56	101	91	79	74	250
gene-PA5294	NC_002516.2	5959474	5960940	+	1467	157	253	160	400	224	278	157	166	197	245	223	365
gene-PA5295	NC_002516.2	5960852	5962528	-	1677	693	1217	620	1823	1227	1469	660	805	1404	1407	1479	1280
gene-PA5296	NC_002516.2	5962716	5964725	+	2010	1652	2008	1776	5053	1368	3365	2372	1240	1558	2955	2562	1158
gene-PA5297	NC_002516.2	5964859	5966577	+	1719	307	413	229	826	838	414	345	454	194	316	235	1119
gene-PA5298	NC_002516.2	5966706	5967278	+	573	1570	1736	1532	3463	931	2039	1209	810	1159	2408	2018	859
gene-PA5299	NC_002516.2	5967286	5969145	-	1860	1003	1237	1105	2372	856	1576	917	827	1027	1862	1393	879
gene-PA5300	NC_002516.2	5969355	5969765	-	411	5317	5222	4924	9248	3385	5621	4558	5096	2587	6711	4737	2524
gene-PA5301	NC_002516.2	5969987	5970535	-	549	1647	2645	1563	3403	1889	3137	1810	1986	2403	2056	2362	2724
gene-PA5302	NC_002516.2	5970686	5971759	-	1074	439	318	258	1027	1613	586	1384	1707	351	380	169	2794
gene-PA5303	NC_002516.2	5971850	5972203	-	354	676	557	300	933	3022	337	787	3319	627	375	172	6351
gene-PA5304	NC_002516.2	5972178	5973476	-	1299	1766	1805	1000	1969	6863	545	1073	7460	1347	959	636	14073
gene-PA5305	NC_002516.2	5973833	5974177	-	345	384	651	404	1834	2114	793	762	1120	506	718	508	2034
gene-PA5306	NC_002516.2	5974190	5974381	-	192	251	475	347	1505	1445	635	690	797	398	564	416	1355
gene-PA5307	NC_002516.2	5974402	5976969	-	2568	579	932	551	2200	2355	1050	1113	1587	894	881	828	3222
gene-PA5308	NC_002516.2	5977123	5977611	+	489	234	403	183	987	724	546	313	419	524	467	393	801
gene-PA5309	NC_002516.2	5977789	5979108	+	1320	414	580	280	969	553	700	456	570	737	593	535	1020
gene-PA5310	NC_002516.2	5979194	5980783	+	1590	193	249	155	584	362	320	211	371	261	320	266	656
gene-PA5311	NC_002516.2	5980787	5981950	-	1164	101	178	72	542	303	260	271	208	167	157	171	573
gene-PA5312	NC_002516.2	5982097	5983590	-	1494	1870	3731	1155	4006	7183	2586	2009	3949	3338	1475	2409	10800
gene-PA5313	NC_002516.2	5983820	5985154	+	1335	783	1188	614	1295	1504	1046	658	1030	860	555	961	1845
gene-PA5314	NC_002516.2	5985219	5985581	+	363	285	367	285	653	320	478	262	227	249	407	383	442
gene-PA5315	NC_002516.2	5985716	5985871	-	156	13274	15635	13512	24667	4052	15475	9566	7016	7132	16429	14691	5564
gene-PA5316	NC_002516.2	5985883	5986119	-	237	22782	25472	20076	40123	7089	26969	15809	10458	12506	28498	26941	8716
gene-PA5316.1	NC_002516.2	5986120	5986170	+	51	9338	9615	8800	15071	2916	11291	6277	3346	5160	12034	12019	2972
gene-PA5317	NC_002516.2	5986475	5988055	+	1581	412	772	377	1297	1258	727	487	758	857	646	683	1584
gene-PA5318	NC_002516.2	5988081	5988629	+	549	156	271	157	429	443	257	221	291	236	192	163	696
gene-PA5319	NC_002516.2	5988646	5989320	-	675	275	368	209	510	621	293	243	476	260	260	255	867
gene-PA5320	NC_002516.2	5989460	5990668	+	1209	1092	1362	1009	3244	1568	2056	1431	1011	1510	1918	1877	1499
gene-PA5321	NC_002516.2	5990676	5991131	+	456	759	1130	799	2340	788	1536	949	910	989	1241	1201	966
gene-PA5322	NC_002516.2	5991168	5993774	+	2607	3200	5331	3396	9228	3972	6152	3411	4337	4459	5969	5512	4430
gene-PA5323	NC_002516.2	5993791	5994696	+	906	1580	2759	1684	3544	2173	3017	1613	2121	2296	2980	2518	2009
gene-PA5324	NC_002516.2	5994741	5995811	-	1071	386	561	387	743	618	680	465	586	476	628	514	832
gene-PA5325	NC_002516.2	5996036	5996986	+	951	36	42	54	87	121	73	59	73	47	71	54	149
gene-PA5326	NC_002516.2	5997057	5998265	-	1209	30	36	44	82	62	43	42	40	24	58	39	107
gene-PA5327	NC_002516.2	5998348	5999676	-	1329	45	67	39	106	109	67	54	80	56	78	55	166
gene-PA5328	NC_002516.2	5999754	6000143	-	390	23	27	30	55	17	35	37	38	16	45	27	42
gene-PA5329	NC_002516.2	6000317	6000781	+	465	360	459	313	907	601	548	476	471	417	601	555	768
gene-PA5330	NC_002516.2	6000761	6001378	-	618	1252	1712	1120	3063	1569	1951	1457	1544	1296	1858	1884	2184
gene-PA5331	NC_002516.2	6001399	6002040	-	642	2034	2643	1832	4822	2579	3144	2204	1989	2047	2855	2978	2950
gene-PA5332	NC_002516.2	6002121	6002900	+	780	3368	4240	2734	7661	4961	4316	3519	3469	2550	4099	3875	5496
gene-PA5333	NC_002516.2	6002959	6003330	-	372	819	1122	804	2441	937	1267	903	792	732	1467	1176	1117
gene-PA5334	NC_002516.2	6003377	6004096	-	720	1480	1885	1462	4378	1689	2099	1601	1253	1381	2625	2148	1955
gene-PA5335	NC_002516.2	6004277	6005140	+	864	1143	1416	1006	3187	1609	1746	1385	943	1405	1917	1910	1755
gene-PA5336	NC_002516.2	6005199	6005810	+	612	786	994	828	2522	917	1547	1038	580	1048	1599	1406	1098
gene-PA5337	NC_002516.2	6005899	6006165	+	267	3040	4038	3190	7697	3541	4700	3101	2271	3728	5411	4438	3770
gene-PA5338	NC_002516.2	6006231	6008336	+	2106	4955	7172	5404	11969	5222	9344	5467	4312	7479	9158	7518	5253
gene-PA5339	NC_002516.2	6008398	6008778	+	381	1877	2500	1804	3181	3162	2899	1766	2362	2248	2907	2314	1416
gene-PA5340	NC_002516.2	6008833	6009564	+	732	1273	1891	1336	2174	1476	2077	1201	1446	1547	1906	1619	1021
gene-PA5341	NC_002516.2	6009571	6010191	-	621	261	376	293	459	273	420	292	265	289	401	363	206
gene-PA5342	NC_002516.2	6010258	6011058	-	801	266	477	220	751	403	442	252	338	471	536	447	565
gene-PA5343	NC_002516.2	6011058	6011909	-	852	400	768	322	1406	757	690	417	579	803	896	823	1005
gene-PA5344	NC_002516.2	6012047	6012979	+	933	963	1591	842	2907	1907	1763	1098	1491	1715	1656	1679	2583
gene-PA5345	NC_002516.2	6012976	6015051	+	2076	1055	1828	1071	3107	1882	2190	1234	1689	1997	2094	1949	3117
gene-PA5346	NC_002516.2	6015141	6016550	+	1410	1447	2561	1175	3686	6432	2405	1494	2727	2726	1967	2281	10745
gene-PA5347	NC_002516.2	6016622	6017014	-	393	330	424	232	955	623	510	422	408	403	534	514	1054
