# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8948478_sorted.bam" "SRR8948479_sorted.bam" "SRR8948485_sorted.bam" "SRR8948481_sorted.bam" "SRR8948484_sorted.bam" "SRR8948482_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8948478_sorted.bam	SRR8948479_sorted.bam	SRR8948485_sorted.bam	SRR8948481_sorted.bam	SRR8948484_sorted.bam	SRR8948482_sorted.bam
gene-PA5014	NC_002516.2	5632926	5635874	-	2949	655	1017	67	207	47	402
gene-PA5015	NC_002516.2	5636156	5638804	+	2649	1271	1974	301	532	196	751
gene-PA5016	NC_002516.2	5638949	5640592	+	1644	841	1839	132	269	119	387
gene-PA5017	NC_002516.2	5641010	5643709	+	2700	257	504	22	55	24	125
gene-PA5018	NC_002516.2	5643803	5644450	+	648	208	240	15	51	13	89
gene-PA5019	NC_002516.2	5644454	5645290	-	837	461	631	36	128	30	251
gene-PA5020	NC_002516.2	5645593	5647395	+	1803	69	95	3	17	8	18
gene-PA5021	NC_002516.2	5647814	5649430	+	1617	240	346	25	60	15	118
gene-PA5022	NC_002516.2	5649522	5652878	+	3357	334	584	16	95	26	207
gene-PA5023	NC_002516.2	5652945	5654405	+	1461	65	104	7	17	4	32
gene-PA5024	NC_002516.2	5654556	5655527	+	972	75	84	13	41	4	32
gene-PA5025	NC_002516.2	5655648	5656925	+	1278	60	92	7	24	14	22
gene-PA5026	NC_002516.2	5657016	5657468	+	453	14	35	1	1	3	9
gene-PA5027	NC_002516.2	5657581	5658396	+	816	151	191	11	45	19	56
gene-PA5028	NC_002516.2	5658418	5659185	-	768	224	278	14	49	17	86
gene-PA5029	NC_002516.2	5659276	5660181	-	906	87	92	8	18	5	23
gene-PA5030	NC_002516.2	5660357	5661673	+	1317	92	105	11	34	11	52
gene-PA5031	NC_002516.2	5661701	5662630	-	930	11	22	2	6	4	6
gene-PA5032	NC_002516.2	5662742	5663815	+	1074	36	42	4	17	6	15
gene-PA5033	NC_002516.2	5663889	5664869	+	981	42	57	2	9	6	20
gene-PA5034	NC_002516.2	5664990	5666057	-	1068	202	266	24	63	17	156
gene-PA5035	NC_002516.2	5666234	5667667	-	1434	442	574	81	142	88	298
gene-PA5036	NC_002516.2	5667696	5672141	-	4446	1547	2736	411	438	282	658
gene-PA5037	NC_002516.2	5672366	5674021	-	1656	1507	2733	91	255	68	664
gene-PA5038	NC_002516.2	5674028	5675134	-	1107	565	998	44	120	30	262
gene-PA5039	NC_002516.2	5675184	5675702	-	519	1157	2192	73	166	35	420
gene-PA5040	NC_002516.2	5675714	5677858	-	2145	965	2083	64	186	64	391
gene-PA5041	NC_002516.2	5677912	5678436	-	525	115	243	16	25	7	55
gene-PA5042	NC_002516.2	5678433	5679056	-	624	138	280	13	32	11	49
gene-PA5043	NC_002516.2	5679053	5679649	-	597	147	233	13	37	6	41
gene-PA5044	NC_002516.2	5679649	5680713	-	1065	481	791	64	136	58	200
gene-PA5045	NC_002516.2	5680898	5683366	+	2469	619	1206	47	192	36	395
gene-PA5046	NC_002516.2	5683471	5684739	-	1269	1417	1400	102	346	95	901
gene-PA5047	NC_002516.2	5684842	5686281	-	1440	376	601	28	101	21	207
gene-PA5048	NC_002516.2	5686278	5687045	-	768	454	707	21	110	25	212
gene-PA5049	NC_002516.2	5687105	5687320	-	216	4182	6230	250	824	154	1980
gene-PA5050	NC_002516.2	5687496	5689715	+	2220	144	235	6	33	4	67
gene-PA5051	NC_002516.2	5689964	5691727	+	1764	734	995	54	213	58	316
gene-PA5052	NC_002516.2	5691762	5692457	+	696	190	319	7	46	8	80
gene-PA5053	NC_002516.2	5692576	5693109	+	534	281	181	95	586	124	178
gene-PA5054	NC_002516.2	5693138	5694481	+	1344	404	231	129	994	180	279
gene-PA5055	NC_002516.2	5694576	5694947	+	372	83	44	8	82	11	36
gene-PA5056	NC_002516.2	5695366	5697045	+	1680	100	145	9	38	15	60
gene-PA5057	NC_002516.2	5697198	5698055	+	858	38	77	10	17	10	22
gene-PA5058	NC_002516.2	5698359	5700041	+	1683	78	100	19	24	13	32
gene-PA5059	NC_002516.2	5700097	5700714	+	618	34	56	9	13	6	24
gene-PA5060	NC_002516.2	5700758	5701687	-	930	601	980	175	300	123	529
gene-PA5061	NC_002516.2	5701698	5702114	-	417	220	440	81	125	57	217
gene-PA5062	NC_002516.2	5702258	5702533	-	276	120	237	12	22	5	53
gene-PA5063	NC_002516.2	5702669	5703439	+	771	202	377	15	45	13	124
gene-PA5064	NC_002516.2	5703454	5704080	+	627	91	153	8	27	3	46
gene-PA5065	NC_002516.2	5704077	5705678	+	1602	383	578	11	75	12	166
gene-PA5066	NC_002516.2	5705794	5706198	+	405	377	697	24	57	17	158
gene-PA5067	NC_002516.2	5706191	5706526	+	336	161	335	18	43	12	92
gene-PA5068	NC_002516.2	5706552	5706800	+	249	208	343	20	52	12	97
gene-PA5069	NC_002516.2	5706814	5707239	+	426	141	184	10	29	3	46
gene-PA5070	NC_002516.2	5707236	5708039	+	804	194	314	11	30	8	102
gene-PA5071	NC_002516.2	5708036	5708743	+	708	130	260	4	26	7	54
gene-PA5072	NC_002516.2	5708955	5710898	+	1944	175	273	7	26	9	78
gene-PA5073	NC_002516.2	5711008	5711469	+	462	150	161	13	48	12	53
gene-PA5074	NC_002516.2	5711477	5712211	-	735	252	333	9	53	17	118
gene-PA5075	NC_002516.2	5712204	5713166	-	963	266	344	15	48	26	126
gene-PA5076	NC_002516.2	5713232	5714032	-	801	270	328	20	67	19	164
gene-PA5077	NC_002516.2	5714270	5716855	-	2586	969	1938	86	250	85	536
gene-PA5078	NC_002516.2	5716848	5718425	-	1578	588	1137	74	208	65	364
gene-PA5079	NC_002516.2	5718882	5719319	-	438	81	77	6	23	4	45
gene-PA5080	NC_002516.2	5719316	5720287	-	972	258	381	22	71	17	122
gene-PA5081	NC_002516.2	5720469	5720945	+	477	40	55	2	10	2	20
gene-PA5082	NC_002516.2	5720950	5721849	-	900	30	33	5	3	6	15
gene-PA5083	NC_002516.2	5721892	5722242	-	351	12	25	2	3	4	2
gene-PA5084	NC_002516.2	5722267	5723517	-	1251	36	57	0	5	3	8
gene-PA5085	NC_002516.2	5723582	5724538	+	957	112	187	8	18	8	28
gene-PA5087	NC_002516.2	5725479	5726348	-	870	163	134	11	31	13	33
gene-PA5088	NC_002516.2	5726357	5727238	-	882	75	90	5	17	9	17
gene-PA5089	NC_002516.2	5727239	5729476	-	2238	76	143	6	16	10	30
gene-PA5090	NC_002516.2	5729473	5731845	-	2373	43	79	5	7	4	17
gene-PA5091	NC_002516.2	5732116	5732916	-	801	36	53	6	10	3	9
gene-PA5092	NC_002516.2	5732909	5734117	-	1209	47	87	4	3	2	17
gene-PA5093	NC_002516.2	5734114	5735646	-	1533	43	79	3	11	4	22
gene-PA5094	NC_002516.2	5735643	5736473	-	831	28	34	4	8	2	11
gene-PA5095	NC_002516.2	5736470	5737321	-	852	19	30	5	6	5	10
gene-PA5096	NC_002516.2	5737346	5738314	-	969	26	47	3	8	9	9
gene-PA5097	NC_002516.2	5738432	5739835	-	1404	29	42	3	8	3	21
gene-PA5098	NC_002516.2	5739898	5741427	-	1530	31	27	3	5	3	13
gene-PA5099	NC_002516.2	5741524	5742966	-	1443	24	33	4	4	1	13
gene-PA5100	NC_002516.2	5743074	5744753	-	1680	90	113	6	29	9	39
gene-PA5101	NC_002516.2	5745079	5745876	-	798	31	34	5	6	5	11
gene-PA5102	NC_002516.2	5745895	5746833	-	939	27	37	3	10	4	5
gene-PA5103	NC_002516.2	5746849	5747871	-	1023	55	102	3	15	5	19
gene-PA5104	NC_002516.2	5748013	5748603	-	591	52	52	4	6	2	16
gene-PA5105	NC_002516.2	5748600	5749352	-	753	86	92	9	8	2	23
gene-PA5106	NC_002516.2	5749453	5750814	+	1362	102	198	20	39	20	57
gene-PA5107	NC_002516.2	5750961	5751530	-	570	411	834	90	204	79	422
gene-PA5108	NC_002516.2	5751527	5751784	-	258	162	409	44	95	28	209
gene-PA5109	NC_002516.2	5751857	5752459	-	603	357	779	23	71	20	191
gene-PA5110	NC_002516.2	5752464	5753474	-	1011	648	1337	73	204	45	504
gene-PA5111	NC_002516.2	5753614	5754144	-	531	110	167	6	23	5	59
gene-PA5112	NC_002516.2	5754298	5756238	-	1941	358	487	19	66	18	130
gene-PA5113	NC_002516.2	5756347	5757741	-	1395	355	476	19	51	11	114
gene-PA5114	NC_002516.2	5757738	5761343	-	3606	895	1608	49	136	29	360
gene-PA5115	NC_002516.2	5761482	5762066	-	585	8	15	1	4	1	7
gene-PA5116	NC_002516.2	5762150	5762575	+	426	25	98	0	5	3	24
gene-PA5117	NC_002516.2	5762659	5764476	-	1818	1300	2085	185	626	123	1524
gene-PA5118	NC_002516.2	5764693	5766147	-	1455	1276	2343	109	354	58	947
gene-PA5119	NC_002516.2	5766484	5767893	+	1410	983	1768	63	199	79	378
gene-PA5120	NC_002516.2	5768041	5768445	+	405	59	160	5	17	2	33
gene-PA5121	NC_002516.2	5768442	5770649	-	2208	212	489	24	94	21	173
gene-PA5122	NC_002516.2	5770937	5771458	+	522	90	119	10	27	7	43
gene-PA5123	NC_002516.2	5771455	5772027	+	573	25	64	4	3	3	19
gene-PA5124	NC_002516.2	5772298	5773374	+	1077	74	91	7	16	8	23
gene-PA5125	NC_002516.2	5773377	5774807	+	1431	262	357	11	29	9	69
gene-PA5126	NC_002516.2	5775620	5776087	-	468	71	101	4	17	4	40
gene-PA5127	NC_002516.2	5776086	5776547	+	462	72	102	5	21	5	42
gene-PA5128	NC_002516.2	5776606	5777097	-	492	444	676	37	125	24	317
gene-PA5129	NC_002516.2	5777134	5777388	-	255	170	348	10	38	6	130
gene-PA5130	NC_002516.2	5777390	5777809	-	420	316	647	19	77	18	206
gene-PA5131	NC_002516.2	5778134	5779681	+	1548	455	590	13	91	34	218
gene-PA5132	NC_002516.2	5779995	5780813	+	819	37	98	1	5	2	22
gene-PA5133	NC_002516.2	5780963	5782249	+	1287	444	824	38	97	32	212
gene-PA5134	NC_002516.2	5782278	5783588	+	1311	450	695	37	111	33	225
gene-PA5135	NC_002516.2	5783588	5784361	+	774	140	280	7	33	8	82
gene-PA5136	NC_002516.2	5784430	5785911	+	1482	311	572	11	44	11	120
gene-PA5137	NC_002516.2	5785948	5786703	-	756	153	256	8	20	13	68
gene-PA5138	NC_002516.2	5786853	5787605	-	753	206	322	9	43	9	98
gene-PA5139	NC_002516.2	5787696	5788442	-	747	153	267	12	26	7	60
gene-PA5140	NC_002516.2	5788614	5789384	-	771	243	413	13	53	15	118
gene-PA5141	NC_002516.2	5789395	5790132	-	738	263	461	18	67	17	167
gene-PA5142	NC_002516.2	5790445	5791086	-	642	391	557	26	86	12	192
gene-PA5143	NC_002516.2	5791083	5791676	-	594	359	575	30	103	16	192
gene-PA5144	NC_002516.2	5791837	5792235	+	399	10	30	2	1	0	1
gene-PA5145	NC_002516.2	5792505	5793611	+	1107	80	116	7	18	6	25
gene-PA5146	NC_002516.2	5793705	5795957	+	2253	697	985	53	156	42	363
gene-PA5147	NC_002516.2	5795954	5797021	+	1068	299	471	18	66	16	138
gene-PA5148	NC_002516.2	5797065	5797337	+	273	133	153	13	23	12	66
gene-PA5149	NC_002516.2	5797365	5798447	+	1083	132	215	9	18	7	65
gene-PA5149.1	NC_002516.2	5798560	5798635	+	76	609	460	33	67	21	153
gene-PA5150	NC_002516.2	5798693	5799430	-	738	307	357	30	85	20	181
gene-PA5151	NC_002516.2	5799589	5800278	+	690	53	80	4	16	4	33
gene-PA5152	NC_002516.2	5800527	5801300	+	774	287	442	28	53	16	134
gene-PA5153	NC_002516.2	5801315	5802067	+	753	184	328	20	59	20	163
gene-PA5154	NC_002516.2	5802129	5802824	+	696	44	101	7	13	2	45
gene-PA5155	NC_002516.2	5802821	5803513	+	693	41	71	3	10	2	26
gene-PA5156	NC_002516.2	5803582	5804802	+	1221	105	163	2	18	3	53
gene-PA5157	NC_002516.2	5805206	5805676	+	471	19	48	1	5	0	5
gene-PA5158	NC_002516.2	5805680	5807158	+	1479	94	120	5	25	9	21
gene-PA5159	NC_002516.2	5807173	5808357	+	1185	60	70	3	13	6	25
gene-PA5160	NC_002516.2	5808368	5809897	+	1530	56	68	5	12	7	22
gene-PA5160.1	NC_002516.2	5809970	5810045	+	76	109	137	11	21	7	19
gene-PA5161	NC_002516.2	5810281	5811339	+	1059	432	849	53	150	41	315
gene-PA5162	NC_002516.2	5811336	5812244	+	909	473	872	44	100	27	233
gene-PA5163	NC_002516.2	5812241	5813122	+	882	405	804	62	150	43	353
gene-PA5164	NC_002516.2	5813122	5813667	+	546	273	454	29	95	18	205
gene-PA5165	NC_002516.2	5813727	5815565	+	1839	214	312	13	44	12	86
gene-PA5166	NC_002516.2	5815562	5816950	+	1389	192	312	11	18	10	90
gene-PA5167	NC_002516.2	5817191	5818186	+	996	178	175	5	42	21	37
gene-PA5168	NC_002516.2	5818202	5818834	+	633	107	110	7	15	10	25
gene-PA5169	NC_002516.2	5818831	5820114	+	1284	148	110	7	28	16	25
gene-PA5170	NC_002516.2	5820910	5822358	+	1449	380	1454	96	139	92	312
gene-PA5171	NC_002516.2	5822380	5823636	+	1257	521	3913	149	165	110	493
gene-PA5172	NC_002516.2	5823716	5824726	+	1011	431	4678	177	149	83	539
gene-PA5173	NC_002516.2	5824787	5825719	+	933	232	4668	75	74	38	427
gene-PA5174	NC_002516.2	5826135	5828039	+	1905	591	2079	73	269	66	784
gene-PA5175	NC_002516.2	5828086	5828907	-	822	253	456	36	60	17	173
gene-PA5176	NC_002516.2	5828904	5829470	-	567	287	471	54	117	31	209
gene-PA5177	NC_002516.2	5829596	5830261	+	666	89	224	23	41	19	124
gene-PA5178	NC_002516.2	5830313	5830750	-	438	1213	2877	160	488	161	1132
gene-PA5179	NC_002516.2	5830924	5831805	+	882	51	56	23	10	17	12
gene-PA5180	NC_002516.2	5831902	5832741	+	840	42	32	24	13	14	16
gene-PA5181	NC_002516.2	5832749	5835070	+	2322	188	197	180	163	129	123
gene-PA5181.1	NC_002516.2	5835082	5835480	-	399	165	378	27	78	25	125
gene-PA5182	NC_002516.2	5835380	5835895	+	516	265	544	18	60	15	134
gene-PA5183	NC_002516.2	5835994	5836401	+	408	121	258	5	24	4	47
gene-PA5183a	NC_002516.2	5836470	5836685	-	216	203	502	19	32	5	97
gene-PA5184	NC_002516.2	5836910	5837467	+	558	127	176	5	31	11	46
gene-PA5185	NC_002516.2	5837449	5837892	-	444	61	121	3	15	2	28
gene-PA5186	NC_002516.2	5837915	5839078	-	1164	73	108	6	12	2	38
gene-PA5187	NC_002516.2	5839105	5840895	-	1791	62	66	6	16	8	23
gene-PA5188	NC_002516.2	5840897	5842132	-	1236	41	49	2	11	6	18
gene-PA5189	NC_002516.2	5842275	5843183	+	909	77	106	7	23	10	44
gene-PA5190	NC_002516.2	5843198	5843800	-	603	78	118	10	18	7	46
gene-PA5191	NC_002516.2	5844054	5844410	+	357	46	55	4	13	4	20
gene-PA5192	NC_002516.2	5844468	5846009	-	1542	1836	2225	98	374	92	709
gene-PA5193	NC_002516.2	5846125	5847018	-	894	317	459	13	75	22	168
gene-PA5194	NC_002516.2	5847131	5847934	+	804	213	357	18	54	12	109
gene-PA5195	NC_002516.2	5847972	5848367	-	396	58	69	6	7	4	15
gene-PA5196	NC_002516.2	5848577	5849011	+	435	47	95	3	11	5	13
gene-PA5197	NC_002516.2	5849143	5850048	+	906	81	147	6	18	7	35
gene-PA5198	NC_002516.2	5850239	5851162	+	924	130	220	15	45	19	71
gene-PA5199	NC_002516.2	5851239	5852558	-	1320	220	361	16	63	9	126
gene-PA5200	NC_002516.2	5852653	5853396	-	744	230	280	44	110	44	180
gene-PA5201	NC_002516.2	5853585	5855924	+	2340	740	817	57	201	58	354
gene-PA5202	NC_002516.2	5855936	5856325	+	390	112	167	7	23	7	58
gene-PA5203	NC_002516.2	5856532	5858115	+	1584	330	517	59	284	73	183
gene-PA5204	NC_002516.2	5858158	5859456	-	1299	372	715	24	96	23	183
gene-PA5205	NC_002516.2	5859793	5860494	+	702	52	80	7	23	7	25
gene-PA5206	NC_002516.2	5860467	5861621	-	1155	102	269	10	22	11	72
gene-PA5207	NC_002516.2	5861721	5862989	-	1269	67	371	11	11	4	35
gene-PA5208	NC_002516.2	5863034	5863711	-	678	269	617	27	61	13	142
gene-PA5209	NC_002516.2	5863825	5865189	+	1365	128	234	10	35	11	57
gene-PA5210	NC_002516.2	5865227	5867011	+	1785	396	614	41	101	27	188
gene-PA5211	NC_002516.2	5867233	5867685	+	453	38	79	1	9	4	12
gene-PA5212	NC_002516.2	5867817	5868146	+	330	108	195	17	55	24	140
gene-PA5213	NC_002516.2	5868181	5871057	-	2877	182	260	23	54	33	150
gene-PA5214	NC_002516.2	5871231	5871620	-	390	341	527	22	67	25	175
gene-PA5215	NC_002516.2	5871667	5872749	-	1083	759	1385	54	152	41	330
gene-PA5216	NC_002516.2	5872900	5874519	-	1620	142	224	11	24	16	65
gene-PA5217	NC_002516.2	5874587	5875585	-	999	250	264	16	38	14	148
gene-PA5218	NC_002516.2	5875653	5876567	-	915	83	85	8	15	4	34
gene-PA5219	NC_002516.2	5876664	5877857	+	1194	52	113	6	14	10	22
gene-PA5220	NC_002516.2	5877896	5878717	+	822	103	151	6	14	6	40
gene-PA5221	NC_002516.2	5878754	5879971	-	1218	282	553	10	44	14	121
gene-PA5222	NC_002516.2	5880000	5880482	-	483	152	305	9	43	10	68
gene-PA5223	NC_002516.2	5880487	5881671	-	1185	468	778	20	109	25	184
gene-PA5224	NC_002516.2	5881679	5883013	-	1335	817	1401	47	175	48	384
gene-PA5225	NC_002516.2	5883023	5883577	-	555	136	271	5	31	7	69
gene-PA5226	NC_002516.2	5883664	5883975	+	312	134	265	11	27	8	38
gene-PA5227	NC_002516.2	5883972	5884286	+	315	169	293	10	47	11	95
gene-PA5227.1	NC_002516.2	5884320	5884502	+	183	123042	30152	7086	33500	11072	42599
gene-PA5228	NC_002516.2	5884508	5885119	+	612	302	554	32	80	21	159
gene-PA5229	NC_002516.2	5885486	5885944	+	459	103	873	12	9	6	65
gene-PA5230	NC_002516.2	5885954	5887078	-	1125	178	1152	17	29	11	120
gene-PA5231	NC_002516.2	5887082	5889832	-	2751	511	1599	33	57	27	215
gene-PA5232	NC_002516.2	5889829	5890902	-	1074	327	730	37	72	32	189
gene-PA5233	NC_002516.2	5891109	5891528	-	420	53	123	3	11	5	35
gene-PA5234	NC_002516.2	5891683	5892660	+	978	87	105	6	17	11	30
gene-PA5235	NC_002516.2	5892910	5894256	+	1347	509	917	44	148	34	249
gene-PA5236	NC_002516.2	5894293	5895261	-	969	260	430	12	58	13	134
gene-PA5237	NC_002516.2	5895261	5896727	-	1467	497	827	33	113	43	233
gene-PA5238	NC_002516.2	5896806	5898794	-	1989	137	249	8	22	7	41
gene-PA5239	NC_002516.2	5898865	5900124	-	1260	886	2920	64	166	60	409
gene-PA5240	NC_002516.2	5900369	5900695	-	327	3517	5702	116	437	69	1125
gene-PA5241	NC_002516.2	5900879	5902399	+	1521	600	1091	33	128	34	282
gene-PA5242	NC_002516.2	5902386	5904596	-	2211	784	1503	92	245	63	471
gene-PA5243	NC_002516.2	5904614	5905627	-	1014	597	998	69	190	64	360
gene-PA5244	NC_002516.2	5905871	5906461	+	591	131	395	13	13	4	73
gene-PA5245	NC_002516.2	5906626	5907294	+	669	175	275	18	42	23	91
gene-PA5246	NC_002516.2	5907390	5907863	+	474	71	98	2	15	6	33
gene-PA5247	NC_002516.2	5907848	5908330	-	483	110	169	9	18	8	41
gene-PA5248	NC_002516.2	5908397	5910298	-	1902	461	523	20	73	22	122
gene-PA5249	NC_002516.2	5910403	5911032	-	630	75	152	7	24	8	48
gene-PA5250	NC_002516.2	5911262	5912020	-	759	301	650	39	143	22	234
gene-PA5251	NC_002516.2	5912027	5912605	-	579	169	331	18	59	13	133
gene-PA5252	NC_002516.2	5912605	5914521	-	1917	869	1419	123	273	62	452
gene-PA5252a	NC_002516.2	5914594	5915046	+	453	196	321	14	42	11	102
gene-PA5253	NC_002516.2	5915043	5916101	-	1059	789	1256	56	199	66	413
gene-PA5254	NC_002516.2	5916227	5916856	+	630	49	84	5	11	4	32
gene-PA5255	NC_002516.2	5916918	5917400	-	483	593	880	39	138	44	254
gene-PA5256	NC_002516.2	5917680	5918171	-	492	160	247	6	28	3	57
gene-PA5257	NC_002516.2	5918350	5919588	-	1239	509	900	28	126	31	255
gene-PA5258	NC_002516.2	5919585	5920715	-	1131	383	702	17	93	28	224
gene-PA5259	NC_002516.2	5920742	5921497	-	756	375	569	13	63	10	143
gene-PA5260	NC_002516.2	5921494	5922435	-	942	482	963	38	127	35	215
gene-PA5261	NC_002516.2	5922544	5923290	-	747	406	949	61	174	51	387
gene-PA5262	NC_002516.2	5923295	5924371	-	1077	373	913	66	150	57	279
gene-PA5263	NC_002516.2	5924596	5925990	+	1395	351	511	27	76	27	224
gene-PA5264	NC_002516.2	5926134	5927105	-	972	244	236	22	63	26	85
gene-PA5265	NC_002516.2	5927336	5930605	-	3270	118	184	12	33	14	53
gene-PA5266	NC_002516.2	5930602	5932677	-	2076	27	40	2	10	5	13
gene-PA5267	NC_002516.2	5932877	5933395	-	519	12	15	2	2	0	4
gene-PA5268	NC_002516.2	5933688	5934668	-	981	67	127	9	16	7	31
gene-PA5269	NC_002516.2	5934770	5935045	+	276	47	95	3	12	2	21
gene-PA5270	NC_002516.2	5935064	5935945	+	882	68	150	6	16	6	40
gene-PA5271	NC_002516.2	5935988	5936221	+	234	29	83	1	8	1	14
gene-PA5272	NC_002516.2	5936370	5939222	+	2853	211	457	21	55	27	95
gene-PA5273	NC_002516.2	5939263	5939976	+	714	102	197	2	14	3	34
gene-PA5274	NC_002516.2	5940020	5940424	-	405	386	1200	32	88	13	266
gene-PA5275	NC_002516.2	5940747	5941082	-	336	241	296	22	48	16	88
gene-PA5276	NC_002516.2	5941336	5941476	+	141	111	123	8	23	4	62
gene-PA5277	NC_002516.2	5941487	5942734	+	1248	542	774	40	119	34	280
gene-PA5278	NC_002516.2	5942745	5943575	+	831	337	426	19	88	26	164
gene-PA5279	NC_002516.2	5943606	5944307	+	702	339	399	12	66	20	129
gene-PA5280	NC_002516.2	5944327	5945238	+	912	112	208	6	21	5	54
gene-PA5281	NC_002516.2	5945235	5945933	+	699	65	132	2	21	0	31
gene-PA5282	NC_002516.2	5945963	5947132	-	1170	20	28	1	7	3	11
gene-PA5283	NC_002516.2	5947295	5948671	+	1377	137	188	6	17	12	58
gene-PA5284	NC_002516.2	5948696	5949610	-	915	20	49	1	5	2	13
gene-PA5285	NC_002516.2	5950034	5950351	-	318	1140	1220	29	123	20	220
gene-PA5286	NC_002516.2	5950429	5950854	-	426	1025	1197	41	135	27	209
gene-PA5287	NC_002516.2	5951115	5952443	-	1329	216	375	11	30	14	103
gene-PA5288	NC_002516.2	5952483	5952821	-	339	675	980	27	115	41	314
gene-PA5289	NC_002516.2	5953261	5953521	+	261	45	72	4	9	1	35
gene-PA5290	NC_002516.2	5953562	5955055	+	1494	137	229	11	33	12	53
gene-PA5291	NC_002516.2	5955180	5957165	+	1986	320	539	38	104	28	230
gene-PA5292	NC_002516.2	5957208	5958257	-	1050	107	168	8	34	17	51
gene-PA5293	NC_002516.2	5958408	5959325	-	918	52	51	2	6	6	18
gene-PA5294	NC_002516.2	5959474	5960940	+	1467	110	163	4	25	10	44
gene-PA5295	NC_002516.2	5960852	5962528	-	1677	366	782	22	64	21	164
gene-PA5296	NC_002516.2	5962716	5964725	+	2010	383	712	34	132	21	240
gene-PA5297	NC_002516.2	5964859	5966577	+	1719	65	107	4	19	7	37
gene-PA5298	NC_002516.2	5966706	5967278	+	573	192	359	23	53	16	181
gene-PA5299	NC_002516.2	5967286	5969145	-	1860	306	545	32	79	20	196
gene-PA5300	NC_002516.2	5969355	5969765	-	411	2567	3686	152	510	95	1277
gene-PA5301	NC_002516.2	5969987	5970535	-	549	991	1315	65	231	61	339
gene-PA5302	NC_002516.2	5970686	5971759	-	1074	301	583	45	137	24	349
gene-PA5303	NC_002516.2	5971850	5972203	-	354	313	512	49	157	21	371
gene-PA5304	NC_002516.2	5972178	5973476	-	1299	573	738	76	282	59	698
gene-PA5305	NC_002516.2	5973833	5974177	-	345	97	211	14	32	8	65
gene-PA5306	NC_002516.2	5974190	5974381	-	192	42	152	8	15	10	39
gene-PA5307	NC_002516.2	5974402	5976969	-	2568	280	582	20	59	21	143
gene-PA5308	NC_002516.2	5977123	5977611	+	489	103	168	6	22	7	45
gene-PA5309	NC_002516.2	5977789	5979108	+	1320	146	240	16	36	13	86
gene-PA5310	NC_002516.2	5979194	5980783	+	1590	124	211	8	31	4	63
gene-PA5311	NC_002516.2	5980787	5981950	-	1164	57	168	8	24	10	38
gene-PA5312	NC_002516.2	5982097	5983590	-	1494	724	1243	61	193	71	372
gene-PA5313	NC_002516.2	5983820	5985154	+	1335	206	400	16	46	18	97
gene-PA5314	NC_002516.2	5985219	5985581	+	363	154	286	14	34	7	83
gene-PA5315	NC_002516.2	5985716	5985871	-	156	4541	5903	247	797	111	1888
gene-PA5316	NC_002516.2	5985883	5986119	-	237	5591	8661	404	1381	188	3032
gene-PA5316.1	NC_002516.2	5986120	5986170	+	51	2362	3666	178	528	69	1203
gene-PA5317	NC_002516.2	5986475	5988055	+	1581	130	139	14	41	18	53
gene-PA5318	NC_002516.2	5988081	5988629	+	549	50	82	4	10	2	29
gene-PA5319	NC_002516.2	5988646	5989320	-	675	197	254	12	39	10	60
gene-PA5320	NC_002516.2	5989460	5990668	+	1209	465	883	20	65	14	170
gene-PA5321	NC_002516.2	5990676	5991131	+	456	143	217	14	31	5	69
gene-PA5322	NC_002516.2	5991168	5993774	+	2607	836	1390	85	232	69	496
gene-PA5323	NC_002516.2	5993791	5994696	+	906	688	1041	55	173	45	408
gene-PA5324	NC_002516.2	5994741	5995811	-	1071	138	215	15	27	11	70
gene-PA5325	NC_002516.2	5996036	5996986	+	951	19	21	2	2	2	9
gene-PA5326	NC_002516.2	5997057	5998265	-	1209	30	27	0	11	1	7
gene-PA5327	NC_002516.2	5998348	5999676	-	1329	19	26	1	6	2	4
gene-PA5328	NC_002516.2	5999754	6000143	-	390	10	12	3	3	3	3
gene-PA5329	NC_002516.2	6000317	6000781	+	465	117	166	5	35	9	55
gene-PA5330	NC_002516.2	6000761	6001378	-	618	650	973	29	134	38	263
gene-PA5331	NC_002516.2	6001399	6002040	-	642	484	793	44	129	32	263
gene-PA5332	NC_002516.2	6002121	6002900	+	780	2067	3131	237	580	172	999
gene-PA5333	NC_002516.2	6002959	6003330	-	372	340	519	51	119	16	209
gene-PA5334	NC_002516.2	6003377	6004096	-	720	502	891	58	145	42	328
gene-PA5335	NC_002516.2	6004277	6005140	+	864	330	642	21	99	20	210
gene-PA5336	NC_002516.2	6005199	6005810	+	612	138	278	15	38	7	109
gene-PA5337	NC_002516.2	6005899	6006165	+	267	1358	2336	97	323	67	804
gene-PA5338	NC_002516.2	6006231	6008336	+	2106	1308	2310	112	386	67	870
gene-PA5339	NC_002516.2	6008398	6008778	+	381	430	935	31	92	25	245
gene-PA5340	NC_002516.2	6008833	6009564	+	732	316	592	19	72	19	183
gene-PA5341	NC_002516.2	6009571	6010191	-	621	53	110	3	8	4	19
gene-PA5342	NC_002516.2	6010258	6011058	-	801	150	180	9	24	5	56
gene-PA5343	NC_002516.2	6011058	6011909	-	852	217	301	10	33	16	84
gene-PA5344	NC_002516.2	6012047	6012979	+	933	258	501	13	52	10	103
