Orthogroup	CP000029.1	CP001340.1	CP027476.1	CP045224.1	CP045225.1	NC_002516.2	NC_009641.1	NC_017564.1	NC_017565.1	NC_018289.1	NZ_CP059180.1	U00096.3
OG0008963								gene-Y11_RS11600				
OG0008964		gene-CCNA_00870										
OG0008965				gene-FTB24_02140								
OG0008966												gene-b0547
OG0008967												gene-b4837
OG0008968				gene-FTB24_14465								
OG0008969						gene-PA3288						
OG0008970												gene-b3334
OG0008971										gene-MSMEI_RS09675		
OG0008972										gene-MSMEI_RS13810		
OG0008973		gene-CCNA_01135										
OG0008974												gene-b4541
OG0008975	gene-SERP2459											
OG0008976				gene-FTB24_06890								
OG0008977		gene-CCNA_03966										
OG0008978	gene-SERP0810											
OG0008979	gene-SERP0459											
OG0008980												gene-b2754
OG0008981				gene-FTB24_00835								
OG0008982						gene-PA1891						
OG0008983										gene-MSMEI_RS20715		
OG0008984										gene-MSMEI_RS27930		
OG0008985				gene-FTB24_03240								
OG0008986				gene-FTB24_14980								
OG0008987										gene-MSMEI_RS15065		
OG0008988				gene-FTB24_07610								
OG0008989										gene-MSMEI_RS18770		
OG0008990								gene-Y11_RS02365				
OG0008991	gene-SERP1570											
OG0008992							gene-NWMN_RS01580					
OG0008993										gene-MSMEI_RS25700		
OG0008994								gene-Y11_RS23550				
OG0008995				gene-FTB24_16265								
OG0008996	gene-SERP1591											
OG0008997		gene-CCNA_00640										
OG0008998										gene-MSMEI_RS30775		
OG0008999						gene-PA4117						
OG0009000				gene-FTB24_04790								
OG0009001												gene-b2163
OG0009002								gene-Y11_RS03180				
OG0009003						gene-PA3885						
OG0009004		gene-CCNA_03451										
OG0009005		gene-CCNA_03969										
OG0009006										gene-MSMEI_RS10060		
OG0009007	gene-SERP0501											
OG0009008												gene-b2635
OG0009009												gene-b3107
OG0009010										gene-MSMEI_RS11660		
OG0009011										gene-MSMEI_RS25245		
OG0009012						gene-PA3274						
OG0009013						gene-PA0200						
OG0009014	gene-SERP1536											
OG0009015	gene-SERP1613											
OG0009016				gene-FTB24_11385								
OG0009017		gene-CCNA_01797										
OG0009018										gene-MSMEI_RS08835		
OG0009019				gene-FTB24_18045								
OG0009020										gene-MSMEI_RS25290		
OG0009021		gene-CCNA_00347										
OG0009022										gene-MSMEI_RS31765		
OG0009023										gene-MSMEI_RS10425		
OG0009024						gene-PA0614						
OG0009025												gene-b2549
OG0009026							gene-NWMN_RS01625					
OG0009027												gene-b0303
OG0009028		gene-CCNA_00306										
OG0009029	gene-SERP2389											
OG0009030		gene-CCNA_02375										
OG0009031		gene-CCNA_03881										
OG0009032						gene-PA0926						
OG0009033										gene-MSMEI_RS01310		
OG0009034								gene-Y11_RS07400				
OG0009035												gene-b4666
OG0009036						gene-PA0127						
OG0009037	gene-SERP1532											
OG0009038		gene-CCNA_00593										
OG0009039		gene-CCNA_03907										
OG0009040						gene-PA4922						
OG0009041												gene-b3376
OG0009042										gene-MSMEI_RS25125		
OG0009043							gene-NWMN_RS15820					
OG0009044										gene-MSMEI_RS18670		
OG0009045		gene-CCNA_02290										
OG0009046								gene-Y11_RS08110				
OG0009047						gene-PA0109						
OG0009048								gene-Y11_RS07420				
OG0009049								gene-Y11_RS14935				
OG0009050				gene-FTB24_08040								
OG0009051												gene-b2035
OG0009052		gene-CCNA_02961										
OG0009053	gene-SERP1653											
OG0009054						gene-PA5440a						
OG0009055				gene-FTB24_10010								
OG0009056												gene-b1906
OG0009057										gene-MSMEI_RS04640		
OG0009058										gene-MSMEI_RS00600		
OG0009059		gene-CCNA_03999										
OG0009060										gene-MSMEI_RS10345		
OG0009061						gene-PA4637						
OG0009062		gene-CCNA_02184										
OG0009063								gene-Y11_RS23445				
OG0009064	gene-SERP1643											
OG0009065				gene-FTB24_16785								
OG0009066		gene-CCNA_03846										
OG0009067						gene-PA3833						
OG0009068								gene-Y11_RS17500				
OG0009069	gene-SERP0081											
OG0009070								gene-Y11_RS04785				
OG0009071												gene-b4415
OG0009072										gene-MSMEI_RS13585		
OG0009073						gene-PA0615						
OG0009074						gene-PA0553						
OG0009075	gene-SERP1527											
OG0009076						gene-PA1956						
OG0009077												gene-b3555
OG0009078								gene-Y11_RS23695				
OG0009079		gene-CCNA_02499										
OG0009080						gene-PA2799						
OG0009081												gene-b3530
OG0009082						gene-PA4963						
OG0009083												gene-b3696
OG0009084				gene-FTB24_17435								
OG0009085		gene-CCNA_03438										
OG0009086												gene-b4765
OG0009087		gene-CCNA_03010										
OG0009088		gene-CCNA_00856										
OG0009089		gene-CCNA_01421										
OG0009090						gene-PA3065						
OG0009091		gene-CCNA_00909										
OG0009092						gene-PA2433						
OG0009093										gene-MSMEI_RS10570		
OG0009094										gene-MSMEI_RS06165		
OG0009095		gene-CCNA_02124										
OG0009096										gene-MSMEI_RS27830		
OG0009097						gene-PA2750a						
OG0009098						gene-PA2364						
OG0009099										gene-MSMEI_RS17555		
OG0009100												gene-b2273
OG0009101										gene-MSMEI_RS27040		
OG0009102		gene-CCNA_00644										
OG0009103				gene-FTB24_12270								
OG0009104												gene-b4351
OG0009105										gene-MSMEI_RS00870		
OG0009106										gene-MSMEI_RS08925		
OG0009107												gene-b4734
OG0009108				gene-FTB24_17220								
OG0009109							gene-NWMN_RS01755					
OG0009110												gene-b1564
OG0009111												gene-b2998
OG0009112		gene-CCNA_00860										
OG0009113										gene-MSMEI_RS29215		
OG0009114		gene-CCNA_01091										
OG0009115						gene-PA5265						
OG0009116										gene-MSMEI_RS29105		
OG0009117				gene-FTB24_09430								
OG0009118						gene-PA1605						
OG0009119										gene-MSMEI_RS10330		
OG0009120								gene-Y11_RS04025				
OG0009121						gene-PA4469						
OG0009122				gene-FTB24_04740								
OG0009123	gene-SERP2098											
OG0009124		gene-CCNA_03837										
OG0009125												gene-b2449
OG0009126										gene-MSMEI_RS02915		
OG0009127			gene-NRS_830									
OG0009128												gene-b4733
OG0009129								gene-Y11_RS13525				
OG0009130		gene-CCNA_01939										
OG0009131						gene-PA1968						
OG0009132								gene-Y11_RS23450				
OG0009133										gene-MSMEI_RS10825		
OG0009134					gene-FTB24_19295							
OG0009135		gene-CCNA_02630										
OG0009136		gene-CCNA_03297										
OG0009137				gene-FTB24_17215								
OG0009138				gene-FTB24_17300								
OG0009139												gene-b2120
OG0009140										gene-MSMEI_RS15730		
OG0009141				gene-FTB24_04755								
OG0009142	gene-SERP0381											
OG0009143										gene-MSMEI_RS25105		
OG0009144												gene-b4800
OG0009145				gene-FTB24_02325								
OG0009146						gene-PA0071						
OG0009147						gene-PA0103a						
OG0009148		gene-CCNA_02801										
OG0009149						gene-PA1952						
OG0009150										gene-MSMEI_RS02455		
OG0009151						gene-PA3058						
OG0009152		gene-CCNA_02009										
OG0009153										gene-MSMEI_RS30400		
OG0009154										gene-MSMEI_RS23775		
OG0009155		gene-CCNA_02449										
OG0009156		gene-CCNA_02836										
OG0009157								gene-Y11_RS12575				
OG0009158	gene-SERP1556											
OG0009159				gene-FTB24_09490								
OG0009160										gene-MSMEI_RS04400		
OG0009161				gene-FTB24_16380								
OG0009162										gene-MSMEI_RS04245		
OG0009163												gene-b3902
OG0009164						gene-PA5251						
OG0009165										gene-MSMEI_RS04150		
OG0009166										gene-MSMEI_RS34965		
OG0009167										gene-MSMEI_RS28105		
OG0009168										gene-MSMEI_RS31460		
OG0009169				gene-FTB24_02550								
OG0009170								gene-Y11_RS04525				
OG0009171		gene-CCNA_02989										
OG0009172										gene-MSMEI_RS15890		
OG0009173										gene-MSMEI_RS17415		
OG0009174						gene-PA2269						
OG0009175				gene-FTB24_04115								
OG0009176	gene-SERP1197											
OG0009177				gene-FTB24_10410								
OG0009178										gene-MSMEI_RS10840		
OG0009179								gene-Y11_RS09250				
OG0009180						gene-PA0922						
OG0009181		gene-CCNA_01092										
OG0009182										gene-MSMEI_RS19200		
OG0009183								gene-Y11_RS10665				
OG0009184										gene-MSMEI_RS09035		
OG0009185	gene-SERP2193											
OG0009186										gene-MSMEI_RS12460		
OG0009187										gene-MSMEI_RS22205		
OG0009188												gene-b2085
OG0009189						gene-PA1463						
OG0009190												gene-b1573
OG0009191						gene-PA2694						
OG0009192										gene-MSMEI_RS01930		
OG0009193				gene-FTB24_00135								
OG0009194										gene-MSMEI_RS18315		
OG0009195												gene-b3622
OG0009196										gene-MSMEI_RS31940		
OG0009197						gene-PA5151						
OG0009198	gene-SERP2436											
OG0009199		gene-CCNA_01084										
OG0009200						gene-PA0124						
OG0009201						gene-PA1790						
OG0009202												gene-b0995
OG0009203		gene-CCNA_01176										
OG0009204				gene-FTB24_03225								
OG0009205			gene-NRS_833									
OG0009206												gene-b4794
OG0009207						gene-PA4429						
OG0009208						gene-PA0572						
OG0009209				gene-FTB24_01905								
OG0009210										gene-MSMEI_RS16220		
OG0009211								gene-Y11_RS01000				
OG0009212		gene-CCNA_00529										
OG0009213				gene-FTB24_14040								
OG0009214										gene-MSMEI_RS11520		
OG0009215						gene-PA4631						
OG0009216						gene-PA3705						
OG0009217										gene-MSMEI_RS32775		
OG0009218												gene-b1428
OG0009219				gene-FTB24_09340								
OG0009220										gene-MSMEI_RS27920		
OG0009221												gene-b0470
OG0009222		gene-CCNA_02386										
OG0009223										gene-MSMEI_RS23900		
OG0009224							gene-NWMN_RS10145					
OG0009225				gene-FTB24_01860								
OG0009226												gene-b2769
OG0009227		gene-CCNA_03680										
OG0009228						gene-PA1177						
OG0009229				gene-FTB24_11670								
OG0009230						gene-PA2781						
OG0009231		gene-CCNA_00767										
OG0009232										gene-MSMEI_RS11155		
OG0009233				gene-FTB24_12530								
OG0009234				gene-FTB24_10240								
OG0009235										gene-MSMEI_RS10685		
OG0009236		gene-CCNA_03974										
OG0009237								gene-Y11_RS05350				
OG0009238						gene-PA1227						
OG0009239						gene-PA5292						
OG0009240										gene-MSMEI_RS27925		
OG0009241		gene-CCNA_02411										
OG0009242						gene-PA5041						
OG0009243						gene-PA2775						
OG0009244		gene-CCNA_03289										
OG0009245				gene-FTB24_00410								
OG0009246										gene-MSMEI_RS02675		
OG0009247								gene-Y11_RS23425				
OG0009248												gene-b2270
OG0009249				gene-FTB24_12685								
OG0009250		gene-CCNA_03904										
OG0009251										gene-MSMEI_RS35465		
OG0009252												gene-b2506
OG0009253								gene-Y11_RS14890				
OG0009254										gene-MSMEI_RS35180		
OG0009255										gene-MSMEI_RS22775		
OG0009256				gene-FTB24_12850								
OG0009257										gene-MSMEI_RS14535		
OG0009258		gene-CCNA_03474										
OG0009259												gene-b3624
OG0009260										gene-MSMEI_RS20780		
OG0009261												gene-b0379
OG0009262		gene-CCNA_01119										
OG0009263						gene-PA2223						
OG0009264						gene-PA1257						
OG0009265				gene-FTB24_09460								
OG0009266						gene-PA2180						
OG0009267	gene-SERP1622											
OG0009268						gene-PA4103						
OG0009269										gene-MSMEI_RS08100		
OG0009270	gene-SERP2020											
OG0009271		gene-CCNA_03312										
OG0009272										gene-MSMEI_RS30785		
OG0009273												gene-b1177
OG0009274				gene-FTB24_07885								
OG0009275		gene-CCNA_00344										
OG0009276	gene-SERP1630											
OG0009277										gene-MSMEI_RS26975		
OG0009278										gene-MSMEI_RS04265		
OG0009279										gene-MSMEI_RS07515		
OG0009280						gene-PA2863						
OG0009281				gene-FTB24_03460								
OG0009282						gene-PA2768						
OG0009283								gene-Y11_RS16760				
OG0009284										gene-MSMEI_RS28340		
OG0009285										gene-MSMEI_RS05940		
OG0009286												gene-b3557
OG0009287								gene-Y11_RS10820				
OG0009288				gene-FTB24_15720								
OG0009289						gene-PA4348						
OG0009290								gene-Y11_RS03585				
OG0009291				gene-FTB24_11485								
OG0009292	gene-SERP2376											
OG0009293												gene-b0412
OG0009294										gene-MSMEI_RS31620		
OG0009295			gene-NRS_1443									
OG0009296										gene-MSMEI_RS06155		
OG0009297						gene-PA3715						
OG0009298										gene-MSMEI_RS06595		
OG0009299		gene-CCNA_00662										
OG0009300										gene-MSMEI_RS23945		
OG0009301								gene-Y11_RS04280				
OG0009302	gene-SERP1517											
OG0009303										gene-MSMEI_RS05890		
OG0009304	gene-SERP1544											
OG0009305							gene-NWMN_RS10780					
OG0009306						gene-PA4849						
OG0009307				gene-FTB24_14995								
OG0009308												gene-b4186
OG0009309						gene-PA4703						
OG0009310						gene-PA3835						
OG0009311										gene-MSMEI_RS26235		
OG0009312						gene-PA3943						
OG0009313										gene-MSMEI_RS16425		
OG0009314								gene-Y11_RS03165				
OG0009315										gene-MSMEI_RS09355		
OG0009316										gene-MSMEI_RS27195		
OG0009317								gene-Y11_RS11575				
OG0009318								gene-Y11_RS07730				
OG0009319												gene-b2634
OG0009320										gene-MSMEI_RS26805		
OG0009321										gene-MSMEI_RS18195		
OG0009322										gene-MSMEI_RS29705		
OG0009323												gene-b1426
OG0009324		gene-CCNA_03063										
OG0009325						gene-PA5435						
OG0009326												gene-b1142
OG0009327				gene-FTB24_15105								
OG0009328				gene-FTB24_02695								
OG0009329				gene-FTB24_16340								
OG0009330												gene-b3394
OG0009331										gene-MSMEI_RS24630		
OG0009332										gene-MSMEI_RS24670		
OG0009333	gene-SERP2223											
OG0009334										gene-MSMEI_RS09040		
OG0009335												gene-b4637
OG0009336												gene-b4615
OG0009337								gene-Y11_RS14375				
OG0009338										gene-MSMEI_RS26800		
OG0009339						gene-PA2506						
OG0009340										gene-MSMEI_RS08045		
OG0009341		gene-CCNA_00914										
OG0009342		gene-CCNA_00470										
OG0009343		gene-CCNA_01244										
OG0009344										gene-MSMEI_RS10525		
OG0009345		gene-CCNA_03499										
OG0009346	gene-SERP0147											
OG0009347										gene-MSMEI_RS10600		
OG0009348		gene-CCNA_00842										
OG0009349		gene-CCNA_03864										
OG0009350		gene-CCNA_02316										
OG0009351										gene-MSMEI_RS30185		
OG0009352	gene-SERP2462											
OG0009353										gene-MSMEI_RS09645		
OG0009354		gene-CCNA_03087										
OG0009355										gene-MSMEI_RS06860		
OG0009356		gene-CCNA_02669										
OG0009357				gene-FTB24_04000								
OG0009358		gene-CCNA_02211										
OG0009359						gene-PA4321						
OG0009360		gene-CCNA_01025										
OG0009361				gene-FTB24_15930								
OG0009362						gene-PA4164						
OG0009363						gene-PA1133						
OG0009364										gene-MSMEI_RS24860		
OG0009365								gene-Y11_RS18125				
OG0009366										gene-MSMEI_RS29815		
OG0009367		gene-CCNA_01862										
OG0009368		gene-CCNA_03073										
OG0009369				gene-FTB24_00345								
OG0009370										gene-MSMEI_RS01965		
OG0009371								gene-Y11_RS19165				
OG0009372										gene-MSMEI_RS28265		
OG0009373						gene-PA0631						
OG0009374										gene-MSMEI_RS04920		
OG0009375				gene-FTB24_00975								
OG0009376						gene-PA3958						
OG0009377				gene-FTB24_17240								
OG0009378						gene-PA3688						
OG0009379				gene-FTB24_17150								
OG0009380				gene-FTB24_15670								
OG0009381												gene-b2598
OG0009382										gene-MSMEI_RS25510		
OG0009383						gene-PA0909						
OG0009384										gene-MSMEI_RS22475		
OG0009385								gene-Y11_RS10660				
OG0009386				gene-FTB24_14470								
OG0009387						gene-PA3542						
OG0009388						gene-PA4823						
OG0009389						gene-PA1332						
OG0009390												gene-b0001
OG0009391												gene-b1435
OG0009392		gene-CCNA_01978										
OG0009393				gene-FTB24_00460								
OG0009394						gene-PA1592						
OG0009395		gene-CCNA_02916										
OG0009396		gene-CCNA_01600										
OG0009397						gene-PA4554						
OG0009398	gene-SERP2333											
OG0009399								gene-Y11_RS23835				
OG0009400		gene-CCNA_00182										
OG0009401										gene-MSMEI_RS33250		
OG0009402								gene-Y11_RS17945				
OG0009403						gene-PA1245						
OG0009404						gene-PA0700						
OG0009405	gene-SERP2228											
OG0009406								gene-Y11_RS18475				
OG0009407				gene-FTB24_13020								
OG0009408				gene-FTB24_17295								
OG0009409										gene-MSMEI_RS27630		
OG0009410				gene-FTB24_12135								
OG0009411										gene-MSMEI_RS19130		
OG0009412		gene-CCNA_01552										
OG0009413		gene-CCNA_00184										
OG0009414								gene-Y11_RS12640				
OG0009415						gene-PA1887						
OG0009416										gene-MSMEI_RS17305		
OG0009417										gene-MSMEI_RS32595		
OG0009418												gene-b4662
OG0009419						gene-PA3794						
OG0009420												gene-b4747
OG0009421						gene-PA3773						
OG0009422										gene-MSMEI_RS08720		
OG0009423		gene-CCNA_00318										
OG0009424								gene-Y11_RS04200				
OG0009425				gene-FTB24_06170								
OG0009426												gene-b2803
OG0009427										gene-MSMEI_RS17700		
OG0009428												gene-b2941
OG0009429				gene-FTB24_02065								
OG0009430		gene-CCNA_00821										
OG0009431				gene-FTB24_06405								
OG0009432												gene-b1523
OG0009433				gene-FTB24_04860								
OG0009434						gene-PA3317						
OG0009435							gene-NWMN_RS15495					
OG0009436		gene-CCNA_02760										
OG0009437		gene-CCNA_02538										
OG0009438										gene-MSMEI_RS04660		
OG0009439		gene-CCNA_03994										
OG0009440										gene-MSMEI_RS11610		
OG0009441										gene-MSMEI_RS22790		
OG0009442		gene-CCNA_00031										
OG0009443										gene-MSMEI_RS27440		
OG0009444		gene-CCNA_02197										
OG0009445										gene-MSMEI_RS13335		
OG0009446						gene-PA0310						
OG0009447			gene-NRS_827									
OG0009448										gene-MSMEI_RS25630		
OG0009449				gene-FTB24_14965								
OG0009450												gene-b2759
OG0009451						gene-PA4063						
OG0009452												gene-b3618
OG0009453						gene-PA4686						
OG0009454						gene-PA1381						
OG0009455		gene-CCNA_01353										
OG0009456						gene-PA1228						
OG0009457				gene-FTB24_17820								
OG0009458	gene-SERP1593											
OG0009459				gene-FTB24_03625								
OG0009460		gene-CCNA_03017										
OG0009461						gene-PA2593						
OG0009462						gene-PA3307						
OG0009463	gene-SERP1647											
OG0009464				gene-FTB24_15385								
OG0009465										gene-MSMEI_RS28160		
OG0009466					gene-FTB24_19350							
OG0009467												gene-b4792
OG0009468										gene-MSMEI_RS04010		
OG0009469		gene-CCNA_01783										
OG0009470		gene-CCNA_01080										
OG0009471	gene-SERP2442											
OG0009472										gene-MSMEI_RS21270		
OG0009473								gene-Y11_RS14625				
OG0009474		gene-CCNA_00334										
OG0009475												gene-b4786
OG0009476										gene-MSMEI_RS33995		
OG0009477						gene-PA1414						
OG0009478				gene-FTB24_05585								
OG0009479										gene-MSMEI_RS03475		
OG0009480										gene-MSMEI_RS33875		
OG0009481	gene-SERP1615											
OG0009482		gene-CCNA_00189										
OG0009483		gene-CCNA_00765										
OG0009484				gene-FTB24_15595								
OG0009485								gene-Y11_RS03325				
OG0009486				gene-FTB24_14320								
OG0009487						gene-PA0490						
OG0009488												gene-b4409
OG0009489										gene-MSMEI_RS23185		
OG0009490		gene-CCNA_03212										
OG0009491						gene-PA0821						
OG0009492												gene-b1689
OG0009493						gene-PA2211						
OG0009494		gene-CCNA_02126										
OG0009495						gene-PA1250						
OG0009496		gene-CCNA_03426										
OG0009497												gene-b2732
OG0009498		gene-CCNA_00134										
OG0009499				gene-FTB24_09090								
OG0009500						gene-PA0948						
OG0009501												gene-b4677
OG0009502						gene-PA2375						
OG0009503								gene-Y11_RS12055				
OG0009504		gene-CCNA_00590										
OG0009505										gene-MSMEI_RS17440		
OG0009506								gene-Y11_RS09195				
OG0009507		gene-CCNA_01890										
OG0009508				gene-FTB24_04595								
OG0009509						gene-PA4608						
OG0009510						gene-PA4371						
OG0009511		gene-CCNA_00473										
OG0009512		gene-CCNA_03119										
OG0009513										gene-MSMEI_RS13955		
OG0009514												gene-b0075
OG0009515		gene-CCNA_00072										
OG0009516								gene-Y11_RS04350				
OG0009517						gene-PA2816						
OG0009518		gene-CCNA_01756										
OG0009519						gene-PA0800						
OG0009520										gene-MSMEI_RS21760		
OG0009521				gene-FTB24_09955								
OG0009522				gene-FTB24_14750								
OG0009523		gene-CCNA_03952										
OG0009524		gene-CCNA_00404										
OG0009525												gene-b1904
OG0009526		gene-CCNA_02377										
OG0009527						gene-PA1483a						
OG0009528						gene-PA3060						
OG0009529		gene-CCNA_01392										
OG0009530		gene-CCNA_01521										
OG0009531				gene-FTB24_09980								
OG0009532										gene-MSMEI_RS14310		
OG0009533						gene-PA2300						
OG0009534										gene-MSMEI_RS21375		
OG0009535									gene-Y11_RS22325			
OG0009536										gene-MSMEI_RS05590		
OG0009537						gene-PA0707						
OG0009538												gene-b0323
OG0009539										gene-MSMEI_RS20475		
OG0009540		gene-CCNA_03909										
OG0009541		gene-CCNA_03789										
OG0009542												gene-b4755
OG0009543												gene-b4775
OG0009544										gene-MSMEI_RS29590		
OG0009545		gene-CCNA_03374										
OG0009546								gene-Y11_RS11580				
OG0009547										gene-MSMEI_RS30660		
OG0009548						gene-PA0076						
OG0009549										gene-MSMEI_RS30595		
OG0009550												gene-b1389
OG0009551		gene-CCNA_00619										
OG0009552												gene-b4773
OG0009553						gene-PA0908						
OG0009554										gene-MSMEI_RS34575		
OG0009555										gene-MSMEI_RS17940		
OG0009556										gene-MSMEI_RS25600		
OG0009557	gene-SERP0702											
OG0009558										gene-MSMEI_RS35365		
OG0009559						gene-PA4681						
OG0009560		gene-CCNA_02119										
OG0009561										gene-MSMEI_RS06145		
OG0009562				gene-FTB24_03310								
OG0009563										gene-MSMEI_RS21365		
OG0009564						gene-PA0736a						
OG0009565						gene-PA2946						
OG0009566												gene-b1166
OG0009567						gene-PA2145						
OG0009568										gene-MSMEI_RS08970		
OG0009569												gene-b1615
OG0009570						gene-PA4577						
OG0009571								gene-Y11_RS04725				
OG0009572										gene-MSMEI_RS31530		
OG0009573										gene-MSMEI_RS06875		
OG0009574	gene-SERP0894											
OG0009575		gene-CCNA_00236										
OG0009576												gene-b1888
OG0009577												gene-b4026
OG0009578										gene-MSMEI_RS08535		
OG0009579										gene-MSMEI_RS04740		
OG0009580								gene-Y11_RS16285				
OG0009581		gene-CCNA_01158										
OG0009582										gene-MSMEI_RS25090		
OG0009583	gene-SERP1362											
OG0009584		gene-CCNA_00425										
OG0009585				gene-FTB24_09295								
OG0009586								gene-Y11_RS16265				
OG0009587										gene-MSMEI_RS07730		
OG0009588												gene-b2107
OG0009589												gene-b1355
OG0009590	gene-SERP1519											
OG0009591						gene-PA5073						
OG0009592										gene-MSMEI_RS28320		
OG0009593										gene-MSMEI_RS03435		
OG0009594												gene-b4769
OG0009595		gene-CCNA_03895										
OG0009596										gene-MSMEI_RS29345		
OG0009597						gene-PA4575						
OG0009598						gene-PA1324						
OG0009599						gene-PA0028						
OG0009600				gene-FTB24_16745								
OG0009601												gene-b0550
OG0009602										gene-MSMEI_RS10975		
OG0009603				gene-FTB24_19195								
OG0009604		gene-CCNA_03790										
OG0009605												gene-b1669
OG0009606										gene-MSMEI_RS20540		
OG0009607										gene-MSMEI_RS03300		
OG0009608										gene-MSMEI_RS35245		
OG0009609		gene-CCNA_02802										
OG0009610						gene-PA2264						
OG0009611								gene-Y11_RS15090				
OG0009612								gene-Y11_RS23660				
OG0009613												gene-b3141
OG0009614								gene-Y11_RS23505				
OG0009615				gene-FTB24_16860								
OG0009616										gene-MSMEI_RS04465		
OG0009617								gene-Y11_RS04455				
OG0009618								gene-Y11_RS23915				
OG0009619				gene-FTB24_13390								
OG0009620						gene-PA4582						
OG0009621		gene-CCNA_03986										
OG0009622		gene-CCNA_02114										
OG0009623										gene-MSMEI_RS17260		
OG0009624										gene-MSMEI_RS09695		
OG0009625		gene-CCNA_03596										
OG0009626				gene-FTB24_16725								
OG0009627										gene-MSMEI_RS14195		
OG0009628				gene-FTB24_03370								
OG0009629	gene-SERP1546											
OG0009630		gene-CCNA_02110										
OG0009631										gene-MSMEI_RS32875		
OG0009632												gene-b3077
OG0009633										gene-MSMEI_RS33715		
OG0009634								gene-Y11_RS23800				
OG0009635	gene-SERP1576											
OG0009636								gene-Y11_RS17955				
OG0009637						gene-PA0466						
OG0009638				gene-FTB24_09420								
OG0009639										gene-MSMEI_RS18285		
OG0009640		gene-CCNA_02274										
OG0009641						gene-PA0721						
OG0009642										gene-MSMEI_RS34735		
OG0009643		gene-CCNA_03291										
OG0009644		gene-CCNA_02502										
OG0009645								gene-Y11_RS16970				
OG0009646	gene-SERP2313											
OG0009647												gene-b0753
OG0009648						gene-PA4801						
OG0009649										gene-MSMEI_RS15570		
OG0009650										gene-MSMEI_RS29300		
OG0009651										gene-MSMEI_RS06445		
OG0009652				gene-FTB24_14630								
OG0009653										gene-MSMEI_RS09765		
OG0009654										gene-MSMEI_RS30395		
OG0009655		gene-CCNA_00374										
OG0009656			gene-NRS_1436									
OG0009657												gene-b3903
OG0009658										gene-MSMEI_RS31830		
OG0009659		gene-CCNA_03965										
OG0009660												gene-b3897
OG0009661								gene-Y11_RS00605				
OG0009662										gene-MSMEI_RS21710		
OG0009663				gene-FTB24_08890								
OG0009664						gene-PA5326						
OG0009665		gene-CCNA_03707										
OG0009666		gene-CCNA_02825										
OG0009667						gene-PA1774						
OG0009668		gene-CCNA_02562										
OG0009669										gene-MSMEI_RS06265		
OG0009670						gene-PA2381						
OG0009671		gene-CCNA_00923										
OG0009672				gene-FTB24_03575								
OG0009673		gene-CCNA_02217										
OG0009674										gene-MSMEI_RS35650		
OG0009675						gene-PA4095						
OG0009676						gene-PA2314						
OG0009677		gene-CCNA_00308										
OG0009678										gene-MSMEI_RS00025		
OG0009679						gene-PA0260						
OG0009680												gene-b4685
OG0009681		gene-CCNA_03121										
OG0009682								gene-Y11_RS11635				
OG0009683										gene-MSMEI_RS07400		
OG0009684										gene-MSMEI_RS14560		
OG0009685				gene-FTB24_12160								
OG0009686										gene-MSMEI_RS24970		
OG0009687								gene-Y11_RS03590				
OG0009688		gene-CCNA_03275										
OG0009689												gene-b0567
OG0009690		gene-CCNA_03975										
OG0009691										gene-MSMEI_RS30025		
OG0009692				gene-FTB24_12190								
OG0009693		gene-CCNA_01771										
OG0009694				gene-FTB24_18370								
OG0009695						gene-PA1913						
OG0009696										gene-MSMEI_RS33790		
OG0009697						gene-PA5102						
OG0009698										gene-MSMEI_RS33945		
OG0009699						gene-PA0540						
OG0009700				gene-FTB24_15050								
OG0009701	gene-SERP0452											
OG0009702		gene-CCNA_03224										
OG0009703						gene-PA1132						
OG0009704		gene-CCNA_00591										
OG0009705				gene-FTB24_16515								
OG0009706										gene-MSMEI_RS23480		
OG0009707				gene-FTB24_09470								
OG0009708				gene-FTB24_16580								
OG0009709												gene-b1756
OG0009710										gene-MSMEI_RS22295		
OG0009711		gene-CCNA_02581										
OG0009712		gene-CCNA_00600										
OG0009713										gene-MSMEI_RS12365		
OG0009714										gene-MSMEI_RS03085		
OG0009715										gene-MSMEI_RS24560		
OG0009716						gene-PA2763a						
OG0009717				gene-FTB24_10525								
OG0009718										gene-MSMEI_RS12145		
OG0009719				gene-FTB24_14920								
OG0009720						gene-PA5537						
OG0009721		gene-CCNA_00081										
OG0009722						gene-PA2703						
OG0009723		gene-CCNA_03511										
OG0009724						gene-PA4713						
OG0009725												gene-b1741
OG0009726						gene-PA1211						
OG0009727										gene-MSMEI_RS15520		
OG0009728				gene-FTB24_16535								
OG0009729										gene-MSMEI_RS06005		
OG0009730	gene-SERP1596											
OG0009731										gene-MSMEI_RS06285		
OG0009732										gene-MSMEI_RS08945		
OG0009733						gene-PA2538						
OG0009734								gene-Y11_RS17695				
OG0009735										gene-MSMEI_RS13635		
OG0009736								gene-Y11_RS03330				
OG0009737						gene-PA0808						
OG0009738						gene-PA4060						
OG0009739										gene-MSMEI_RS28025		
OG0009740		gene-CCNA_02556										
OG0009741										gene-MSMEI_RS29750		
OG0009742			gene-NRS_1437									
OG0009743								gene-Y11_RS01535				
OG0009744										gene-MSMEI_RS16845		
OG0009745												gene-b0611
OG0009746										gene-MSMEI_RS21615		
OG0009747												gene-b2725
OG0009748				gene-FTB24_01745								
OG0009749		gene-CCNA_02769										
OG0009750		gene-CCNA_02187										
OG0009751												gene-b4532
OG0009752	gene-SERP1642											
