# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR38081879_sorted.bam" "SRR38081882_sorted.bam" "SRR38081881_sorted.bam" "SRR38081880_sorted.bam" "SRR38081883_sorted.bam" "SRR38081884_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR38081879_sorted.bam	SRR38081882_sorted.bam	SRR38081881_sorted.bam	SRR38081880_sorted.bam	SRR38081883_sorted.bam	SRR38081884_sorted.bam
gene-HB27c_C0987	CP053287.1	950016	950591	-	576	2	3	4	5	29	19
gene-HB27c_C0988	CP053287.1	950592	951806	-	1215	1	3	11	20	12	25
gene-HB27c_C0989	CP053287.1	951870	952385	+	516	13	16	36	114	73	153
gene-HB27c_C0990	CP053287.1	952385	952903	+	519	37	39	187	232	279	382
gene-HB27c_C0991	CP053287.1	952911	953768	-	858	48	63	122	231	390	388
gene-HB27c_C0992	CP053287.1	953787	954281	+	495	7	25	35	49	53	70
gene-HB27c_C0993	CP053287.1	954175	955812	-	1638	26	45	78	209	195	166
gene-HB27c_C0994	CP053287.1	955809	958244	-	2436	34	76	158	214	234	940
gene-HB27c_C0995	CP053287.1	958376	959590	+	1215	13	12	32	41	40	108
gene-HB27c_C0996	CP053287.1	959660	960337	+	678	10	7	38	28	32	35
gene-HB27c_C0997	CP053287.1	960334	960771	+	438	1	2	13	13	15	10
gene-HB27c_C0998	CP053287.1	960823	962481	-	1659	100	364	1138	12570	1319	1942
gene-HB27c_C0999	CP053287.1	962662	964002	+	1341	238	495	1041	1337	3054	8334
gene-HB27c_C1000	CP053287.1	964140	965303	+	1164	483	841	4382	2159	5542	11629
gene-HB27c_C1001	CP053287.1	965378	966346	+	969	112	213	919	1113	1391	4067
gene-HB27c_C1002	CP053287.1	966343	967674	+	1332	223	250	1127	1247	1876	4924
gene-HB27c_C1003	CP053287.1	967671	968450	+	780	69	99	535	520	1589	2345
gene-HB27c_C1004	CP053287.1	968447	969160	+	714	12	25	171	126	277	567
gene-HB27c_C1005	CP053287.1	969252	970829	+	1578	449	670	1982	2230	3108	7510
gene-HB27c_C1006	CP053287.1	970884	971894	+	1011	38	64	359	328	439	1546
gene-HB27c_C1007	CP053287.1	971898	972746	+	849	35	53	278	252	347	2122
gene-HB27c_C1008	CP053287.1	972793	973836	+	1044	45	66	247	497	294	873
gene-HB27c_C1009	CP053287.1	973804	974976	-	1173	44	38	139	188	401	168
gene-HB27c_C1010	CP053287.1	974977	976779	-	1803	150	183	584	3195	1018	1067
gene-HB27c_C1011	CP053287.1	976776	978512	-	1737	248	294	876	1090	680	1290
gene-HB27c_C1012	CP053287.1	978573	979706	-	1134	952	478	1465	2316	1319	3313
gene-HB27c_C1013	CP053287.1	979779	980594	-	816	165	650	220	536	394	1319
gene-HB27c_C1014	CP053287.1	980754	981494	-	741	135	229	613	914	4041	1876
gene-HB27c_C1015	CP053287.1	981537	982409	+	873	46	92	97	264	124	274
gene-HB27c_C1016	CP053287.1	982413	983093	+	681	35	47	58	211	159	212
gene-HB27c_C1017	CP053287.1	983099	983740	+	642	39	55	335	238	130	319
gene-HB27c_C1018	CP053287.1	983857	984150	+	294	784	681	2747	2844	5618	8032
gene-HB27c_C1019	CP053287.1	984173	985015	-	843	86	64	147	208	237	830
gene-HB27c_C1020	CP053287.1	985022	986020	-	999	18	16	63	84	90	156
gene-HB27c_C1021	CP053287.1	986017	986664	-	648	87	72	153	1506	218	847
gene-HB27c_C1022	CP053287.1	986702	987922	+	1221	24	35	70	113	101	181
gene-HB27c_C1023	CP053287.1	987959	988408	+	450	15	26	51	74	61	115
gene-HB27c_C1024	CP053287.1	988484	990901	+	2418	280	467	684	1209	1138	2362
gene-HB27c_C1025	CP053287.1	990901	991212	+	312	45	77	163	294	218	430
gene-HB27c_C1026	CP053287.1	991209	991634	+	426	37	62	117	208	158	341
gene-HB27c_C1027	CP053287.1	991631	991861	+	231	16	38	66	75	64	152
gene-HB27c_C1028	CP053287.1	991938	992546	+	609	105	135	126	435	103	198
gene-HB27c_C1029	CP053287.1	992568	993215	+	648	58	111	140	410	110	202
gene-HB27c_C1030	CP053287.1	993225	993590	+	366	14	21	36	43	64	53
gene-HB27c_C1031	CP053287.1	993587	994270	+	684	21	32	47	118	77	111
gene-HB27c_C1032	CP053287.1	994271	995524	+	1254	35	67	109	216	480	998
gene-HB27c_C1033	CP053287.1	995585	996592	-	1008	9	21	34	174	48	80
gene-HB27c_C1034	CP053287.1	996694	997404	+	711	21	29	43	69	49	85
gene-HB27c_C1035	CP053287.1	997394	998782	+	1389	89	93	184	296	219	403
gene-HB27c_C1036	CP053287.1	998772	999335	+	564	42	39	128	193	238	1817
gene-HB27c_C1037	CP053287.1	999338	1000141	-	804	60	109	529	15995	2011	895
gene-HB27c_C1038	CP053287.1	1000138	1000893	-	756	16	19	54	72	105	126
gene-HB27c_C1039	CP053287.1	1000900	1001697	+	798	40	35	52	102	144	269
gene-HB27c_C1040	CP053287.1	1001975	1003057	-	1083	37	42	331	228	211	2545
gene-HB27c_C1041	CP053287.1	1003107	1003532	+	426	78	199	527	414	477	725
gene-HB27c_C1042	CP053287.1	1003532	1004290	+	759	77	101	221	410	236	421
gene-HB27c_C1043	CP053287.1	1004253	1004618	-	366	13	21	75	169	109	211
gene-HB27c_C1044	CP053287.1	1004684	1004760	+	77	17	5	658	212	791	209
gene-HB27c_C1045	CP053287.1	1004762	1004837	+	76	2	4	21	109	12	15
gene-HB27c_C1046	CP053287.1	1005596	1006795	+	1200	171	311	570	1100	886	2358
gene-HB27c_C1047	CP053287.1	1006846	1007337	+	492	24	44	71	157	95	405
gene-HB27c_C1048	CP053287.1	1007392	1008396	+	1005	113	262	799	1137	2088	1837
gene-HB27c_C1049	CP053287.1	1008531	1009664	+	1134	237	145	325	641	472	882
gene-HB27c_C1050	CP053287.1	1009657	1010280	+	624	51	78	141	249	204	349
gene-HB27c_C1051	CP053287.1	1010261	1010851	+	591	93	319	182	401	407	966
gene-HB27c_C1052	CP053287.1	1010848	1011726	+	879	91	117	286	498	457	1175
gene-HB27c_C1053	CP053287.1	1011723	1013996	+	2274	486	562	1027	1642	2424	4291
gene-HB27c_C1054	CP053287.1	1014055	1015206	+	1152	64	119	186	245	429	615
gene-HB27c_C1055	CP053287.1	1015231	1015785	+	555	1235	40	88	153	182	438
gene-HB27c_C1056	CP053287.1	1015763	1016809	+	1047	25	42	74	157	163	213
gene-HB27c_C1057	CP053287.1	1016855	1018225	-	1371	20	58	158	337	146	214
gene-HB27c_C1058	CP053287.1	1018278	1018655	+	378	8	12	46	50	40	63
gene-HB27c_C1059	CP053287.1	1018633	1018986	-	354	10	16	48	86	87	366
gene-HB27c_C1060	CP053287.1	1018986	1019555	-	570	7	12	93	81	83	176
gene-HB27c_C1061	CP053287.1	1019638	1020933	+	1296	36	45	242	187	330	623
gene-HB27c_C1062	CP053287.1	1020883	1021647	-	765	14	17	43	373	120	169
gene-HB27c_C1063	CP053287.1	1021670	1023118	+	1449	16	25	52	151	156	149
gene-HB27c_C1064	CP053287.1	1023153	1024031	+	879	37	89	328	411	658	729
gene-HB27c_C1065	CP053287.1	1024016	1024756	+	741	73	105	327	605	407	996
gene-HB27c_C1066	CP053287.1	1024851	1025171	-	321	132	505	1807	742	972	1599
gene-HB27c_C1067	CP053287.1	1025232	1025609	-	378	1	6	18	79	37	52
gene-HB27c_C1068	CP053287.1	1025632	1026930	+	1299	60	101	295	425	501	690
gene-HB27c_C1069	CP053287.1	1026981	1027535	-	555	18	17	156	84	71	197
gene-HB27c_C1070	CP053287.1	1027538	1028518	-	981	45	59	300	150	445	783
gene-HB27c_C1071	CP053287.1	1028515	1028934	-	420	26	32	71	1783	247	181
gene-HB27c_C1072	CP053287.1	1028931	1029467	-	537	15	19	105	128	246	260
gene-HB27c_C1073	CP053287.1	1029464	1031395	-	1932	151	197	425	1161	643	1308
gene-HB27c_C1074	CP053287.1	1031392	1031820	-	429	31	43	96	374	93	264
gene-HB27c_C1075	CP053287.1	1031817	1031912	-	96	20	35	87	169	59	506
gene-HB27c_C1076	CP053287.1	1031912	1032598	-	687	62	83	290	684	383	614
gene-HB27c_C1077	CP053287.1	1032660	1033325	-	666	21	31	136	165	99	272
gene-HB27c_C1078	CP053287.1	1033322	1033891	-	570	28	43	151	183	98	356
gene-HB27c_C1079	CP053287.1	1033932	1034600	-	669	28	39	80	191	86	327
gene-HB27c_C1080	CP053287.1	1034610	1035167	-	558	92	7	13	37	28	79
gene-HB27c_C1081	CP053287.1	1035160	1036452	-	1293	9	20	235	61	63	7295
gene-HB27c_C1082	CP053287.1	1036523	1037809	-	1287	43	53	149	266	234	354
gene-HB27c_C1083	CP053287.1	1037824	1038678	-	855	4	9	56	40	120	63
gene-HB27c_C1084	CP053287.1	1038675	1039109	-	435	3	5	6	13	7	17
gene-HB27c_C1085	CP053287.1	1039112	1039918	-	807	6	15	27	41	36	74
gene-HB27c_C1086	CP053287.1	1039922	1040482	-	561	51	30	86	35	36	97
gene-HB27c_C1087	CP053287.1	1040479	1042200	-	1722	21	41	119	221	121	260
gene-HB27c_C1088	CP053287.1	1042197	1042769	-	573	16	28	64	129	103	278
gene-HB27c_C1089	CP053287.1	1042779	1043558	-	780	11	18	61	128	80	163
gene-HB27c_C1090	CP053287.1	1043619	1043945	-	327	6	6	31	56	76	50
gene-HB27c_C1091	CP053287.1	1043958	1044410	-	453	18	18	50	176	57	376
gene-HB27c_C1092	CP053287.1	1044403	1044831	-	429	14	5	21	100	19	185
gene-HB27c_C1093	CP053287.1	1045001	1045447	+	447	33	51	159	216	576	407
gene-HB27c_C1094	CP053287.1	1045457	1046485	+	1029	6	20	25	55	46	185
gene-HB27c_C1095	CP053287.1	1046482	1047093	+	612	4	90	29	55	52	226
gene-HB27c_C1096	CP053287.1	1047090	1047812	-	723	33	90	156	485	214	307
gene-HB27c_C1097	CP053287.1	1047809	1049887	-	2079	144	170	629	827	669	1489
gene-HB27c_C1098	CP053287.1	1049925	1050812	+	888	34	27	97	146	119	198
gene-HB27c_C1099	CP053287.1	1050809	1051762	+	954	54	67	161	320	488	481
gene-HB27c_C1100	CP053287.1	1051837	1053483	+	1647	78	118	266	490	628	1103
gene-HB27c_C1101	CP053287.1	1053493	1053702	+	210	45	114	121	172	180	469
gene-HB27c_C1102	CP053287.1	1053772	1054209	+	438	14	34	74	155	100	228
gene-HB27c_C1103	CP053287.1	1054296	1055168	-	873	1306	493	1897	4318	2126	4632
gene-HB27c_C1104	CP053287.1	1055212	1056027	-	816	293	324	603	1487	1057	2138
gene-HB27c_C1105	CP053287.1	1056031	1056738	-	708	49	110	325	431	229	399
gene-HB27c_C1106	CP053287.1	1056751	1057380	-	630	32	29	96	177	307	317
gene-HB27c_C1107	CP053287.1	1057429	1058079	+	651	31	76	181	332	329	482
gene-HB27c_C1108	CP053287.1	1058089	1058802	+	714	12	33	94	281	172	304
gene-HB27c_C1109	CP053287.1	1058854	1059768	-	915	45	50	122	437	175	459
gene-HB27c_C1110	CP053287.1	1059844	1062702	+	2859	113	202	503	701	1118	1583
gene-HB27c_C1111	CP053287.1	1062750	1063739	-	990	12	24	67	6702	61	18317
gene-HB27c_C1112	CP053287.1	1063741	1065072	-	1332	73	73	140	2825	215	1963
gene-HB27c_C1113	CP053287.1	1065119	1065418	+	300	71	96	226	675	718	661
gene-HB27c_C1114	CP053287.1	1065415	1066173	+	759	41	70	116	214	233	466
gene-HB27c_C1115	CP053287.1	1066178	1066822	+	645	57	92	167	638	239	371
gene-HB27c_C1116	CP053287.1	1066800	1067780	+	981	159	134	342	541	342	753
gene-HB27c_C1117	CP053287.1	1067899	1068936	+	1038	13	19	35	87	46	105
gene-HB27c_C1118	CP053287.1	1068933	1070267	+	1335	13	27	50	326	91	144
gene-HB27c_C1119	CP053287.1	1070377	1071132	+	756	33	60	269	252	182	424
gene-HB27c_C1120	CP053287.1	1071114	1072427	+	1314	34	41	196	128	923	306
gene-HB27c_C1121	CP053287.1	1072414	1072713	+	300	25	42	61	77	72	165
gene-HB27c_C1122	CP053287.1	1072830	1074098	+	1269	28	43	108	3565	151	224
gene-HB27c_C1123	CP053287.1	1074182	1074736	+	555	291	404	427	24933	327	641
gene-HB27c_C1124	CP053287.1	1074790	1075488	-	699	98	137	266	690	621	6005
gene-HB27c_C1125	CP053287.1	1075498	1077231	-	1734	370	763	10952	3056	4617	4639
gene-HB27c_C1126	CP053287.1	1077233	1077628	-	396	126	216	1084	1055	907	1909
gene-HB27c_C1127	CP053287.1	1077618	1077983	-	366	240	209	491	978	614	1783
gene-HB27c_C1128	CP053287.1	1078280	1078714	+	435	134	253	1841	1386	3056	4639
gene-HB27c_C1129	CP053287.1	1078802	1079947	+	1146	58	117	248	5733	274	863
gene-HB27c_C1130	CP053287.1	1079949	1080872	+	924	58	86	173	312	172	560
gene-HB27c_C1131	CP053287.1	1080862	1081818	+	957	252	198	400	801	586	1244
gene-HB27c_C1132	CP053287.1	1081835	1082215	-	381	51	74	267	1177	510	1013
gene-HB27c_C1133	CP053287.1	1082203	1082829	-	627	26	29	51	110	71	129
gene-HB27c_C1134	CP053287.1	1082905	1084587	+	1683	8	27	44	149	52	513
gene-HB27c_C1135	CP053287.1	1084642	1085028	-	387	133	316	1493	2660	4637	11552
gene-HB27c_C1136	CP053287.1	1085031	1085453	-	423	91	354	9066	1817	2277	10149
gene-HB27c_C1137	CP053287.1	1085564	1087216	+	1653	20	62	209	717	355	27190
gene-HB27c_C1138	CP053287.1	1087213	1088250	-	1038	54	51	141	477	356	2527
gene-HB27c_C1139	CP053287.1	1088296	1088371	-	76	0	0	5	1	36	10
gene-HB27c_C1140	CP053287.1	1088542	1093020	+	4479	142	154	593	655	1584	2563
gene-HB27c_C1141	CP053287.1	1093122	1093250	-	129	1	3	13	14	17	142
gene-HB27c_C1142	CP053287.1	1093258	1093809	+	552	10	16	75	129	102	152
gene-HB27c_C1143	CP053287.1	1093806	1095140	-	1335	57	165	236	287	445	987
gene-HB27c_C1144	CP053287.1	1095249	1096856	+	1608	18	42	91	136	105	181
gene-HB27c_C1145	CP053287.1	1096846	1098006	-	1161	81	99	1656	410	603	820
gene-HB27c_C1146	CP053287.1	1098006	1098458	-	453	35	36	167	127	278	1254
gene-HB27c_C1147	CP053287.1	1098469	1099101	-	633	101	53	137	205	261	356
gene-HB27c_C1150	CP053287.1	1099944	1101092	-	1149	92	94	502	974	357	2652
gene-HB27c_C1151	CP053287.1	1101092	1101565	-	474	42	89	241	601	266	608
gene-HB27c_C1152	CP053287.1	1101562	1102020	-	459	101	193	358	924	909	931
gene-HB27c_C1153	CP053287.1	1101983	1102429	-	447	171	240	543	1300	504	2609
gene-HB27c_C1154	CP053287.1	1102497	1102910	-	414	131	226	486	1001	771	1677
gene-HB27c_C1155	CP053287.1	1102914	1103336	-	423	110	187	1558	984	493	967
gene-HB27c_C1156	CP053287.1	1103399	1103827	-	429	369	710	1020	7086	2971	2810
gene-HB27c_C1157	CP053287.1	1103919	1104605	-	687	787	889	1279	3223	16221	9669
gene-HB27c_C1158	CP053287.1	1104618	1105031	-	414	257	416	737	1319	893	1545
gene-HB27c_C1159	CP053287.1	1105047	1106231	-	1185	241	392	867	1557	823	4263
gene-HB27c_C1160	CP053287.1	1106228	1106617	-	390	43	99	273	397	146	384
gene-HB27c_C1161	CP053287.1	1106627	1109191	-	2565	538	1230	3333	13824	3076	4079
gene-HB27c_C1162	CP053287.1	1109343	1109579	-	237	14	17	58	345	43	1774
gene-HB27c_C1163	CP053287.1	1109566	1110408	-	843	95	133	334	626	828	1175
gene-HB27c_C1164	CP053287.1	1110412	1110945	-	534	78	156	195	767	325	468
gene-HB27c_C1165	CP053287.1	1111001	1112848	-	1848	539	3161	1898	3198	4393	10195
gene-HB27c_C1166	CP053287.1	1112983	1114857	+	1875	162	1030	387	639	711	1884
gene-HB27c_C1167	CP053287.1	1114915	1116072	-	1158	27	79	130	423	546	923
gene-HB27c_C1168	CP053287.1	1116093	1116998	+	906	10	33	42	59	44	86
gene-HB27c_C1169	CP053287.1	1116992	1117402	+	411	21	35	51	118	424	120
gene-HB27c_C1170	CP053287.1	1117480	1118364	-	885	58	72	1114	353	176	283
gene-HB27c_C1171	CP053287.1	1118408	1118782	-	375	9	22	73	1562	175	2044
gene-HB27c_C1172	CP053287.1	1118853	1120829	+	1977	8	24	39	75	25	114
gene-HB27c_C1173	CP053287.1	1120830	1121720	+	891	7	15	15	48	123	25
gene-HB27c_C1174	CP053287.1	1121717	1124110	+	2394	9	24	29	86	2619	177
gene-HB27c_C1175	CP053287.1	1124119	1124736	+	618	84	108	167	309	704	947
gene-HB27c_C1176	CP053287.1	1124770	1125444	+	675	40	74	171	248	1181	422
gene-HB27c_C1177	CP053287.1	1125466	1126872	+	1407	18	24	209	151	101	209
gene-HB27c_C1178	CP053287.1	1126826	1127086	-	261	7	7	27	28	40	122
gene-HB27c_C1179	CP053287.1	1127100	1127846	-	747	5	11	46	74	265	96
gene-HB27c_C1180	CP053287.1	1127843	1129015	-	1173	25	35	173	211	116	498
gene-HB27c_C1181	CP053287.1	1129058	1129738	-	681	9	13	47	320	91	111
gene-HB27c_C1182	CP053287.1	1129710	1130075	-	366	13	37	97	101	96	320
gene-HB27c_C1183	CP053287.1	1130072	1130731	-	660	10	21	40	213	150	67
gene-HB27c_C1184	CP053287.1	1130803	1131366	+	564	25	93	209	179	2236	3772
gene-HB27c_C1185	CP053287.1	1131366	1131947	+	582	52	92	250	320	429	1024
gene-HB27c_C1186	CP053287.1	1131931	1132203	-	273	19	47	124	196	182	372
gene-HB27c_C1187	CP053287.1	1132299	1133609	+	1311	68	160	252	338	264	542
gene-HB27c_C1188	CP053287.1	1133716	1134279	-	564	30	87	144	335	351	335
gene-HB27c_C1189	CP053287.1	1134349	1135038	+	690	71	85	142	256	1549	727
gene-HB27c_C1190	CP053287.1	1135050	1135304	+	255	41	54	56	114	79	128
gene-HB27c_C1191	CP053287.1	1135301	1135984	+	684	85	117	223	342	451	531
gene-HB27c_C1192	CP053287.1	1135981	1136694	+	714	91	177	479	643	544	1042
gene-HB27c_C1193	CP053287.1	1136694	1138871	+	2178	654	229	554	870	1099	3338
gene-HB27c_C1194	CP053287.1	1138864	1140255	+	1392	290	382	651	1595	1506	3729
gene-HB27c_C1195	CP053287.1	1140241	1141248	-	1008	40	57	144	347	2290	382
gene-HB27c_C1196	CP053287.1	1141238	1142845	-	1608	93	101	1021	350	283	2214
gene-HB27c_C1197	CP053287.1	1142826	1143086	-	261	11	5	23	37	83	444
gene-HB27c_C1198	CP053287.1	1143117	1144340	+	1224	179	291	715	1496	1121	2097
gene-HB27c_C1199	CP053287.1	1144365	1145951	+	1587	77	95	247	491	285	371
gene-HB27c_C1200	CP053287.1	1145963	1146823	+	861	24	52	113	205	187	501
gene-HB27c_C1201	CP053287.1	1146814	1147770	-	957	126	121	231	1207	3240	601
gene-HB27c_C1202	CP053287.1	1147832	1148227	-	396	84	212	234	309	572	623
gene-HB27c_C1203	CP053287.1	1148244	1148732	-	489	19	24	130	110	86	118
gene-HB27c_C1204	CP053287.1	1148751	1149380	+	630	72	127	411	1284	699	1143
gene-HB27c_C1205	CP053287.1	1149330	1150400	-	1071	39	135	363	4161	275	602
gene-HB27c_C1206	CP053287.1	1150415	1152127	-	1713	105	274	550	791	4588	3551
gene-HB27c_C1207	CP053287.1	1152435	1153388	+	954	6	36	61	97	59	206
gene-HB27c_C1208	CP053287.1	1154245	1154430	-	186	0	1	1	1	1	3
gene-HB27c_C1209	CP053287.1	1154493	1156292	+	1800	27	54	246	655	317	1000
gene-HB27c_C1210	CP053287.1	1156356	1157846	-	1491	2538	8549	6947	6417	13265	50893
gene-HB27c_C1211	CP053287.1	1157921	1158670	+	750	32	117	233	413	357	646
gene-HB27c_C1212	CP053287.1	1158663	1160249	-	1587	58	168	825	641	729	1892
gene-HB27c_C1213	CP053287.1	1160427	1160642	+	216	1	3	3	8	22	10
gene-HB27c_C1214	CP053287.1	1160760	1160836	+	77	1	4	18	54	22	36
gene-HB27c_C1215	CP053287.1	1162384	1162476	+	93	0	1	6	4	4	5
gene-HB27c_C1216	CP053287.1	1162548	1162988	-	441	146	274	3433	1120	827	2207
gene-HB27c_C1217	CP053287.1	1162985	1163380	-	396	33	98	233	560	516	350
gene-HB27c_C1218	CP053287.1	1163377	1164009	-	633	11	37	108	182	100	309
gene-HB27c_C1219	CP053287.1	1164031	1164444	+	414	25	15	343	88	100	149
gene-HB27c_C1220	CP053287.1	1164418	1165380	-	963	21	18	115	181	482	318
gene-HB27c_C1221	CP053287.1	1165403	1167175	+	1773	83	101	665	639	374	707
gene-HB27c_C1222	CP053287.1	1167238	1168161	-	924	48	85	172	1930	388	365
gene-HB27c_C1223	CP053287.1	1168176	1168838	-	663	18	20	31	288	51	68
gene-HB27c_C1224	CP053287.1	1168835	1169302	-	468	33	61	107	302	184	222
gene-HB27c_C1225	CP053287.1	1169417	1170928	+	1512	92	552	542	840	1401	1539
gene-HB27c_C1226	CP053287.1	1170919	1171491	+	573	51	101	421	794	348	509
gene-HB27c_C1227	CP053287.1	1171516	1171803	+	288	39	79	143	336	174	422
gene-HB27c_C1228	CP053287.1	1171803	1172189	+	387	20	50	72	209	107	253
gene-HB27c_C1229	CP053287.1	1172210	1172686	+	477	25	47	72	457	156	259
gene-HB27c_C1230	CP053287.1	1172705	1174366	+	1662	153	125	225	618	883	752
gene-HB27c_C1231	CP053287.1	1174363	1174974	-	612	24	39	1769	156	123	747
gene-HB27c_C1232	CP053287.1	1174976	1175470	-	495	44	119	230	164	191	826
gene-HB27c_C1233	CP053287.1	1175480	1176670	-	1191	95	229	415	747	872	1142
gene-HB27c_C1234	CP053287.1	1176677	1176976	-	300	24	57	238	211	1681	1196
gene-HB27c_C1235	CP053287.1	1176957	1177619	-	663	61	138	513	3742	918	19239
gene-HB27c_C1236	CP053287.1	1177672	1179099	+	1428	148	263	565	1227	1621	1818
gene-HB27c_C1237	CP053287.1	1179096	1179539	-	444	11	14	53	135	70	117
gene-HB27c_C1238	CP053287.1	1179544	1180593	-	1050	17	23	87	128	252	190
gene-HB27c_C1239	CP053287.1	1180629	1182083	-	1455	272	139	353	203	94	364
gene-HB27c_C1240	CP053287.1	1182094	1182717	-	624	7	6	35	46	26	121
gene-HB27c_C1241	CP053287.1	1182727	1183545	-	819	32	62	249	343	375	522
gene-HB27c_C1242	CP053287.1	1183552	1186302	-	2751	144	292	916	3646	1150	6235
gene-HB27c_C1243	CP053287.1	1186357	1187379	-	1023	688	1061	4784	2796	4481	7764
gene-HB27c_C1244	CP053287.1	1187442	1187663	-	222	8	10	171	61	46	117
gene-HB27c_C1245	CP053287.1	1187663	1188025	-	363	9	19	5158	86	90	106
gene-HB27c_C1246	CP053287.1	1188022	1188228	-	207	8	14	51	86	96	218
gene-HB27c_C1247	CP053287.1	1188283	1189173	-	891	40	58	346	3713	618	702
gene-HB27c_C1248	CP053287.1	1189148	1189675	-	528	202	29	148	174	233	264
gene-HB27c_C1249	CP053287.1	1189685	1190959	-	1275	202	122	441	887	769	1750
gene-HB27c_C1250	CP053287.1	1190969	1192228	-	1260	109	340	349	536	3579	1663
gene-HB27c_C1251	CP053287.1	1192254	1193804	-	1551	136	71	568	558	2521	2918
gene-HB27c_C1252	CP053287.1	1193820	1194743	-	924	47	61	381	355	571	2890
gene-HB27c_C1253	CP053287.1	1194740	1195402	-	663	7	7	71	90	245	563
gene-HB27c_C1254	CP053287.1	1195473	1196570	-	1098	0	12	10	17	29	44
gene-HB27c_C1255	CP053287.1	1196673	1197410	-	738	272	316	841	1747	826	1595
gene-HB27c_C1256	CP053287.1	1197605	1198513	-	909	82	136	277	456	1513	3375
gene-HB27c_C1257	CP053287.1	1198610	1199797	+	1188	85	108	200	372	299	468
gene-HB27c_C1258	CP053287.1	1199883	1201013	+	1131	118	141	296	572	531	2369
gene-HB27c_C1259	CP053287.1	1201000	1201383	-	384	28	53	139	223	243	276
gene-HB27c_C1260	CP053287.1	1201523	1203427	+	1905	570	388	1253	2002	4003	2082
gene-HB27c_C1261	CP053287.1	1203476	1204435	-	960	76	307	473	539	2084	1891
gene-HB27c_C1262	CP053287.1	1204445	1204996	-	552	78	153	581	1058	901	1745
gene-HB27c_C1263	CP053287.1	1205012	1205632	-	621	141	407	32659	2386	1938	6739
gene-HB27c_C1264	CP053287.1	1205742	1206167	-	426	3	8	12	132	10	26
gene-HB27c_C1265	CP053287.1	1206175	1206762	-	588	6	9	25	34	18	228
gene-HB27c_C1266	CP053287.1	1206788	1208092	-	1305	59	15	56	124	67	184
gene-HB27c_C1267	CP053287.1	1208061	1208711	-	651	12	18	128	156	110	287
gene-HB27c_C1268	CP053287.1	1208708	1210666	-	1959	65	62	263	477	633	2132
gene-HB27c_C1269	CP053287.1	1210666	1211421	-	756	40	30	187	231	182	699
gene-HB27c_C1270	CP053287.1	1211447	1213162	+	1716	113	107	295	2659	466	9389
gene-HB27c_C1271	CP053287.1	1213205	1214398	+	1194	44	151	96	3331	149	278
gene-HB27c_C1272	CP053287.1	1214395	1215393	-	999	34	82	950	279	943	404
gene-HB27c_C1273	CP053287.1	1215406	1215723	+	318	48	42	6400	145	203	317
gene-HB27c_C1274	CP053287.1	1215724	1216308	+	585	23	27	96	103	1685	387
gene-HB27c_C1275	CP053287.1	1216311	1216694	+	384	12	9	104	53	70	123
gene-HB27c_C1276	CP053287.1	1216682	1217023	+	342	13	15	51	66	93	144
gene-HB27c_C1277	CP053287.1	1217008	1217346	+	339	121	194	391	591	658	1056
gene-HB27c_C1278	CP053287.1	1217343	1217609	+	267	180	447	697	906	1283	2348
gene-HB27c_C1279	CP053287.1	1217669	1219474	-	1806	172	225	1681	1410	1313	3143
gene-HB27c_C1280	CP053287.1	1219542	1220270	+	729	57	73	152	315	172	5251
gene-HB27c_C1281	CP053287.1	1220271	1220867	+	597	25	26	72	102	182	155
gene-HB27c_C1282	CP053287.1	1220875	1221330	+	456	50	66	243	282	217	504
gene-HB27c_C1283	CP053287.1	1221332	1221868	+	537	54	95	358	803	287	478
gene-HB27c_C1284	CP053287.1	1221865	1222101	-	237	88	287	742	1175	357	863
gene-HB27c_C1285	CP053287.1	1222177	1222731	+	555	6	17	72	102	121	199
gene-HB27c_C1286	CP053287.1	1222737	1223348	+	612	48	53	172	238	211	344
gene-HB27c_C1287	CP053287.1	1223345	1223872	-	528	127	193	588	1461	696	1671
gene-HB27c_C1288	CP053287.1	1223882	1224418	-	537	271	471	629	1354	746	9560
gene-HB27c_C1289	CP053287.1	1224441	1224869	+	429	7	30	1214	73	82	94
gene-HB27c_C1290	CP053287.1	1224901	1225698	+	798	39	104	141	302	238	488
gene-HB27c_C1291	CP053287.1	1225679	1226002	-	324	242	149	547	325	179	221
gene-HB27c_C1292	CP053287.1	1226012	1227322	-	1311	55	126	555	958	615	1237
gene-HB27c_C1293	CP053287.1	1227385	1228320	+	936	34	66	322	495	1159	815
gene-HB27c_C1294	CP053287.1	1228340	1229404	+	1065	123	186	418	1073	688	1478
gene-HB27c_C1295	CP053287.1	1229446	1229916	-	471	12	29	97	624	109	603
gene-HB27c_C1296	CP053287.1	1230009	1230701	+	693	71	57	250	277	416	594
gene-HB27c_C1297	CP053287.1	1230698	1231321	+	624	127	132	299	5597	497	868
gene-HB27c_C1298	CP053287.1	1231309	1232037	+	729	149	276	408	893	780	972
gene-HB27c_C1299	CP053287.1	1232041	1232469	-	429	40	57	104	206	194	641
gene-HB27c_C1300	CP053287.1	1232545	1233135	-	591	54	21	96	124	185	101
gene-HB27c_C1301	CP053287.1	1233206	1233982	+	777	5	14	87	71	76	137
