Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA2004	4	24	21	13	host	gene-PA2004
gene-PA0387	65	133	143	103	host	gene-PA0387
gene-PA5468	119	437	201	205	host	gene-PA5468
gene-PA3802	371	761	572	512	host	hisS
gene-PA1789	130	312	516	358	host	gene-PA1789
gene-PA4656	62	170	181	149	host	gene-PA4656
gene-PA0083	188	449	662	470	host	gene-PA0083
gene-PA3249	9	16	18	10	host	gene-PA3249
gene-PA1796.4	2947	3778	4614	4635	host	gene-PA1796.4
gene-PA3208	34	77	60	54	host	gene-PA3208
gene-PA0624	7	15	50	35	host	gene-PA0624
gene-PA5011	201	472	510	308	host	waaC
gene-PA4775	39	78	65	44	host	gene-PA4775
gene-PA4249	1455	2096	1574	1319	host	rpsH
gene-PA5068	158	317	237	215	host	tatA
gene-PA1859	27	32	53	38	host	gene-PA1859
gene-F358_gp67	7760	11252	27585	28227	phage	gene-F358_gp67
gene-PA3682	5	17	19	10	host	gene-PA3682
gene-PA0886	12	36	33	23	host	gene-PA0886
gene-PA4256	694	1135	864	771	host	rplP
gene-PA2827	84	229	431	493	host	gene-PA2827
gene-PA2969	128	240	248	197	host	plsX
gene-PA5124	48	85	129	80	host	ntrB
gene-PA1286	15	41	38	39	host	gene-PA1286
gene-PA2360	1	11	17	7	host	gene-PA2360
gene-PA3625	115	238	272	254	host	surE
gene-PA1458	510	1037	1086	810	host	gene-PA1458
gene-PA5439	49	105	123	102	host	gene-PA5439
gene-PA3722	191	405	419	374	host	gene-PA3722
gene-PA4153	12	27	21	23	host	gene-PA4153
gene-PA4855	132	272	257	212	host	purD
gene-PA1691	7	29	41	27	host	pscT
gene-PA0878	1	7	6	13	host	gene-PA0878
gene-PA5177	62	126	83	89	host	gene-PA5177
gene-PA1596	852	1604	1616	930	host	htpG
gene-PA1753	35	101	97	103	host	gene-PA1753
gene-PA1361	132	271	235	216	host	gene-PA1361
gene-PA0196	7	64	86	80	host	pntB
gene-PA4426	139	241	282	206	host	gene-PA4426
gene-PA1081	76	189	145	124	host	flgF
gene-PA4969	54	169	112	109	host	cpdA
gene-PA1139	15	37	33	33	host	gene-PA1139
gene-PA1279	28	89	82	43	host	cobU
gene-PA2851	416	738	560	520	host	efp
gene-PA1428	10	24	20	13	host	gene-PA1428
gene-PA1106	41	81	78	58	host	gene-PA1106
gene-PA4413	229	487	433	335	host	ftsW
gene-PA5540	5	10	9	9	host	gene-PA5540
gene-PA4116	47	104	83	53	host	bphO
gene-PA5462	86	234	265	204	host	gene-PA5462
gene-PA1801	322	694	647	545	host	clpP
gene-PA5077	294	706	683	591	host	mdoH
gene-PA5112	188	355	338	277	host	estA
gene-PA2710	22	28	27	16	host	gene-PA2710
gene-PA2670	6	6	12	8	host	gene-PA2670
gene-PA0075	71	139	194	159	host	pppA
gene-PA5208	199	503	483	406	host	gene-PA5208
gene-PA4472	35	62	74	42	host	pmbA
gene-PA0491	19	40	48	26	host	gene-PA0491
gene-PA0836.1	23	50	86	79	host	gene-PA0836.1
gene-PA0966	196	391	282	202	host	ruvA
gene-PA2425	3	4	5	7	host	pvdG
gene-PA2999	208	476	457	443	host	nqrA
gene-PA5106	34	72	97	65	host	gene-PA5106
gene-PA1456	337	775	831	643	host	cheY
gene-PA2316	16	40	42	17	host	gene-PA2316
gene-PA4810	49	108	80	69	host	fdnI
gene-PA1979	0	3	1	4	host	eraS
gene-PA2796	96	221	157	135	host	tal
gene-PA4501	232	694	146	117	host	opdP
gene-PA3094	52	138	136	123	host	gene-PA3094
gene-PA4894	1	3	6	1	host	gene-PA4894
gene-PA4490	56	130	152	149	host	gene-PA4490
gene-PA5428	35	80	95	77	host	gene-PA5428
gene-PA2513	0	12	2	3	host	antB
gene-PA3675	44	87	93	49	host	gene-PA3675
gene-PA3398	19	27	51	48	host	gene-PA3398
gene-PA0781	16	57	19	20	host	gene-PA0781
gene-PA2350	3	5	9	3	host	gene-PA2350
gene-PA3100	17	26	29	17	host	xcpU
gene-PA5046	540	1057	948	831	host	gene-PA5046
gene-PA3677	17	34	23	27	host	gene-PA3677
gene-PA0825	10	13	31	20	host	gene-PA0825
gene-PA3213	27	64	52	55	host	gene-PA3213
gene-PA4726.1	7	17	28	16	host	gene-PA4726.1
gene-PA5263	127	368	303	292	host	argH
gene-PA0334	33	108	86	65	host	gene-PA0334
gene-PA0351	33	111	140	81	host	gene-PA0351
gene-PA5080	84	204	216	204	host	gene-PA5080
gene-PA2471	0	2	5	4	host	gene-PA2471
gene-PA1184	6	25	19	21	host	gene-PA1184
gene-PA1837	17	84	81	86	host	gene-PA1837
gene-PA5042	204	495	546	406	host	pilO
gene-PA4456	173	408	375	258	host	gene-PA4456
gene-PA5159	21	41	60	40	host	gene-PA5159
gene-PA2166	5	9	15	12	host	gene-PA2166
gene-PA2270	18	35	46	35	host	gene-PA2270
gene-PA3639	612	1293	1217	1115	host	accA
gene-PA2637	291	700	537	510	host	nuoA
gene-PA1017	9	18	24	16	host	pauA
gene-PA4715	93	261	269	249	host	gene-PA4715
gene-PA2187	5	6	5	1	host	gene-PA2187
gene-PA1016	18	34	27	15	host	gene-PA1016
gene-PA2985	11	23	24	36	host	gene-PA2985
gene-PA3998	222	476	271	264	host	gene-PA3998
gene-PA3969	19	40	33	25	host	gene-PA3969
gene-PA3996	170	383	313	304	host	lis
gene-PA4580	66	123	85	86	host	gene-PA4580
gene-PA3282	7	33	18	14	host	gene-PA3282
gene-PA0858	272	507	377	309	host	gene-PA0858
gene-PA1972	5	10	12	13	host	gene-PA1972
gene-PA2631	89	165	130	96	host	gene-PA2631
gene-PA4432	733	1642	1594	1438	host	rpsI
gene-PA4201	39	117	132	69	host	ddlA
gene-PA3816	215	417	287	216	host	cysE
gene-PA5490	421	995	1142	1039	host	cc4
gene-PA1223	35	108	129	105	host	gene-PA1223
gene-PA2934	3	4	10	3	host	cif
gene-PA0424	45	105	89	63	host	mexR
gene-PA2774	35	89	117	114	host	gene-PA2774
gene-PA2914	23	36	71	14	host	gene-PA2914
gene-PA0494	61	94	27	22	host	gene-PA0494
gene-PA4270	3763	13697	7922	6481	host	rpoB
gene-PA5251	112	215	240	233	host	gene-PA5251
gene-PA0397	18	67	35	41	host	gene-PA0397
gene-PA1676	13	69	52	31	host	gene-PA1676
gene-PA4976	14	39	42	23	host	aruH
gene-PA0343	87	213	179	149	host	gene-PA0343
gene-PA3946	29	66	65	58	host	rocS1
gene-PA3768	76	123	187	125	host	gene-PA3768
gene-PA0797	17	56	41	45	host	gene-PA0797
gene-PA2393	2	13	11	24	host	gene-PA2393
gene-PA5122	19	62	65	55	host	gene-PA5122
gene-PA3601	3	10	11	11	host	gene-PA3601
gene-PA1969	13	41	18	16	host	gene-PA1969
gene-PA1957	15	29	19	26	host	gene-PA1957
gene-PA4180	59	98	94	74	host	gene-PA4180
gene-PA2125	7	22	26	20	host	gene-PA2125
gene-PA0620	96	193	168	112	host	gene-PA0620
gene-PA5418	7	24	29	20	host	soxA
gene-PA2065	9	21	12	16	host	pcoA
gene-PA5153	87	297	166	121	host	gene-PA5153
gene-PA1201	16	54	63	48	host	gene-PA1201
gene-PA1890	59	122	98	99	host	gene-PA1890
gene-PA3923	18	40	70	47	host	gene-PA3923
gene-PA4034	5	13	14	17	host	aqpZ
gene-PA3227	45	77	109	91	host	ppiA
gene-PA0615	23	56	52	47	host	gene-PA0615
gene-PA3173	29	64	45	49	host	gene-PA3173
gene-PA4095	0	1	5	8	host	gene-PA4095
gene-PA0174	3	6	6	4	host	gene-PA0174
gene-PA4984	19	34	32	34	host	gene-PA4984
gene-PA0302	85	175	138	98	host	spuF
gene-PA1480	304	677	823	696	host	ccmF
gene-PA4600	19	55	53	72	host	nfxB
gene-PA3427	15	32	44	23	host	gene-PA3427
gene-PA3370	8	10	13	9	host	gene-PA3370
gene-PA4684	96	224	209	168	host	gene-PA4684
gene-PA5223	129	333	306	272	host	ubiH
gene-PA5184	31	53	82	68	host	gene-PA5184
gene-PA0801	18	38	94	81	host	gene-PA0801
gene-PA0666	138	342	297	239	host	gene-PA0666
gene-PA3491	67	131	118	116	host	gene-PA3491
gene-PA3394	14	31	16	15	host	nosF
gene-PA4839	110	293	375	267	host	gene-PA4839_gene_speA
gene-PA5248	92	216	227	231	host	gene-PA5248
gene-PA2444	64	141	195	127	host	glyA2
gene-PA2603	22	55	73	44	host	gene-PA2603
gene-PA2101	11	38	42	37	host	gene-PA2101
gene-PA3661	11	31	177	135	host	gene-PA3661
gene-PA0299	182	511	224	223	host	spuC
gene-PA3146	123	270	308	259	host	wbpK
gene-PA0472	2	13	10	11	host	gene-PA0472
gene-PA1647	30	72	108	83	host	gene-PA1647
gene-PA5417	2	6	5	7	host	soxD
gene-PA2438	3	11	5	4	host	gene-PA2438
gene-PA2481	67	121	73	83	host	gene-PA2481
gene-PA3409	3	10	7	8	host	gene-PA3409
gene-PA3716	154	290	297	235	host	gene-PA3716
gene-PA0230	14	35	36	28	host	pcaB
gene-PA4447	75	156	121	89	host	hisC1
gene-PA0203	0	7	8	5	host	gene-PA0203
gene-PA1387	37	207	219	171	host	gene-PA1387
gene-PA0859	42	85	105	75	host	gene-PA0859
gene-PA4156	3	18	21	12	host	gene-PA4156
gene-PA4904	3	13	13	7	host	vanA
gene-PA2200	50	131	112	73	host	gene-PA2200
gene-PA0550	48	144	115	74	host	gene-PA0550
gene-PA2751	12	33	34	29	host	gene-PA2751
gene-PA4560	906	1898	1561	1324	host	ileS
gene-PA4673.1	416	750	312	313	host	gene-PA4673.1
gene-PA1120	40	95	99	61	host	tpbB
gene-PA1718	19	50	54	20	host	pscE
gene-PA0728	22	38	38	30	host	gene-PA0728
gene-PA0184	7	4	6	8	host	gene-PA0184
gene-PA1121	34	56	47	48	host	yfiR
gene-PA3527	101	232	183	146	host	pyrC
gene-PA3049	32	91	76	54	host	rmf
gene-PA5234	11	40	38	44	host	gene-PA5234
gene-PA1794	471	873	789	769	host	glnS
gene-PA3262.2	1057	940	777	679	host	gene-PA3262.2
gene-PA0071	223	522	487	390	host	gene-PA0071
gene-PA2550	17	20	29	19	host	gene-PA2550
gene-PA4782	12	29	40	33	host	gene-PA4782
gene-PA5187	11	41	27	32	host	gene-PA5187
gene-PA4122	6	16	22	31	host	gene-PA4122
gene-PA5259	124	253	266	334	host	hemD
gene-PA1193	62	104	114	90	host	gene-PA1193
gene-PA3845	10	34	38	19	host	gene-PA3845
gene-PA5172	65	175	244	150	host	arcB
gene-PA2958.1	21	66	61	43	host	rgsA
gene-PA4083	0	2	3	6	host	cupB4
gene-PA0110	2	7	3	5	host	gene-PA0110
gene-PA3364	7	23	15	6	host	amiC
gene-PA0946	93	180	174	112	host	gene-PA0946
gene-PA0054	39	88	95	78	host	gene-PA0054
gene-PA4498	138	236	198	151	host	gene-PA4498
gene-PA2222	20	52	66	42	host	gene-PA2222
gene-PA4062	19	38	38	41	host	gene-PA4062
gene-PA1846	254	478	419	349	host	cti
gene-PA1998	14	37	28	22	host	dhcR
gene-PA1116	93	199	143	140	host	gene-PA1116
gene-PA2104	47	95	70	60	host	gene-PA2104
gene-PA4457	405	828	818	757	host	gene-PA4457
gene-PA0121	3	15	19	7	host	gene-PA0121
gene-PA4357	1	5	2	1	host	gene-PA4357
gene-PA2953	271	751	691	591	host	gene-PA2953
gene-PA2126	21	37	67	35	host	gene-PA2126
gene-PA0484	3	14	12	15	host	gene-PA0484
gene-PA1460	81	193	153	106	host	motC
gene-PA0931	20	43	42	16	host	pirA
gene-PA3960	17	22	17	25	host	gene-PA3960
gene-PA0436	76	198	197	148	host	gene-PA0436
gene-PA3686	124	252	259	157	host	adk
gene-PA3472	29	72	43	34	host	gene-PA3472
gene-F358_gp28	220	451	3636	3844	phage	gene-F358_gp28
gene-PA1324.1	11	36	43	45	host	gene-PA1324.1
gene-PA1694	40	75	77	57	host	pscQ
gene-PA3321	13	21	19	19	host	gene-PA3321
gene-PA0587	25	55	53	47	host	gene-PA0587
gene-PA1900	0	13	3	8	host	phzB2
gene-PA2218	9	27	30	24	host	gene-PA2218
gene-PA3824.1	951	1245	1062	1033	host	gene-PA3824.1
gene-PA0045	37	91	107	86	host	gene-PA0045
gene-PA2242	73	192	192	149	host	pslL
gene-PA3130	22	50	60	54	host	gene-PA3130
gene-F358_gp41	179	327	878	878	phage	gene-F358_gp41
gene-PA1037	69	144	137	91	host	gene-PA1037
gene-PA3111	279	600	446	397	host	folC
gene-PA0084	350	556	1045	873	host	gene-PA0084
gene-PA3602	38	131	118	79	host	gene-PA3602
gene-PA5549	98	185	161	112	host	glmS
gene-PA1179	95	188	113	122	host	phoP
gene-PA0826.2	25818	24888	17991	14565	host	ssrA
gene-PA3593	6	12	18	21	host	gene-PA3593
gene-PA1224	7	23	22	11	host	gene-PA1224
gene-PA3770	535	1189	1066	857	host	guaB
gene-PA5119	247	566	701	608	host	glnA
gene-PA2721	0	4	4	0	host	gene-PA2721
gene-PA5005	703	1672	1503	1277	host	gene-PA5005
gene-PA2977	118	203	126	135	host	murB
gene-PA0729	92	185	122	104	host	gene-PA0729
gene-PA2474	7	14	4	3	host	gene-PA2474
gene-PA2854	136	396	360	300	host	gene-PA2854
gene-PA2006	6	16	15	24	host	gene-PA2006
gene-PA2704	6	18	16	12	host	gene-PA2704
gene-PA0104	35	90	70	75	host	gene-PA0104
gene-PA3211	76	187	184	155	host	gene-PA3211
gene-PA1835	3	16	20	13	host	gene-PA1835
gene-PA2886	7	17	26	15	host	atuA
gene-PA4140	19	19	36	21	host	gene-PA4140
gene-PA4349	19	47	51	40	host	gene-PA4349
gene-PA3799	194	434	279	232	host	gene-PA3799
gene-PA5232	194	519	860	862	host	gene-PA5232
gene-PA0994	49	153	172	105	host	cupC3
gene-PA5162	176	309	260	271	host	rmlD
gene-PA4368	34	68	93	81	host	gene-PA4368
gene-PA0039	34	62	46	45	host	gene-PA0039
gene-F358_gp69	1092	2508	2389	2379	phage	gene-F358_gp69
gene-PA0072	42	118	205	141	host	gene-PA0072
gene-F358_gp39	744	1387	4917	4855	phage	gene-F358_gp39
gene-PA0930	21	40	55	66	host	gene-PA0930
gene-PA1171	38	60	88	46	host	gene-PA1171
gene-PA3673	147	268	220	177	host	plsB
gene-PA2769	34	60	79	73	host	gene-PA2769
gene-PA0195	16	34	82	75	host	pntAA
gene-PA3600	2	8	8	3	host	gene-PA3600
gene-PA1128	33	72	78	61	host	gene-PA1128
gene-PA2041	116	304	137	95	host	gene-PA2041
gene-PA0538	32	56	87	38	host	dsbB
gene-PA1579	125	280	251	184	host	gene-PA1579
gene-PA3711	16	22	23	20	host	gene-PA3711
gene-PA4002	216	469	438	327	host	rodA
gene-PA1839	39	59	105	58	host	gene-PA1839
gene-PA3468	64	119	72	58	host	gene-PA3468
gene-PA1391	21	47	47	25	host	gene-PA1391
gene-PA4925	11	31	13	23	host	gene-PA4925
gene-PA2303	9	22	36	12	host	ambD
gene-PA3655	573	801	676	573	host	tsf
gene-PA1733	12	14	17	20	host	gene-PA1733
gene-PA3307	14	31	34	19	host	gene-PA3307
gene-PA0031	15	42	56	44	host	betC
gene-PA0233	13	58	32	46	host	gene-PA0233
gene-PA0253	28	45	41	36	host	gene-PA0253
gene-F358_gp13	1613	2452	1869	1672	phage	gene-F358_gp13
gene-PA4203	8	24	23	24	host	gene-PA4203
gene-PA1046	124	237	169	135	host	gene-PA1046
gene-PA3698	34	107	77	69	host	gene-PA3698
gene-PA5120	23	26	15	23	host	gene-PA5120
gene-PA4065	41	80	45	65	host	gene-PA4065
gene-PA2068	5	9	11	6	host	gene-PA2068
gene-PA1077	35	81	55	51	host	flgB
gene-PA3578	22	58	28	15	host	gene-PA3578
gene-PA1574	12	22	32	21	host	gene-PA1574
gene-PA4624	212	547	224	186	host	gene-PA4624
gene-F358_gp71	2220	4141	4305	3920	phage	gene-F358_gp71
gene-PA4869	44	107	114	81	host	gene-PA4869
gene-PA1024	10	14	20	7	host	gene-PA1024
gene-PA1766	399	774	706	576	host	gene-PA1766
gene-PA1531	73	184	147	124	host	gene-PA1531
gene-PA3380	0	0	2	0	host	gene-PA3380
gene-PA1222	79	166	148	117	host	gene-PA1222
gene-PA1463	244	449	369	330	host	gene-PA1463
gene-PA5130	109	222	127	127	host	gene-PA5130
gene-PA2398	49	108	229	168	host	fpvA
gene-PA0227	3	12	10	10	host	gene-PA0227
gene-PA5566	4	12	16	15	host	gene-PA5566
gene-PA3907	60	111	178	143	host	gene-PA3907
gene-PA3356	58	125	136	79	host	gene-PA3356
gene-PA5273	55	109	88	60	host	gene-PA5273
gene-PA3633	53	138	165	154	host	ygbP
gene-PA0404	56	115	70	54	host	gene-PA0404
gene-PA0446	79	205	170	143	host	gene-PA0446
gene-PA4480	138	368	315	310	host	mreC
gene-PA0838	45	92	95	61	host	gene-PA0838
gene-PA2750	7	23	47	37	host	gene-PA2750
gene-PA4023	9	26	23	19	host	gene-PA4023
gene-PA0881	3	11	11	10	host	gene-PA0881
gene-PA2564	11	39	33	22	host	gene-PA2564
gene-PA4554	209	448	523	399	host	pilY1
gene-PA3378	2	7	4	5	host	gene-PA3378
gene-PA1339	72	111	85	58	host	gene-PA1339
gene-F358_gp78	81	218	940	930	phage	gene-F358_gp78
gene-PA3803	416	760	698	532	host	gcpE
gene-PA1132	68	181	102	68	host	gene-PA1132
gene-PA2248	38	64	55	34	host	bkdA2
gene-PA2402	83	152	187	134	host	gene-PA2402
gene-PA1264	3	16	8	11	host	gene-PA1264
gene-PA2189	6	7	15	10	host	gene-PA2189
gene-PA4189	6	18	22	21	host	gene-PA4189
gene-PA0951	68	159	197	180	host	gene-PA0951
gene-PA3608	24	39	51	51	host	potB
gene-PA1445	23	38	43	31	host	fliO
gene-PA5343	51	98	87	58	host	gene-PA5343
gene-PA2426	2	8	16	6	host	pvdS
gene-PA5415	29	58	77	46	host	glyA1
gene-PA3167	203	539	375	356	host	serC
gene-PA2375	1	3	2	4	host	gene-PA2375
gene-PA2326	5	7	6	5	host	gene-PA2326
gene-PA3787	24	77	85	72	host	gene-PA3787
gene-PA1030	58	145	193	124	host	gene-PA1030
gene-PA5034	120	244	309	260	host	hemE
gene-PA0435	11	36	42	29	host	gene-PA0435
gene-PA3859	18	35	66	38	host	gene-PA3859
gene-PA1447	33	77	86	42	host	fliQ
gene-F358_gp84	1585	2923	3865	3910	phage	gene-F358_gp84
gene-PA0516	23	48	72	43	host	nirF
gene-PA3632	2	28	21	5	host	gene-PA3632
gene-PA1034	12	47	31	38	host	gene-PA1034
gene-PA0081	192	462	724	562	host	fha1
gene-PA1627	25	45	70	60	host	gene-PA1627
gene-PA0114	33	88	86	114	host	senC
gene-PA3482	345	789	515	434	host	metG
gene-PA0406	62	97	87	74	host	tonB3
gene-PA0775	61	120	116	126	host	gene-PA0775
gene-PA1388	13	29	39	41	host	gene-PA1388
gene-PA0717	2	8	6	3	host	gene-PA0717
gene-PA5137	83	210	128	82	host	gene-PA5137
gene-PA5107	60	111	153	132	host	blc
gene-PA1285	25	83	171	98	host	gene-PA1285
gene-PA1881	3	14	3	3	host	gene-PA1881
gene-PA2992	69	97	97	60	host	gene-PA2992
gene-PA4798	28	99	84	71	host	gene-PA4798
gene-PA0015	112	174	174	119	host	gene-PA0015
gene-PA2047	8	35	28	15	host	gene-PA2047
gene-PA2932	3	5	0	2	host	morB
gene-PA2069	3	17	18	16	host	gene-PA2069
gene-PA2711	14	21	21	18	host	gene-PA2711
gene-PA4375	84	170	169	158	host	gene-PA4375
gene-PA2391	11	18	23	26	host	opmQ
gene-PA0391	84	255	230	183	host	gene-PA0391
gene-PA1317	38	57	77	83	host	cyoA
gene-PA4958	72	149	124	97	host	gene-PA4958
gene-PA3400	24	40	48	36	host	gene-PA3400
gene-PA0832	26	71	70	59	host	gene-PA0832
gene-PA2540	83	171	199	177	host	gene-PA2540
gene-PA2293	8	7	8	8	host	gene-PA2293
gene-PA1165	58	95	103	80	host	pcpS
gene-PA2342	3	15	1	6	host	mtlD
gene-PA4434	30	45	62	38	host	gene-PA4434
gene-F358_gp50	8193	11194	8045	8018	phage	gene-F358_gp50
gene-PA0410	137	271	266	207	host	pilI
gene-PA5012	217	458	375	311	host	waaF
gene-PA1340	46	101	79	71	host	gene-PA1340
gene-PA1069	349	696	693	584	host	gene-PA1069
gene-PA5496	46	82	103	59	host	nrdJb
gene-PA0675	2	8	7	10	host	vreI
gene-PA3046	54	94	64	65	host	gene-PA3046
gene-PA2617	37	87	100	57	host	aat
gene-PA3611	37	73	62	48	host	gene-PA3611
gene-PA1187	11	30	17	26	host	gene-PA1187
gene-PA1205	18	39	42	35	host	gene-PA1205
gene-PA4228	4	13	9	15	host	pchD
gene-PA2607	24	28	19	25	host	gene-PA2607
gene-PA3613	62	171	304	209	host	gene-PA3613
gene-PA2840	373	567	303	274	host	gene-PA2840
gene-PA2716	3	8	10	9	host	gene-PA2716
gene-PA5044	322	643	663	596	host	pilM
gene-PA1401	21	27	37	22	host	gene-PA1401
gene-PA3624	105	162	182	178	host	pcm
gene-PA2866	23	48	43	35	host	mttC
gene-PA2149	1	0	1	1	host	gene-PA2149
gene-PA1512	6	19	22	12	host	hcpA
gene-PA3779	12	21	29	27	host	gene-PA3779
gene-PA0285	153	299	207	178	host	gene-PA0285
gene-PA4588	61	139	173	156	host	gdhA
gene-PA4085	2	8	4	13	host	cupB2
gene-PA4477	330	730	520	412	host	cafA
gene-PA2784	2	1	3	4	host	gene-PA2784
gene-PA0653	47	94	78	72	host	gene-PA0653
gene-PA4552	19	69	71	60	host	pilW
gene-PA2912	4	5	11	10	host	gene-PA2912
gene-F358_gp03	1711	4561	5791	5635	phage	gene-F358_gp03
gene-PA3115	556	1311	1228	1062	host	fimV
gene-PA3785	6	18	22	12	host	gene-PA3785
gene-PA1911	14	23	24	12	host	femR
gene-PA1826	20	37	38	36	host	gene-PA1826
gene-PA2715	6	21	17	22	host	gene-PA2715
gene-PA2468	8	21	27	12	host	foxI
gene-PA3597	9	15	8	15	host	gene-PA3597
gene-PA2389	14	43	41	23	host	pvdR
gene-PA1736	16	28	23	13	host	gene-PA1736
gene-PA0490	46	99	124	69	host	gene-PA0490
gene-PA3939	16	34	22	22	host	gene-PA3939
gene-PA2626	245	567	433	336	host	trmU
gene-PA0382	98	186	123	96	host	micA
gene-PA0985	24	79	82	96	host	pyoS5
gene-PA2697	1	1	4	3	host	gene-PA2697
gene-PA3505	2	4	7	4	host	gene-PA3505
gene-PA1803	910	1755	1458	1119	host	lon
gene-PA1586	569	1003	919	784	host	sucB
gene-PA0873	113	233	208	159	host	phhR
gene-PA1600	17	25	11	11	host	gene-PA1600
gene-PA4066	22	48	23	31	host	gene-PA4066
gene-PA3822	138	295	182	155	host	gene-PA3822
gene-PA3868	7	23	13	10	host	gene-PA3868
gene-PA5059	25	46	36	28	host	gene-PA5059
gene-PA3863	16	56	35	25	host	dauA
gene-PA4653	24	40	49	51	host	gene-PA4653
gene-PA2632	22	46	59	54	host	gene-PA2632
gene-PA5066	421	962	713	555	host	hisI
gene-PA0753	64	164	54	53	host	gene-PA0753
gene-PA1149	0	9	1	2	host	gene-PA1149
gene-PA4655	49	128	164	145	host	hemH
gene-PA2679	19	33	17	15	host	gene-PA2679
gene-PA3361	1	10	7	12	host	lecB
gene-PA4799	18	43	38	25	host	gene-PA4799
gene-PA4709	13	26	48	27	host	gene-PA4709
gene-PA3586	6	16	19	23	host	gene-PA3586
gene-PA0367	32	92	119	57	host	gene-PA0367
gene-PA3587	24	84	63	59	host	metR
gene-PA4726	394	909	928	743	host	cbrB
gene-PA2080	32	75	85	70	host	kynU
gene-PA1548	16	34	37	40	host	gene-PA1548
gene-PA4091	11	44	27	36	host	hpaA
gene-PA2034	4	10	9	6	host	gene-PA2034
gene-PA4690.4	4507	7742	10145	7469	host	gene-PA4690.4
gene-PA2951	214	528	718	643	host	etfA
gene-PA1136	2	20	15	15	host	gene-PA1136
gene-PA0940	3	6	3	4	host	gene-PA0940
gene-PA4164	9	19	36	19	host	gene-PA4164
gene-PA4257	1022	1570	1213	1000	host	rpsC
gene-PA1928	6	5	12	3	host	rimJ
gene-PA2377	11	30	21	23	host	gene-PA2377
gene-PA4866	11	18	11	6	host	gene-PA4866
gene-PA3225	40	83	59	59	host	gene-PA3225
gene-PA2366	12	33	58	30	host	gene-PA2366
gene-PA4814	5	5	6	4	host	fadH2
gene-PA2458	45	73	135	97	host	gene-PA2458
gene-PA3616	64	126	101	68	host	gene-PA3616
gene-PA5396	28	78	89	65	host	gene-PA5396
gene-PA2233	59	183	193	134	host	pslC
gene-PA5254	20	53	36	38	host	gene-PA5254
gene-PA0014	1	17	14	15	host	gene-PA0014
gene-PA1486	7	6	7	8	host	gene-PA1486
gene-PA4558	51	116	123	97	host	gene-PA4558
gene-PA0824	8	29	18	21	host	gene-PA0824
gene-PA1015	34	109	99	68	host	gene-PA1015
gene-PA3329	1	5	11	6	host	gene-PA3329
gene-PA1200	49	95	140	94	host	gene-PA1200
gene-PA1623	52	102	71	85	host	gene-PA1623
gene-PA3138	65	120	120	107	host	uvrB
gene-PA3894	14	29	36	45	host	gene-PA3894
gene-PA0058	1	5	8	4	host	gene-PA0058
gene-PA4967	622	1269	733	668	host	parE
gene-PA1258	4	11	12	1	host	gene-PA1258
gene-F358_gp09	5970	15607	23573	22147	phage	gene-F358_gp09
gene-PA3304	18	34	17	23	host	gene-PA3304
gene-PA0705	337	795	666	494	host	migA
gene-PA3953	2	3	8	2	host	gene-PA3953
gene-PA4248	711	1320	1017	846	host	rplF
gene-PA3031	119	273	234	197	host	gene-PA3031
gene-PA3269	45	98	74	42	host	gene-PA3269
gene-PA3349	451	929	725	623	host	gene-PA3349
gene-PA3660	50	151	122	98	host	gene-PA3660
gene-PA2630	101	281	187	163	host	gene-PA2630
gene-PA5179	19	56	64	53	host	gene-PA5179
gene-PA3928	0	6	7	4	host	gene-PA3928
gene-PA4108	15	40	61	40	host	gene-PA4108
gene-PA1299	43	86	93	88	host	gene-PA1299
gene-PA0421	78	237	269	177	host	gene-PA0421
gene-PA4865	6	8	13	8	host	ureA
gene-PA4043	51	140	85	81	host	ispA
gene-PA1373	14	43	59	37	host	fabF2
gene-PA4251	2115	3136	3786	3572	host	rplE
gene-PA5499	52	141	154	133	host	np20
gene-PA3704	119	202	145	143	host	wspE
gene-PA4620	29	79	79	57	host	gene-PA4620
gene-PA4935	1066	1449	1066	848	host	rpsF
gene-PA2924	1	2	1	2	host	hisQ
gene-PA4448	127	274	179	198	host	hisD
gene-PA4922	130	343	377	399	host	azu
gene-PA2574	6	20	23	26	host	alkB1
gene-PA5019	64	144	133	126	host	gene-PA5019
gene-PA2820	37	96	96	80	host	gene-PA2820
gene-PA0820	140	294	282	172	host	gene-PA0820
gene-PA1517	15	62	59	51	host	gene-PA1517
gene-PA0405	103	198	146	129	host	gene-PA0405
gene-PA2942.1	23	54	19	27	host	gene-PA2942.1
gene-PA2972	14	38	26	30	host	gene-PA2972
gene-PA2819.3	210	238	249	191	host	gene-PA2819.3
gene-PA3178	34	59	83	66	host	gene-PA3178
gene-PA5035	136	245	194	133	host	gltD
gene-PA3751	24	85	39	34	host	purT
gene-PA2849	3	20	40	26	host	ohrR
gene-PA2081	42	118	102	72	host	kynB
gene-PA3229	4	11	16	2	host	gene-PA3229
gene-PA3804	193	378	318	252	host	gene-PA3804
gene-F358_gp75	522	900	1259	1273	phage	gene-F358_gp75
gene-PA4883	0	3	3	1	host	gene-PA4883
gene-PA3860	25	54	56	35	host	gene-PA3860
gene-PA4517	56	87	129	115	host	gene-PA4517
gene-PA1980	5	6	4	7	host	eraR
gene-PA2117	27	63	77	55	host	gene-PA2117
gene-PA3097	50	90	56	42	host	xcpX
