Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA3235	43	29	25	42	host	gene-PA3235
gene-PA4746	1062	550	778	1073	host	gene-PA4746
gene-PA2798	491	309	532	676	host	gene-PA2798
gene-PA2958	60	37	51	78	host	gene-PA2958
gene-JG005_00134	2699	2174	4259	4885	phage	gene-JG005_00134
gene-PA4510	20	13	23	28	host	gene-PA4510
gene-PA0290	47	34	60	89	host	gene-PA0290
phnA	299	212	133	181	host	phnA
gene-PA4384	21	27	33	57	host	gene-PA4384
glpD	490	299	605	921	host	glpD
gene-PA2044	132	113	164	213	host	gene-PA2044
rpoC	4026	4179	3790	4697	host	rpoC
speD	224	186	310	401	host	speD
tesB	95	60	109	134	host	tesB
gene-JG024_gp55	1548	1575	2111	3320	phage	gene-JG024_gp55
gene-PA3130	39	17	51	67	host	gene-PA3130
gene-PA0536	81	43	100	146	host	gene-PA0536
gene-PA5504	266	177	226	315	host	gene-PA5504
retS	470	325	593	773	host	retS
gene-PA1746	39	34	49	75	host	gene-PA1746
gene-PA1953	3	2	13	13	host	gene-PA1953
gene-PA2112	19	15	13	15	host	gene-PA2112
gene-PA2101	32	26	55	59	host	gene-PA2101
mreD	256	209	353	453	host	mreD
gene-PA0435	36	17	30	48	host	gene-PA0435
gene-JG024_gp56	5582	5735	5043	7047	phage	gene-JG024_gp56
gene-PA1837	64	44	91	119	host	gene-PA1837
gene-PA3043	80	64	73	143	host	gene-PA3043
ppkA	603	331	722	862	host	ppkA
gene-PA0335	114	99	119	154	host	gene-PA0335
lepB	838	575	683	962	host	lepB
gene-PA3695	38	18	21	29	host	gene-PA3695
gene-PA4738	48	50	78	104	host	gene-PA4738
gene-PA4340	54	28	49	61	host	gene-PA4340
rplS	843	634	1021	1315	host	rplS
exbB2	8	2	12	14	host	exbB2
pilP	532	293	344	521	host	pilP
gene-PA3369	5	9	17	42	host	gene-PA3369
morA	657	412	516	755	host	morA
nusA	3243	1921	2709	3779	host	nusA
gene-PA5191	25	20	43	63	host	gene-PA5191
gene-PA3747	138	114	211	311	host	gene-PA3747
gene-PA0481	49	34	52	85	host	gene-PA0481
gene-PA3589	1	3	10	4	host	gene-PA3589
pelG	65	39	58	67	host	pelG
lnt	148	111	183	239	host	lnt
gene-PA1767	885	590	864	1156	host	gene-PA1767
gene-JG005_00061	1105	998	2879	3308	phage	gene-JG005_00061
gene-PA5544	62	37	50	77	host	gene-PA5544
gene-PA2286	29	22	34	46	host	gene-PA2286
gene-PA0126	24	26	39	69	host	gene-PA0126
gene-PA4455	549	392	570	688	host	gene-PA4455
gene-PA0752	404	319	130	149	host	gene-PA0752
gcd	353	270	338	438	host	gcd
gene-PA4838	33	21	44	54	host	gene-PA4838
pilQ	1060	716	861	1314	host	pilQ
gene-PA2627	74	51	71	99	host	gene-PA2627
gene-PA4135	18	16	25	37	host	gene-PA4135
tufB	5877	4377	6798	8167	host	tufB
gene-PA5055	81	64	81	123	host	gene-PA5055
gene-PA2986	250	179	303	375	host	gene-PA2986
gene-PA0862	374	226	325	607	host	gene-PA0862
gene-PA0233	68	24	46	78	host	gene-PA0233
trxB2	28	29	52	67	host	trxB2
gene-PA5456	148	93	73	98	host	gene-PA5456
gene-PA4540	14	10	32	31	host	gene-PA4540
gene-JG024_gp86	370	299	770	1162	phage	gene-JG024_gp86
gene-PA3472	56	32	55	119	host	gene-PA3472
gene-PA2570.1	127	68	161	208	host	gene-PA2570.1
ccmH	96	73	106	134	host	ccmH
gene-PA4724.1	148	90	161	181	host	gene-PA4724.1
gene-PA5299	185	155	156	244	host	gene-PA5299
gene-PA4308	79	50	80	150	host	gene-PA4308
gene-PA1810	273	178	290	321	host	gene-PA1810
dnaN	738	554	682	986	host	dnaN
gene-PA0953	83	51	106	153	host	gene-PA0953
gene-PA3731	692	566	1430	2410	host	gene-PA3731
gene-PA0133	59	48	69	100	host	gene-PA0133
gene-JG024_gp02	462	572	1825	2892	phage	gene-JG024_gp02
gene-PA2353	53	32	68	64	host	gene-PA2353
ltaA	78	60	124	162	host	ltaA
holC	41	36	60	79	host	holC
gene-PA2364	14	9	22	31	host	gene-PA2364
gene-PA0168	45	25	54	71	host	gene-PA0168
gene-PA3729	2155	1263	2276	3626	host	gene-PA3729
gene-PA1269	29	31	33	46	host	gene-PA1269
gene-PA2901	204	113	133	133	host	gene-PA2901
recO	118	96	73	141	host	recO
chpB	122	74	88	126	host	chpB
gene-PA0631	2	3	9	16	host	gene-PA0631
gene-PA4880	27	12	42	70	host	gene-PA4880
hasE	2	8	7	5	host	hasE
cdhA	7	2	3	1	host	cdhA
gene-PA2807	4	1	3	6	host	gene-PA2807
gene-PA3077	51	30	33	84	host	gene-PA3077
gene-PA3993	41	26	34	43	host	gene-PA3993
cupB2	7	3	7	6	host	cupB2
gene-PA1891	4	1	10	25	host	gene-PA1891
senC	76	60	140	157	host	senC
gene-PA0084	533	411	799	1078	host	gene-PA0084
gene-PA2972	34	21	37	39	host	gene-PA2972
gene-PA3928	4	1	5	3	host	gene-PA3928
gene-PA1359	39	33	54	100	host	gene-PA1359
gene-PA2262	26	12	22	22	host	gene-PA2262
atuR	50	51	86	130	host	atuR
gene-PA1744	12	9	17	9	host	gene-PA1744
secY	2679	2240	3272	3900	host	secY
gene-PA0950	71	53	100	128	host	gene-PA0950
gene-PA0256	40	42	70	83	host	gene-PA0256
rsmA	272	167	333	420	host	rsmA
gene-PA3133.1	256	215	268	284	host	gene-PA3133.1
gene-PA0489	15	17	28	41	host	gene-PA0489
gene-PA1295	109	73	121	117	host	gene-PA1295
purD	297	193	195	305	host	purD
cysA	57	31	104	118	host	cysA
gene-PA0799	212	141	214	301	host	gene-PA0799
gene-PA1676	49	35	65	78	host	gene-PA1676
gene-PA2176	4	4	17	8	host	gene-PA2176
rplX	1549	1211	2025	3166	host	rplX
wbpI	337	273	374	546	host	wbpI
gene-PA1189	20	9	27	43	host	gene-PA1189
gene-PA4330	83	64	89	124	host	gene-PA4330
pvdD	140	107	233	238	host	pvdD
hslV	56	57	43	92	host	hslV
gene-PA4401	43	47	43	69	host	gene-PA4401
gene-PA1237	8	5	11	20	host	gene-PA1237
gene-PA2779	16	17	45	71	host	gene-PA2779
ndh	145	103	154	291	host	ndh
gene-PA0560	72	68	106	139	host	gene-PA0560
gene-PA0370	102	74	102	180	host	gene-PA0370
gene-PA4093	11	3	3	10	host	gene-PA4093
gene-PA3381	6	4	12	4	host	gene-PA3381
gene-PA3882	19	25	38	40	host	gene-PA3882
gene-JG005_00017	1790	1621	2654	3227	phage	gene-JG005_00017
pprA	40	22	39	60	host	pprA
gene-JG005_00031	2914	3282	20353	22481	phage	gene-JG005_00031
spuB	510	346	256	311	host	spuB
gene-PA2252	277	157	246	341	host	gene-PA2252
gene-PA0905.2	2283	3527	3898	4223	host	gene-PA0905.2
arsB	69	40	89	110	host	arsB
parS	94	70	116	159	host	parS
gene-PA2327	22	15	17	38	host	gene-PA2327
pvcD	5	5	3	10	host	pvcD
gene-PA0726	14	14	32	39	host	gene-PA0726
gene-PA1153	14	19	33	47	host	gene-PA1153
gene-PA1678	248	205	268	399	host	gene-PA1678
narG	26	45	90	140	host	narG
potB	30	28	69	49	host	potB
metG	658	468	507	796	host	metG
tonB3	104	58	126	118	host	tonB3
gene-PA4291	293	176	243	344	host	gene-PA4291
gene-PA0484	8	7	4	10	host	gene-PA0484
gene-PA0605	256	168	187	238	host	gene-PA0605
gene-PA0491	39	33	46	70	host	gene-PA0491
gene-PA0161	1175	897	3774	4160	host	gene-PA0161
gene-PA5440	118	91	202	301	host	gene-PA5440
purC	229	138	154	225	host	purC
gene-PA4068	245	170	242	365	host	gene-PA4068
cyoA	55	32	78	124	host	cyoA
gene-PA4580	79	56	93	150	host	gene-PA4580
gene-PA0429	774	582	672	989	host	gene-PA0429
gene-PA1826	29	20	46	41	host	gene-PA1826
uvrA	722	481	758	1001	host	uvrA
gene-PA2558	75	37	67	92	host	gene-PA2558
gene-PA1864	10	9	28	30	host	gene-PA1864
cheZ	333	238	362	485	host	cheZ
corA	116	72	141	216	host	corA
hasD	8	2	9	11	host	hasD
oprI	1896	1779	2128	2181	host	oprI
gene-JG024_gp24	330	403	10696	12230	phage	gene-JG024_gp24
gene-JG005_00106	733	868	1018	1107	phage	gene-JG005_00106
gene-PA2491	320	208	274	382	host	gene-PA2491
gene-PA2685	314	221	410	526	host	gene-PA2685
gene-PA0826.1	1164	2549	1292	1418	host	gene-PA0826.1
gene-PA3273	9	5	9	13	host	gene-PA3273
gene-PA0943	450	332	594	658	host	gene-PA0943
gene-JG005_00155	12579	10031	42881	45036	phage	gene-JG005_00155
gene-PA1060	155	101	267	386	host	gene-PA1060
gene-PA2322	25	23	39	64	host	gene-PA2322
gene-PA5165	165	113	234	293	host	gene-PA5165
gene-PA4400	69	57	82	106	host	gene-PA4400
gene-PA2073	30	25	29	27	host	gene-PA2073
fdhE	36	17	23	51	host	fdhE
gene-PA0619	29	20	29	34	host	gene-PA0619
mifS	158	82	124	174	host	mifS
gene-PA0758	223	136	162	248	host	gene-PA0758
prrF2	28	18	98	114	host	prrF2
gene-PA5217	46	29	80	79	host	gene-PA5217
gene-PA4475	87	63	140	131	host	gene-PA4475
gor	262	247	335	426	host	gor
gene-PA5382	18	17	61	49	host	gene-PA5382
gene-PA3522	29	14	21	34	host	gene-PA3522
gene-PA1656	184	184	290	434	host	gene-PA1656
gene-PA2330	14	9	19	19	host	gene-PA2330
gene-PA1270	36	32	58	61	host	gene-PA1270
gene-PA1702	78	62	47	55	host	gene-PA1702
gene-PA3732	683	413	765	1259	host	gene-PA3732
recN	264	201	269	368	host	recN
gene-PA4966	297	178	278	446	host	gene-PA4966
gene-PA3143	116	81	204	222	host	gene-PA3143
gene-PA2959	149	120	165	183	host	gene-PA2959
gene-PA5482	7	8	43	71	host	gene-PA5482
kdpF	5	7	25	63	host	kdpF
gene-PA1400	16	26	25	42	host	gene-PA1400
phaD	43	18	38	67	host	phaD
gene-PA2197	34	18	40	51	host	gene-PA2197
gene-PA2029	10	5	5	15	host	gene-PA2029
gene-PA0217	33	22	37	61	host	gene-PA0217
glpQ	23	20	33	49	host	glpQ
gene-JG024_gp59	344	442	683	985	phage	gene-JG024_gp59
gene-PA1647	41	48	115	138	host	gene-PA1647
gene-PA3094	79	58	154	236	host	gene-PA3094
gene-PA4993	63	22	40	71	host	gene-PA4993
gene-PA2204	43	38	97	103	host	gene-PA2204
gene-PA4325	69	51	85	132	host	gene-PA4325
rluC	356	266	346	431	host	rluC
gene-PA2631	154	120	118	200	host	gene-PA2631
gene-JG024_gp76	4308	4043	9654	13174	phage	gene-JG024_gp76
gene-PA1303	31	29	30	36	host	gene-PA1303
gene-PA3417	3	3	7	7	host	gene-PA3417
ubiA	121	112	243	256	host	ubiA
gene-PA2186	1	1	3	1	host	gene-PA2186
gene-PA3433	17	12	21	39	host	gene-PA3433
mmsR	28	14	46	49	host	mmsR
gene-PA3440	83	68	79	118	host	gene-PA3440
gene-PA4773	50	35	36	43	host	gene-PA4773
gene-PA0634	12	8	21	19	host	gene-PA0634
gene-PA1312	35	31	55	56	host	gene-PA1312
glnA	605	411	861	1210	host	glnA
gene-PA1977	9	5	9	13	host	gene-PA1977
gene-PA5127	161	146	222	248	host	gene-PA5127
ccoO2	156	105	340	488	host	ccoO2
cysM	523	355	372	519	host	cysM
rhlA	25	12	22	41	host	rhlA
pstS	143	100	229	300	host	pstS
gene-PA0472	6	3	11	14	host	gene-PA0472
gene-PA2764	38	22	33	56	host	gene-PA2764
trkA	350	222	250	398	host	trkA
ubiB	512	276	328	426	host	ubiB
gene-PA3797	90	74	80	139	host	gene-PA3797
ggt	232	148	131	149	host	ggt
ruvC	387	229	195	303	host	ruvC
trmD	1563	1156	1850	2383	host	trmD
gene-PA2291	258	221	240	330	host	gene-PA2291
wzx	296	178	520	766	host	wzx
pvdQ	14	3	13	20	host	pvdQ
gene-PA1866	142	106	146	162	host	gene-PA1866
gene-PA5248	173	131	250	323	host	gene-PA5248
gene-PA1870	10	2	6	12	host	gene-PA1870
codA	120	96	121	154	host	codA
gene-JG024_gp75	668	710	1469	2106	phage	gene-JG024_gp75
gene-PA1929	24	9	25	21	host	gene-PA1929
gene-PA0743	24	12	25	24	host	gene-PA0743
gene-PA2067	10	3	4	7	host	gene-PA2067
gene-JG005_00095	2672	2324	2300	3102	phage	gene-JG005_00095
gene-PA4836	19	12	11	16	host	gene-PA4836
gene-PA2051	0	1	3	6	host	gene-PA2051
gene-JG005_00167	1565	1661	6122	10011	phage	gene-JG005_00167
gene-JG005_00047	521	533	8381	9232	phage	gene-JG005_00047
gene-PA0475	2	2	11	14	host	gene-PA0475
gene-PA2937	5	4	6	3	host	gene-PA2937
cobC	111	62	92	150	host	cobC
gene-PA0157	63	39	44	84	host	gene-PA0157
ribC	133	94	74	71	host	ribC
ohrR	17	7	23	29	host	ohrR
idh	716	475	550	725	host	idh
gene-PA0476	68	55	91	164	host	gene-PA0476
nirN	230	130	58	91	host	nirN
gene-PA3847	15	16	16	17	host	gene-PA3847
gene-PA2603.1	233	168	146	105	host	gene-PA2603.1
gene-PA4218	7	3	4	2	host	gene-PA4218
gene-PA3937	6	7	5	9	host	gene-PA3937
alkB1	13	12	25	32	host	alkB1
nadA	417	220	413	505	host	nadA
gene-PA3722	368	243	541	628	host	gene-PA3722
moaB1	18	11	36	56	host	moaB1
gene-PA4220	1	1	5	6	host	gene-PA4220
gene-PA4683	46	28	46	58	host	gene-PA4683
lecB	6	8	22	20	host	lecB
vanA	14	4	11	32	host	vanA
cyoE	38	30	85	117	host	cyoE
gene-PA0566	32	28	42	74	host	gene-PA0566
gene-PA1496	40	28	55	77	host	gene-PA1496
gene-PA3109	432	297	401	432	host	gene-PA3109
gene-PA5087	158	105	256	363	host	gene-PA5087
gene-PA0478	19	19	26	44	host	gene-PA0478
nagZ	121	97	159	178	host	nagZ
pilK	502	330	402	522	host	pilK
oprO	18	13	21	22	host	oprO
gene-PA4422	106	92	160	179	host	gene-PA4422
gene-PA3795	38	36	70	105	host	gene-PA3795
gene-PA4423	286	194	383	443	host	gene-PA4423
purH	248	189	206	295	host	purH
gene-PA0213	2	3	9	4	host	gene-PA0213
gene-PA4182	21	28	36	49	host	gene-PA4182
gene-PA5441	619	431	636	858	host	gene-PA5441
dadA	390	333	892	1116	host	dadA
gene-PA4796	50	47	66	121	host	gene-PA4796
gene-PA2599	10	18	33	14	host	gene-PA2599
gene-PA1847	366	265	265	439	host	gene-PA1847
gene-PA0777	33	17	32	42	host	gene-PA0777
nirB	28	10	27	44	host	nirB
gene-PA2555	45	42	57	47	host	gene-PA2555
gene-PA1166	9	10	13	19	host	gene-PA1166
gene-PA1639	58	58	96	111	host	gene-PA1639
gene-PA2221	53	32	115	140	host	gene-PA2221
gene-PA3538	153	109	195	263	host	gene-PA3538
gene-PA5392	7	4	7	8	host	gene-PA5392
tesA	101	46	114	186	host	tesA
gene-PA0821	136	102	180	265	host	gene-PA0821
gene-PA4862	8	3	3	8	host	gene-PA4862
gene-PA1513	70	47	79	151	host	gene-PA1513
iciA	21	29	66	78	host	iciA
gene-PA2287	34	14	36	36	host	gene-PA2287
gene-PA2148	4	1	6	3	host	gene-PA2148
aruI	42	18	40	40	host	aruI
gene-PA5510	202	134	161	195	host	gene-PA5510
trpD	299	197	257	335	host	trpD
gene-PA4424	153	127	162	238	host	gene-PA4424
gene-PA3356	104	67	110	172	host	gene-PA3356
gmk	148	108	162	198	host	gmk
gene-PA4984	20	23	34	38	host	gene-PA4984
gene-PA2549	96	54	137	161	host	gene-PA2549
gene-PA5275	55	41	78	71	host	gene-PA5275
gene-JG005_00168	4907	7411	7424	9299	phage	gene-JG005_00168
gene-PA1234	46	20	23	51	host	gene-PA1234
pcrV	137	90	83	130	host	pcrV
secG	2535	1617	2085	2915	host	secG
gene-PA0332	80	59	110	149	host	gene-PA0332
fimU	23	25	53	59	host	fimU
treA	11	9	42	35	host	treA
gene-PA4078	22	30	18	39	host	gene-PA4078
gene-PA3895	59	31	68	102	host	gene-PA3895
gene-PA4502	491	324	157	246	host	gene-PA4502
tktA	679	508	780	1067	host	tktA
map	206	160	241	294	host	map
ccoQ1	205	176	258	343	host	ccoQ1
rpsS	1068	869	1060	997	host	rpsS
gene-PA0544	79	79	104	173	host	gene-PA0544
gene-PA4781	32	24	30	57	host	gene-PA4781
fliI	264	200	279	380	host	fliI
gene-PA2332	44	31	63	68	host	gene-PA2332
gene-PA4375	170	118	190	256	host	gene-PA4375
gene-PA5503	358	187	312	351	host	gene-PA5503
mtlZ	13	11	15	30	host	mtlZ
gene-PA1305	387	222	224	266	host	gene-PA1305
dnaB	693	433	534	697	host	dnaB
gene-PA2109	5	5	6	7	host	gene-PA2109
algC	753	438	687	974	host	algC
gene-JG024_gp45	803	832	7222	9997	phage	gene-JG024_gp45
greA	240	154	249	338	host	greA
pilI	267	182	241	338	host	pilI
gene-PA3784	42	22	64	70	host	gene-PA3784
gene-PA4395	229	184	211	266	host	gene-PA4395
gene-PA3867	27	26	59	49	host	gene-PA3867
gene-PA1355	5	1	5	1	host	gene-PA1355
gene-JG005_00002	3218	2768	4695	4793	phage	gene-JG005_00002
gene-PA1450	150	127	202	287	host	gene-PA1450
gene-PA1701	38	38	26	32	host	gene-PA1701
rplV	1226	1033	1280	1510	host	rplV
ldh	15	9	23	24	host	ldh
gene-PA5226	254	146	213	314	host	gene-PA5226
gene-PA1466	41	21	38	45	host	gene-PA1466
gene-PA1909	13	8	10	18	host	gene-PA1909
gene-PA2506	0	0	3	3	host	gene-PA2506
dbpA	167	110	139	169	host	dbpA
rmlC	382	237	360	543	host	rmlC
ndk	503	332	449	541	host	ndk
gene-PA4524.1	1574	1367	2597	2926	host	gene-PA4524.1
gene-PA1344	48	28	68	78	host	gene-PA1344
gene-PA4618	88	62	107	149	host	gene-PA4618
pcaG	55	29	62	113	host	pcaG
gene-PA1371	59	57	103	155	host	gene-PA1371
gene-PA5109	260	167	208	266	host	gene-PA5109
nirS	221	244	349	490	host	nirS
gene-PA2449	92	86	146	218	host	gene-PA2449
ohr	60	42	131	134	host	ohr
gene-PA4321	375	245	354	498	host	gene-PA4321
gene-PA3750	29	29	28	35	host	gene-PA3750
dsbB	37	40	68	85	host	dsbB
rplT	902	771	791	942	host	rplT
gene-JG005_00139	2385	1864	3205	4380	phage	gene-JG005_00139
gene-PA5074	95	73	125	164	host	gene-PA5074
gene-PA2115	29	16	50	44	host	gene-PA2115
roxS	347	274	521	721	host	roxS
gene-PA3899	6	3	20	6	host	gene-PA3899
gene-PA4994	54	23	37	65	host	gene-PA4994
gene-PA2076	16	17	18	39	host	gene-PA2076
pscH	53	46	33	34	host	pscH
gene-PA4149	4	6	17	14	host	gene-PA4149
atuD	12	10	7	9	host	atuD
gene-PA4336	48	35	51	87	host	gene-PA4336
gene-PA3611	67	43	82	102	host	gene-PA3611
gene-PA3021	44	22	67	53	host	gene-PA3021
gene-PA2544	25	26	67	65	host	gene-PA2544
gene-PA5006	410	294	491	630	host	gene-PA5006
gene-PA1299	70	61	102	155	host	gene-PA1299
gene-PA3305	121	115	152	259	host	gene-PA3305
phhR	204	160	204	279	host	phhR
gene-PA0352	173	102	205	246	host	gene-PA0352
gene-PA2630	231	144	200	303	host	gene-PA2630
gene-PA4821	53	36	68	71	host	gene-PA4821
cupA4	27	10	12	17	host	cupA4
gene-PA2595	15	12	11	25	host	gene-PA2595
gene-PA1330	36	19	34	24	host	gene-PA1330
gene-PA3125	21	5	7	30	host	gene-PA3125
gene-PA4709	16	18	37	56	host	gene-PA4709
gene-PA2949	64	36	72	98	host	gene-PA2949
pslG	296	226	268	476	host	pslG
gene-PA1655	78	62	169	190	host	gene-PA1655
aroB	806	534	774	1117	host	aroB
gene-PA3489	58	40	88	126	host	gene-PA3489
gene-PA5291	344	207	449	607	host	gene-PA5291
gene-PA3801	524	301	440	681	host	gene-PA3801
gene-PA3957	12	6	8	10	host	gene-PA3957
oprP	19	12	16	28	host	oprP
cupB6	19	14	19	24	host	cupB6
gene-PA1628	23	13	24	37	host	gene-PA1628
gene-PA5568	2028	1355	1462	1971	host	gene-PA5568
gene-PA3456	75	49	83	90	host	gene-PA3456
rbsA	100	69	80	119	host	rbsA
gene-PA1043	108	54	113	121	host	gene-PA1043
gene-PA0512	66	73	52	58	host	gene-PA0512
gene-PA0405	212	125	182	185	host	gene-PA0405
phnB	84	58	80	80	host	phnB
gene-JG005_00059	162	204	1132	1243	phage	gene-JG005_00059
gene-PA3232	19	15	15	14	host	gene-PA3232
gene-PA0628	18	17	32	40	host	gene-PA0628
gene-PA1240	5	3	3	6	host	gene-PA1240
gene-PA2058	9	6	16	17	host	gene-PA2058
gene-PA1925	3	5	6	13	host	gene-PA1925
aroQ2	8	10	14	15	host	aroQ2
gene-PA1328	28	12	21	34	host	gene-PA1328
gene-PA2693	19	19	25	38	host	gene-PA2693
gene-PA3346	82	47	119	130	host	gene-PA3346
dauB	67	51	76	106	host	dauB
pqsA	439	311	220	265	host	pqsA
ppgL	21	23	55	79	host	ppgL
gene-PA1325	42	16	33	39	host	gene-PA1325
gene-PA2354	15	10	19	18	host	gene-PA2354
purT	62	34	49	59	host	purT
gene-PA3371	6	5	14	13	host	gene-PA3371
gene-PA0203	13	9	11	25	host	gene-PA0203
gene-JG005_00025	372	279	1899	1984	phage	gene-JG005_00025
pfeS	19	10	20	39	host	pfeS
adk	234	157	205	270	host	adk
gene-PA3880	66	74	149	193	host	gene-PA3880
gene-PA2523	19	12	45	36	host	gene-PA2523
gene-PA2438	8	8	14	12	host	gene-PA2438
argS	611	381	565	780	host	argS
phzB1	8	7	17	17	host	phzB1
gene-PA1241	51	26	57	68	host	gene-PA1241
argH	299	205	331	501	host	argH
gene-PA2479	79	57	59	92	host	gene-PA2479
gene-PA1484	30	32	65	69	host	gene-PA1484
ftsW	498	381	406	675	host	ftsW
gene-PA4714	18	18	15	33	host	gene-PA4714
aphA	14	11	11	10	host	aphA
gene-PA5515	394	266	488	574	host	gene-PA5515
gene-PA1517	40	47	98	115	host	gene-PA1517
gene-PA3904	59	49	87	109	host	gene-PA3904
prfA	336	211	236	359	host	prfA
pqsD	247	160	70	82	host	pqsD
gene-PA1491	61	28	60	71	host	gene-PA1491
sucB	833	654	650	957	host	sucB
gene-PA3575	18	13	32	42	host	gene-PA3575
gene-PA0135	0	2	5	2	host	gene-PA0135
gene-PA4000	365	226	327	416	host	gene-PA4000
gene-PA0260	427	296	467	576	host	gene-PA0260
gcp	238	179	343	467	host	gcp
gene-PA2377	30	25	39	46	host	gene-PA2377
gene-PA3952	12	27	50	42	host	gene-PA3952
gene-PA2037	141	99	228	343	host	gene-PA2037
acnB	1166	772	1174	1480	host	acnB
gene-PA2669	19	32	48	59	host	gene-PA2669
gene-PA4089	3	0	8	6	host	gene-PA4089
gene-PA2472	6	2	11	16	host	gene-PA2472
gene-PA3136	23	16	38	39	host	gene-PA3136
gene-PA1356	10	2	6	14	host	gene-PA1356
gene-PA4939	827	585	1303	1732	host	gene-PA4939
gene-PA3667	91	64	61	90	host	gene-PA3667
gene-PA0900	178	119	157	177	host	gene-PA0900
gene-PA2022	56	32	70	79	host	gene-PA2022
hpcD	6	6	6	22	host	hpcD
gene-PA3971	12	4	17	19	host	gene-PA3971
gene-PA4735	451	278	542	721	host	gene-PA4735
nrdJa	343	261	578	761	host	nrdJa
gcvT1	228	162	280	420	host	gcvT1
gene-PA2056	43	25	35	90	host	gene-PA2056
gene-PA1118	82	57	98	138	host	gene-PA1118
gene-PA1752	103	61	178	290	host	gene-PA1752
gene-PA1763	42	26	47	53	host	gene-PA1763
gene-PA0112	23	19	23	19	host	gene-PA0112
gene-PA0246	73	37	108	132	host	gene-PA0246
pcaH	18	12	24	28	host	pcaH
gene-PA0188	6	5	10	10	host	gene-PA0188
gene-PA0253	33	23	50	71	host	gene-PA0253
coaB	8	5	14	13	host	coaB
gene-PA0254	50	44	98	113	host	gene-PA0254
gene-PA5020	53	39	93	76	host	gene-PA5020
gene-PA2198	12	6	7	10	host	gene-PA2198
gene-PA3022	86	55	108	132	host	gene-PA3022
gene-PA3577	3	2	5	6	host	gene-PA3577
gene-JG005_00172	3306	2993	4242	4975	phage	gene-JG005_00172
gene-PA1408	29	20	70	69	host	gene-PA1408
serS	209	167	189	316	host	serS
gene-JG024_gp41	194	169	885	1298	phage	gene-JG024_gp41
gene-PA2919	0	1	2	1	host	gene-PA2919
gene-PA5279	913	525	854	1260	host	gene-PA5279
gene-PA4828	5	8	11	14	host	gene-PA4828
gene-PA2160	17	8	16	24	host	gene-PA2160
gbcA	22	29	55	86	host	gbcA
gene-PA1520	150	88	172	242	host	gene-PA1520
gene-JG024_gp28	155	135	4836	7101	phage	gene-JG024_gp28
cbpA	45	31	47	55	host	cbpA
gene-PA1426	3	7	13	14	host	gene-PA1426
gene-PA3425	11	4	3	10	host	gene-PA3425
gene-PA3953	7	7	8	5	host	gene-PA3953
gene-PA5021	195	164	360	447	host	gene-PA5021
gene-PA5220	24	19	37	30	host	gene-PA5220
gene-PA2018	110	83	74	149	host	gene-PA2018
gene-PA5160	49	47	64	111	host	gene-PA5160
gene-PA4875	0	8	8	10	host	gene-PA4875
gene-PA5115	11	8	11	24	host	gene-PA5115
gene-PA0880	4	0	1	3	host	gene-PA0880
gene-PA4505	225	112	95	124	host	gene-PA4505
gene-PA5467	25	18	26	46	host	gene-PA5467
gene-PA1012	531	347	621	757	host	gene-PA1012
gene-PA0803	15	14	41	53	host	gene-PA0803
gene-PA1464	178	121	180	294	host	gene-PA1464
gene-PA2428	12	4	24	18	host	gene-PA2428
gene-PA3332	3	4	10	4	host	gene-PA3332
gene-PA1995	23	21	34	67	host	gene-PA1995
gene-PA2205	21	17	33	37	host	gene-PA2205
rnhB	253	166	270	318	host	rnhB
gene-PA5048	241	177	312	407	host	gene-PA5048
gene-PA2407	20	11	22	23	host	gene-PA2407
gene-PA0224	98	40	87	106	host	gene-PA0224
gene-PA3338	7	5	8	16	host	gene-PA3338
gene-PA3018	66	47	83	106	host	gene-PA3018
selA	142	85	152	222	host	selA
popD	67	75	39	55	host	popD
gene-PA4036	67	49	103	118	host	gene-PA4036
pntAA	30	22	69	110	host	pntAA
gene-PA4978	31	13	13	34	host	gene-PA4978
gene-PA0165	73	65	87	135	host	gene-PA0165
gene-PA3988	126	92	130	124	host	gene-PA3988
gene-PA4099	8	6	2	10	host	gene-PA4099
gene-PA5412	589	420	833	1295	host	gene-PA5412
gene-PA2213	6	3	8	9	host	gene-PA2213
pvdN	15	3	19	17	host	pvdN
gene-PA1965	61	44	76	79	host	gene-PA1965
gene-PA0678	3	1	2	2	host	gene-PA0678
gene-PA3846	22	12	30	33	host	gene-PA3846
gene-PA1114	68	37	114	141	host	gene-PA1114
murB	129	118	139	183	host	murB
accB	789	461	539	736	host	accB
alg44	14	7	10	16	host	alg44
gene-PA5227	97	89	161	202	host	gene-PA5227
gene-PA3144	54	18	72	87	host	gene-PA3144
gene-PA0734	18	19	13	34	host	gene-PA0734
gene-PA0215	36	27	88	113	host	gene-PA0215
gene-PA0451	11	8	19	25	host	gene-PA0451
gene-PA2834	80	56	168	155	host	gene-PA2834
gene-PA1737	50	25	37	95	host	gene-PA1737
gene-PA1407	62	35	59	75	host	gene-PA1407
gene-PA5309	169	111	129	159	host	gene-PA5309
gene-PA3481	112	78	114	137	host	gene-PA3481
gene-PA2106	44	24	53	78	host	gene-PA2106
cupA5	2	3	3	2	host	cupA5
gene-PA2371	22	28	73	95	host	gene-PA2371
kdsB	81	78	84	87	host	kdsB
gene-PA3093	130	95	206	252	host	gene-PA3093
gene-PA3470	39	43	77	76	host	gene-PA3470
