# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196372_sorted.bam" "SRR17196375_sorted.bam" "SRR17196376_sorted.bam" "SRR17196373_sorted.bam" "SRR17196381_sorted.bam" "SRR17196368_sorted.bam" "SRR17196384_sorted.bam" "SRR17196370_sorted.bam" "SRR17196379_sorted.bam" "SRR17196369_sorted.bam" "SRR17196371_sorted.bam" "SRR17196367_sorted.bam" "SRR17196382_sorted.bam" "SRR17196365_sorted.bam" "SRR17196374_sorted.bam" "SRR17196378_sorted.bam" "SRR17196385_sorted.bam" "SRR17196380_sorted.bam" "SRR17196377_sorted.bam" "SRR17196383_sorted.bam" "SRR17196366_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196372_sorted.bam	SRR17196375_sorted.bam	SRR17196376_sorted.bam	SRR17196373_sorted.bam	SRR17196381_sorted.bam	SRR17196368_sorted.bam	SRR17196384_sorted.bam	SRR17196370_sorted.bam	SRR17196379_sorted.bam	SRR17196369_sorted.bam	SRR17196371_sorted.bam	SRR17196367_sorted.bam	SRR17196382_sorted.bam	SRR17196365_sorted.bam	SRR17196374_sorted.bam	SRR17196378_sorted.bam	SRR17196385_sorted.bam	SRR17196380_sorted.bam	SRR17196377_sorted.bam	SRR17196383_sorted.bam	SRR17196366_sorted.bam
gene-SAURSH1000_RS12005	NZ_CP059180.1	2432658	2432780	+	123	7	16	9	6	8	14	5	11	4	12	17	12	1	8	8	17	1	5	14	2	15
gene-SAURSH1000_RS12010	NZ_CP059180.1	2432784	2433578	-	795	39	43	22	23	13	32	9	35	10	34	30	29	6	28	48	52	2	12	34	7	40
gene-SAURSH1000_RS12020	NZ_CP059180.1	2434114	2434401	-	288	47	66	19	28	17	53	13	43	6	40	39	27	0	38	63	41	0	5	30	8	38
gene-SAURSH1000_RS12025	NZ_CP059180.1	2434404	2434730	-	327	46	62	19	22	18	63	10	49	15	42	59	29	3	34	68	45	4	11	34	13	30
gene-SAURSH1000_RS12035	NZ_CP059180.1	2436051	2436836	-	786	89	101	30	46	32	89	36	92	22	71	83	62	7	55	150	99	2	21	102	21	74
gene-SAURSH1000_RS12040	NZ_CP059180.1	2436948	2437724	-	777	61	75	18	31	34	67	19	60	16	63	62	49	9	48	92	91	2	13	78	12	42
gene-SAURSH1000_RS12045	NZ_CP059180.1	2438027	2440888	-	2862	414	467	191	362	152	558	138	441	109	262	640	293	40	280	897	510	20	79	491	63	274
gene-SAURSH1000_RS12050	NZ_CP059180.1	2440890	2441282	-	393	82	84	25	70	22	105	24	69	17	60	117	53	12	42	159	94	2	15	104	10	68
gene-SAURSH1000_RS12055	NZ_CP059180.1	2441399	2443207	+	1809	244	245	341	511	145	806	159	444	110	205	968	614	53	466	777	387	27	126	441	109	246
gene-SAURSH1000_RS12060	NZ_CP059180.1	2443491	2443757	+	267	45	36	25	39	17	76	17	45	8	67	86	37	3	46	77	34	3	26	51	8	50
gene-SAURSH1000_RS12065	NZ_CP059180.1	2443901	2444209	+	309	20	19	18	27	7	41	10	34	5	40	40	34	3	34	49	29	1	19	43	10	27
gene-SAURSH1000_RS12070	NZ_CP059180.1	2444317	2444550	-	234	18	21	7	9	4	34	1	13	4	13	23	13	1	11	40	15	0	5	18	4	15
gene-SAURSH1000_RS12075	NZ_CP059180.1	2444531	2445724	-	1194	19	22	16	34	10	52	13	33	6	44	32	22	0	25	55	27	0	9	41	6	40
gene-SAURSH1000_RS12080	NZ_CP059180.1	2446108	2450607	-	4500	721	903	219	266	222	764	239	510	198	747	416	459	59	634	1425	861	20	182	711	101	548
gene-SAURSH1000_RS12085	NZ_CP059180.1	2450912	2451268	-	357	59	77	30	70	14	137	15	63	21	61	132	63	6	50	186	38	1	16	54	6	53
gene-SAURSH1000_RS12090	NZ_CP059180.1	2451594	2452337	+	744	3	7	3	6	2	4	1	7	0	6	5	3	0	5	11	6	0	1	7	0	5
gene-SAURSH1000_RS12095	NZ_CP059180.1	2452548	2453414	-	867	227	353	204	312	80	399	93	232	110	227	526	305	47	189	459	399	25	61	271	47	282
gene-SAURSH1000_RS12100	NZ_CP059180.1	2453594	2456416	-	2823	271	407	46	62	55	97	63	72	25	124	89	127	19	81	78	164	10	43	50	27	127
gene-SAURSH1000_RS12105	NZ_CP059180.1	2457098	2460154	-	3057	68	115	38	53	34	63	56	106	47	30	47	136	23	60	87	105	14	30	89	24	85
gene-SAURSH1000_RS12110	NZ_CP059180.1	2460138	2460239	-	102	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAURSH1000_RS12115	NZ_CP059180.1	2460622	2461980	-	1359	70	97	230	379	286	303	430	1011	271	84	284	1339	150	330	411	422	55	334	1052	145	273
gene-SAURSH1000_RS12120	NZ_CP059180.1	2462097	2463650	-	1554	34	57	155	118	128	159	155	461	233	41	176	783	73	177	379	163	27	77	671	39	143
gene-SAURSH1000_RS12125	NZ_CP059180.1	2463674	2464354	-	681	21	30	113	77	52	85	60	176	154	11	130	375	33	93	201	62	33	17	370	20	76
gene-SAURSH1000_RS12130	NZ_CP059180.1	2464508	2465272	-	765	192	170	146	277	79	241	86	343	65	241	287	317	27	235	242	223	29	80	167	47	220
gene-SAURSH1000_RS12135	NZ_CP059180.1	2465437	2466129	-	693	127	114	71	192	37	178	43	221	55	140	223	208	19	134	158	114	10	33	95	19	172
gene-SAURSH1000_RS12140	NZ_CP059180.1	2466360	2466776	-	417	57	50	76	74	91	105	68	101	75	136	62	93	25	86	139	209	19	56	196	42	292
gene-SAURSH1000_RS12145	NZ_CP059180.1	2466915	2468738	-	1824	135	85	43	113	27	124	32	110	20	196	123	92	11	125	147	66	9	21	73	21	152
gene-SAURSH1000_RS12150	NZ_CP059180.1	2469216	2470493	-	1278	455	574	3671	4014	192	6233	259	5375	1494	443	6870	8030	543	5022	6180	597	348	721	2337	485	790
gene-SAURSH1000_RS12155	NZ_CP059180.1	2471040	2471651	+	612	286	199	138	267	89	441	77	289	44	347	375	295	26	333	361	230	17	84	225	79	475
gene-SAURSH1000_RS12160	NZ_CP059180.1	2471660	2471758	-	99	66	61	36	76	24	121	25	83	17	77	89	78	9	61	92	63	5	14	61	24	109
gene-SAURSH1000_RS12165	NZ_CP059180.1	2471748	2472911	-	1164	28	26	16	38	13	72	17	47	19	26	61	41	10	29	93	35	2	16	51	10	33
gene-SAURSH1000_RS12170	NZ_CP059180.1	2472904	2473362	-	459	12	5	5	9	6	10	2	11	2	9	15	11	2	10	28	11	3	4	13	0	4
gene-SAURSH1000_RS12175	NZ_CP059180.1	2473796	2474491	+	696	144	259	70	88	60	261	61	71	33	103	265	74	9	95	447	326	4	66	289	73	110
gene-SAURSH1000_RS12180	NZ_CP059180.1	2474493	2475263	+	771	140	200	58	69	86	254	68	82	35	112	252	51	19	103	493	329	7	71	314	79	102
gene-SAURSH1000_RS12185	NZ_CP059180.1	2475636	2477600	+	1965	96	78	842	1212	126	1511	217	1340	340	123	1754	1885	134	1106	1547	279	109	183	769	109	453
gene-SAURSH1000_RS12190	NZ_CP059180.1	2477944	2479023	+	1080	269	326	169	397	67	540	70	292	64	270	516	337	23	422	440	245	14	90	190	79	271
gene-SAURSH1000_RS12195	NZ_CP059180.1	2479128	2479721	-	594	29	27	13	44	16	31	14	27	8	33	42	29	5	25	31	30	5	10	23	5	43
gene-SAURSH1000_RS12200	NZ_CP059180.1	2479743	2480711	-	969	14	7	5	4	7	5	4	13	2	13	15	19	1	11	15	15	4	7	10	3	28
gene-SAURSH1000_RS12205	NZ_CP059180.1	2480789	2481223	-	435	49	83	38	87	32	124	30	46	33	49	116	63	13	42	85	83	10	23	69	22	64
gene-SAURSH1000_RS12210	NZ_CP059180.1	2481450	2481734	+	285	42	70	47	73	86	179	88	82	63	95	158	91	32	123	205	197	18	93	231	50	173
gene-SAURSH1000_RS12215	NZ_CP059180.1	2481905	2482711	+	807	104	107	48	79	30	76	33	68	17	112	78	64	10	92	62	73	8	21	36	22	128
gene-SAURSH1000_RS12220	NZ_CP059180.1	2482831	2483502	-	672	403	371	198	386	86	430	90	302	106	440	606	361	48	323	440	251	35	94	214	60	337
gene-SAURSH1000_RS12225	NZ_CP059180.1	2483772	2484764	+	993	1000	825	220	303	2561	684	2922	302	978	1867	680	309	709	395	2836	5811	320	2418	5486	1602	4279
gene-SAURSH1000_RS12230	NZ_CP059180.1	2485013	2485813	-	801	114	110	131	199	47	338	50	220	77	85	437	238	27	240	411	175	13	56	238	30	101
gene-SAURSH1000_RS12235	NZ_CP059180.1	2486134	2486769	+	636	24	21	7	11	5	16	3	16	3	24	15	5	1	14	29	19	0	0	19	2	13
gene-SAURSH1000_RS12240	NZ_CP059180.1	2486775	2487506	+	732	44	45	14	21	8	39	11	28	4	47	28	23	3	25	40	31	0	5	38	10	25
gene-SAURSH1000_RS12245	NZ_CP059180.1	2487666	2488286	-	621	546	434	199	528	111	658	147	576	89	751	652	496	43	426	523	372	33	121	342	80	717
gene-SAURSH1000_RS12250	NZ_CP059180.1	2488480	2488971	+	492	119	113	70	120	63	184	54	103	29	191	167	125	19	173	141	197	5	84	141	49	167
gene-SAURSH1000_RS12255	NZ_CP059180.1	2489409	2489579	-	171	27	35	18	36	9	59	13	19	8	41	46	19	7	38	38	50	5	7	21	7	38
gene-SAURSH1000_RS12260	NZ_CP059180.1	2489641	2489739	-	99	11	7	8	12	5	10	3	15	0	19	13	18	0	10	11	13	0	8	3	2	13
gene-SAURSH1000_RS12265	NZ_CP059180.1	2489758	2490657	-	900	462	459	239	314	61	334	112	435	144	420	452	526	67	338	401	192	45	66	179	31	292
gene-SAURSH1000_RS12270	NZ_CP059180.1	2490671	2491351	-	681	220	193	98	134	26	153	39	214	69	176	202	214	33	106	197	60	16	29	106	17	123
gene-SAURSH1000_RS12275	NZ_CP059180.1	2491354	2492397	-	1044	415	403	198	249	41	327	73	335	100	408	401	422	39	256	339	151	29	74	183	46	225
gene-SAURSH1000_RS12280	NZ_CP059180.1	2492948	2493151	+	204	38	91	65	149	60	128	58	108	49	23	185	76	42	91	191	103	11	63	152	65	45
gene-SAURSH1000_RS12285	NZ_CP059180.1	2493334	2494269	+	936	224	281	141	289	51	318	58	211	61	259	345	183	28	230	322	207	8	70	154	61	221
gene-SAURSH1000_RS12290	NZ_CP059180.1	2494351	2495319	-	969	407	411	347	522	180	626	160	493	196	639	787	609	109	479	543	506	45	193	392	96	544
gene-SAURSH1000_RS12295	NZ_CP059180.1	2495452	2495796	-	345	80	68	30	72	21	68	18	62	18	105	84	82	8	66	73	69	6	16	43	17	79
gene-SAURSH1000_RS12300	NZ_CP059180.1	2495838	2496248	-	411	64	60	34	77	14	53	15	62	18	134	91	77	6	49	67	58	3	21	35	19	94
gene-SAURSH1000_RS12305	NZ_CP059180.1	2496628	2498694	-	2067	702	1121	885	1982	1477	902	992	1703	616	686	1140	1325	369	795	1302	5671	243	585	1385	376	682
gene-SAURSH1000_RS12310	NZ_CP059180.1	2498995	2500734	-	1740	4397	5590	412	1096	694	716	559	1233	469	3907	777	947	227	596	706	1861	144	460	1253	295	4419
gene-SAURSH1000_RS12315	NZ_CP059180.1	2500781	2501470	-	690	1295	1523	83	238	159	167	130	301	131	976	150	231	54	131	197	425	28	100	266	84	1015
gene-SAURSH1000_RS12320	NZ_CP059180.1	2501463	2501858	-	396	425	644	8	28	20	8	22	38	5	200	5	7	0	11	13	117	2	10	9	8	73
gene-SAURSH1000_RS12325	NZ_CP059180.1	2502071	2502949	-	879	165	163	66	126	35	176	44	120	35	206	191	145	16	147	169	164	8	38	137	28	187
gene-SAURSH1000_RS12330	NZ_CP059180.1	2503116	2503334	+	219	9157	11366	12729	14827	8096	26017	10580	7696	9018	11088	26619	13875	10922	19421	22696	18841	9469	17973	19551	20998	14246
gene-SAURSH1000_RS12335	NZ_CP059180.1	2503724	2504155	+	432	445	460	178	376	78	510	127	247	32	470	444	277	19	273	265	241	18	109	113	131	261
gene-SAURSH1000_RS12340	NZ_CP059180.1	2504420	2504524	-	105	15	18	9	11	7	29	2	13	6	15	22	8	3	5	23	11	2	4	16	1	12
gene-SAURSH1000_RS12345	NZ_CP059180.1	2504687	2504821	-	135	13	20	12	15	5	20	3	17	5	10	25	13	3	14	37	11	1	5	25	7	17
gene-SAURSH1000_RS12350	NZ_CP059180.1	2504915	2505172	-	258	19	19	17	14	3	24	4	21	2	26	32	18	3	13	46	21	2	8	33	3	22
gene-SAURSH1000_RS12355	NZ_CP059180.1	2505751	2507028	-	1278	566	777	614	827	206	811	225	659	260	597	1118	874	123	726	811	775	65	195	456	105	801
gene-SAURSH1000_RS12360	NZ_CP059180.1	2507282	2508448	+	1167	1591	2290	2860	4243	741	6161	814	3417	1214	1599	6980	4316	518	3825	6068	2439	334	827	2740	645	1899
gene-SAURSH1000_RS12365	NZ_CP059180.1	2508618	2509139	-	522	230	184	89	186	64	186	73	127	45	312	230	159	26	173	214	189	18	39	144	31	470
gene-SAURSH1000_RS12370	NZ_CP059180.1	2509548	2511653	+	2106	389	208	112	194	1713	179	1747	236	466	1090	178	244	332	119	394	2302	146	1078	2238	435	2988
gene-SAURSH1000_RS12375	NZ_CP059180.1	2511722	2511892	-	171	8	15	9	15	7	22	5	14	8	12	19	21	0	21	21	28	2	0	15	1	11
gene-SAURSH1000_RS12380	NZ_CP059180.1	2511905	2513899	-	1995	41	67	56	117	24	106	15	97	29	56	110	108	7	82	94	83	12	13	85	13	79
gene-SAURSH1000_RS12385	NZ_CP059180.1	2513911	2514138	-	228	2	4	3	6	3	4	1	6	2	1	8	3	4	6	3	3	1	0	1	2	10
gene-SAURSH1000_RS12390	NZ_CP059180.1	2514354	2516843	-	2490	1342	1810	1632	3087	204	3525	187	2498	663	786	4336	2537	334	2632	3464	1256	205	361	1233	264	751
gene-SAURSH1000_RS12395	NZ_CP059180.1	2516988	2517536	+	549	108	148	55	95	29	181	22	85	27	101	203	88	2	87	223	127	5	26	137	28	66
gene-SAURSH1000_RS12400	NZ_CP059180.1	2517613	2517780	-	168	7	8	11	4	4	22	3	20	16	2	15	14	3	12	19	10	2	4	12	1	5
gene-SAURSH1000_RS12405	NZ_CP059180.1	2517892	2519436	-	1545	309	298	1826	2882	524	2548	798	4901	1502	352	2526	5415	838	2447	2136	800	376	1089	2675	531	705
gene-SAURSH1000_RS12410	NZ_CP059180.1	2519626	2520225	-	600	72	82	58	88	15	97	33	113	32	72	117	120	12	86	98	82	11	33	53	12	61
gene-SAURSH1000_RS12415	NZ_CP059180.1	2520464	2520655	+	192	16	17	24	19	8	46	9	14	13	12	46	22	24	38	47	11	19	15	25	16	17
gene-SAURSH1000_RS12420	NZ_CP059180.1	2520895	2523303	+	2409	398	427	290	374	134	540	144	293	141	620	578	332	102	467	495	505	58	186	347	90	424
gene-SAURSH1000_RS12425	NZ_CP059180.1	2523583	2523789	+	207	164	231	200	251	72	497	76	183	91	167	427	256	51	420	316	262	35	125	239	88	211
gene-SAURSH1000_RS12430	NZ_CP059180.1	2523879	2524877	-	999	53	59	57	51	39	82	45	80	35	60	98	77	21	65	114	108	14	36	105	15	261
gene-SAURSH1000_RS12435	NZ_CP059180.1	2524900	2526054	-	1155	46	42	45	78	21	66	26	69	31	49	66	73	20	47	94	94	8	21	81	12	262
gene-SAURSH1000_RS12440	NZ_CP059180.1	2526481	2527989	-	1509	103	57	86	227	215	199	146	312	81	126	179	320	43	139	160	402	30	144	563	62	243
gene-SAURSH1000_RS12445	NZ_CP059180.1	2528001	2528864	-	864	41	30	41	73	100	82	74	138	66	53	54	124	22	67	89	169	13	60	328	23	81
gene-SAURSH1000_RS12450	NZ_CP059180.1	2528901	2530028	-	1128	44	41	67	130	138	91	100	198	162	71	77	227	24	117	201	265	17	71	487	35	206
gene-SAURSH1000_RS12455	NZ_CP059180.1	2530034	2531527	-	1494	22	37	55	100	101	108	66	203	145	46	81	183	37	87	253	130	19	62	355	20	216
gene-SAURSH1000_RS12460	NZ_CP059180.1	2531520	2532008	-	489	7	6	20	15	13	30	5	41	15	5	15	23	4	19	53	15	2	4	54	3	52
gene-SAURSH1000_RS12465	NZ_CP059180.1	2532183	2532950	-	768	1107	484	110	248	49	373	109	278	30	2062	320	317	18	675	130	168	13	62	71	54	1122
gene-SAURSH1000_RS12470	NZ_CP059180.1	2533311	2535122	-	1812	2655	3032	1496	2901	794	4738	818	3047	545	2654	4321	2709	186	2728	4090	2529	126	657	2173	537	2152
gene-SAURSH1000_RS12475	NZ_CP059180.1	2535634	2536122	-	489	32	50	4	18	3	22	5	19	3	38	24	8	2	22	19	14	1	1	4	3	13
gene-SAURSH1000_RS12480	NZ_CP059180.1	2536398	2537099	-	702	12737	15594	6723	14809	1706	18442	2859	9312	1633	13720	19910	14525	896	17556	11199	7524	618	2787	3538	2567	8963
gene-SAURSH1000_RS12485	NZ_CP059180.1	2537707	2538762	-	1056	30	46	20	28	9	42	8	27	9	34	47	27	4	30	49	21	5	4	24	10	179
gene-SAURSH1000_RS12490	NZ_CP059180.1	2538889	2538987	-	99	1	4	4	2	2	1	3	1	3	6	6	6	2	1	4	4	5	4	3	1	1
gene-SAURSH1000_RS12495	NZ_CP059180.1	2539172	2539741	+	570	51	75	27	47	20	77	18	39	14	49	89	47	4	42	86	61	2	10	32	19	55
gene-SAURSH1000_RS12500	NZ_CP059180.1	2539939	2540439	+	501	41	51	25	34	12	46	10	26	8	48	33	31	10	40	28	38	2	17	23	9	39
gene-SAURSH1000_RS12505	NZ_CP059180.1	2540659	2540889	+	231	20	26	5	18	5	18	11	6	4	18	20	16	5	12	17	13	2	5	12	0	12
gene-SAURSH1000_RS12510	NZ_CP059180.1	2541039	2541416	-	378	36	41	30	40	13	57	11	45	18	37	65	39	2	43	53	42	1	6	38	11	36
gene-SAURSH1000_RS12515	NZ_CP059180.1	2541433	2542254	-	822	60	76	37	40	13	81	21	93	21	51	94	67	14	63	117	51	4	10	48	2	36
gene-SAURSH1000_RS12520	NZ_CP059180.1	2542274	2542573	-	300	15	19	11	13	6	19	4	20	4	14	20	21	2	15	24	11	0	3	10	2	10
gene-SAURSH1000_RS12525	NZ_CP059180.1	2542704	2543261	+	558	23	31	39	39	9	65	19	41	17	16	67	41	2	43	59	28	3	7	42	10	26
gene-SAURSH1000_RS12530	NZ_CP059180.1	2543254	2543958	+	705	25	52	43	50	13	73	17	57	25	39	80	45	7	60	63	42	2	16	38	8	36
gene-SAURSH1000_RS12535	NZ_CP059180.1	2544056	2545066	+	1011	105	116	103	180	113	239	100	255	122	134	218	242	44	168	238	239	30	83	248	46	158
gene-SAURSH1000_RS12540	NZ_CP059180.1	2545086	2545916	+	831	96	130	186	327	249	283	229	309	233	252	318	406	136	225	327	380	60	245	506	142	222
gene-SAURSH1000_RS12545	NZ_CP059180.1	2546063	2546953	-	891	40	42	9	29	5	22	6	22	12	36	34	20	7	32	39	33	2	17	12	4	27
gene-SAURSH1000_RS12555	NZ_CP059180.1	2548384	2549490	-	1107	25	36	8	21	7	13	2	5	1	28	21	8	1	17	13	17	0	3	16	1	11
gene-SAURSH1000_RS12560	NZ_CP059180.1	2549824	2550120	-	297	36	35	9	16	21	35	11	22	5	35	30	17	3	18	47	21	2	6	27	6	27
gene-SAURSH1000_RS12565	NZ_CP059180.1	2550108	2550476	-	369	39	76	11	35	24	46	19	40	12	56	66	33	4	34	51	53	3	12	36	6	38
gene-SAURSH1000_RS12570	NZ_CP059180.1	2550491	2550769	-	279	24	31	5	13	6	20	4	12	5	22	24	14	3	8	23	15	2	3	10	0	15
gene-SAURSH1000_RS12575	NZ_CP059180.1	2551111	2551977	-	867	50	57	41	62	157	67	73	84	78	130	76	70	32	48	122	162	15	70	247	40	198
gene-SAURSH1000_RS12580	NZ_CP059180.1	2552195	2553259	+	1065	1878	985	280	833	294	793	307	707	138	2206	1021	766	69	733	920	933	31	255	544	116	2012
gene-SAURSH1000_RS12585	NZ_CP059180.1	2553414	2553689	+	276	787	372	146	328	107	433	120	299	72	832	535	276	33	302	496	357	12	94	319	60	615
gene-SAURSH1000_RS12590	NZ_CP059180.1	2553875	2554597	-	723	236	249	122	188	45	370	69	174	52	234	387	137	21	186	373	229	19	59	190	59	207
gene-SAURSH1000_RS12595	NZ_CP059180.1	2554951	2555400	+	450	774	838	606	902	184	1234	173	665	236	781	1387	822	110	986	1018	628	65	247	570	188	1163
gene-SAURSH1000_RS12600	NZ_CP059180.1	2555481	2556068	-	588	101	89	33	93	21	139	22	76	17	113	123	91	8	64	127	62	1	26	59	17	79
gene-SAURSH1000_RS12605	NZ_CP059180.1	2556046	2556144	-	99	5	5	0	3	1	5	0	3	0	4	4	1	0	2	4	3	0	0	3	0	2
gene-SAURSH1000_RS12610	NZ_CP059180.1	2556201	2557883	+	1683	64	67	25	57	18	55	20	42	19	65	64	56	5	53	57	82	5	17	36	12	43
gene-SAURSH1000_RS12615	NZ_CP059180.1	2558012	2558395	-	384	430	471	192	336	116	483	114	364	99	321	521	302	45	295	492	444	27	83	278	72	172
gene-SAURSH1000_RS12620	NZ_CP059180.1	2558397	2559248	-	852	650	812	286	439	186	555	209	545	156	506	735	451	91	402	649	723	47	138	385	81	329
gene-SAURSH1000_RS12625	NZ_CP059180.1	2559241	2560059	-	819	528	750	279	433	182	538	180	499	161	469	725	483	74	381	601	709	52	143	349	62	363
gene-SAURSH1000_RS12630	NZ_CP059180.1	2560132	2560992	+	861	235	294	125	207	62	314	62	166	66	275	344	193	31	237	265	286	16	79	141	54	299
gene-SAURSH1000_RS12635	NZ_CP059180.1	2561078	2561782	-	705	193	255	110	222	133	218	105	156	68	190	302	164	46	189	281	281	20	86	192	48	248
gene-SAURSH1000_RS12640	NZ_CP059180.1	2562060	2563019	-	960	304	350	294	371	873	604	1155	299	235	433	732	348	147	316	714	1313	85	679	838	438	906
gene-SAURSH1000_RS12645	NZ_CP059180.1	2563706	2565154	+	1449	166	144	90	163	31	184	38	149	48	268	168	141	26	171	200	192	14	45	140	46	1074
gene-SAURSH1000_RS12650	NZ_CP059180.1	2565235	2566572	-	1338	16	17	12	17	3	16	8	14	16	27	18	30	11	8	19	19	3	6	23	5	254
gene-SAURSH1000_RS12655	NZ_CP059180.1	2566830	2567246	+	417	1	2	1	11	8	10	1	6	6	8	5	8	4	5	13	10	5	2	31	4	27
gene-SAURSH1000_RS12660	NZ_CP059180.1	2567369	2568259	+	891	4090	3539	2478	4408	1389	7117	1318	3446	1398	5615	7109	3939	744	4280	6930	4215	411	1438	4748	873	8774
gene-SAURSH1000_RS12665	NZ_CP059180.1	2568452	2569948	-	1497	10731	14377	9606	11685	4586	14955	4258	10310	6127	9765	19238	12253	2674	13224	15489	18546	1362	4990	9917	2758	12074
gene-SAURSH1000_RS12670	NZ_CP059180.1	2570244	2570573	+	330	50	49	14	47	11	59	11	40	11	51	63	36	8	54	65	43	3	26	51	13	48
gene-SAURSH1000_RS12675	NZ_CP059180.1	2570633	2572231	-	1599	838	821	554	906	400	942	378	1039	510	1169	1210	994	198	894	1049	1209	92	302	959	163	1598
gene-SAURSH1000_RS12680	NZ_CP059180.1	2572425	2572868	-	444	54	58	42	48	47	74	30	89	45	66	65	64	27	56	134	77	10	41	136	21	80
gene-SAURSH1000_RS12685	NZ_CP059180.1	2573149	2573361	-	213	78	116	46	163	33	280	27	101	40	141	262	134	6	162	236	99	7	46	171	34	128
gene-SAURSH1000_RS12690	NZ_CP059180.1	2573639	2575348	-	1710	53	108	40	69	16	121	23	49	28	98	158	76	11	99	137	57	6	20	49	11	42
gene-SAURSH1000_RS12695	NZ_CP059180.1	2575609	2577099	-	1491	42	71	43	58	14	117	18	56	25	65	153	56	12	100	113	55	3	21	48	16	57
gene-SAURSH1000_RS12700	NZ_CP059180.1	2577168	2577263	+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAURSH1000_RS12705	NZ_CP059180.1	2577352	2577915	+	564	169	260	122	243	78	328	68	170	71	203	369	156	25	208	310	223	24	65	170	68	134
gene-SAURSH1000_RS12710	NZ_CP059180.1	2578103	2578789	-	687	33	36	35	47	16	76	18	75	29	36	49	65	3	49	84	57	5	8	43	10	47
gene-SAURSH1000_RS12715	NZ_CP059180.1	2579053	2580675	-	1623	178	230	205	348	51	611	49	295	80	202	556	309	36	393	502	135	27	66	189	60	192
gene-SAURSH1000_RS12720	NZ_CP059180.1	2580807	2580968	+	162	1	3	0	3	0	0	0	2	0	0	0	1	0	1	1	1	0	0	0	0	1
gene-SAURSH1000_RS12725	NZ_CP059180.1	2580984	2581094	-	111	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
gene-SAURSH1000_RS12730	NZ_CP059180.1	2581194	2581730	-	537	26	33	11	32	83	37	70	26	13	49	35	17	9	21	36	313	4	38	61	26	147
gene-SAURSH1000_RS12735	NZ_CP059180.1	2581727	2583577	-	1851	78	89	27	66	209	74	132	55	26	98	79	74	15	68	73	723	9	75	145	40	425
gene-SAURSH1000_RS12740	NZ_CP059180.1	2583824	2585194	-	1371	36	62	20	30	8	52	11	35	7	33	44	41	2	42	41	46	5	13	36	12	26
gene-SAURSH1000_RS12745	NZ_CP059180.1	2585516	2585611	-	96	69	98	30	22	11	32	18	46	12	32	46	31	5	35	41	54	7	13	22	15	31
gene-SAURSH1000_RS12750	NZ_CP059180.1	2585687	2586292	-	606	268	360	89	113	60	109	73	128	29	136	165	95	17	121	102	204	13	32	76	20	134
gene-SAURSH1000_RS12755	NZ_CP059180.1	2586355	2588235	-	1881	437	526	115	215	81	205	110	189	57	268	265	194	30	122	247	278	14	50	148	26	190
gene-SAURSH1000_RS12760	NZ_CP059180.1	2588430	2588522	+	93	3	2	1	0	0	2	0	1	0	0	1	2	0	2	6	3	0	0	1	1	3
gene-SAURSH1000_RS12765	NZ_CP059180.1	2588630	2589127	-	498	56	70	54	101	18	117	17	86	25	45	134	86	6	58	142	67	3	12	66	16	63
gene-SAURSH1000_RS12770	NZ_CP059180.1	2589137	2589397	-	261	25	33	26	50	9	58	11	40	12	17	71	37	1	28	64	33	1	8	26	0	43
gene-SAURSH1000_RS12775	NZ_CP059180.1	2589779	2589892	-	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2
gene-SAURSH1000_RS12780	NZ_CP059180.1	2590551	2592551	-	2001	137	178	80	132	66	180	60	96	34	114	192	112	19	118	193	198	14	47	138	41	133
gene-SAURSH1000_RS12785	NZ_CP059180.1	2592548	2593303	-	756	54	54	19	35	12	42	19	25	13	29	57	22	4	34	37	54	4	4	27	7	49
gene-SAURSH1000_RS12790	NZ_CP059180.1	2593411	2594298	-	888	136	171	106	252	54	343	59	259	56	180	319	208	27	169	374	160	14	37	216	34	222
gene-SAURSH1000_RS12795	NZ_CP059180.1	2594309	2594974	-	666	162	216	119	285	55	332	74	319	83	194	385	260	21	192	442	203	14	51	248	38	269
gene-SAURSH1000_RS12800	NZ_CP059180.1	2595000	2595200	-	201	45	59	49	75	21	91	22	97	22	54	114	80	9	71	119	70	5	20	84	6	89
gene-SAURSH1000_RS12805	NZ_CP059180.1	2595398	2596822	+	1425	20	8	17	31	7	17	8	24	20	10	24	19	13	27	27	9	16	9	23	8	15
gene-SAURSH1000_RS13305	NZ_CP059180.1	2596882	2596983	-	102	302	487	291	448	143	963	134	261	162	258	933	430	106	576	903	592	48	271	585	156	403
gene-SAURSH1000_RS12815	NZ_CP059180.1	2597105	2597560	-	456	197	232	111	216	70	322	87	192	45	181	364	206	27	185	372	238	18	52	208	43	158
