# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17374249_sorted.bam" "SRR17374246_sorted.bam" "SRR17374247_sorted.bam" "SRR17374244_sorted.bam" "SRR17374248_sorted.bam" "SRR17374245_sorted.bam" "SRR17374241_sorted.bam" "SRR17374243_sorted.bam" "SRR17374242_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17374249_sorted.bam	SRR17374246_sorted.bam	SRR17374247_sorted.bam	SRR17374244_sorted.bam	SRR17374248_sorted.bam	SRR17374245_sorted.bam	SRR17374241_sorted.bam	SRR17374243_sorted.bam	SRR17374242_sorted.bam
gene-LUU82_11580	CP089586.1	2344482	2346560	-	2079	5014	7257	6819	8024	7085	8861	8948	7916	11138
gene-LUU82_11585	CP089586.1	2346698	2348107	-	1410	785	830	972	801	1044	982	745	772	987
gene-LUU82_11590	CP089586.1	2348393	2349199	+	807	352	393	365	443	406	532	470	413	573
gene-LUU82_11595	CP089586.1	2349262	2349918	-	657	1522	2147	1878	2555	2061	2573	2268	2298	2688
gene-LUU82_11600	CP089586.1	2350031	2350504	+	474	454	351	704	671	720	523	512	473	474
gene-LUU82_11605	CP089586.1	2350627	2351838	-	1212	4261	5580	5251	6502	6118	6986	6865	6652	7946
gene-LUU82_11610	CP089586.1	2352020	2352679	-	660	2568	3077	3391	2957	3648	3482	3293	2821	4328
gene-LUU82_11615	CP089586.1	2352739	2353881	-	1143	2325	2810	3125	2583	3487	3508	2902	2525	4071
gene-LUU82_11620	CP089586.1	2354139	2354525	+	387	542	505	729	726	780	658	753	657	821
gene-LUU82_11625	CP089586.1	2354659	2354766	+	108	534	585	728	875	852	802	1040	1012	920
gene-LUU82_11630	CP089586.1	2355470	2357233	+	1764	150	199	266	316	200	260	249	199	239
gene-LUU82_11635	CP089586.1	2357258	2358991	+	1734	244	418	441	513	424	501	479	384	470
gene-LUU82_11640	CP089586.1	2359258	2359389	+	132	14	13	18	24	15	18	13	5	9
gene-LUU82_11645	CP089586.1	2359444	2360130	+	687	59	99	96	118	102	125	104	97	130
gene-LUU82_11650	CP089586.1	2360108	2361466	+	1359	227	315	279	254	269	324	249	244	406
gene-LUU82_11655	CP089586.1	2361468	2362475	+	1008	256	374	343	363	345	423	373	310	508
gene-LUU82_11660	CP089586.1	2362453	2363568	+	1116	284	380	353	383	375	379	370	336	442
gene-LUU82_11665	CP089586.1	2363579	2364271	+	693	277	340	355	420	352	392	399	326	465
gene-LUU82_11670	CP089586.1	2364282	2364749	+	468	126	176	160	246	176	226	189	185	222
gene-LUU82_11675	CP089586.1	2364801	2365778	-	978	172	262	236	271	274	357	334	319	456
gene-LUU82_11680	CP089586.1	2365780	2366727	-	948	134	207	158	215	214	258	258	262	346
gene-LUU82_11685	CP089586.1	2367294	2368223	-	930	115	177	169	170	183	186	144	165	255
gene-LUU82_11690	CP089586.1	2368759	2370069	-	1311	16302	20194	10401	18301	28086	30625	26011	34262	48021
gene-LUU82_11695	CP089586.1	2370164	2370268	+	105	62	62	76	108	74	88	103	60	76
gene-LUU82_11700	CP089586.1	2370890	2371756	+	867	538	679	687	913	792	879	937	769	1071
gene-LUU82_11705	CP089586.1	2372083	2372769	+	687	887	1489	1149	1486	1428	1649	1680	1301	1945
gene-LUU82_11710	CP089586.1	2372923	2373027	-	105	516	466	523	690	872	526	532	601	572
gene-LUU82_11715	CP089586.1	2373202	2374641	+	1440	5461	6229	7443	6494	6803	7654	7590	7591	10610
gene-LUU82_11720	CP089586.1	2374762	2375541	+	780	17713	30485	22054	35139	26071	38223	35643	32246	44150
gene-LUU82_11725	CP089586.1	2375522	2376241	+	720	20337	35549	25339	38562	29093	44632	41696	36973	53219
gene-LUU82_11730	CP089586.1	2376238	2376969	+	732	16961	29994	21929	32875	26522	38993	35958	32902	45721
gene-LUU82_11735	CP089586.1	2377066	2378316	-	1251	959	1451	1066	1390	1485	1580	1762	1873	2261
gene-LUU82_11740	CP089586.1	2378571	2378933	+	363	1224	1535	1634	2264	1834	1865	1982	1720	2207
gene-LUU82_11745	CP089586.1	2378952	2379551	+	600	1863	2222	2342	2987	2552	2776	2866	2469	3372
gene-LUU82_11750	CP089586.1	2379579	2379659	+	81	96	102	122	281	179	184	161	155	164
gene-LUU82_11755	CP089586.1	2379824	2380075	+	252	673	854	935	1036	1000	1166	1112	899	1405
gene-LUU82_11760	CP089586.1	2380075	2380341	+	267	705	910	983	1270	1126	1254	1232	995	1398
gene-LUU82_11765	CP089586.1	2380376	2380447	+	72	12	15	15	35	25	12	20	26	17
gene-LUU82_11770	CP089586.1	2380635	2382185	+	1551	3680	3556	4138	3967	6146	4120	3429	3510	4245
gene-LUU82_11775	CP089586.1	2382371	2382838	+	468	608	914	822	1066	996	979	1007	948	1304
gene-LUU82_11780	CP089586.1	2382925	2383107	+	183	356	477	446	665	639	464	459	417	495
gene-LUU82_11785	CP089586.1	2383324	2384148	+	825	2954	4090	3829	4884	4624	3957	4324	3642	4549
gene-LUU82_11790	CP089586.1	2384382	2384918	+	537	331	513	423	550	472	549	535	465	682
gene-LUU82_11795	CP089586.1	2385147	2385878	+	732	130	566	168	130	202	163	121	140	203
gene-LUU82_11800	CP089586.1	2385944	2388349	+	2406	601	7715	941	648	1156	780	659	636	856
gene-LUU82_11805	CP089586.1	2388353	2388667	+	315	240	3654	352	241	422	293	241	239	272
gene-LUU82_11810	CP089586.1	2388658	2389635	+	978	560	8204	837	590	970	642	597	522	687
gene-LUU82_11815	CP089586.1	2389944	2393633	+	3690	1026	19622	1487	800	2144	1115	917	991	1361
gene-LUU82_11820	CP089586.1	2393623	2395182	+	1560	661	17000	975	554	1295	751	568	624	817
gene-LUU82_11825	CP089586.1	2395175	2395750	+	576	281	6902	405	245	578	264	222	253	355
gene-LUU82_11830	CP089586.1	2395743	2396420	+	678	588	7955	883	864	1168	876	880	770	999
gene-LUU82_11835	CP089586.1	2396440	2396892	+	453	898	7360	1272	1424	1622	1389	1403	1122	1659
gene-LUU82_11840	CP089586.1	2396916	2397950	+	1035	1671	12538	2383	2562	2716	2661	2599	2087	3146
gene-LUU82_11845	CP089586.1	2397973	2398626	+	654	905	6315	1273	1526	1501	1432	1382	1299	1701
gene-LUU82_11850	CP089586.1	2399054	2400223	+	1170	1127	20165	1691	1283	2374	1339	1250	1549	1472
gene-LUU82_11855	CP089586.1	2400330	2400758	-	429	963	1766	1234	1550	1473	1578	1542	1315	1777
gene-LUU82_11860	CP089586.1	2400974	2401420	-	447	3323	5228	4403	7051	4889	6039	7216	6512	7741
gene-LUU82_11865	CP089586.1	2401818	2402183	+	366	1598	2244	1859	2143	2129	1927	1782	1772	2187
gene-LUU82_11870	CP089586.1	2402365	2403642	+	1278	11391	14038	13073	17017	16352	15163	16708	16777	18037
gene-LUU82_11875	CP089586.1	2403899	2404255	-	357	1924	1949	2304	2608	3136	1909	1629	1279	1758
gene-LUU82_11880	CP089586.1	2404520	2404942	-	423	2338	2606	3802	3739	3203	3182	3866	3149	4030
gene-LUU82_11885	CP089586.1	2405013	2407118	-	2106	1406	1737	2003	2296	2157	2345	2184	2062	2516
gene-LUU82_11890	CP089586.1	2408606	2408989	-	384	119	233	168	261	228	219	214	208	200
gene-LUU82_11895	CP089586.1	2409172	2410614	+	1443	1479	2286	1887	2133	2161	2311	2126	1849	2465
gene-LUU82_11900	CP089586.1	2410700	2411644	-	945	2700	3379	3358	4262	4021	4011	4033	3647	4446
gene-LUU82_11905	CP089586.1	2411690	2412313	-	624	2259	3021	2958	3431	3438	3554	3595	3106	4424
gene-LUU82_11910	CP089586.1	2412474	2413751	+	1278	581	627	796	837	891	810	777	786	890
gene-LUU82_11915	CP089586.1	2413958	2414389	+	432	1093	1607	1510	2058	1917	1556	1554	1340	1652
gene-LUU82_11920	CP089586.1	2414494	2414610	+	117	63	129	76	148	94	157	89	81	119
gene-LUU82_11925	CP089586.1	2414621	2415655	+	1035	874	1573	1239	2252	1428	2023	1409	1250	1481
gene-LUU82_11930	CP089586.1	2415691	2416092	+	402	688	1187	914	1397	972	1455	1087	888	1170
gene-LUU82_11935	CP089586.1	2416138	2417142	-	1005	2679	3963	3629	4734	4011	4548	3932	3440	4579
gene-LUU82_11940	CP089586.1	2417333	2417848	+	516	436	784	640	1137	677	912	940	738	942
gene-LUU82_11945	CP089586.1	2418162	2418782	+	621	3320	4996	5002	5959	4663	5674	6710	5200	7616
gene-LUU82_11950	CP089586.1	2418936	2420609	-	1674	2026	2872	2792	3273	2994	3438	3324	2791	4174
gene-LUU82_11955	CP089586.1	2420926	2422524	+	1599	4601	34393	8431	7066	8522	7406	6189	5616	7244
gene-LUU82_11960	CP089586.1	2422905	2424383	+	1479	1839	3258	2499	3367	3063	3480	3482	2973	3930
gene-LUU82_11965	CP089586.1	2424449	2424904	-	456	270	349	319	359	412	398	379	321	495
gene-LUU82_11970	CP089586.1	2424901	2425344	-	444	252	301	315	299	355	350	329	311	412
gene-LUU82_11975	CP089586.1	2425507	2426880	-	1374	1176	1669	1458	1881	1665	2039	1933	1723	2283
gene-LUU82_11980	CP089586.1	2426873	2427547	-	675	460	629	628	799	700	876	749	712	856
gene-LUU82_11985	CP089586.1	2427683	2428738	+	1056	132	156	194	194	194	205	163	164	239
gene-LUU82_11990	CP089586.1	2428738	2429403	+	666	210	177	228	256	261	235	236	195	280
gene-LUU82_11995	CP089586.1	2429634	2430602	-	969	5110	4848	5654	6071	6924	6325	6069	6259	7714
gene-LUU82_12000	CP089586.1	2430797	2431252	+	456	4747	4707	4942	6328	6991	6472	6036	6640	7268
gene-LUU82_12005	CP089586.1	2431492	2432874	+	1383	3853	3619	5096	5186	5776	5018	4888	4636	5561
gene-LUU82_12010	CP089586.1	2432905	2433033	+	129	80	55	80	100	94	63	64	75	81
gene-LUU82_12015	CP089586.1	2433143	2434351	+	1209	1337	1646	1655	2018	2040	2029	1800	1851	2300
gene-LUU82_12020	CP089586.1	2434581	2435132	-	552	1467	2047	1880	2759	2209	2607	2399	2033	2749
gene-LUU82_12025	CP089586.1	2435253	2435900	+	648	7589	8500	8198	11570	10627	12115	11404	10537	12412
gene-LUU82_12030	CP089586.1	2435913	2437844	+	1932	15229	16173	16739	23130	21451	24131	22885	20977	25671
gene-LUU82_12035	CP089586.1	2438090	2438728	-	639	2599	3371	3238	4162	3831	4157	4147	3653	4852
gene-LUU82_12040	CP089586.1	2438936	2439856	+	921	2974	4228	4045	5013	4381	5403	4978	4395	6220
gene-LUU82_12045	CP089586.1	2439964	2440383	-	420	947	1455	1249	1625	1298	1679	1496	1273	1888
gene-LUU82_12050	CP089586.1	2440380	2440871	-	492	853	1195	1045	1303	1138	1395	1301	1087	1569
gene-LUU82_12055	CP089586.1	2440968	2441915	+	948	1941	2447	2446	2796	2787	3066	2907	2530	3750
gene-LUU82_12060	CP089586.1	2441946	2442995	+	1050	3536	4516	4563	5215	5138	5516	5329	4549	6555
gene-LUU82_12065	CP089586.1	2443043	2444251	-	1209	5051	5078	5469	5928	7931	6496	5783	6049	7168
gene-LUU82_12070	CP089586.1	2444588	2445196	-	609	314	419	396	444	470	499	508	396	566
gene-LUU82_12075	CP089586.1	2445595	2446242	+	648	625	968	816	1134	973	1030	1075	1062	1352
gene-LUU82_12080	CP089586.1	2446473	2447372	+	900	1053	1761	1238	1881	1454	2189	2340	2073	2856
gene-LUU82_12085	CP089586.1	2447365	2448597	+	1233	1723	2839	2168	3148	2585	3386	3993	3396	4747
gene-LUU82_12090	CP089586.1	2448581	2448766	+	186	333	390	426	571	514	509	452	376	519
gene-LUU82_12095	CP089586.1	2448815	2449141	+	327	1321	1409	1684	2328	2044	1868	1885	1657	2079
gene-LUU82_12100	CP089586.1	2449171	2450190	+	1020	2570	3137	3486	4318	4116	3945	4079	3470	4705
gene-LUU82_12105	CP089586.1	2450426	2451079	-	654	1155	1497	1405	1875	1667	1908	1742	1535	2054
gene-LUU82_12110	CP089586.1	2451253	2451939	+	687	1117	1445	1743	2207	2087	2009	1866	1668	2126
gene-LUU82_12115	CP089586.1	2452005	2453264	-	1260	10072	11887	12601	15239	15390	15321	14544	13415	16958
gene-LUU82_12120	CP089586.1	2453554	2454489	+	936	1556	1903	2587	3055	2444	2661	2947	2351	3370
gene-LUU82_12125	CP089586.1	2454745	2455164	-	420	89	114	154	164	144	149	133	117	169
gene-LUU82_12130	CP089586.1	2455646	2456530	-	885	209	228	246	354	308	366	342	270	426
gene-LUU82_12135	CP089586.1	2456690	2458351	+	1662	135	181	192	205	208	229	192	163	244
gene-LUU82_12140	CP089586.1	2458351	2459589	+	1239	248	308	341	336	378	364	341	306	457
gene-LUU82_12145	CP089586.1	2459866	2460987	+	1122	216	414	359	481	368	529	588	468	690
gene-LUU82_12150	CP089586.1	2461098	2461979	+	882	1073	1310	2011	1980	1775	1561	2252	1610	2186
gene-LUU82_12155	CP089586.1	2462466	2463035	+	570	265	390	385	540	424	553	510	407	604
gene-LUU82_12160	CP089586.1	2463260	2464573	+	1314	4140	5131	5739	7400	6293	7357	6984	5737	8474
gene-LUU82_12165	CP089586.1	2464740	2465246	+	507	2936	4389	4044	6059	4942	5583	5256	4850	5828
gene-LUU82_12170	CP089586.1	2465304	2466068	-	765	677	999	898	1239	1172	1210	1200	1178	1303
gene-LUU82_12175	CP089586.1	2466398	2468002	+	1605	915	1171	1228	1356	1356	1378	1427	1270	1607
gene-LUU82_12180	CP089586.1	2468068	2468598	-	531	1473	1344	1992	1925	2545	1830	1639	1579	1817
gene-LUU82_12185	CP089586.1	2468866	2469783	+	918	369	386	462	456	478	484	513	448	669
gene-LUU82_12190	CP089586.1	2469858	2470493	+	636	1246	1816	1704	2026	1765	2026	2018	1701	2413
gene-LUU82_12195	CP089586.1	2470504	2470695	+	192	553	703	683	928	816	882	860	778	980
gene-LUU82_12200	CP089586.1	2470791	2470976	-	186	1243	1631	1441	1901	1801	1892	1789	1825	2042
gene-LUU82_12205	CP089586.1	2470973	2471329	-	357	1444	1838	1653	2242	2153	2202	2061	2081	2363
gene-LUU82_12210	CP089586.1	2471609	2472988	+	1380	4204	5949	5599	8262	6975	7147	7902	7377	8404
gene-LUU82_12215	CP089586.1	2473375	2474247	-	873	2795	3648	3786	5035	4108	4744	4837	4253	5894
gene-LUU82_12220	CP089586.1	2474703	2475020	-	318	137	191	172	211	205	201	187	181	241
gene-LUU82_12225	CP089586.1	2475069	2475806	+	738	4462	6315	5381	7569	6588	7170	6640	6211	7652
gene-LUU82_12235	CP089586.1	2476453	2477145	-	693	1059	1426	1369	1676	1547	1668	2123	1611	2227
gene-LUU82_12240	CP089586.1	2477530	2478327	+	798	700	989	1066	1349	1141	1178	1308	1073	1450
gene-LUU82_12245	CP089586.1	2478460	2479407	+	948	2000	2400	2861	3293	3111	2979	3330	2881	3520
gene-LUU82_12250	CP089586.1	2480013	2482967	+	2955	11609	14396	15442	14205	16193	16707	22971	20423	29934
gene-LUU82_12255	CP089586.1	2482967	2483440	+	474	2348	2799	3177	3059	3447	3406	4685	4276	5617
gene-LUU82_12260	CP089586.1	2483668	2483901	+	234	1862	2491	2554	4252	3119	3116	3071	2728	2900
gene-LUU82_12265	CP089586.1	2483923	2484699	+	777	6032	7810	7977	12313	9901	10433	9903	9746	9994
gene-LUU82_12270	CP089586.1	2485010	2486134	+	1125	3509	4704	4527	6156	5531	6002	5992	5351	7098
gene-LUU82_12275	CP089586.1	2486215	2487168	-	954	2268	3545	2892	3796	3196	3990	3985	3375	4772
gene-LUU82_12280	CP089586.1	2487530	2488030	-	501	4388	5235	5817	7450	7183	6689	7405	6389	8519
gene-LUU82_12285	CP089586.1	2488267	2488689	-	423	747	1321	1150	1694	1300	1526	1735	1376	2000
gene-LUU82_12290	CP089586.1	2488937	2490019	+	1083	6672	8101	9110	10751	9301	11289	11784	10126	14904
gene-LUU82_12295	CP089586.1	2490114	2491514	+	1401	5710	6858	7860	9239	8032	9473	10327	9219	12786
gene-LUU82_12300	CP089586.1	2491688	2491930	+	243	1959	1982	2877	4832	3919	2836	3435	3812	3073
gene-LUU82_12305	CP089586.1	2491948	2492757	-	810	57867	54076	69779	81291	97597	82859	65875	60163	76041
gene-LUU82_12310	CP089586.1	2493367	2495322	+	1956	983	1507	1162	1837	1567	2164	2232	2178	2687
gene-LUU82_12315	CP089586.1	2495348	2496091	+	744	744	1069	908	1441	1137	1308	1346	1292	1571
gene-LUU82_12320	CP089586.1	2496155	2496481	+	327	1216	1611	1508	2368	1982	1976	1965	1996	2103
gene-LUU82_12325	CP089586.1	2496909	2497256	+	348	2727	4012	3638	6566	4765	4892	6246	5847	6519
gene-LUU82_12330	CP089586.1	2497445	2498281	-	837	543	796	764	976	806	978	1043	935	1201
gene-LUU82_12335	CP089586.1	2498281	2498895	-	615	440	618	593	714	641	741	794	619	880
gene-LUU82_12340	CP089586.1	2498908	2499597	-	690	257	392	364	452	388	501	501	459	604
gene-LUU82_12345	CP089586.1	2499590	2500042	-	453	178	308	228	287	257	302	366	305	441
gene-LUU82_12350	CP089586.1	2500055	2501770	-	1716	393	603	475	530	478	676	710	544	919
gene-LUU82_12355	CP089586.1	2501767	2502177	-	411	77	155	92	122	105	150	173	142	204
gene-LUU82_12360	CP089586.1	2502191	2502493	-	303	33	49	24	65	64	57	90	65	87
gene-LUU82_12365	CP089586.1	2502753	2503658	+	906	109	147	130	206	146	179	202	160	201
gene-LUU82_12370	CP089586.1	2503875	2505029	+	1155	886	1739	1232	2138	1528	2064	1893	1504	2321
gene-LUU82_12375	CP089586.1	2505243	2506151	+	909	12168	19927	18033	40706	18188	31745	23535	23081	22832
gene-LUU82_12380	CP089586.1	2506550	2507491	+	942	699	983	895	1069	955	1223	1089	954	1437
gene-LUU82_12385	CP089586.1	2507612	2508166	+	555	1869	2034	2121	2492	2453	2702	2291	2114	2720
gene-LUU82_12390	CP089586.1	2508243	2509013	+	771	2360	2604	2834	3214	3185	3561	3009	2935	3742
gene-LUU82_12395	CP089586.1	2509185	2509982	-	798	1276	2227	1672	2867	1973	2726	2676	2461	3020
gene-LUU82_12400	CP089586.1	2510272	2511054	+	783	2379	4184	3051	4108	3553	4155	4209	3654	5293
gene-LUU82_12405	CP089586.1	2511068	2511739	+	672	1890	2990	2505	3393	2846	3419	3341	2960	4172
gene-LUU82_12410	CP089586.1	2511740	2512345	+	606	1497	2249	2006	2544	2198	2690	2699	2423	3265
gene-LUU82_12415	CP089586.1	2512515	2513519	+	1005	2780	3962	3463	3466	3595	4487	4041	3387	5723
gene-LUU82_12420	CP089586.1	2513550	2514056	+	507	1744	2381	2021	2172	2285	2684	2387	2217	3409
gene-LUU82_12425	CP089586.1	2514058	2514552	-	495	2802	3931	3469	4230	4060	4573	4327	3774	6141
gene-LUU82_12430	CP089586.1	2514615	2515874	+	1260	2597	3812	3492	3593	3630	4494	4112	3478	5817
gene-LUU82_12435	CP089586.1	2515871	2516356	+	486	1636	2485	2233	2308	2262	2740	2449	2211	3627
gene-LUU82_12440	CP089586.1	2516370	2516816	+	447	1969	2949	2590	2941	2721	3216	3036	2683	4160
gene-LUU82_12445	CP089586.1	2516822	2517055	+	234	1473	2286	1978	2243	2018	2515	2367	2031	3048
gene-LUU82_12450	CP089586.1	2517062	2517661	+	600	2709	3895	3419	4143	3561	4468	4205	3772	5281
gene-LUU82_12455	CP089586.1	2517681	2518703	+	1023	3334	4803	4171	4979	4582	5491	5184	4649	6557
gene-LUU82_12460	CP089586.1	2519027	2519212	-	186	566	614	636	595	591	759	715	627	974
gene-LUU82_12465	CP089586.1	2519338	2519688	+	351	472	706	621	1229	820	973	994	1104	1041
gene-LUU82_12470	CP089586.1	2519790	2521001	-	1212	980	1070	1156	1275	1458	1466	1284	1183	1644
gene-LUU82_12475	CP089586.1	2520994	2521434	-	441	316	346	379	389	450	449	407	397	495
gene-LUU82_12480	CP089586.1	2521596	2522360	+	765	861	1219	1196	1676	1229	1452	1448	1259	1784
gene-LUU82_12485	CP089586.1	2522352	2522603	-	252	634	997	900	1252	937	1198	1094	975	1488
gene-LUU82_12490	CP089586.1	2522992	2524257	+	1266	5249	8271	7217	9705	7295	9347	8939	7567	10872
gene-LUU82_12495	CP089586.1	2524373	2527540	+	3168	8101	13854	11058	14380	10673	15885	16372	14585	20515
gene-LUU82_12500	CP089586.1	2527727	2528044	-	318	1544	2114	2028	3248	2462	2451	2495	2359	2662
gene-LUU82_12505	CP089586.1	2528289	2528453	-	165	2344	2924	2705	3222	3161	3491	3266	2745	4017
gene-LUU82_12510	CP089586.1	2528586	2529494	+	909	1136	1554	1568	1798	1513	1961	1869	1598	2238
gene-LUU82_12515	CP089586.1	2529901	2530032	+	132	1920	3477	2507	4004	2515	4069	4004	3424	5285
gene-LUU82_12520	CP089586.1	2530149	2531012	-	864	6481	11999	8586	14893	9106	14519	14581	12856	17935
gene-LUU82_12525	CP089586.1	2531193	2532080	-	888	1232	1801	1627	2091	1910	2264	1861	1694	2367
gene-LUU82_12530	CP089586.1	2532146	2532229	+	84	194	326	239	328	279	317	232	259	288
gene-LUU82_12535	CP089586.1	2532255	2534390	+	2136	3128	4489	3825	4379	3907	5006	4354	4211	5789
gene-LUU82_12540	CP089586.1	2534503	2535837	+	1335	29202	38198	41393	50907	47487	46009	42598	37917	45150
gene-LUU82_12545	CP089586.1	2536029	2536418	-	390	1912	3169	2369	3873	2809	3438	3510	2908	3811
gene-LUU82_12550	CP089586.1	2536775	2537083	+	309	134288	124696	149938	113698	167300	171372	124436	121145	188060
gene-LUU82_12555	CP089586.1	2537111	2537773	+	663	163022	148146	183196	147976	202783	208810	154880	152956	227422
gene-LUU82_12560	CP089586.1	2537800	2538423	+	624	193427	174077	212211	159492	233378	253128	176119	174003	277317
gene-LUU82_12565	CP089586.1	2538423	2538698	+	276	97751	86940	108420	84805	120361	123455	88189	85304	135229
gene-LUU82_12570	CP089586.1	2538731	2539564	+	834	239838	217228	269317	197238	305848	318827	220881	219396	347525
gene-LUU82_12575	CP089586.1	2539631	2539909	+	279	114734	107852	124919	90722	128879	150625	108302	101081	174012
gene-LUU82_12580	CP089586.1	2539938	2540291	+	354	133093	123765	144102	108686	151267	173488	126888	121191	201602
gene-LUU82_12585	CP089586.1	2540315	2540968	+	654	116500	109464	129726	117949	150887	161761	121791	121490	173019
gene-LUU82_12590	CP089586.1	2540971	2541405	+	435	106760	102511	119271	97094	138510	150523	107731	105428	172426
gene-LUU82_12595	CP089586.1	2541395	2541604	+	210	73525	69198	81879	74393	91158	99694	75958	71451	111889
gene-LUU82_12600	CP089586.1	2541628	2541891	+	264	92939	87569	102541	88161	112619	124488	93722	89088	140704
gene-LUU82_12605	CP089586.1	2541923	2542291	+	369	109648	106493	121951	98899	133930	150457	113144	109082	172923
gene-LUU82_12610	CP089586.1	2542327	2542644	+	318	91163	86582	101879	87183	112743	124822	94718	92218	138076
gene-LUU82_12615	CP089586.1	2542671	2543210	+	540	100821	94860	113049	103360	130562	138200	103930	100603	150023
gene-LUU82_12620	CP089586.1	2543233	2543418	+	186	83808	80139	93176	77882	105131	116187	86060	81594	132231
gene-LUU82_12625	CP089586.1	2543450	2543848	+	399	95407	91585	108319	107094	126840	134514	102281	100107	143907
gene-LUU82_12630	CP089586.1	2543873	2544409	+	537	121311	115613	135595	123608	154790	167671	124234	120125	183502
gene-LUU82_12635	CP089586.1	2544440	2544799	+	360	101955	94727	112284	100283	126026	140211	102475	99015	150456
gene-LUU82_12640	CP089586.1	2544820	2545320	+	501	160107	151693	177730	149952	197519	222620	164785	158494	252422
gene-LUU82_12645	CP089586.1	2545337	2545516	+	180	105254	99765	117758	99098	133145	146091	108175	103452	163392
gene-LUU82_12650	CP089586.1	2545533	2545973	+	441	105212	98726	118464	118226	145448	148831	116823	117718	153044
gene-LUU82_12655	CP089586.1	2545973	2547265	+	1293	230660	222771	256802	228470	293606	321336	257312	245807	371915
gene-LUU82_12660	CP089586.1	2547282	2547929	+	648	104705	101683	118412	111545	136622	145409	119229	112929	163571
gene-LUU82_12665	CP089586.1	2548122	2548340	+	219	46829	44633	53036	53015	60677	65551	53143	50951	71602
gene-LUU82_12670	CP089586.1	2548372	2548485	+	114	37941	37381	43656	42927	48145	53421	41988	39250	59278
gene-LUU82_12675	CP089586.1	2548508	2548873	+	366	92691	91581	105388	96784	114043	131506	105301	98701	151291
gene-LUU82_12680	CP089586.1	2548897	2549286	+	390	101056	99320	115386	109008	128553	146721	116282	114185	166224
gene-LUU82_12685	CP089586.1	2549361	2550305	+	945	139484	135935	161692	161059	184957	201358	165059	158726	222629
gene-LUU82_12690	CP089586.1	2550322	2550690	+	369	80854	76606	92055	90607	110391	116263	93271	90917	128264
gene-LUU82_12695	CP089586.1	2551228	2552037	+	810	1481	1939	1861	2238	2114	2452	2159	2078	2673
gene-LUU82_12700	CP089586.1	2552034	2552894	+	861	2573	3270	3174	3519	3270	3941	3492	3267	4629
gene-LUU82_12705	CP089586.1	2552884	2553690	+	807	2991	3949	3744	4018	3923	4692	4134	3777	5591
gene-LUU82_12710	CP089586.1	2553695	2554498	+	804	2543	3460	3229	3490	3436	4107	3667	3418	4715
gene-LUU82_12715	CP089586.1	2554738	2555175	+	438	97865	98281	115640	116258	143710	132066	110940	102591	134810
gene-LUU82_12720	CP089586.1	2555195	2555587	+	393	65887	67105	79197	86719	107884	93591	76851	77068	90369
gene-LUU82_12725	CP089586.1	2555869	2556051	+	183	111	103	121	131	130	109	98	106	95
gene-LUU82_12735	CP089586.1	2556494	2558158	+	1665	1816	4195	2223	3491	2403	3693	3908	3994	5193
gene-LUU82_12740	CP089586.1	2558195	2558899	+	705	778	1806	991	1720	1125	1623	1873	1827	2452
gene-LUU82_12745	CP089586.1	2559276	2559701	-	426	118	142	145	186	186	156	191	132	223
gene-LUU82_12750	CP089586.1	2559890	2562340	-	2451	305	328	350	362	343	425	358	321	423
gene-LUU82_12755	CP089586.1	2562337	2562504	-	168	22	23	30	25	23	26	22	18	23
gene-LUU82_12760	CP089586.1	2562748	2563164	+	417	157	236	184	294	169	267	301	219	313
gene-LUU82_12765	CP089586.1	2563234	2564082	+	849	518	894	683	971	712	923	1021	763	1235
gene-LUU82_12770	CP089586.1	2564302	2564427	+	126	252	404	311	477	377	487	418	401	549
gene-LUU82_12780	CP089586.1	2564689	2565297	+	609	421	655	564	1009	628	752	908	727	928
gene-LUU82_12790	CP089586.1	2565589	2566329	-	741	951	1385	1339	1576	1491	1733	1602	1409	1969
gene-LUU82_12795	CP089586.1	2566535	2567326	+	792	904	1123	1131	1550	1252	1317	1363	1156	1445
gene-LUU82_12800	CP089586.1	2567693	2568121	+	429	46	52	69	71	77	70	69	50	62
gene-LUU82_12805	CP089586.1	2568137	2568652	+	516	67	64	93	102	101	89	74	86	99
gene-LUU82_12810	CP089586.1	2568665	2569597	+	933	116	131	134	133	140	143	127	129	183
gene-LUU82_12815	CP089586.1	2569601	2570581	+	981	117	137	152	126	151	181	144	136	178
gene-LUU82_12820	CP089586.1	2570603	2570914	+	312	34	58	46	43	48	58	53	41	84
gene-LUU82_12825	CP089586.1	2570920	2572632	+	1713	278	295	344	339	373	390	343	297	476
gene-LUU82_12830	CP089586.1	2572650	2574062	+	1413	325	415	462	500	419	528	503	421	543
gene-LUU82_12835	CP089586.1	2574328	2575197	+	870	1152	1929	1477	1887	1615	2121	1782	1694	2160
gene-LUU82_12840	CP089586.1	2575480	2576481	+	1002	2984	4620	3916	5250	3938	5717	4843	4195	6274
gene-LUU82_12845	CP089586.1	2576716	2577723	+	1008	1054	1612	1305	1793	1403	1880	1778	1504	2180
gene-LUU82_12850	CP089586.1	2578031	2579593	+	1563	5330	6121	8684	8499	6869	8093	10274	8525	11997
