# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR12539210_sorted.bam" "SRR12539217_sorted.bam" "SRR12539213_sorted.bam" "SRR12539215_sorted.bam" "SRR12539216_sorted.bam" "SRR12539209_sorted.bam" "SRR12539214_sorted.bam" "SRR12539212_sorted.bam" "SRR12539211_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12539210_sorted.bam	SRR12539217_sorted.bam	SRR12539213_sorted.bam	SRR12539215_sorted.bam	SRR12539216_sorted.bam	SRR12539209_sorted.bam	SRR12539214_sorted.bam	SRR12539212_sorted.bam	SRR12539211_sorted.bam
gene-Saur515_RS00790	NZ_JAKRSL010000001.1	180728	182482	-	1755	2	9	3	10	9	1	2	3	7
gene-Saur515_RS00795	NZ_JAKRSL010000001.1	182503	183513	-	1011	0	4	0	2	5	0	2	1	2
gene-Saur515_RS00800	NZ_JAKRSL010000001.1	183510	184490	-	981	1	5	1	1	2	0	1	0	1
gene-Saur515_RS00805	NZ_JAKRSL010000001.1	184721	185713	+	993	18	104	19	160	127	15	30	34	39
gene-Saur515_RS00810	NZ_JAKRSL010000001.1	185729	186724	+	996	9	35	11	41	41	4	11	8	20
gene-Saur515_RS00815	NZ_JAKRSL010000001.1	186721	187719	+	999	128	184	68	221	210	82	97	163	176
gene-Saur515_RS00820	NZ_JAKRSL010000001.1	188088	188840	+	753	394	1917	311	2264	2027	224	320	550	488
gene-Saur515_RS00825	NZ_JAKRSL010000001.1	189261	190787	+	1527	81	665	95	704	737	66	106	179	198
gene-Saur515_RS00830	NZ_JAKRSL010000001.1	191116	192708	-	1593	571	1238	379	1464	1424	299	435	544	628
gene-Saur515_RS00835	NZ_JAKRSL010000001.1	192970	193443	-	474	102	121	52	139	153	47	54	73	70
gene-Saur515_RS00840	NZ_JAKRSL010000001.1	193633	195030	-	1398	9	56	5	59	42	6	10	17	14
gene-Saur515_RS00845	NZ_JAKRSL010000001.1	195143	196015	+	873	4	7	0	12	13	1	1	3	4
gene-Saur515_RS00850	NZ_JAKRSL010000001.1	196189	197964	+	1776	1650	980	719	1089	916	894	609	975	1404
gene-Saur515_RS00855	NZ_JAKRSL010000001.1	198290	199951	+	1662	310	1510	321	1851	1847	211	328	460	559
gene-Saur515_RS00860	NZ_JAKRSL010000001.1	200444	201832	-	1389	101	139	66	164	132	42	48	80	103
gene-Saur515_RS00865	NZ_JAKRSL010000001.1	201834	203012	-	1179	81	110	56	95	100	33	49	76	94
gene-Saur515_RS00870	NZ_JAKRSL010000001.1	203163	205400	-	2238	192	595	161	699	687	121	163	252	284
gene-Saur515_RS00875	NZ_JAKRSL010000001.1	205494	206261	-	768	8	59	8	49	70	11	11	24	13
gene-Saur515_RS00880	NZ_JAKRSL010000001.1	206328	207098	-	771	9	40	12	48	36	11	13	17	8
gene-Saur515_RS00885	NZ_JAKRSL010000001.1	207162	207932	-	771	6	30	10	36	45	4	3	15	6
gene-Saur515_RS00890	NZ_JAKRSL010000001.1	207984	208754	-	771	6	38	11	22	46	3	11	13	12
gene-Saur515_RS00895	NZ_JAKRSL010000001.1	208975	209961	-	987	15	68	6	76	59	9	18	37	45
gene-Saur515_RS00900	NZ_JAKRSL010000001.1	210166	210648	-	483	57	196	47	244	230	35	74	98	91
gene-Saur515_RS00905	NZ_JAKRSL010000001.1	210705	213857	-	3153	143	566	138	637	627	105	177	289	202
gene-Saur515_RS00910	NZ_JAKRSL010000001.1	214124	214726	-	603	34	120	20	129	115	17	30	42	45
gene-Saur515_RS00915	NZ_JAKRSL010000001.1	215160	215903	-	744	14	78	17	79	79	5	13	21	21
gene-Saur515_RS00920	NZ_JAKRSL010000001.1	215994	216527	+	534	8	15	6	27	26	5	3	5	9
gene-Saur515_RS00925	NZ_JAKRSL010000001.1	216882	217742	-	861	80	192	45	197	173	35	60	104	82
gene-Saur515_RS00935	NZ_JAKRSL010000001.1	218398	219618	+	1221	20	98	11	112	119	19	14	37	33
gene-Saur515_RS00940	NZ_JAKRSL010000001.1	219690	219986	-	297	52	119	23	158	141	25	42	61	43
gene-Saur515_RS00945	NZ_JAKRSL010000001.1	220035	220238	-	204	24	49	10	45	49	6	20	24	14
gene-Saur515_RS00950	NZ_JAKRSL010000001.1	220547	221533	+	987	154	558	142	711	627	74	196	272	226
gene-Saur515_RS00955	NZ_JAKRSL010000001.1	222200	223393	-	1194	101	139	46	161	171	46	51	73	96
gene-Saur515_RS00960	NZ_JAKRSL010000001.1	223412	224746	-	1335	24	39	20	57	45	15	18	29	28
gene-Saur515_RS00965	NZ_JAKRSL010000001.1	224777	225844	-	1068	6	19	4	33	24	5	6	15	17
gene-Saur515_RS00970	NZ_JAKRSL010000001.1	225981	226241	+	261	7	21	11	35	36	4	12	11	16
gene-Saur515_RS00975	NZ_JAKRSL010000001.1	226241	226996	+	756	26	77	29	85	86	15	17	40	40
gene-Saur515_RS00980	NZ_JAKRSL010000001.1	227137	227421	+	285	18	51	9	47	57	11	18	25	24
gene-Saur515_RS00985	NZ_JAKRSL010000001.1	227572	227892	+	321	88	184	59	186	198	50	75	97	105
gene-Saur515_RS00990	NZ_JAKRSL010000001.1	227906	228208	+	303	63	124	47	151	147	38	49	76	76
gene-Saur515_RS00995	NZ_JAKRSL010000001.1	228383	229474	+	1092	38	99	42	92	108	23	33	43	54
gene-Saur515_RS01000	NZ_JAKRSL010000001.1	229535	230590	+	1056	22	92	22	83	97	13	21	33	29
gene-Saur515_RS01005	NZ_JAKRSL010000001.1	230595	230855	+	261	23	60	17	51	65	10	32	37	32
gene-Saur515_RS01010	NZ_JAKRSL010000001.1	230867	231250	+	384	22	51	13	49	48	12	20	28	23
gene-Saur515_RS01015	NZ_JAKRSL010000001.1	231285	233780	+	2496	52	136	50	146	123	32	57	66	75
gene-Saur515_RS01020	NZ_JAKRSL010000001.1	233834	235192	+	1359	16	41	12	50	47	11	15	23	21
gene-Saur515_RS01025	NZ_JAKRSL010000001.1	235197	237044	+	1848	88	138	57	173	159	59	57	85	84
gene-Saur515_RS01030	NZ_JAKRSL010000001.1	237034	238080	+	1047	34	53	28	60	38	9	16	30	28
gene-Saur515_RS01035	NZ_JAKRSL010000001.1	238087	238677	+	591	24	40	19	49	38	9	14	24	25
gene-Saur515_RS01040	NZ_JAKRSL010000001.1	238733	239074	+	342	248	686	183	868	787	162	232	334	265
gene-Saur515_RS01045	NZ_JAKRSL010000001.1	239183	239686	+	504	403	991	350	1140	1094	237	328	579	471
gene-Saur515_RS01050	NZ_JAKRSL010000001.1	239715	240203	+	489	381	898	279	967	909	224	294	486	473
gene-Saur515_RS01055	NZ_JAKRSL010000001.1	240436	240537	+	102	7	35	2	34	21	3	11	9	18
gene-Saur515_RS01070	NZ_JAKRSL010000001.1	242993	243085	-	93	23	74	6	57	45	7	10	26	13
gene-Saur515_RS01075	NZ_JAKRSL010000001.1	243049	243183	+	135	22	85	10	70	51	8	17	34	14
gene-Saur515_RS01080	NZ_JAKRSL010000001.1	243472	244272	-	801	85	354	78	368	319	52	87	140	142
gene-Saur515_RS01085	NZ_JAKRSL010000001.1	244302	245456	-	1155	136	483	115	516	490	87	159	180	190
gene-Saur515_RS01090	NZ_JAKRSL010000001.1	245911	246957	+	1047	257	786	202	947	858	153	218	349	263
gene-Saur515_RS01095	NZ_JAKRSL010000001.1	247150	247446	+	297	4	9	5	4	5	0	3	5	0
gene-Saur515_RS01100	NZ_JAKRSL010000001.1	247446	249239	+	1794	30	99	29	74	80	14	25	36	39
gene-Saur515_RS01105	NZ_JAKRSL010000001.1	249473	250822	+	1350	52	141	38	158	156	30	32	74	87
gene-Saur515_RS01110	NZ_JAKRSL010000001.1	250844	252472	+	1629	76	216	54	268	286	47	85	81	83
gene-Saur515_RS01115	NZ_JAKRSL010000001.1	252994	253344	+	351	1	4	0	4	6	1	2	2	1
gene-Saur515_RS01120	NZ_JAKRSL010000001.1	253431	253742	+	312	0	6	1	1	3	1	0	1	1
gene-Saur515_RS01125	NZ_JAKRSL010000001.1	253757	254263	+	507	2	5	1	5	7	4	0	3	2
gene-Saur515_RS01135	NZ_JAKRSL010000001.1	255912	256172	-	261	226	514	122	535	489	107	117	235	262
gene-Saur515_RS01140	NZ_JAKRSL010000001.1	256144	257130	-	987	563	1233	327	1434	1315	269	302	581	722
gene-Saur515_RS01145	NZ_JAKRSL010000001.1	257227	259236	+	2010	842	3270	560	3441	3161	546	609	980	1417
gene-Saur515_RS01150	NZ_JAKRSL010000001.1	259282	259710	-	429	70	253	44	356	296	34	75	115	72
gene-Saur515_RS01155	NZ_JAKRSL010000001.1	259807	260550	-	744	132	488	110	678	597	82	144	199	164
gene-Saur515_RS01160	NZ_JAKRSL010000001.1	261427	261816	-	390	15	47	10	52	26	5	12	16	12
gene-Saur515_RS01165	NZ_JAKRSL010000001.1	261852	262526	+	675	38	85	19	116	97	14	27	39	43
gene-Saur515_RS01170	NZ_JAKRSL010000001.1	262558	262797	-	240	41	71	20	61	61	19	20	41	48
gene-Saur515_RS01175	NZ_JAKRSL010000001.1	263212	264468	-	1257	356	862	281	1007	940	243	285	466	421
gene-Saur515_RS01180	NZ_JAKRSL010000001.1	264790	265269	-	480	125	255	84	274	245	82	77	150	152
gene-Saur515_RS01185	NZ_JAKRSL010000001.1	265637	267955	-	2319	145	575	159	642	690	89	155	201	234
gene-Saur515_RS01190	NZ_JAKRSL010000001.1	268183	268983	-	801	99	445	72	633	480	78	132	139	128
gene-Saur515_RS01195	NZ_JAKRSL010000001.1	269373	270161	-	789	247	1053	247	1109	1013	165	343	496	425
gene-Saur515_RS01200	NZ_JAKRSL010000001.1	270162	271496	-	1335	438	1768	500	1943	1892	275	525	774	800
gene-Saur515_RS01205	NZ_JAKRSL010000001.1	271489	273315	-	1827	654	2407	611	2534	2526	382	627	1029	951
gene-Saur515_RS01210	NZ_JAKRSL010000001.1	273328	274029	-	702	381	1237	314	1375	1333	184	336	512	456
gene-Saur515_RS01215	NZ_JAKRSL010000001.1	274649	274721	-	73	0	1	1	5	0	0	0	1	0
gene-Saur515_RS01220	NZ_JAKRSL010000001.1	274729	274803	-	75	0	1	1	5	0	0	0	1	0
gene-Saur515_RS01225	NZ_JAKRSL010000001.1	275233	276516	-	1284	382	1007	288	1393	1203	211	390	477	410
gene-Saur515_RS01230	NZ_JAKRSL010000001.1	276794	278194	-	1401	526	2300	461	2491	2458	306	465	766	919
gene-Saur515_RS01235	NZ_JAKRSL010000001.1	278226	278672	-	447	551	2094	493	2338	2152	349	570	939	864
gene-Saur515_RS01240	NZ_JAKRSL010000001.1	278669	280636	-	1968	1237	4429	1189	4735	4669	819	1248	1959	1984
gene-Saur515_RS01245	NZ_JAKRSL010000001.1	280651	281589	-	939	374	1315	378	1539	1508	224	355	488	485
gene-Saur515_RS01250	NZ_JAKRSL010000001.1	281880	282848	-	969	23	59	26	84	62	12	20	28	47
gene-Saur515_RS01255	NZ_JAKRSL010000001.1	283211	283540	-	330	10	26	7	44	44	8	12	14	13
gene-Saur515_RS01260	NZ_JAKRSL010000001.1	283537	284232	-	696	21	70	9	76	80	11	25	19	25
gene-Saur515_RS01265	NZ_JAKRSL010000001.1	284882	286168	-	1287	1268	6154	1459	6756	6564	665	1751	2733	1708
gene-Saur515_RS01270	NZ_JAKRSL010000001.1	286547	288061	-	1515	53	110	20	104	88	21	31	39	67
gene-Saur515_RS01275	NZ_JAKRSL010000001.1	288387	289199	+	813	136	409	76	466	423	79	89	155	229
gene-Saur515_RS01280	NZ_JAKRSL010000001.1	289286	291949	-	2664	1342	5087	1449	5472	5565	856	1487	2345	2263
gene-Saur515_RS01285	NZ_JAKRSL010000001.1	291986	293920	-	1935	1266	3264	1117	3446	3423	697	1142	1725	1576
gene-Saur515_RS01290	NZ_JAKRSL010000001.1	293930	295042	-	1113	777	1846	474	2197	1966	435	597	863	975
gene-Saur515_RS01295	NZ_JAKRSL010000001.1	295039	295284	-	246	181	409	94	507	443	98	134	188	209
gene-Saur515_RS01300	NZ_JAKRSL010000001.1	295665	296798	-	1134	821	3298	730	3623	3554	494	744	1224	1281
gene-Saur515_RS01305	NZ_JAKRSL010000001.1	297076	298437	-	1362	990	3321	734	3480	3512	612	819	1214	1333
gene-Saur515_RS01310	NZ_JAKRSL010000001.1	299168	299305	+	138	876	3432	716	4872	3509	513	1076	1513	1525
gene-Saur515_RS01315	NZ_JAKRSL010000001.1	299426	299779	+	354	39	99	34	138	113	21	30	67	44
gene-Saur515_RS01320	NZ_JAKRSL010000001.1	299918	301297	+	1380	141	573	170	666	658	100	197	277	242
gene-Saur515_RS01325	NZ_JAKRSL010000001.1	301364	303241	+	1878	211	964	327	1016	1070	168	311	488	421
gene-Saur515_RS01330	NZ_JAKRSL010000001.1	303241	303960	+	720	72	451	135	469	489	80	119	203	204
gene-Saur515_RS01335	NZ_JAKRSL010000001.1	304003	304842	+	840	219	939	208	1003	955	121	246	338	376
gene-Saur515_RS01340	NZ_JAKRSL010000001.1	305295	305648	+	354	35	63	23	57	56	23	14	38	50
gene-Saur515_RS01345	NZ_JAKRSL010000001.1	305716	306111	+	396	62	84	42	103	71	36	14	51	75
gene-Saur515_RS01350	NZ_JAKRSL010000001.1	306371	306940	+	570	64	132	50	159	133	42	52	86	81
gene-Saur515_RS01355	NZ_JAKRSL010000001.1	307067	307267	-	201	348	1426	248	2197	1607	249	343	493	507
gene-Saur515_RS01360	NZ_JAKRSL010000001.1	307660	307851	-	192	6	9	2	11	13	0	3	6	5
gene-Saur515_RS01375	NZ_JAKRSL010000001.1	308309	308806	+	498	7	62	11	70	70	6	15	21	23
gene-Saur515_RS01385	NZ_JAKRSL010000001.1	309414	309605	-	192	0	7	0	16	15	1	2	1	6
gene-Saur515_RS01390	NZ_JAKRSL010000001.1	309698	311578	-	1881	13	45	6	54	33	8	10	12	19
gene-Saur515_RS01395	NZ_JAKRSL010000001.1	311568	312326	-	759	5	16	4	29	28	4	1	6	9
gene-Saur515_RS01400	NZ_JAKRSL010000001.1	312609	313121	+	513	405	429	187	461	398	202	227	326	391
gene-Saur515_RS01405	NZ_JAKRSL010000001.1	313255	314049	-	795	46	79	18	94	83	22	32	38	58
gene-Saur515_RS01410	NZ_JAKRSL010000001.1	314292	315308	-	1017	76	161	52	183	172	48	57	74	118
gene-Saur515_RS01415	NZ_JAKRSL010000001.1	315473	316048	-	576	33	57	13	65	53	22	13	18	22
gene-Saur515_RS01420	NZ_JAKRSL010000001.1	316273	317181	+	909	89	260	49	336	284	45	61	97	126
gene-Saur515_RS01425	NZ_JAKRSL010000001.1	317594	319012	-	1419	887	1628	724	1820	1860	519	599	1068	1434
gene-Saur515_RS01430	NZ_JAKRSL010000001.1	319250	319714	-	465	61	67	25	82	57	25	44	51	54
gene-Saur515_RS01435	NZ_JAKRSL010000001.1	319881	320219	+	339	44	44	14	69	47	18	8	33	34
gene-Saur515_RS01440	NZ_JAKRSL010000001.1	320209	320976	+	768	83	135	42	182	133	44	46	77	83
gene-Saur515_RS01445	NZ_JAKRSL010000001.1	321095	321733	-	639	27	50	7	63	53	14	10	15	12
gene-Saur515_RS01450	NZ_JAKRSL010000001.1	321885	322841	-	957	75	249	42	317	285	41	67	78	107
gene-Saur515_RS01455	NZ_JAKRSL010000001.1	323085	324056	+	972	182	464	140	558	513	128	154	269	272
gene-Saur515_RS01460	NZ_JAKRSL010000001.1	324205	324720	-	516	299	486	173	551	520	137	173	298	246
gene-Saur515_RS01465	NZ_JAKRSL010000001.1	325100	325948	+	849	10	34	5	39	45	3	11	7	11
gene-Saur515_RS01470	NZ_JAKRSL010000001.1	325977	326531	+	555	8	42	9	43	38	4	10	18	12
gene-Saur515_RS01475	NZ_JAKRSL010000001.1	326584	328296	+	1713	20	113	24	129	103	7	31	41	33
gene-Saur515_RS01480	NZ_JAKRSL010000001.1	328293	329126	+	834	13	67	11	64	64	2	11	21	20
gene-Saur515_RS01485	NZ_JAKRSL010000001.1	329173	329670	+	498	8	32	8	46	47	5	6	11	9
gene-Saur515_RS01490	NZ_JAKRSL010000001.1	329788	330912	+	1125	57	102	26	129	128	23	36	50	48
gene-Saur515_RS01495	NZ_JAKRSL010000001.1	331217	332035	+	819	2	48	12	44	36	5	15	20	10
gene-Saur515_RS01500	NZ_JAKRSL010000001.1	332053	332667	+	615	1	39	13	32	30	5	10	20	8
gene-Saur515_RS01505	NZ_JAKRSL010000001.1	332660	333910	+	1251	12	79	29	57	72	5	33	53	15
gene-Saur515_RS01510	NZ_JAKRSL010000001.1	333926	334939	+	1014	10	42	34	53	60	12	31	42	17
gene-Saur515_RS01515	NZ_JAKRSL010000001.1	334908	335486	+	579	2	30	23	28	21	11	14	32	10
gene-Saur515_RS01520	NZ_JAKRSL010000001.1	335483	336061	+	579	4	19	19	21	21	6	14	39	7
gene-Saur515_RS01525	NZ_JAKRSL010000001.1	336054	336758	+	705	7	23	30	32	23	6	33	35	12
gene-Saur515_RS14460	NZ_JAKRSL010000001.1	338335	338514	+	180	20	29	18	26	23	9	15	27	20
gene-Saur515_RS01540	NZ_JAKRSL010000001.1	339235	341277	+	2043	58	73	34	88	80	39	25	50	80
gene-Saur515_RS01545	NZ_JAKRSL010000001.1	341724	342776	-	1053	12	48	11	59	51	8	11	17	30
gene-Saur515_RS01550	NZ_JAKRSL010000001.1	342763	343635	-	873	4	20	4	34	35	5	4	10	8
gene-Saur515_RS01555	NZ_JAKRSL010000001.1	343632	343937	-	306	2	10	1	7	10	0	2	6	1
gene-Saur515_RS01560	NZ_JAKRSL010000001.1	343901	345139	-	1239	3	16	1	12	20	2	7	11	5
gene-Saur515_RS01565	NZ_JAKRSL010000001.1	345303	345863	+	561	695	1398	294	1894	1546	335	498	711	614
gene-Saur515_RS01570	NZ_JAKRSL010000001.1	346712	347374	+	663	2	6	2	7	8	1	2	6	3
gene-Saur515_RS01575	NZ_JAKRSL010000001.1	347391	348083	+	693	6	12	2	8	15	2	2	5	6
gene-Saur515_RS01580	NZ_JAKRSL010000001.1	348080	348847	+	768	4	19	7	27	14	2	2	2	15
gene-Saur515_RS01585	NZ_JAKRSL010000001.1	349082	349582	+	501	9	31	9	39	36	6	7	11	17
gene-Saur515_RS01590	NZ_JAKRSL010000001.1	349585	350061	+	477	19	41	12	39	50	4	8	12	22
gene-Saur515_RS01595	NZ_JAKRSL010000001.1	350140	350751	+	612	38	89	20	95	84	17	31	37	47
gene-Saur515_RS01600	NZ_JAKRSL010000001.1	350836	351195	-	360	297	438	139	508	481	159	167	199	386
gene-Saur515_RS01605	NZ_JAKRSL010000001.1	351349	351651	-	303	16	52	12	65	67	11	18	16	16
gene-Saur515_RS01615	NZ_JAKRSL010000001.1	352332	353024	+	693	32	94	23	79	83	21	35	48	27
gene-Saur515_RS01620	NZ_JAKRSL010000001.1	353569	360384	+	6816	247	860	243	896	818	197	248	434	497
gene-Saur515_RS01625	NZ_JAKRSL010000001.1	360514	361725	+	1212	9	45	4	32	29	6	12	17	17
gene-Saur515_RS01630	NZ_JAKRSL010000001.1	361736	363289	+	1554	11	60	20	51	53	12	19	29	28
gene-Saur515_RS01635	NZ_JAKRSL010000001.1	363279	364847	+	1569	12	52	18	53	62	15	21	36	31
gene-Saur515_RS01640	NZ_JAKRSL010000001.1	364825	365784	+	960	10	35	9	32	48	9	14	29	14
gene-Saur515_RS01645	NZ_JAKRSL010000001.1	365774	368164	+	2391	322	333	182	369	350	167	216	266	308
gene-Saur515_RS01650	NZ_JAKRSL010000001.1	368182	369690	+	1509	295	426	181	449	442	134	226	266	275
gene-Saur515_RS01655	NZ_JAKRSL010000001.1	369683	371041	+	1359	274	426	176	487	465	146	230	268	265
gene-Saur515_RS01660	NZ_JAKRSL010000001.1	371283	373190	+	1908	202	432	188	460	456	160	167	249	244
gene-Saur515_RS01665	NZ_JAKRSL010000001.1	373358	373918	+	561	253	678	122	708	557	115	183	288	264
gene-Saur515_RS01670	NZ_JAKRSL010000001.1	374185	376044	-	1860	499	2174	512	2501	2397	346	540	855	760
gene-Saur515_RS01675	NZ_JAKRSL010000001.1	376255	379236	+	2982	260	1152	312	1248	1318	182	339	509	411
gene-Saur515_RS01680	NZ_JAKRSL010000001.1	379348	380286	-	939	919	5116	1138	6028	6282	676	1017	1487	1581
gene-Saur515_RS01685	NZ_JAKRSL010000001.1	380300	382252	-	1953	1316	6065	1518	6821	7474	917	1400	2157	2297
gene-Saur515_RS01690	NZ_JAKRSL010000001.1	382329	384203	-	1875	62	274	56	321	354	49	44	90	108
gene-Saur515_RS01695	NZ_JAKRSL010000001.1	384443	384901	-	459	62	242	40	321	313	37	36	56	70
gene-Saur515_RS01700	NZ_JAKRSL010000001.1	385159	385686	+	528	1533	2380	679	2743	1998	647	814	1502	1205
gene-Saur515_RS01705	NZ_JAKRSL010000001.1	386110	387639	+	1530	52	121	34	113	131	31	40	58	69
gene-Saur515_RS01710	NZ_JAKRSL010000001.1	388007	388456	+	450	6	6	3	8	8	5	5	6	20
gene-Saur515_RS01715	NZ_JAKRSL010000001.1	388459	388626	+	168	0	1	0	1	1	0	0	1	2
gene-Saur515_RS01720	NZ_JAKRSL010000001.1	388803	390038	+	1236	20	28	10	18	22	15	11	17	32
gene-Saur515_RS01725	NZ_JAKRSL010000001.1	390071	391081	+	1011	10	42	15	24	20	5	15	15	18
gene-Saur515_RS01730	NZ_JAKRSL010000001.1	391172	392602	+	1431	24	46	29	50	44	14	25	32	31
gene-Saur515_RS01735	NZ_JAKRSL010000001.1	392619	393560	+	942	54	166	59	217	181	34	68	90	89
gene-Saur515_RS01740	NZ_JAKRSL010000001.1	393659	394363	+	705	55	178	53	232	183	35	70	71	71
gene-Saur515_RS01745	NZ_JAKRSL010000001.1	394713	397460	+	2748	261	3150	399	3366	3240	248	539	685	913
gene-Saur515_RS01750	NZ_JAKRSL010000001.1	397576	398337	+	762	75	215	53	220	206	43	52	97	88
gene-Saur515_RS01755	NZ_JAKRSL010000001.1	398582	399037	+	456	171	506	122	620	542	99	119	212	218
gene-Saur515_RS14410	NZ_JAKRSL010000001.1	399159	399260	+	102	140	314	106	462	368	85	110	184	170
gene-Saur515_RS01765	NZ_JAKRSL010000001.1	399320	400744	-	1425	15	30	4	35	33	14	5	18	20
gene-Saur515_RS01770	NZ_JAKRSL010000001.1	400942	401142	+	201	68	232	69	288	246	40	73	113	95
gene-Saur515_RS01775	NZ_JAKRSL010000001.1	401168	401833	+	666	182	622	164	664	574	124	191	255	268
gene-Saur515_RS01780	NZ_JAKRSL010000001.1	401844	402731	+	888	145	564	140	601	565	99	132	215	227
gene-Saur515_RS01785	NZ_JAKRSL010000001.1	402839	403594	+	756	26	57	20	59	72	12	27	37	39
gene-Saur515_RS01790	NZ_JAKRSL010000001.1	403591	405591	+	2001	106	253	109	308	279	57	103	119	156
gene-Saur515_RS01795	NZ_JAKRSL010000001.1	406250	406363	+	114	5	10	5	13	10	2	1	3	3
gene-Saur515_RS01800	NZ_JAKRSL010000001.1	406745	407005	+	261	26	72	16	87	77	11	19	28	19
gene-Saur515_RS01805	NZ_JAKRSL010000001.1	407015	407512	+	498	32	109	24	102	103	20	29	37	29
gene-Saur515_RS01810	NZ_JAKRSL010000001.1	407620	407712	-	93	3	5	0	5	9	1	2	3	6
gene-Saur515_RS01815	NZ_JAKRSL010000001.1	407907	409787	+	1881	183	383	111	455	450	94	118	170	219
gene-Saur515_RS01820	NZ_JAKRSL010000001.1	409850	410455	+	606	120	291	72	311	318	68	100	150	153
gene-Saur515_RS01825	NZ_JAKRSL010000001.1	410531	410626	+	96	41	84	23	81	79	22	32	46	38
gene-Saur515_RS01830	NZ_JAKRSL010000001.1	410948	412318	+	1371	9	40	4	35	33	9	8	10	11
gene-Saur515_RS01835	NZ_JAKRSL010000001.1	412565	414415	+	1851	492	1012	430	1137	1006	341	287	745	579
gene-Saur515_RS01840	NZ_JAKRSL010000001.1	414412	414948	+	537	188	402	176	434	391	133	126	339	242
gene-Saur515_RS01845	NZ_JAKRSL010000001.1	415048	415158	+	111	1	0	1	1	1	0	0	0	0
gene-Saur515_RS01850	NZ_JAKRSL010000001.1	415174	415335	-	162	1	0	1	1	1	1	1	0	0
gene-Saur515_RS01855	NZ_JAKRSL010000001.1	415467	417089	+	1623	55	94	37	106	107	21	39	48	81
gene-Saur515_RS01860	NZ_JAKRSL010000001.1	417353	418039	+	687	34	57	9	70	62	13	25	22	30
gene-Saur515_RS01865	NZ_JAKRSL010000001.1	418227	418790	-	564	109	260	57	344	255	47	105	116	134
gene-Saur515_RS01870	NZ_JAKRSL010000001.1	418879	418974	-	96	0	1	0	0	0	0	0	1	0
gene-Saur515_RS01875	NZ_JAKRSL010000001.1	419043	420533	+	1491	15	45	12	70	49	15	15	20	30
gene-Saur515_RS01880	NZ_JAKRSL010000001.1	420794	422503	+	1710	9	21	10	43	36	11	11	17	19
gene-Saur515_RS01885	NZ_JAKRSL010000001.1	422781	422993	+	213	20	50	14	69	44	8	19	20	20
gene-Saur515_RS01890	NZ_JAKRSL010000001.1	423274	423717	+	444	193	222	89	256	207	82	128	213	126
gene-Saur515_RS01895	NZ_JAKRSL010000001.1	423911	425509	+	1599	1004	2212	714	2457	2284	501	870	1162	1054
gene-Saur515_RS01900	NZ_JAKRSL010000001.1	425569	425898	-	330	74	130	40	142	115	31	73	101	73
gene-Saur515_RS01905	NZ_JAKRSL010000001.1	426194	427690	+	1497	7747	23566	9467	26635	29198	5637	9102	13593	15134
gene-Saur515_RS01910	NZ_JAKRSL010000001.1	427883	428773	-	891	4558	12679	2498	14077	12240	2204	3158	5373	6308
gene-Saur515_RS01915	NZ_JAKRSL010000001.1	428896	429312	-	417	18	29	9	31	19	18	8	19	17
gene-Saur515_RS01920	NZ_JAKRSL010000001.1	429570	430907	+	1338	27	89	20	80	88	23	15	26	37
gene-Saur515_RS01925	NZ_JAKRSL010000001.1	430988	432436	-	1449	157	555	111	641	673	87	152	197	245
gene-Saur515_RS01930	NZ_JAKRSL010000001.1	433123	434082	+	960	2758	5912	2045	6677	6831	1402	1864	3623	2976
gene-Saur515_RS01935	NZ_JAKRSL010000001.1	434360	435064	+	705	307	632	229	728	624	194	260	440	429
gene-Saur515_RS01940	NZ_JAKRSL010000001.1	435150	436010	-	861	131	417	103	492	516	78	95	157	185
gene-Saur515_RS01945	NZ_JAKRSL010000001.1	436083	436901	+	819	128	559	142	586	604	79	170	197	144
gene-Saur515_RS01950	NZ_JAKRSL010000001.1	436894	437745	+	852	154	781	177	797	830	116	238	313	224
gene-Saur515_RS01955	NZ_JAKRSL010000001.1	437747	438130	+	384	91	426	99	457	416	46	120	143	115
gene-Saur515_RS01960	NZ_JAKRSL010000001.1	438259	439941	-	1683	15	31	15	51	41	12	8	11	19
gene-Saur515_RS01965	NZ_JAKRSL010000001.1	439998	440096	+	99	3	21	2	29	26	4	11	9	11
gene-Saur515_RS01970	NZ_JAKRSL010000001.1	440074	440661	+	588	32	123	26	177	121	22	38	50	61
gene-Saur515_RS01975	NZ_JAKRSL010000001.1	440742	441191	-	450	224	548	134	698	561	140	199	313	239
gene-Saur515_RS01980	NZ_JAKRSL010000001.1	441545	442267	+	723	92	398	84	448	395	48	129	161	117
gene-Saur515_RS01985	NZ_JAKRSL010000001.1	442453	442728	-	276	341	990	291	1149	1026	182	324	499	329
gene-Saur515_RS01990	NZ_JAKRSL010000001.1	442883	443947	-	1065	742	2939	711	3306	3252	418	744	1137	953
gene-Saur515_RS01995	NZ_JAKRSL010000001.1	444165	445031	+	867	235	178	113	200	172	112	110	132	180
gene-Saur515_RS02000	NZ_JAKRSL010000001.1	445373	445651	+	279	30	66	13	74	68	14	24	29	35
