# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8948489_sorted.bam" "SRR8948488_sorted.bam" "SRR8948486_sorted.bam" "SRR8948487_sorted.bam" "SRR8948483_sorted.bam" "SRR8948480_sorted.bam" "SRR8948477_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8948489_sorted.bam	SRR8948488_sorted.bam	SRR8948486_sorted.bam	SRR8948487_sorted.bam	SRR8948483_sorted.bam	SRR8948480_sorted.bam	SRR8948477_sorted.bam
gene-PA4492	NC_002516.2	5027422	5028231	-	810	803	695	621	501	47	137	579
gene-PA4493	NC_002516.2	5028394	5028954	-	561	880	461	510	337	35	124	627
gene-PA4494	NC_002516.2	5028980	5030248	-	1269	559	316	286	208	58	102	419
gene-PA4495	NC_002516.2	5030525	5031235	+	711	538	339	425	198	48	73	365
gene-PA4496	NC_002516.2	5031488	5033101	+	1614	167	200	189	119	74	47	131
gene-PA4497	NC_002516.2	5033194	5034792	+	1599	195	175	181	108	102	49	181
gene-PA4498	NC_002516.2	5034860	5036077	-	1218	807	534	702	371	124	230	810
gene-PA4499	NC_002516.2	5036245	5036808	+	564	120	124	81	68	44	26	71
gene-PA4500	NC_002516.2	5037074	5038675	+	1602	3432	3340	2523	2193	127	398	1796
gene-PA4501	NC_002516.2	5038901	5040355	+	1455	524	566	676	385	103	264	576
gene-PA4502	NC_002516.2	5040405	5042000	+	1596	258	269	275	212	108	81	188
gene-PA4503	NC_002516.2	5042068	5043078	+	1011	236	271	199	161	44	27	165
gene-PA4504	NC_002516.2	5043090	5044001	+	912	126	72	60	56	29	30	53
gene-PA4505	NC_002516.2	5044054	5045028	+	975	207	137	164	114	82	74	138
gene-PA4506	NC_002516.2	5045028	5045999	+	972	267	198	222	113	100	105	229
gene-PA4507	NC_002516.2	5046032	5046664	-	633	146	85	80	69	95	131	293
gene-PA4508	NC_002516.2	5046806	5047279	+	474	28	32	35	14	19	6	41
gene-PA4509	NC_002516.2	5047284	5048213	-	930	60	47	53	36	35	45	104
gene-PA4510	NC_002516.2	5048210	5048887	-	678	61	42	30	28	33	36	64
gene-PA4511	NC_002516.2	5048884	5049639	-	756	118	106	103	80	26	30	125
gene-PA4512	NC_002516.2	5049769	5050668	+	900	350	455	201	199	41	44	238
gene-PA4513	NC_002516.2	5050848	5053400	-	2553	315	198	147	140	143	187	326
gene-PA4514	NC_002516.2	5053616	5055877	-	2262	197	189	109	100	108	41	104
gene-PA4515	NC_002516.2	5056095	5056775	+	681	87	65	42	44	48	12	43
gene-PA4516	NC_002516.2	5056778	5057593	+	816	194	141	95	84	74	35	88
gene-PA4517	NC_002516.2	5057716	5059518	+	1803	111	87	59	55	69	25	72
gene-PA4518	NC_002516.2	5059574	5059999	-	426	36	23	37	28	13	5	24
gene-PA4519	NC_002516.2	5060115	5061278	-	1164	1093	1120	833	592	53	81	471
gene-PA4520	NC_002516.2	5061730	5063751	-	2022	516	456	404	238	69	100	290
gene-PA4521	NC_002516.2	5063941	5064777	-	837	165	162	132	93	48	58	215
gene-PA4522	NC_002516.2	5064774	5065340	-	567	90	119	71	52	36	14	72
gene-PA4523	NC_002516.2	5065491	5067746	-	2256	924	1083	853	605	107	200	621
gene-PA4524	NC_002516.2	5068032	5068880	+	849	714	519	424	357	57	115	400
gene-PA4524.1	NC_002516.2	5068932	5069007	-	76	10287	6835	5101	3717	41	168	1878
gene-PA4525	NC_002516.2	5069082	5069531	-	450	49266	43485	27435	19036	281	1753	20153
gene-PA4526	NC_002516.2	5069763	5071463	+	1701	694	763	530	409	86	62	248
gene-PA4528	NC_002516.2	5072695	5073567	+	873	446	460	271	266	44	38	181
gene-PA4529	NC_002516.2	5073564	5074175	+	612	411	320	323	238	25	70	260
gene-PA4530	NC_002516.2	5074172	5074372	+	201	89	59	57	35	5	16	94
gene-PA4531	NC_002516.2	5074409	5074618	-	210	82	57	73	62	10	19	102
gene-PA4532	NC_002516.2	5074724	5075413	-	690	76	65	56	52	32	9	47
gene-PA4533	NC_002516.2	5075410	5075880	-	471	81	77	63	38	25	16	43
gene-PA4534	NC_002516.2	5075877	5076302	-	426	205	211	150	104	33	34	143
gene-PA4535	NC_002516.2	5076435	5077064	+	630	88	130	76	83	34	18	89
gene-PA4536	NC_002516.2	5077061	5077510	+	450	74	69	60	45	34	30	103
gene-PA4537	NC_002516.2	5077536	5077706	+	171	86	106	41	43	11	13	57
gene-PA4538	NC_002516.2	5077770	5079077	+	1308	422	421	294	228	62	91	343
gene-PA4539	NC_002516.2	5079117	5080208	-	1092	395	454	250	215	66	59	297
gene-PA4540	NC_002516.2	5080757	5082394	+	1638	17	27	18	17	61	18	30
gene-PA4541	NC_002516.2	5082443	5086696	+	4254	311	305	206	172	137	146	365
gene-PA4541.1	NC_002516.2	5086925	5087000	-	76	3972	2099	8907	1676	500	3702	6080
gene-PA4541.2	NC_002516.2	5087011	5087087	-	77	14983	10919	26140	8131	778	11434	22529
gene-PA4541.3	NC_002516.2	5087097	5087172	-	76	10815	11144	13459	6328	1738	15753	28522
gene-PA4542	NC_002516.2	5087408	5089972	-	2565	1321	3069	1492	1151	3868	5897	7605
gene-PA4543	NC_002516.2	5090128	5090856	-	729	772	378	339	263	120	422	957
gene-PA4544	NC_002516.2	5090853	5091815	-	963	832	732	567	433	85	207	694
gene-PA4545	NC_002516.2	5091961	5092986	+	1026	3180	2722	2405	1961	100	426	2011
gene-PA4546	NC_002516.2	5093378	5094970	+	1593	544	472	289	272	72	92	311
gene-PA4547	NC_002516.2	5094985	5096322	+	1338	315	283	176	176	50	47	225
gene-PA4548	NC_002516.2	5096368	5097462	-	1095	232	253	291	173	58	80	280
gene-PA4549	NC_002516.2	5097597	5098106	+	510	12	16	9	5	30	3	15
gene-PA4550	NC_002516.2	5098212	5098718	+	507	152	172	139	88	28	79	201
gene-PA4551	NC_002516.2	5098709	5099266	+	558	99	79	67	56	27	34	103
gene-PA4552	NC_002516.2	5099263	5100087	+	825	137	147	83	69	45	30	131
gene-PA4553	NC_002516.2	5100084	5100671	+	588	93	131	83	71	56	50	144
gene-PA4554	NC_002516.2	5100683	5104168	+	3486	859	839	644	461	158	155	607
gene-PA4555	NC_002516.2	5104170	5104517	+	348	96	89	62	56	37	16	76
gene-PA4556	NC_002516.2	5104514	5104939	+	426	126	143	81	68	66	19	79
gene-PA4557	NC_002516.2	5104986	5105930	-	945	1083	905	980	610	120	421	1171
gene-PA4558	NC_002516.2	5106016	5106456	-	441	1081	885	765	555	81	246	768
gene-PA4559	NC_002516.2	5106449	5106958	-	510	998	902	732	508	76	298	931
gene-PA4560	NC_002516.2	5106951	5109782	-	2832	3434	2830	2936	1833	316	1077	2957
gene-PA4561	NC_002516.2	5109806	5110744	-	939	906	800	685	505	108	245	909
gene-PA4562	NC_002516.2	5110841	5112379	-	1539	471	501	270	259	84	86	307
gene-PA4563	NC_002516.2	5112663	5112938	+	276	13894	14131	6976	6845	159	648	3873
gene-PA4564	NC_002516.2	5113005	5113469	-	465	261	288	232	163	83	248	514
gene-PA4565	NC_002516.2	5113481	5114599	-	1119	1556	1076	1333	842	492	1349	2534
gene-PA4566	NC_002516.2	5114670	5115890	-	1221	1038	940	891	602	220	486	1365
gene-PA4567	NC_002516.2	5116032	5116289	-	258	13949	13704	8774	7130	654	3082	9416
gene-PA4568	NC_002516.2	5116313	5116624	-	312	8848	11144	6923	6132	236	966	5320
gene-PA4569	NC_002516.2	5116865	5117833	+	969	1180	1014	698	609	68	200	740
gene-PA4570	NC_002516.2	5117971	5118195	+	225	40	43	36	23	8	8	18
gene-PA4571	NC_002516.2	5118538	5120565	+	2028	672	195	193	169	91	94	363
gene-PA4572	NC_002516.2	5120635	5121252	-	618	1145	775	837	605	54	183	723
gene-PA4573	NC_002516.2	5121337	5121642	-	306	89	73	61	47	19	27	109
gene-PA4574	NC_002516.2	5121899	5122387	-	489	649	837	241	356	30	41	264
gene-PA4575	NC_002516.2	5122561	5122902	-	342	106	89	77	60	35	50	125
gene-PA4576	NC_002516.2	5123053	5125506	-	2454	1078	923	852	591	166	216	889
gene-PA4577	NC_002516.2	5125605	5125931	-	327	211	37	37	29	32	41	125
gene-PA4578	NC_002516.2	5126166	5126654	+	489	1300	1086	617	537	40	86	1146
gene-PA4579	NC_002516.2	5126713	5128569	+	1857	464	341	317	230	81	130	448
gene-PA4580	NC_002516.2	5128563	5129117	-	555	198	197	166	133	17	59	209
gene-PA4581	NC_002516.2	5129173	5130768	-	1596	167	185	147	118	59	40	161
gene-PA4581.1	NC_002516.2	5131082	5131155	+	74	384	273	325	207	101	226	672
gene-PA4582	NC_002516.2	5131428	5132573	+	1146	53	64	65	24	40	35	96
gene-PA4583	NC_002516.2	5132629	5133843	+	1215	77	80	88	46	63	46	125
gene-PA4584	NC_002516.2	5133880	5134692	+	813	60	70	69	43	48	18	82
gene-PA4585	NC_002516.2	5134689	5135714	+	1026	169	65	90	59	47	57	160
gene-PA4586	NC_002516.2	5135816	5136193	+	378	48	21	12	11	24	19	50
gene-PA4587	NC_002516.2	5136317	5137357	+	1041	185	91	67	61	61	83	297
gene-PA4588	NC_002516.2	5137417	5138754	-	1338	346	301	210	155	67	56	160
gene-PA4589	NC_002516.2	5139050	5140441	-	1392	54	77	64	45	62	22	80
gene-PA4590	NC_002516.2	5140701	5141189	-	489	40	36	50	23	28	16	36
gene-PA4591	NC_002516.2	5141786	5143063	-	1278	62	65	57	41	53	31	111
gene-PA4592	NC_002516.2	5143053	5144534	-	1482	111	88	78	33	72	18	75
gene-PA4593	NC_002516.2	5144527	5145720	-	1194	85	68	52	28	51	35	85
gene-PA4594	NC_002516.2	5145717	5146403	-	687	77	67	60	37	26	17	59
gene-PA4595	NC_002516.2	5146907	5148571	-	1665	2368	1878	1659	1192	147	324	1435
gene-PA4596	NC_002516.2	5149064	5149582	+	519	27	25	21	11	37	10	28
gene-PA4597	NC_002516.2	5149633	5151072	-	1440	84	75	71	63	103	41	113
gene-PA4598	NC_002516.2	5151078	5154209	-	3132	110	153	80	67	216	37	120
gene-PA4599	NC_002516.2	5154237	5155400	-	1164	42	41	26	18	310	104	127
gene-PA4600	NC_002516.2	5155561	5156124	+	564	102	112	76	77	23	19	70
gene-PA4601	NC_002516.2	5156368	5160615	+	4248	996	774	581	505	201	200	604
gene-PA4602	NC_002516.2	5160738	5161991	+	1254	3203	3088	1862	1681	156	601	1812
gene-PA4603	NC_002516.2	5162069	5162449	-	381	132	124	139	78	37	71	123
gene-PA4604	NC_002516.2	5162472	5163476	-	1005	183	205	252	152	54	56	127
gene-PA4605	NC_002516.2	5163536	5163739	-	204	390	451	464	348	19	55	230
gene-PA4606	NC_002516.2	5163788	5165854	-	2067	1879	1944	1619	1327	276	696	1460
gene-PA4607	NC_002516.2	5166191	5166697	-	507	101	91	107	91	20	39	127
gene-PA4608	NC_002516.2	5166900	5167277	+	378	148	116	97	82	14	43	125
gene-PA4609	NC_002516.2	5167284	5168645	-	1362	376	340	337	252	109	206	536
gene-PA4610	NC_002516.2	5168755	5169189	+	435	50	24	11	9	13	7	25
gene-PA4611	NC_002516.2	5169251	5169505	-	255	693	598	525	324	72	487	980
gene-PA4612	NC_002516.2	5169580	5170131	-	552	38	43	32	17	19	13	39
gene-PA4613	NC_002516.2	5170185	5171726	-	1542	86	95	54	46	91	22	70
gene-PA4614	NC_002516.2	5172253	5172666	+	414	2581	2026	1673	1403	71	207	1029
gene-PA4615	NC_002516.2	5172771	5173547	-	777	170	172	142	122	48	21	92
gene-PA4616	NC_002516.2	5173654	5174652	-	999	256	133	103	110	22	18	78
gene-PA4617	NC_002516.2	5174980	5176104	+	1125	172	155	119	94	80	74	202
gene-PA4618	NC_002516.2	5176680	5177651	-	972	530	421	459	271	89	228	587
gene-PA4619	NC_002516.2	5177655	5178902	-	1248	375	379	262	203	103	140	453
gene-PA4620	NC_002516.2	5178905	5179444	-	540	91	101	74	56	31	25	94
gene-PA4621	NC_002516.2	5179437	5182268	-	2832	559	506	427	315	222	393	825
gene-PA4622	NC_002516.2	5182579	5183790	+	1212	69	51	37	30	56	9	29
gene-PA4623	NC_002516.2	5183950	5184339	-	390	13	15	13	8	25	5	19
gene-PA4624	NC_002516.2	5184642	5186348	-	1707	88	110	68	41	92	39	93
gene-PA4625	NC_002516.2	5186411	5192875	-	6465	381	383	310	237	358	209	593
gene-PA4626	NC_002516.2	5193196	5194167	+	972	75	69	45	36	36	27	55
gene-PA4627	NC_002516.2	5194277	5195275	+	999	266	174	137	119	62	70	287
gene-PA4628	NC_002516.2	5195370	5196833	+	1464	452	337	237	233	89	58	294
gene-PA4629	NC_002516.2	5197186	5197764	+	579	312	268	188	185	50	27	144
gene-PA4630	NC_002516.2	5197881	5198324	+	444	130	122	100	75	26	36	111
gene-PA4631	NC_002516.2	5198334	5199359	-	1026	621	510	419	365	58	131	491
gene-PA4632	NC_002516.2	5199503	5200324	-	822	983	752	573	498	80	168	656
gene-PA4633	NC_002516.2	5200487	5202625	+	2139	522	338	276	207	60	77	294
gene-PA4634	NC_002516.2	5202628	5203242	-	615	151	118	88	66	21	29	102
gene-PA4635	NC_002516.2	5203668	5204372	+	705	84	64	57	47	30	28	84
gene-PA4635a	NC_002516.2	5204385	5204648	-	264	66	56	59	34	10	22	79
gene-PA4636a	NC_002516.2	5204648	5204830	-	183	33	31	35	19	5	15	44
gene-PA4636	NC_002516.2	5204928	5206088	+	1161	396	395	272	246	82	140	428
gene-PA4637	NC_002516.2	5206209	5206487	-	279	1448	1483	1102	808	928	2035	2002
gene-PA4637a	NC_002516.2	5206720	5207007	-	288	135	138	71	66	8	21	85
gene-PA4639	NC_002516.2	5207035	5207622	-	588	1246	1013	643	599	30	98	610
gene-PA4640	NC_002516.2	5208464	5209987	+	1524	1150	983	898	586	112	224	1257
gene-PA4642	NC_002516.2	5210706	5210996	-	291	228	189	161	113	11	33	211
gene-PA4643	NC_002516.2	5211079	5211564	-	486	200	156	116	116	20	19	104
gene-PA4644	NC_002516.2	5211632	5212105	-	474	766	517	519	390	46	133	493
gene-PA4645	NC_002516.2	5212107	5212664	-	558	908	876	552	517	47	109	438
gene-PA4646	NC_002516.2	5212833	5213471	+	639	317	258	190	160	37	37	147
gene-PA4647	NC_002516.2	5213474	5214757	+	1284	1465	1056	898	745	186	425	931
gene-PA4648	NC_002516.2	5215091	5215639	+	549	20	19	7	11	25	1	9
gene-PA4649	NC_002516.2	5215670	5216203	+	534	36	37	31	15	55	48	49
gene-PA4650	NC_002516.2	5216203	5216745	+	543	12	13	10	4	58	2	7
gene-PA4651	NC_002516.2	5216764	5217552	+	789	57	34	32	24	24	23	43
gene-PA4652	NC_002516.2	5217569	5219941	+	2373	60	68	51	42	115	27	85
gene-PA4653	NC_002516.2	5219938	5220885	+	948	26	43	16	16	82	26	76
gene-PA4654	NC_002516.2	5220887	5222260	-	1374	22	15	13	15	31	4	23
gene-PA4655	NC_002516.2	5222540	5223562	-	1023	207	173	155	109	42	28	121
gene-PA4656	NC_002516.2	5223559	5224476	-	918	141	182	146	97	120	67	167
gene-PA4657	NC_002516.2	5224890	5225873	+	984	131	137	97	77	40	43	106
gene-PA4658	NC_002516.2	5226026	5226982	+	957	38	38	20	24	33	14	32
gene-PA4659	NC_002516.2	5226992	5227891	+	900	52	57	23	31	24	5	32
gene-PA4660	NC_002516.2	5227888	5229333	+	1446	387	283	261	187	58	96	299
gene-PA4661	NC_002516.2	5229459	5229980	-	522	1750	1758	2039	1289	58	262	1318
gene-PA4662	NC_002516.2	5230114	5230911	-	798	553	482	373	309	79	197	564
gene-PA4663	NC_002516.2	5230901	5231659	-	759	584	373	454	301	76	280	777
gene-PA4664	NC_002516.2	5231653	5232483	-	831	689	877	462	341	86	276	929
gene-PA4665	NC_002516.2	5232485	5233567	-	1083	868	738	615	460	132	420	923
gene-PA4666	NC_002516.2	5233585	5234853	-	1269	959	797	691	469	96	191	881
gene-PA4667	NC_002516.2	5234997	5236769	+	1773	1071	943	625	534	67	162	579
gene-PA4668	NC_002516.2	5236774	5237391	+	618	242	207	140	127	14	29	140
gene-PA4669	NC_002516.2	5237393	5238241	+	849	49060	57103	44461	29365	1756	13607	37708
gene-PA4669.1	NC_002516.2	5238277	5238351	+	75	19355	22799	25110	12554	789	6735	17556
gene-PA4670	NC_002516.2	5238408	5239349	+	942	6928	4857	3849	3235	97	437	3112
gene-PA4671	NC_002516.2	5239466	5240080	+	615	13458	13652	11365	9510	470	2304	9533
gene-PA4672	NC_002516.2	5240122	5240706	+	585	2169	1656	1598	1348	128	670	2005
gene-PA4673	NC_002516.2	5240747	5241847	+	1101	1895	1467	943	897	113	498	1617
gene-PA4673.1	NC_002516.2	5242026	5242102	+	77	354	507	343	242	156	203	301
gene-PA4674	NC_002516.2	5242254	5242559	-	306	198	349	220	124	30	61	147
gene-PA4675	NC_002516.2	5243178	5245406	+	2229	381	351	322	191	107	77	255
gene-PA4676	NC_002516.2	5245476	5246123	-	648	369	373	280	176	43	75	223
gene-PA4677	NC_002516.2	5246185	5247423	-	1239	248	193	141	114	67	72	242
gene-PA4678	NC_002516.2	5247622	5248074	-	453	111	122	80	60	17	13	95
gene-PA4679	NC_002516.2	5248071	5248772	-	702	216	137	100	111	33	83	288
gene-PA4680	NC_002516.2	5249032	5249568	-	537	16	33	23	18	26	14	31
gene-PA4681	NC_002516.2	5249599	5250618	-	1020	41	42	27	34	35	10	35
gene-PA4682	NC_002516.2	5250620	5251666	-	1047	36	37	33	23	53	6	23
gene-PA4683	NC_002516.2	5251871	5252473	-	603	81	73	64	50	31	10	19
gene-PA4684	NC_002516.2	5252758	5254056	+	1299	261	256	188	144	66	64	266
gene-PA4685	NC_002516.2	5254046	5254741	+	696	19	15	14	10	12	8	25
gene-PA4686	NC_002516.2	5254738	5257584	+	2847	929	788	648	536	160	241	959
gene-PA4687	NC_002516.2	5257696	5258703	+	1008	797	559	343	291	46	40	217
gene-PA4688	NC_002516.2	5258724	5260262	+	1539	324	157	115	164	74	18	156
gene-PA4689	NC_002516.2	5260343	5262649	-	2307	876	594	537	532	73	94	561
gene-PA4690	NC_002516.2	5262642	5263262	-	621	288	257	189	177	51	42	212
gene-PA4690a	NC_002516.2	5263249	5263956	-	708	345	433	219	200	70	77	229
gene-PA4690.1	NC_002516.2	5264100	5264219	-	120	1377	228261	816	7938	10995	87820	226032
gene-PA4690.2	NC_002516.2	5264362	5267252	-	2891	5534	1105	1384	550555	2147	22337	290170
gene-PA4690.3	NC_002516.2	5267479	5267554	-	76	11038	14506	16555	7976	901	6590	14625
gene-PA4690.4	NC_002516.2	5267583	5267659	-	77	5731	10248	6901	4599	821	5690	13149
gene-PA4690.5	NC_002516.2	5267724	5269259	-	1536	4789	1955	1606	391411	1605	19858	205883
gene-PA4691	NC_002516.2	5269803	5270411	-	609	46	54	32	28	21	8	16
gene-PA4692	NC_002516.2	5270411	5271424	-	1014	134	136	85	86	49	16	71
gene-PA4693	NC_002516.2	5271485	5272300	-	816	2034	1905	1097	1071	46	109	867
gene-PA4694	NC_002516.2	5272455	5273471	-	1017	2264	1837	1430	1100	74	106	704
gene-PA4695	NC_002516.2	5273514	5274005	-	492	328	333	237	216	38	50	171
gene-PA4696	NC_002516.2	5274008	5275732	-	1725	1430	1453	1331	855	160	380	1275
gene-PA4697	NC_002516.2	5276283	5276735	+	453	81	96	55	54	22	11	57
gene-PA4698	NC_002516.2	5276843	5277172	-	330	1008	772	795	507	130	452	1073
gene-PA4699	NC_002516.2	5277172	5277951	-	780	1133	683	643	521	135	285	947
gene-PA4700	NC_002516.2	5277968	5280292	-	2325	2672	1988	1759	1364	246	647	2092
gene-PA4701	NC_002516.2	5280505	5282067	+	1563	577	413	391	270	74	64	273
gene-PA4702	NC_002516.2	5282159	5282506	+	348	64	47	43	36	19	21	47
gene-PA4703	NC_002516.2	5282732	5283004	+	273	27	27	12	15	43	3	15
gene-PA4704	NC_002516.2	5283109	5283906	+	798	85	82	64	67	25	15	53
gene-PA4704.1	NC_002516.2	5283960	5284110	+	151	188	244	138	117	23	45	141
gene-PA4704.2	NC_002516.2	5284172	5284319	+	148	138	148	91	61	67	166	139
gene-PA4705	NC_002516.2	5284370	5285257	-	888	121	139	101	91	32	55	153
gene-PA4706	NC_002516.2	5285268	5286035	-	768	82	90	66	62	20	38	108
gene-PA4707	NC_002516.2	5286035	5287018	-	984	122	99	85	51	38	41	107
gene-PA4708	NC_002516.2	5287069	5287962	-	894	60	59	42	27	33	23	79
gene-PA4709	NC_002516.2	5287972	5289036	-	1065	21	36	21	12	37	7	21
gene-PA4710	NC_002516.2	5289217	5291511	+	2295	36	59	30	22	127	12	49
gene-PA4711	NC_002516.2	5291614	5291961	+	348	49	27	30	22	30	9	42
gene-PA4712	NC_002516.2	5292042	5292554	+	513	66	58	41	27	16	13	63
gene-PA4713	NC_002516.2	5292558	5293007	-	450	68	59	68	29	30	50	155
gene-PA4714	NC_002516.2	5293257	5293706	+	450	361	296	361	232	63	211	514
gene-PA4715	NC_002516.2	5293765	5295000	-	1236	519	478	358	269	115	147	556
gene-PA4716	NC_002516.2	5295170	5296024	+	855	168	119	131	77	46	69	293
gene-PA4717	NC_002516.2	5296092	5296985	+	894	403	294	247	192	63	130	423
gene-PA4718	NC_002516.2	5297007	5297483	-	477	284	176	136	119	20	42	214
gene-PA4719	NC_002516.2	5297897	5299192	+	1296	864	545	324	356	105	112	414
gene-PA4720	NC_002516.2	5299189	5300280	+	1092	809	564	396	388	85	205	572
gene-PA4721	NC_002516.2	5300314	5301021	-	708	294	213	224	155	47	99	303
gene-PA4722	NC_002516.2	5301021	5302193	-	1173	355	315	259	221	40	91	288
gene-PA4723	NC_002516.2	5302386	5302832	+	447	5177	6183	5641	3359	273	1241	4199
gene-PA4724	NC_002516.2	5302900	5303781	+	882	590	315	325	288	67	113	422
gene-PA4724.1	NC_002516.2	5303851	5304027	+	177	57	112	29	33	35	7	38
gene-PA4725	NC_002516.2	5304011	5306962	+	2952	704	707	485	401	130	144	510
gene-PA4726	NC_002516.2	5306989	5308425	+	1437	1121	864	769	648	132	175	754
gene-PA4726.1	NC_002516.2	5308433	5308493	+	61	67	79	60	33	5	20	48
gene-PA4726.11	NC_002516.2	5308587	5308993	+	407	256027	329826	331228	187460	7619	61521	194426
gene-PA4726.2	NC_002516.2	5308743	5308964	-	222	244029	300095	318640	177100	6897	54518	176433
gene-PA4727	NC_002516.2	5309326	5310729	+	1404	672	503	381	325	91	118	541
gene-PA4728	NC_002516.2	5310726	5311214	+	489	234	118	77	90	34	65	236
gene-PA4729	NC_002516.2	5311464	5312264	+	801	580	590	382	356	30	80	288
gene-PA4730	NC_002516.2	5312261	5313112	+	852	424	273	250	203	51	67	269
gene-PA4731	NC_002516.2	5313206	5313586	+	381	294	330	172	135	31	23	204
gene-PA4732	NC_002516.2	5313676	5315340	+	1665	890	742	592	447	89	145	537
gene-PA4733	NC_002516.2	5315534	5317471	+	1938	113	119	91	74	96	36	94
gene-PA4734	NC_002516.2	5317569	5318450	+	882	257	305	246	180	56	74	215
gene-PA4735	NC_002516.2	5318575	5321841	+	3267	1312	1105	774	637	178	232	1030
gene-PA4736	NC_002516.2	5321846	5322139	+	294	167	129	121	85	30	49	205
gene-PA4737	NC_002516.2	5322136	5322450	+	315	393	347	342	204	88	282	752
gene-PA4738	NC_002516.2	5322510	5322707	-	198	280	230	251	141	42	100	241
gene-PA4739	NC_002516.2	5322757	5323101	-	345	222	113	181	102	14	8	103
gene-PA4740	NC_002516.2	5323374	5325479	-	2106	6207	3038	3614	2566	214	1041	3729
gene-PA4741	NC_002516.2	5325653	5325922	-	270	53555	60535	40933	28296	1362	6923	33711
gene-PA4742	NC_002516.2	5326018	5326932	-	915	2027	1225	1013	903	154	752	1926
gene-PA4743	NC_002516.2	5326935	5327324	-	390	478	321	345	222	59	206	447
gene-PA4744	NC_002516.2	5327427	5329949	-	2523	9632	7090	7118	4956	1041	4623	9814
gene-PA4745	NC_002516.2	5329977	5331458	-	1482	4280	2963	3507	2244	288	1428	3814
gene-PA4746	NC_002516.2	5331503	5331961	-	459	2103	1833	1672	1185	102	513	1367
gene-PA4746.1	NC_002516.2	5332087	5332163	-	77	10128	7375	12675	5089	502	1923	6576
gene-PA4746.2	NC_002516.2	5332254	5332339	-	86	8702	8535	12423	5115	805	4236	10630
gene-PA4747	NC_002516.2	5332354	5332743	-	390	25354	24352	23438	14842	1596	8630	23618
gene-PA4748	NC_002516.2	5332746	5333501	-	756	10377	9657	7983	6191	800	5126	15210
gene-PA4749	NC_002516.2	5333567	5334904	-	1338	953	994	756	540	163	368	1082
gene-PA4750	NC_002516.2	5334921	5335772	-	852	536	645	530	378	126	498	1168
gene-PA4751	NC_002516.2	5335782	5337701	-	1920	3876	4907	2623	2439	1001	2675	5468
gene-PA4752	NC_002516.2	5337900	5338523	-	624	501	915	372	372	156	514	1367
gene-PA4753	NC_002516.2	5338618	5338932	+	315	1682	1404	1130	824	54	216	927
gene-PA4754	NC_002516.2	5338973	5339380	-	408	615	495	587	340	67	291	888
gene-PA4755	NC_002516.2	5339391	5339867	-	477	1515	1311	1318	861	86	212	970
gene-PA4756	NC_002516.2	5339864	5343085	-	3222	3164	2337	2149	1578	263	592	4014
gene-PA4757	NC_002516.2	5343105	5343755	-	651	505	359	278	220	47	108	478
gene-PA4758	NC_002516.2	5343767	5344903	-	1137	1480	993	956	656	110	209	824
gene-PA4758.1	NC_002516.2	5344950	5345060	-	111	116	149	65	51	79	169	239
gene-PA4759	NC_002516.2	5345086	5345892	-	807	622	645	392	359	599	1290	1718
gene-PA4760	NC_002516.2	5345949	5347082	-	1134	572	817	551	424	1310	2259	2362
gene-PA4761	NC_002516.2	5347198	5349111	-	1914	2729	4544	2393	2081	2248	6848	10362
gene-PA4762	NC_002516.2	5349201	5349761	-	561	367	842	313	295	408	990	1746
gene-PA4763	NC_002516.2	5349929	5351605	+	1677	465	408	358	265	143	184	461
gene-PA4764	NC_002516.2	5351675	5352079	-	405	4671	4430	3119	2440	76	212	1314
gene-PA4765	NC_002516.2	5352177	5352707	+	531	2851	2966	1586	1581	66	168	1107
gene-PA4766	NC_002516.2	5352775	5353080	-	306	379	330	311	196	58	182	489
gene-PA4767	NC_002516.2	5353073	5353507	-	435	460	462	408	240	59	109	467
gene-PA4768	NC_002516.2	5353783	5354262	+	480	1086	970	881	541	80	341	1419
gene-PA4769	NC_002516.2	5354285	5355058	-	774	544	452	520	340	127	242	694
gene-PA4770	NC_002516.2	5355387	5357075	+	1689	646	1065	446	1134	68	57	234
gene-PA4771	NC_002516.2	5357230	5358375	+	1146	279	314	210	320	63	62	152
gene-PA4772	NC_002516.2	5358442	5361258	+	2817	318	482	345	482	116	87	238
gene-PA4773	NC_002516.2	5361586	5362068	+	483	406	270	265	173	25	22	146
gene-PA4774	NC_002516.2	5362146	5363195	+	1050	324	193	188	128	35	31	108
gene-PA4775	NC_002516.2	5363198	5364058	+	861	179	102	88	71	25	35	92
gene-PA4776	NC_002516.2	5364071	5364736	+	666	62	44	52	27	43	10	39
gene-PA4777	NC_002516.2	5364760	5366193	+	1434	81	80	73	47	53	12	62
gene-PA4778	NC_002516.2	5366257	5366655	+	399	196	172	115	97	42	47	232
gene-PA4779	NC_002516.2	5367187	5368080	-	894	104	71	55	45	31	36	88
gene-PA4780	NC_002516.2	5368170	5369063	-	894	281	246	266	134	53	126	271
gene-PA4781	NC_002516.2	5369187	5370368	-	1182	239	181	175	120	44	47	137
gene-PA4782	NC_002516.2	5370476	5370721	-	246	441	442	447	310	14	60	171
