Geneid	10_R1	10_R2	15_R1	15_R2	20_R1	20_R2	25_R1	25_R2	35_R1	35_R2	Entity	Symbol
gene-PA1670	35	53	101	74	35	36	23	52	24	26	host	stp1
gene-PA3803	956	1002	869	704	457	443	386	669	472	391	host	gcpE
gene-PA2362	11	8	5	7	5	2	5	9	4	2	host	gene-PA2362
gene-PA0425	795	944	844	665	433	464	425	735	569	465	host	mexA
gene-PA2435	43	55	63	39	43	58	30	77	66	38	host	gene-PA2435
gene-PA1002	212	251	213	142	78	98	57	102	73	71	host	phnB
gene-PA0153	42	62	33	33	21	26	18	36	50	34	host	pcaH
gene-PA4702	97	81	80	90	47	70	32	60	57	36	host	gene-PA4702
gene-PA4446	407	490	548	383	336	411	382	502	565	417	host	algW
gene-PA4015	39	67	50	35	22	32	19	39	34	41	host	gene-PA4015
gene-PA1583	1954	2055	1982	1601	1067	1128	1094	1636	1228	1029	host	sdhA
gene-PA3939	26	66	36	36	43	46	49	101	291	220	host	gene-PA3939
gene-PA2262	25	30	25	34	9	18	26	21	16	20	host	gene-PA2262
gene-PA0944	6563	5897	1678	5531	19425	4546	354	601	784	578	host	purN
gene-PA0113	76	69	54	45	44	30	40	57	46	34	host	gene-PA0113
gene-PA1845	35	28	39	32	18	26	29	53	33	25	host	gene-PA1845
gene-PA1885	31	40	24	28	19	18	14	22	23	19	host	gene-PA1885
gene-PA3170	206	285	368	203	143	188	196	290	298	187	host	gene-PA3170
gene-PA4170	50	54	52	32	36	31	41	58	101	54	host	gene-PA4170
gene-PA0661	139	106	109	86	55	62	80	72	107	57	host	gene-PA0661
gene-PA5341	62	89	95	62	30	41	42	83	57	37	host	gene-PA5341
gene-PA1401	22	30	24	20	6	12	5	5	20	15	host	gene-PA1401
gene-PA1274	62	66	55	27	26	29	34	44	33	21	host	gene-PA1274
gene-PA0122	168	176	213	166	86	120	95	165	132	77	host	gene-PA0122
gene-PA1830	294	361	312	249	141	172	148	225	184	142	host	gene-PA1830
gene-PA1638	72	90	98	73	44	41	43	57	62	57	host	gene-PA1638
gene-PA4187	54	43	47	53	32	53	43	59	89	60	host	gene-PA4187
gene-PA4771	38	52	58	52	25	34	15	53	58	42	host	lldD
gene-PA4801	53	51	67	44	36	21	32	92	71	43	host	gene-PA4801
gene-PHIKZ003	85	54	127	88	74	66	86	51	91	73	phage	gene-PHIKZ003
gene-PA2338	32	16	29	16	17	29	9	39	28	32	host	gene-PA2338
gene-PA1182	92	124	79	62	62	43	44	97	84	55	host	gene-PA1182
gene-PA0897	222	258	212	189	106	115	110	169	147	145	host	aruG
gene-PA4543	183	251	270	256	139	153	149	264	237	145	host	gene-PA4543
gene-PA2817	140	109	166	147	77	106	94	130	121	81	host	gene-PA2817
gene-PA4484	575	579	604	469	281	285	290	527	392	269	host	gatB
gene-PHIKZ133	1444	1247	1540	1385	1123	1360	1067	1282	960	1021	phage	gene-PHIKZ133
gene-PA0447	108	134	152	125	82	89	72	165	152	110	host	gcdH
gene-PA2318	41	51	58	40	25	24	25	55	49	34	host	gene-PA2318
gene-PA3960	43	41	56	30	27	36	22	42	28	21	host	gene-PA3960
gene-PA4746.1	6265	5829	12839	8236	9683	11124	9721	16694	12129	11118	host	gene-PA4746.1
gene-PA4037	30	37	43	25	20	31	35	28	47	46	host	gene-PA4037
gene-PA4033	12	13	16	13	11	20	15	36	22	31	host	gene-PA4033
gene-PA1033	126	118	127	99	77	93	79	126	122	99	host	gene-PA1033
gene-PA3630	39	59	59	38	24	45	41	74	66	49	host	gfnR
gene-PHIKZ_p05	5681	4573	9399	7275	10041	6669	9644	16851	8531	8156	phage	gene-PHIKZ_p05
gene-PHIKZ179	1469	1449	1862	1497	1287	1644	1065	1452	1342	1321	phage	gene-PHIKZ179
gene-PA1667	207	248	179	172	88	101	95	123	123	62	host	gene-PA1667
gene-PA1784	59	45	63	69	49	55	44	67	60	38	host	gene-PA1784
gene-PA2320	150	140	140	88	57	84	44	66	82	65	host	gntR
gene-PA0428	538	621	649	703	403	260	289	518	373	301	host	gene-PA0428
gene-PA5550	106	122	234	184	174	182	166	325	150	102	host	glmR
gene-PA4742	1508	1533	1957	1479	1296	3749	1466	2317	2312	1772	host	truB
gene-PA0315	436	490	576	441	314	239	337	432	480	370	host	gene-PA0315
gene-PA0806	724	1035	1050	938	312	459	263	375	195	204	host	gene-PA0806
gene-PA0393	186	236	195	154	98	96	92	200	174	125	host	proC
gene-PA4990	27	50	33	23	22	27	16	19	31	36	host	gene-PA4990
gene-PA3303	250	290	302	246	220	244	160	213	361	280	host	gene-PA3303
gene-PA2714	60	43	66	35	26	39	32	54	66	58	host	gene-PA2714
gene-PA4596	302	318	220	173	73	100	63	94	112	77	host	gene-PA4596
gene-PA0080	38	82	73	53	35	43	28	75	27	40	host	gene-PA0080
gene-PA3633	179	178	172	147	78	83	75	141	128	93	host	ygbP
gene-PA0549	267	274	278	204	151	182	134	309	268	191	host	gene-PA0549
gene-PA5449	208	231	219	204	97	92	72	106	102	67	host	wbpX
gene-PA2951	1036	1090	1222	800	703	705	634	1074	818	714	host	etfA
gene-PA1570	73	90	103	74	80	80	51	123	130	110	host	gene-PA1570
gene-PA3504	49	65	46	25	22	41	23	60	55	47	host	gene-PA3504
gene-PA3769	599	637	704	494	369	453	395	738	567	484	host	guaA
gene-PA1460	227	247	244	175	105	116	122	148	127	90	host	motC
gene-PA5242	1548	1723	1593	1269	786	867	753	1323	1182	1636	host	ppk
gene-PA0970	339	358	422	8155	256	260	290	3687	395	305	host	tolR
gene-PA0900	182	220	134	166	104	106	88	153	101	95	host	gene-PA0900
gene-PA3853	106	108	157	66	65	38	34	93	90	60	host	gene-PA3853
gene-PA4350	86	83	172	118	54	58	63	70	46	45	host	gene-PA4350
gene-PA0861	428	512	986	353	196	242	195	335	311	221	host	gene-PA0861
gene-PA2598	22	25	27	9	12	15	10	20	39	27	host	gene-PA2598
gene-PA3719	63	68	21	17	8	7	12	11	11	22	host	armR
gene-PA2627	246	267	302	230	205	210	164	309	294	230	host	gene-PA2627
gene-PA2414	50	50	47	36	38	35	36	54	50	65	host	gene-PA2414
gene-PA5308	294	269	245	210	121	167	131	170	187	186	host	lrp
gene-PA0740	41	35	55	42	39	34	36	51	69	57	host	sdsA1
gene-PA3000	347	382	405	286	254	252	209	319	285	193	host	aroP1
gene-PA5264	351	344	346	281	194	250	192	302	379	299	host	gene-PA5264
gene-PA2785	6	4	12	8	5	5	9	11	10	5	host	gene-PA2785
gene-PA5292	144	152	174	149	94	97	105	190	178	120	host	pchP
gene-PA3666	357	423	390	272	181	168	159	249	178	149	host	dapD
gene-PA4383	160	163	212	112	86	100	195	165	177	134	host	gene-PA4383
gene-PA1047	308	325	483	330	246	293	297	450	454	395	host	gene-PA1047
gene-PA2460	144	164	170	119	67	73	64	102	94	84	host	gene-PA2460
gene-PA4406.1	514	501	518	524	371	479	421	600	732	566	host	gene-PA4406.1
gene-PA4979	25	43	40	30	24	13	21	31	45	28	host	gene-PA4979
gene-PHIKZ232	3071	2469	5815	5408	6361	4028	7085	8935	5869	6547	phage	gene-PHIKZ232
gene-PA4704	138	112	115	115	62	68	91	117	121	94	host	cbpA
gene-PA3650	660	833	660	446	410	451	417	736	590	494	host	dxr
gene-PA5326	10	21	16	13	7	14	16	25	27	20	host	gene-PA5326
gene-PA3766	163	160	194	146	124	117	98	188	175	152	host	gene-PA3766
gene-PA0596	293	306	305	231	342	253	266	380	489	383	host	gene-PA0596
gene-PA4548	223	297	392	208	152	193	362	251	249	155	host	gene-PA4548
gene-PA1040	69	74	52	43	31	37	23	61	52	51	host	gene-PA1040
gene-PA0791	92	93	89	62	46	77	46	98	76	53	host	gene-PA0791
gene-PA5320	738	827	944	633	554	579	511	771	755	586	host	coaC
gene-PA0017	214	234	171	136	86	104	96	135	94	84	host	gene-PA0017
gene-PA3702	203	254	206	143	119	125	105	168	130	101	host	wspR
gene-PA4348	1674	1413	258	1067	119	146	130	140	148	92	host	gene-PA4348
gene-PA1764	50	54	40	60	33	27	32	42	44	50	host	gene-PA1764
gene-PA1076	335	399	268	178	108	124	92	153	154	118	host	gene-PA1076
gene-PA3830	102	135	144	102	98	120	105	147	176	168	host	gene-PA3830
gene-PA0610	182	193	206	167	123	150	131	189	268	183	host	prtN
gene-PA1014	581	541	773	535	419	447	383	566	542	450	host	gene-PA1014
gene-PA4158	31	43	59	46	36	39	32	55	59	52	host	fepC
gene-PA2127	232	308	204	172	85	108	66	123	88	61	host	gene-PA2127
gene-PA3642	534	645	464	355	230	244	214	356	310	215	host	rnhB
gene-PA1657	126	143	136	127	53	90	40	105	63	38	host	gene-PA1657
gene-PHIKZ_p67	1025	844	1338	1483	1548	1317	1666	1871	1732	1699	phage	gene-PHIKZ_p67
gene-PA2646	133	104	102	75	50	36	49	64	65	43	host	nuoK
gene-PA3837	138	157	163	142	105	100	66	125	112	64	host	gene-PA3837
gene-PA4914	26	48	62	34	24	25	35	37	47	27	host	gene-PA4914
gene-PA4834	50	42	55	35	29	40	26	64	41	53	host	gene-PA4834
gene-PA0355	86	71	106	73	84	64	88	113	140	89	host	pfpI
gene-PA1322	72	98	73	79	57	62	56	68	80	66	host	gene-PA1322
gene-PA3344	863	955	1156	846	675	834	791	1404	1366	1076	host	recQ
gene-PA3274	20	34	47	21	6	12	17	25	17	15	host	gene-PA3274
gene-PA4056	242	275	254	1788	117	135	144	185	195	155	host	ribD
gene-PA2310	26	34	25	17	115	171	350	486	3046	2310	host	gene-PA2310
gene-PA4212	45	59	48	20	19	20	24	40	32	23	host	phzC1
gene-PA5117	814	960	979	761	436	458	729	697	553	502	host	typA
gene-PA3464	38	65	57	48	35	39	19	36	42	32	host	gene-PA3464
gene-PA1150	707	677	579	527	407	573	469	580	738	621	host	pys2
gene-PA3447	7	13	8	0	6	4	5	11	9	12	host	gene-PA3447
gene-PA1955	15	6	9	5	2	4	6	1	9	7	host	gene-PA1955
gene-PHIKZ014	7424	7295	6832	7142	3626	2904	2912	4529	2024	2025	phage	gene-PHIKZ014
gene-PA1947	38	57	61	31	24	39	27	51	37	29	host	rbsA
gene-PA3587	95	120	81	77	42	74	50	69	83	36	host	metR
gene-PA0226	26	33	39	20	12	15	24	34	27	20	host	gene-PA0226
gene-PA5375	162	182	173	141	96	126	85	167	137	111	host	betT1
gene-PA3858	100	135	147	90	81	90	73	135	121	88	host	gene-PA3858
gene-PA0617	52	54	51	30	24	36	16	54	30	26	host	gene-PA0617
gene-PA0364	59	49	59	48	21	37	36	71	51	41	host	gene-PA0364
gene-PA1743	11	15	19	10	3	2	3	11	8	24	host	gene-PA1743
gene-PA1228	105	97	98	65	51	71	52	95	74	59	host	gene-PA1228
gene-PA5517	294	270	211	176	111	123	110	137	131	102	host	gene-PA5517
gene-PA4827	76	88	72	55	43	61	43	76	98	58	host	gene-PA4827
gene-PA0914	83	80	101	77	52	72	67	101	135	107	host	gene-PA0914
gene-PA4175	114	143	133	105	62	89	53	101	88	56	host	piv
gene-PA4995	131	116	169	149	89	72	80	149	160	103	host	gene-PA4995
gene-PA5371	498	448	608	438	365	433	363	709	778	555	host	gene-PA5371
gene-PA2024	56	48	35	38	14	22	23	24	28	27	host	gene-PA2024
gene-PA3952	141	178	135	94	74	107	139	218	328	255	host	gene-PA3952
gene-PA3284	22	21	30	30	12	16	18	34	24	16	host	gene-PA3284
gene-PA2890	4	4	7	6	2	3	5	3	2	3	host	atuE
gene-PA1252	19	39	36	22	15	24	32	40	18	15	host	gene-PA1252
gene-PA0123	62	74	113	81	38	61	56	75	51	35	host	gene-PA0123
gene-PA2184	5	13	5	10	3	13	2	12	21	11	host	gene-PA2184
gene-PA2442	59	67	96	79	45	61	69	62	48	34	host	gcvT2
gene-PA5310	151	175	164	123	88	114	75	146	144	104	host	gene-PA5310
gene-PA0487	101	112	102	68	48	53	57	90	96	78	host	gene-PA0487
gene-PA1201	94	109	93	74	39	45	62	67	70	62	host	gene-PA1201
gene-PA2073	14	32	32	31	26	29	27	43	46	22	host	gene-PA2073
gene-PHIKZ271	1382	1099	1834	1770	1503	1067	1238	1678	769	831	phage	gene-PHIKZ271
gene-PA4542	1339	1514	1085	687	381	479	462	732	1726	2620	host	clpB
gene-PA5428	183	313	289	202	169	873	185	321	370	331	host	gene-PA5428
gene-PHIKZ208	2471	2319	4060	4569	4811	3665	4995	6704	4388	4279	phage	gene-PHIKZ208
gene-PA2782	7	18	13	12	6	6	6	15	15	9	host	gene-PA2782
gene-PA2137	6	15	8	8	7	5	3	2	8	5	host	gene-PA2137
gene-PA5225	231	263	214	186	133	148	161	217	265	192	host	gene-PA5225
gene-PA4839	303	305	283	212	161	193	175	308	231	222	host	speA
gene-PA5065	504	466	468	320	204	211	207	274	250	170	host	ubiB
gene-PA4319	279	378	265	232	116	178	127	249	182	116	host	gene-PA4319
gene-PA3089	31	30	36	27	15	19	15	31	33	18	host	gene-PA3089
gene-PA3445	42	28	23	21	54	54	47	111	266	150	host	gene-PA3445
gene-PA3129	248	350	309	288	196	205	146	286	291	274	host	gene-PA3129
gene-PA2353	85	117	174	88	77	73	72	109	113	87	host	gene-PA2353
gene-PA1952	7	7	7	9	1	9	3	5	7	4	host	gene-PA1952
gene-PA5345	542	661	593	402	255	331	236	415	332	240	host	recG
gene-PA1594	34	52	36	32	29	38	32	56	45	37	host	gene-PA1594
gene-PA2358	373	494	272	271	77	116	75	110	119	88	host	gene-PA2358
gene-PA0582	146	144	124	117	83	124	91	164	105	84	host	folB
gene-PA4148	6	9	31	17	9	17	7	24	28	10	host	gene-PA4148
gene-PA1135	36	38	31	17	21	16	11	37	35	27	host	gene-PA1135
gene-PA3634	216	218	248	182	145	143	127	247	191	153	host	gene-PA3634
gene-PA3395	11	15	9	13	7	18	18	17	16	15	host	nosY
gene-PA2807	28	26	21	16	14	18	23	19	22	21	host	gene-PA2807
gene-PA0862	380	386	337	265	153	231	155	235	301	214	host	gene-PA0862
gene-PA4877	51	61	86	69	42	49	54	91	109	83	host	gene-PA4877
gene-PA5282	25	34	40	32	26	17	16	28	17	22	host	gene-PA5282
gene-PHIKZ_p63	2042	1790	3003	2782	3462	3075	3868	4573	4046	3710	phage	gene-PHIKZ_p63
gene-PA3733	249	277	253	171	137	134	148	210	247	166	host	gene-PA3733
gene-PA5252	1064	2074	1055	847	633	726	668	983	1004	792	host	gene-PA5252
gene-PA0703	27	38	46	34	30	32	36	33	30	22	host	gene-PA0703
gene-PA1971	96	107	138	106	85	61	73	148	179	142	host	braZ
gene-PA4501	68	86	89	62	47	61	38	82	65	75	host	opdP
gene-PA2311	14	12	13	9	5	8	19	28	77	64	host	gene-PA2311
gene-PA2409	77	86	73	57	34	34	43	65	33	39	host	gene-PA2409
gene-PA3334	21	16	38	25	11	10	15	21	11	6	host	gene-PA3334
gene-PA4196	79	79	88	64	37	59	45	98	99	70	host	bfiR
gene-PA2234	173	216	173	117	72	95	66	135	75	75	host	pslD
gene-PA0446	273	303	342	252	166	176	192	302	16210	202	host	gene-PA0446
gene-PHIKZ168	3213	3034	7132	5137	6181	5393	6432	9842	6157	5107	phage	gene-PHIKZ168
gene-PA4928	401	431	1344	324	241	302	270	451	432	366	host	gene-PA4928
gene-PA2163	3	2	8	3	4	5	7	6	8	1	host	gene-PA2163
gene-PA1707	10	27	21	11	12	4	9	20	11	12	host	pcrH
gene-PA4485	55	82	100	56	47	36	38	75	61	56	host	gene-PA4485
gene-PA0389	258	296	231	188	135	118	111	161	154	123	host	gene-PA0389
gene-PA0018	62	70	82	58	39	44	35	61	45	29	host	fmt
gene-PA1373	50	54	57	32	24	33	29	57	30	32	host	fabF2
gene-PA1880	46	65	58	52	27	26	38	52	80	37	host	gene-PA1880
gene-PA0994	188	218	229	160	111	16124	108	234	213	144	host	cupC3
gene-PA1493	342	389	294	258	220	241	260	462	790	642	host	cysP
gene-PA3048	303	349	338	268	211	275	231	355	374	292	host	gene-PA3048
gene-PA5279	395	456	426	315	214	269	212	366	290	206	host	gene-PA5279
gene-PA0714	37	30	38	21	24	21	23	34	32	35	host	gene-PA0714
gene-PA3466	208	226	239	192	155	185	143	266	293	227	host	gene-PA3466
gene-PA5468	208	217	205	154	134	161	102	196	170	125	host	gene-PA5468
gene-PA2469	65	66	85	51	41	48	50	105	60	60	host	gene-PA2469
gene-PA1899	3	9	8	3	3	6	1	5	7	5	host	phzA2
gene-PA2092	3	14	7	6	7	10	7	28	15	3	host	gene-PA2092
gene-PA1639	136	117	150	129	76	89	60	135	123	103	host	gene-PA1639
gene-PA1461	188	236	257	136	77	106	74	164	95	82	host	motD
gene-PA2244	32	27	53	29	19	34	23	40	43	35	host	pslN
gene-PA2858	156	198	198	131	66	68	80	118	79	59	host	gene-PA2858
gene-PA5250	545	497	504	422	194	254	182	333	263	220	host	gene-PA5250
gene-PA4778	473	466	511	391	343	375	285	433	323	226	host	cueR
gene-PA1003	247	298	272	194	117	141	80	172	112	9237	host	mvfR
gene-PHIKZ_p76	1271	1052	1577	1322	932	678	748	1109	556	553	phage	gene-PHIKZ_p76
gene-PA4793	158	210	103	133	85	105	82	108	111	87	host	gene-PA4793
gene-PA4150	48	51	51	44	27	30	32	53	63	41	host	gene-PA4150
gene-PA2283	17	24	22	12	2	12	13	24	17	16	host	gene-PA2283
gene-PA3251	11	25	10	8	8	23	2	16	10	9	host	gene-PA3251
gene-PA2982	213	241	253	201	98	128	110	200	116	121	host	gene-PA2982
gene-PHIKZ060	1902	1599	3975	3381	4139	2858	5011	6880	4307	4354	phage	gene-PHIKZ060
gene-PA0930	84	99	73	39	52	62	128	96	93	66	host	gene-PA0930
gene-PA1496	52	59	57	37	23	22	25	43	28	31	host	gene-PA1496
gene-PA0008	651	742	665	630	409	515	481	776	631	497	host	glyS
gene-PA4833	164	198	202	136	111	147	126	186	172	155	host	gene-PA4833
gene-PHIKZ_p28	33	66	65	48	57	46	65	58	329	142	phage	gene-PHIKZ_p28
gene-PA3739	190	206	193	182	98	138	130	223	242	193	host	gene-PA3739
gene-PA2700	19	24	24	28	17	18	11	29	22	18	host	opdB
gene-PA4317	555	624	595	611	357	420	354	598	546	431	host	gene-PA4317
gene-PA5130	632	562	678	543	379	484	370	489	552	381	host	gene-PA5130
gene-PA1786	35	26	34	14	12	13	20	35	28	20	host	gene-PA1786
gene-PA0760	187	209	239	215	137	188	144	275	212	162	host	gene-PA0760
gene-PA1777	11557	9793	13243	10131	6684	6974	6679	11821	8274	6222	host	oprF
gene-PA2082	77	81	87	99	58	84	46	74	91	42	host	gene-PA2082
gene-PA0762	4373	4508	5470	4250	4727	5123	5854	8220	11233	9056	host	algU
gene-PA3638	194	229	334	159	107	112	102	198	141	114	host	gene-PA3638
gene-PA3448	7	15	6	12	7	5	4	13	12	21	host	gene-PA3448
gene-PA4949	290	368	443	310	240	273	235	493	408	319	host	gene-PA4949
gene-PA5296	745	864	1156	1322	704	797	761	1225	1325	930	host	rep
gene-PA4946	953	1132	1236	1204	416	492	362	1133	815	368	host	mutL
gene-PA0353	391	438	440	324	207	265	214	343	289	270	host	ilvD
gene-PA0014	62	67	91	59	69	72	90	122	149	112	host	gene-PA0014
gene-PA1974	32	22	15	8	12	12	20	14	25	22	host	gene-PA1974
gene-PA3456	87	96	113	72	60	73	69	115	107	63	host	gene-PA3456
gene-PA4183	77	87	79	44	27	38	32	52	40	34	host	gene-PA4183
gene-PA5265	368	433	400	295	271	262	256	355	429	338	host	gene-PA5265
gene-PA1260	11	11	12	15	5	16	5	14	12	8	host	gene-PA1260
gene-PA3158	855	707	836	696	458	492	474	596	550	434	host	wbpB
gene-PA3329	37	47	34	27	27	20	8	29	17	18	host	gene-PA3329
gene-PA0314	92	76	115	63	42	54	44	82	62	46	host	gene-PA0314
gene-PA0589	45	76	54	49	43	46	30	65	46	36	host	gene-PA0589
gene-PA0238	10	13	23	6	9	12	9	19	25	17	host	gene-PA0238
gene-PA0975	429	417	758	459	428	404	399	581	604	441	host	gene-PA0975
gene-PA1050	112	147	117	107	45	44	31	84	53	52	host	gene-PA1050
gene-PA3010	325	329	362	237	178	169	142	316	176	178	host	gene-PA3010
gene-PA0121	27	33	46	20	17	15	16	29	33	22	host	gene-PA0121
gene-PA3074	129	156	161	96	70	69	52	108	67	64	host	gene-PA3074
gene-PHIKZ103	2107	1886	2879	2317	1954	1398	1453	2104	1259	1069	phage	gene-PHIKZ103
gene-PA2649	660	656	669	492	247	351	280	376	294	211	host	nuoN
gene-PA3676	814	1012	901	743	375	466	350	581	380	300	host	gene-PA3676
gene-PA3471	288	347	310	227	121	168	124	211	175	127	host	gene-PA3471
gene-PA1030	269	375	273	199	191	198	186	207	452	323	host	gene-PA1030
gene-PA0250	148	153	146	85	84	97	91	120	145	616	host	gene-PA0250
gene-PA1111	29	31	33	40	22	23	42	64	67	49	host	gene-PA1111
gene-PA0474	9	10	6	2	1	4	1	10	2	6	host	gene-PA0474
gene-PA2174	10	8	5	4	10	2	2	8	9	5	host	gene-PA2174
gene-PA2006	200	247	245	227	76	81	58	125	68	55	host	gene-PA2006
gene-PHIKZ131	4455	4190	5417	4242	3769	4549	3224	4548	3009	3467	phage	gene-PHIKZ131
gene-PA0335	119	147	138	112	64	76	76	130	104	68	host	gene-PA0335
gene-PA1434	61	38	55	29	43	38	46	59	71	53	host	gene-PA1434
gene-PA1189	48	35	24	15	24	23	12	17	22	19	host	gene-PA1189
gene-PA1842	122	155	154	133	59	76	70	118	67	67	host	gene-PA1842
gene-PA4301	28	25	33	17	27	22	23	32	42	26	host	tadB
gene-PHIKZ040	3802	3710	8794	8751	15404	11870	17466	30993	19423	18509	phage	gene-PHIKZ040
gene-PA2356	18	17	32	10	7	17	13	12	14	8	host	msuD
gene-PA4930	230	252	249	207	154	153	161	285	229	213	host	alr
gene-PA0395	648	789	613	464	325	307	329	459	418	361	host	pilT
gene-PA0810	56	69	57	55	29	25	21	64	51	44	host	gene-PA0810
gene-PHIKZ_p07	3897	3320	8990	8622	11941	9078	14140	26190	12254	12257	phage	gene-PHIKZ_p07
gene-PA5159	55	63	57	38	36	34	42	47	64	50	host	gene-PA5159
gene-PHIKZ047	1922	1645	2708	3030	2487	2441	3053	3814	2762	2171	phage	gene-PHIKZ047
gene-PA0443	39	51	31	30	39	34	29	45	59	38	host	gene-PA0443
gene-PA5457	162	162	166	119	72	72	64	83	78	50	host	gene-PA5457
gene-PA1448	124	150	124	99	68	53	57	92	63	54	host	fliR
gene-PA2537	88	82	102	71	45	51	55	74	64	55	host	gene-PA2537
gene-PHIKZ020	2683	2496	2659	2410	1596	1151	1215	1699	823	800	phage	gene-PHIKZ020
gene-PA2211	12	16	13	4	1	9	9	1	7	10	host	gene-PA2211
gene-PA3740	70	85	94	83	48	76	66	110	103	103	host	gene-PA3740
gene-PA4996	1041	1148	1786	881	1021	1147	683	1144	1192	907	host	rfaE
gene-PA2508	2	5	5	8	7	10	4	4	3	4	host	catC
gene-PA3255	175	198	154	125	69	99	70	119	91	67	host	gene-PA3255
gene-PA5162	304	321	353	233	176	195	192	312	250	183	host	rmlD
gene-PA3919	124	158	143	118	70	94	95	132	104	88	host	gene-PA3919
gene-PA2735	773	762	709	552	464	453	421	674	597	545	host	gene-PA2735
gene-PA4429	1305	1423	1700	1236	775	864	649	1165	815	595	host	gene-PA4429
gene-PA1179	556	674	706	555	321	340	286	565	383	287	host	phoP
gene-PA3929	266	275	252	246	176	240	217	270	348	308	host	cioB
gene-PA0219	24	19	22	12	17	13	19	32	41	19	host	gene-PA0219
gene-PA2230	149	156	203	120	104	105	110	189	146	128	host	gene-PA2230
gene-PA1541	57	55	112	64	43	47	34	62	72	46	host	gene-PA1541
gene-PA1575	66	63	70	45	35	50	48	53	61	41	host	gene-PA1575
gene-PA1664	43	37	10	15	12	11	4	7	2	9	host	gene-PA1664
gene-PA4774	526	647	501	456	184	317	161	331	182	189	host	gene-PA4774
gene-PA4205	32	36	47	38	28	31	28	47	70	39	host	mexG
gene-PA0721	12	11	15	6	4	3	8	14	8	6	host	gene-PA0721
gene-PA3302	168	172	229	121	90	103	83	142	113	88	host	gene-PA3302
gene-PA2808	16	31	26	24	20	20	17	31	34	21	host	ptrA
gene-PA1343	118	122	156	130	65	80	67	95	96	62	host	gene-PA1343
gene-PA5041	287	346	363	255	166	195	160	241	200	147	host	pilP
gene-PA1072	181	190	180	115	106	120	73	144	81	58	host	braE
gene-PA1796.2	1977	1714	4438	2598	2513	2617	2301	2885	3218	2468	host	gene-PA1796.2
gene-PA4453	422	417	858	361	187	194	184	1713	727	166	host	gene-PA4453
gene-PA4078	49	51	51	55	39	45	43	77	66	66	host	gene-PA4078
gene-PA5339	377	398	397	294	213	216	199	251	228	188	host	gene-PA5339
gene-PA0826.2	186975	205990	200009	195378	191985	245291	191084	341189	242717	205070	host	ssrA
gene-PA2078	19	28	42	15	13	26	16	34	28	17	host	gene-PA2078
gene-PA4236	818	890	741	519	276	291	302	379	366	295	host	katA
gene-PA3228	239	292	249	214	124	146	119	195	159	116	host	gene-PA3228
gene-PA5499	132	156	216	143	92	122	114	200	177	172	host	np20
gene-PA4695	252	252	956	187	126	138	109	183	156	178	host	ilvH
gene-PA4452	262	334	452	238	2375	169	123	320	159	116	host	gene-PA4452
gene-PA1568	10	23	17	11	7	6	18	7	9	11	host	gene-PA1568
gene-PA2014	244	282	335	231	123	124	92	155	122	105	host	liuB
gene-PA4631	276	216	224	135	115	153	88	498	198	128	host	gene-PA4631
gene-PA3138	274	260	295	223	154	165	171	246	249	192	host	uvrB
gene-PA1911	1	5	9	3	2	2	4	6	8	7	host	femR
gene-PA5433	58	83	70	50	41	47	38	85	40	39	host	gene-PA5433
gene-PA2512	23	39	31	21	26	27	23	25	38	33	host	antA
gene-PA0031	84	130	102	84	70	103	77	124	136	101	host	betC
gene-PA0281	63	80	58	43	144	158	81	136	112	77	host	cysW
gene-PA1864	9	14	15	13	6	9	10	15	13	10	host	gene-PA1864
gene-PA4602	1134	1326	1373	979	787	1084	7046	1342	2297	1598	host	glyA3
gene-PA1170	11316	168	191	173	104	114	73	144	120	100	host	gene-PA1170
gene-PA2458	339	347	303	254	141	180	145	220	199	201	host	gene-PA2458
gene-PA2531	58	46	76	47	41	41	33	62	62	44	host	gene-PA2531
gene-PA2340	6	18	19	16	9	6	4	10	19	11	host	gene-PA2340
gene-PA3234	189	214	249	162	112	135	123	204	177	146	host	gene-PA3234
gene-PA1285	102	86	106	67	61	56	52	88	111	76	host	gene-PA1285
gene-PA4816	87	118	134	75	74	60	52	110	101	67	host	gene-PA4816
gene-PA5290	195	232	256	163	104	131	93	181	204	143	host	gene-PA5290
gene-PA4178	54	53	80	54	38	47	37	48	43	39	host	gene-PA4178
gene-PA3865a	313	255	233	245	193	174	143	188	230	216	host	gene-PA3865a
gene-PHIKZ012	2582	2705	2959	3367	2183	1935	1881	2723	1324	1235	phage	gene-PHIKZ012
gene-PA2651	283	279	361	229	196	263	213	394	349	254	host	gene-PA2651
gene-PA3068	1795	1954	1733	1262	737	765	741	1142	1033	788	host	gdhB
gene-PA0025	191	219	185	131	81	99	79	143	116	84	host	aroE
gene-PA3146	794	769	662	617	325	364	314	486	384	312	host	wbpK
gene-PA4008	54	64	60	40	30	33	35	78	67	46	host	gene-PA4008
gene-PA0730	345	321	415	318	223	267	213	383	345	288	host	gene-PA0730
gene-PA5019	240	263	303	254	152	211	170	328	270	183	host	gene-PA5019
gene-PA5437	301	354	385	289	167	180	168	267	272	167	host	gene-PA5437
gene-PA5478	930	814	748	643	444	552	592	829	724	560	host	gene-PA5478
gene-PA1337	124	132	131	105	98	94	61	120	77	65	host	ansB
gene-PA5321	151	163	183	138	86	81	80	143	106	82	host	dut
gene-PA5009	387	458	340	257	888	210	185	282	244	183	host	waaP
