Geneid	10_R1	10_R2	15_R1	15_R2	20_R1	20_R2	25_R1	25_R2	35_R1	35_R2	Entity	Symbol
gene-PA4352	322	521	530	383	139	150	112	159	166	358	host	gene-PA4352
gene-PA3195	332	372	290	300	235	179	260	284	464	517	host	gapA
gene-PA3327	269	319	233	224	154	159	143	151	80	298	host	gene-PA3327
gene-PA2829	38	40	47	35	13	25	18	24	20	58	host	gene-PA2829
gene-PA4530	98	127	96	113	47	46	56	53	71	111	host	gene-PA4530
gene-PA1732	13	40	15	16	7	12	5	9	8	45	host	gene-PA1732
gene-PA3815	438	444	420	501	458	438	514	556	1069	1620	host	iscR
gene-PA3026	56	59	37	48	22	40	35	51	62	160	host	gene-PA3026
gene-PA4517	145	207	126	148	102	89	95	128	126	243	host	gene-PA4517
gene-PA1334	21	19	16	14	9	15	18	14	16	54	host	gene-PA1334
gene-PA5215	633	775	517	681	439	405	397	426	531	1050	host	gcvT1
gene-PA4647	304	412	285	429	266	200	242	217	304	543	host	uraA
gene-PA5233	94	123	65	112	63	59	53	70	77	135	host	gene-PA5233
gene-PA0790	26	33	38	46	29	22	25	22	21	74	host	gene-PA0790
gene-PA0139	1036	1320	908	1201	659	695	734	819	1034	1272	host	ahpC
gene-PA1374	16	14	16	28	7	21	17	21	22	64	host	gene-PA1374
gene-PA3831	435	410	385	430	219	259	272	362	357	772	host	pepA
gene-PA2548	28	34	12	21	8	20	16	12	24	63	host	gene-PA2548
gene-PA1908	10	3	3	7	3	1	2	5	1	20	host	gene-PA1908
gene-PA3383	7	9	7	4	1	2	6	5	9	13	host	gene-PA3383
gene-PA3711	145	177	125	159	80	73	91	89	84	198	host	gene-PA3711
gene-PA5046	1199	1395	1097	1187	802	721	894	1081	1174	2701	host	gene-PA5046
gene-PA2844	40	29	33	24	31	26	24	20	20	100	host	gene-PA2844
gene-PA2495	36	20	35	35	13	18	29	18	35	89	host	oprN
gene-PA1977	4	11	5	4	3	4	3	6	3	22	host	gene-PA1977
gene-PA4062	79	91	54	89	37	37	37	44	40	129	host	gene-PA4062
gene-PA1984	53	54	53	52	32	44	37	49	42	74	host	exaC
gene-PA5035	318	339	262	343	150	130	134	166	142	280	host	gltD
gene-PA5503	139	172	170	216	153	135	124	253	177	270	host	gene-PA5503
gene-PA3736	501	557	429	561	288	305	273	286	402	635	host	hom
gene-PA4558	333	382	222	246	144	129	120	121	150	210	host	gene-PA4558
gene-PA0686	10	9	5	13	6	8	7	5	9	25	host	gene-PA0686
gene-PA2411	21	24	21	12	11	20	13	15	10	54	host	gene-PA2411
gene-PA1459	299	323	206	266	153	164	140	174	113	350	host	gene-PA1459
gene-PA3065	45	33	46	36	26	29	25	27	38	136	host	gene-PA3065
gene-PHIKZ036	4676	5022	6611	6584	2617	2844	7546	4469	14665	8326	phage	gene-PHIKZ036
gene-PA1197	202	175	171	246	128	130	126	139	162	365	host	gene-PA1197
gene-PA1303	35	44	47	40	29	17	18	32	32	42	host	gene-PA1303
gene-PA3688	47	68	44	68	52	41	39	51	49	116	host	gene-PA3688
gene-PA4853	172	192	124	181	108	103	101	141	100	215	host	fis
gene-PA2455	51	79	44	59	24	37	24	27	36	87	host	gene-PA2455
gene-PA3560	625	707	478	587	205	243	200	224	132	529	host	fruA
gene-PA5211	24	50	48	47	24	27	20	25	36	217	host	gene-PA5211
gene-PA3161	452	583	451	597	387	347	361	421	590	547	host	himD
gene-PA2226	26	28	20	27	10	9	12	11	16	7	host	gene-PA2226
gene-PA2312	20	21	15	15	30	16	20	22	23	42	host	gene-PA2312
gene-PA0911	23	29	30	38	25	24	26	29	22	39	host	gene-PA0911
gene-PA2984	61	75	55	60	48	56	46	37	57	147	host	gene-PA2984
gene-PA1791	158	264	185	231	135	165	154	197	183	404	host	gene-PA1791
gene-PA2222	24	17	20	19	9	11	10	13	21	18	host	gene-PA2222
gene-PA0306a	98	150	88	140	84	69	77	91	81	149	host	gene-PA0306a
gene-PA2822	106	142	92	141	87	55	44	86	58	126	host	gene-PA2822
gene-PHIKZ033	376	372	1120	887	4360	4696	5189	3155	2064	4169	phage	gene-PHIKZ033
gene-PA1151	403	540	387	478	335	285	299	225	438	342	host	imm2
gene-PA0879	28	27	22	28	26	18	33	25	71	80	host	gene-PA0879
gene-PA5193	224	266	198	230	153	150	167	215	250	333	host	yrfI
gene-PA3884	7	12	14	13	7	7	16	13	6	13	host	gene-PA3884
gene-PA1048	418	603	437	643	379	471	414	479	701	1276	host	gene-PA1048
gene-PA5414	140	182	114	143	85	95	96	136	150	264	host	gene-PA5414
gene-PA5369.4	3023	3425	9708	8169	2873	3847	4574	6486	8547	2851	host	gene-PA5369.4
gene-PA3290	352	390	285	368	290	219	246	239	357	513	host	gene-PA3290
gene-PA4061	284	360	226	257	135	133	156	143	176	378	host	gene-PA4061
gene-PA1359	51	57	48	47	43	39	33	45	60	120	host	gene-PA1359
gene-PA2547	47	70	37	47	29	32	46	31	59	80	host	gene-PA2547
gene-PA4158	25	25	21	27	26	34	26	33	43	113	host	fepC
gene-PHIKZ195	690	667	1272	1120	2083	2269	1868	1451	997	1033	phage	gene-PHIKZ195
gene-PA4003	557	612	396	526	295	316	295	289	349	712	host	pbpA
gene-PA0125	62	83	69	65	29	36	42	34	58	70	host	gene-PA0125
gene-PA4702	58	65	68	70	36	45	20	53	60	78	host	gene-PA4702
gene-PHIKZ070	13144	13343	21762	21147	17547	20068	10726	13110	4283	5757	phage	gene-PHIKZ070
gene-PA3652	564	566	409	443	340	358	322	430	423	651	host	uppS
gene-PA3230	97	158	87	99	72	88	100	99	132	246	host	gene-PA3230
gene-PA2282	16	30	23	26	19	34	24	27	39	47	host	gene-PA2282
gene-PA4579	295	356	220	266	126	528	115	204	190	370	host	gene-PA4579
gene-PA2150	4	4	2	3	6	0	2	5	15	14	host	gene-PA2150
gene-PA1502	35	46	36	65	34	38	34	50	45	96	host	gcl
gene-PA2323	298	391	219	296	165	146	130	183	192	307	host	gene-PA2323
gene-PA0131	24	48	27	31	19	20	15	29	27	66	host	gene-PA0131
gene-PA4027	32	25	23	27	18	14	13	30	21	59	host	gene-PA4027
gene-PA2712	41	45	45	51	18	26	23	40	29	110	host	gene-PA2712
gene-PA1515	36	61	42	55	19	21	27	36	41	79	host	alc
gene-PA0267	58	64	44	55	39	36	41	53	46	701	host	gene-PA0267
gene-PA5361	137	164	117	139	96	81	76	72	86	147	host	phoR
gene-PA4997	893	1022	692	975	583	531	520	682	646	942	host	msbA
gene-PA4211	12	24	22	15	9	9	10	9	20	11	host	phzB1
gene-PA4680	14	10	17	15	9	20	19	16	16	34	host	gene-PA4680
gene-PHIKZ055	3340	3391	5624	4998	5121	5995	3697	3133	1436	827	phage	gene-PHIKZ055
gene-PHIKZ071	5526	5551	8819	7947	5979	7331	4102	3476	2727	2447	phage	gene-PHIKZ071
gene-PA3764	341	408	227	321	201	205	182	305	232	572	host	gene-PA3764
gene-PA3790	103	150	100	154	87	66	76	95	128	183	host	oprC
gene-PHIKZ_p62	55	78	165	162	1125	1055	1017	824	1165	623	phage	gene-PHIKZ_p62
gene-PA4817	20	10	18	15	9	7	12	12	20	20	host	gene-PA4817
gene-PA2311	7	3	1	6	13	4	10	9	6	37	host	gene-PA2311
gene-PA5282	35	23	20	19	13	20	18	35	13	52	host	gene-PA5282
gene-PA2836	4	7	6	6	4	4	7	8	5	18	host	gene-PA2836
gene-PA4193	17	6	15	6	18	18	9	17	17	36	host	gene-PA4193
gene-PA0117	20	29	25	44	19	31	23	28	26	106	host	gene-PA0117
gene-PHIKZ007	5010	8010	5009	6274	1463	1561	799	485	502	3995	phage	gene-PHIKZ007
gene-PA3899	12	13	8	11	22	19	41	80	41	69	host	gene-PA3899
gene-PA5007	162	160	126	134	75	70	46	79	66	240	host	gene-PA5007
gene-PA4726.1	60	83	61	81	56	52	85	70	126	159	host	gene-PA4726.1
gene-PA3590	37	29	33	33	18	17	20	16	40	99	host	gene-PA3590
gene-PA2352	34	35	37	34	23	15	16	22	28	88	host	gene-PA2352
gene-PA3569	7	10	10	15	6	8	13	9	12	23	host	mmsB
gene-PA2089	66	89	55	88	54	55	29	58	64	217	host	gene-PA2089
gene-PA0284	29	30	26	40	46	40	46	57	48	87	host	gene-PA0284
gene-PA2941	27	30	23	55	9	17	21	39	23	103	host	gene-PA2941
gene-PA2446	71	68	63	93	80	49	70	73	59	92	host	gcvH2
gene-PHIKZ203	776	667	899	965	2381	2470	4450	3093	6802	14526	phage	gene-PHIKZ203
gene-PA5553	828	1083	697	829	609	623	511	689	471	1350	host	atpC
gene-PA5180	60	59	51	60	35	46	45	66	69	143	host	gene-PA5180
gene-PA3049	153	185	146	120	78	87	105	120	96	111	host	rmf
gene-PA1401	19	18	7	4	9	5	7	9	15	17	host	gene-PA1401
gene-PA5261	604	768	677	870	603	588	759	738	1178	1989	host	algR
gene-PA0274	9	12	12	14	18	7	5	12	20	32	host	gene-PA0274
gene-PA1735	75	123	57	107	68	88	79	108	154	212	host	gene-PA1735
gene-PA2609	158	196	114	154	74	66	48	62	52	104	host	gene-PA2609
gene-PA3257	763	933	716	747	481	436	464	678	694	986	host	prc
gene-PA4711	51	49	58	32	56	53	58	111	97	102	host	gene-PA4711
gene-PA0861	348	439	283	404	215	199	205	214	241	513	host	gene-PA0861
gene-PA4017	132	165	143	150	72	70	84	123	117	294	host	gene-PA4017
gene-PA0438	89	107	76	88	58	46	55	63	78	205	host	codB
gene-PA0560	175	232	223	238	240	164	190	126	197	226	host	gene-PA0560
gene-PA0174	7	7	6	7	6	12	5	7	3	26	host	gene-PA0174
gene-PA0145	36	45	43	47	19	17	22	43	19	114	host	gene-PA0145
gene-PA3917	54	107	59	92	67	32	58	50	70	120	host	moaD
gene-PA3156	572	698	419	544	322	265	312	285	399	409	host	wbpD
gene-PA0571	77	108	72	105	59	77	63	78	85	160	host	gene-PA0571
gene-PA3672	295	363	269	326	139	171	165	182	279	449	host	gene-PA3672
gene-PA3782	110	109	75	132	62	84	67	91	100	465	host	gene-PA3782
gene-PA3820	796	860	609	727	368	371	296	341	386	1044	host	secF
gene-PA1767	501	555	365	457	298	248	249	322	317	443	host	gene-PA1767
gene-PA2763	11	10	27	16	9	12	10	17	12	36	host	gene-PA2763
gene-PA1132	155	151	141	716	138	129	145	158	151	417	host	gene-PA1132
gene-PA3808	197	201	155	170	107	118	129	93	147	199	host	gene-PA3808
gene-PA4837	45	50	38	54	43	34	48	72	73	166	host	gene-PA4837
gene-PA2365	19	16	16	19	8	6	8	18	15	49	host	gene-PA2365
gene-PA4999	421	524	358	440	201	210	200	248	234	874	host	waaL
gene-PA0891	212	251	173	140	113	99	100	124	92	187	host	gene-PA0891
gene-PA2069	15	23	16	21	20	16	7	24	26	50	host	gene-PA2069
gene-PA3031.1	137	71	144	108	119	96	125	510	186	584	host	gene-PA3031.1
gene-PA3502	6	10	4	9	9	2	5	4	9	17	host	gene-PA3502
gene-PA0200	122	263	61	77	38	29	42	31	54	55	host	gene-PA0200
gene-PA3471	231	318	208	269	127	136	111	125	147	286	host	gene-PA3471
gene-PA0132	40	67	35	51	31	42	34	49	53	103	host	gene-PA0132
gene-PA0827	39	43	33	38	36	25	24	28	29	58	host	gene-PA0827
gene-PA3459	152	210	130	185	116	115	136	125	167	249	host	gene-PA3459
gene-PA2341	10	11	8	6	10	5	6	9	12	42	host	gene-PA2341
gene-PA0909	16	13	10	28	18	8	11	16	17	20	host	gene-PA0909
gene-PA2889	31	30	23	19	21	12	22	20	18	25	host	atuD
gene-PA2602	17	35	24	36	24	13	22	20	22	45	host	gene-PA2602
gene-PA4856	598	720	422	598	412	380	400	357	448	890	host	retS
gene-PA2824	209	245	190	191	145	163	156	130	255	361	host	gene-PA2824
gene-PA4313	307	287	181	240	124	123	96	176	140	621	host	gene-PA4313
gene-PA2869	171	115	183	145	212	207	209	264	265	330	host	gene-PA2869
gene-PHIKZ125	8715	9179	9456	9522	3854	4445	2521	2978	1781	1481	phage	gene-PHIKZ125
gene-PA4584	60	83	79	68	52	43	44	32	58	136	host	gene-PA4584
gene-PA1362	56	61	52	81	43	66	66	54	93	77	host	gene-PA1362
gene-PA4905	22	32	18	26	23	10	14	12	19	71	host	vanB
gene-PA0107	23	13	13	13	20	12	3	10	21	26	host	gene-PA0107
gene-PA3350	1083	1352	1689	2149	1769	1672	1624	1003	1560	714	host	gene-PA3350
gene-PA3605	111	186	115	166	114	68	103	106	129	242	host	gene-PA3605
gene-PA4896	16	14	7	13	16	10	29	42	31	42	host	gene-PA4896
gene-PA0890	743	231	161	187	118	100	101	111	65	110	host	aotM
gene-PA3802	815	922	543	609	403	371	301	328	313	531	host	hisS
gene-PA3282	24	31	21	30	21	22	19	19	38	32	host	gene-PA3282
gene-PA1182	62	92	50	80	25	49	51	44	62	153	host	gene-PA1182
gene-PA1357	49	96	56	67	36	32	48	46	45	72	host	gene-PA1357
gene-PA0993	6	10	6	5	10	7	5	3	11	15	host	cupC2
gene-PA2491	304	337	240	321	197	184	184	207	268	632	host	gene-PA2491
gene-PA4783	66	71	65	79	59	76	78	112	93	198	host	gene-PA4783
gene-PA3631	140	193	115	130	76	83	81	86	77	169	host	gene-PA3631
gene-PA0516	33	60	59	77	19	32	40	38	62	100	host	nirF
gene-PA1956	8	5	5	6	8	6	1	5	7	16	host	gene-PA1956
gene-PHIKZ295	78	110	219	150	882	942	724	721	724	480	phage	gene-PHIKZ295
gene-PA2342	18	17	5	21	9	3	10	5	9	39	host	mtlD
gene-PA4131	117	182	147	229	174	128	167	218	257	304	host	gene-PA4131
gene-PA4258	1583	1574	1221	1256	720	796	729	608	731	1174	host	rplV
gene-PA3903	440	531	434	456	299	308	378	415	485	562	host	prfC
gene-PA0363	223	290	193	277	192	175	217	261	296	264	host	coaD
gene-PA3607	69	117	77	116	54	68	66	59	100	106	host	potA
gene-PA4261	1297	1434	1060	1117	720	701	667	593	687	822	host	rplW
gene-PA4860	5	4	1	10	2	10	7	5	9	12	host	gene-PA4860
gene-PA3129	227	287	172	263	168	175	107	165	182	335	host	gene-PA3129
gene-PA4594	61	72	48	61	39	46	37	45	537	151	host	gene-PA4594
gene-PA4733	122	176	989	156	123	78	91	94	129	199	host	acsB
gene-PA0205	17	23	19	20	24	10	16	21	18	51	host	gene-PA0205
gene-PA2589	23	37	39	21	16	17	9	21	17	43	host	gene-PA2589
gene-PHIKZ226	618	680	841	844	375	465	241	183	412	1845	phage	gene-PHIKZ226
gene-PA1199	276	301	242	310	196	203	187	282	209	469	host	gene-PA1199
gene-PA3959	56	57	46	47	32	33	40	57	66	96	host	gene-PA3959
gene-PA2238	81	78	76	103	33	30	34	47	27	131	host	pslH
gene-PA3678	135	184	133	193	114	101	109	106	124	228	host	gene-PA3678
gene-PA5121	228	345	164	282	141	145	165	231	227	567	host	gene-PA5121
gene-PA4857	25	32	25	38	23	19	32	44	38	48	host	gene-PA4857
gene-PA2659	27	46	16	34	35	25	28	56	54	44	host	gene-PA2659
gene-PA3543	17	14	12	24	7	13	12	14	24	64	host	algK
gene-PA1524	46	52	31	56	34	29	23	39	45	77	host	xdhA
gene-PA1948	100	96	80	108	69	71	62	71	109	129	host	rbsC
gene-PA1018	11	15	14	27	12	16	14	16	15	43	host	gene-PA1018
gene-PA5410	35	43	40	48	34	25	40	37	58	100	host	gbcA
gene-PA1088	220	281	190	221	100	100	72	101	93	226	host	gene-PA1088
gene-PA2334	14	14	18	15	17	13	8	27	26	36	host	gene-PA2334
gene-PA0554	195	228	228	270	231	205	229	216	271	514	host	gene-PA0554
gene-PA4863	33	54	33	34	26	37	29	22	50	107	host	gene-PA4863
gene-PA5275	101	145	107	137	153	105	109	151	266	580	host	gene-PA5275
gene-PHIKZ_p61	1650	1770	2693	2255	3152	3922	2819	2733	1065	728	phage	gene-PHIKZ_p61
gene-PA1179	446	554	382	508	268	251	252	322	326	9849	host	phoP
gene-PA0059	66	60	50	73	69	54	50	48	65	116	host	osmC
gene-PA4757	431	467	341	355	220	244	216	242	256	616	host	gene-PA4757
gene-PA4972	549	665	508	601	428	373	414	532	621	788	host	gene-PA4972
gene-PA0612	12	16	7	21	5	6	9	14	17	49	host	ptrB
gene-PA1664	51	64	21	18	17	2	5	9	7	13	host	gene-PA1664
gene-PA3329	47	66	38	51	17	26	18	24	9	54	host	gene-PA3329
gene-PA2721	23	24	18	32	17	16	21	17	25	18	host	gene-PA2721
gene-PA1723	77	68	35	47	44	48	58	52	53	74	host	pscJ
gene-PA0633	70	93	77	93	93	66	45	101	67	94	host	gene-PA0633
gene-PA4076	21	60	28	51	31	30	27	29	82	103	host	gene-PA4076
gene-PA1097	497	743	517	754	406	383	402	468	506	876	host	fleQ
gene-PA3700	570	586	375	465	303	284	240	308	266	487	host	lysS
gene-PA2863	3	9	3	13	7	6	3	9	7	29	host	lipH
gene-PA4267	1972	2094	1501	1737	1003	1082	959	957	1319	2153	host	rpsG
gene-PA0539	22	28	12	29	20	22	22	14	22	70	host	gene-PA0539
gene-PA1004	426	474	426	554	288	298	274	332	387	909	host	nadA
gene-PHIKZ167	10710	10539	17985	16222	8343	10612	2868	2388	1614	1501	phage	gene-PHIKZ167
gene-PHIKZ_p68	633	561	847	818	374	475	192	125	174	138	phage	gene-PHIKZ_p68
gene-PHIKZ136	652	656	724	810	1206	1133	1461	2066	2881	2638	phage	gene-PHIKZ136
gene-PA3373	35	45	28	42	28	21	21	21	41	212	host	gene-PA3373
gene-PA4694	715	882	595	646	389	472	309	333	425	794	host	ilvC
gene-PA0055	58	79	79	86	52	71	62	86	81	194	host	gene-PA0055
gene-PA1547	55	60	58	101	40	46	41	34	33	168	host	gene-PA1547
gene-PA1498	23	18	25	17	15	12	23	28	18	76	host	pykF
gene-PA0412	456	484	390	570	270	238	232	277	269	563	host	pilK
gene-PA1960	52	55	46	42	40	35	36	33	40	79	host	gene-PA1960
gene-PA1622	40	52	32	42	19	32	29	37	32	105	host	gene-PA1622
gene-PA5324	219	209	168	194	142	123	136	206	165	338	host	gene-PA5324
gene-PA4487	335	385	254	313	165	166	142	164	144	252	host	gene-PA4487
gene-PA3030	25	28	30	33	15	22	25	21	44	101	host	mobA
gene-PA3251	7	16	10	12	14	4	2	4	13	13	host	gene-PA3251
gene-PA2024	30	31	24	40	12	17	14	27	18	45	host	gene-PA2024
gene-PA1689	444	547	283	337	170	153	151	186	136	275	host	gene-PA1689
gene-PA1573	93	137	96	117	47	64	58	59	71	108	host	gene-PA1573
gene-PA4102	22	35	12	24	11	13	7	16	7	31	host	bfmS
gene-PA1670	34	44	83	66	23	22	23	32	17	84	host	stp1
gene-PA2224	31	25	26	36	26	26	23	14	51	29	host	gene-PA2224
gene-PA0500	294	342	235	269	138	143	150	240	242	347	host	bioB
gene-PA5010	397	420	297	352	222	154	179	187	240	512	host	waaG
gene-PA1775	1247	1485	1040	1250	710	698	739	698	932	1455	host	cmpX
gene-PA0577	577	674	454	516	322	348	418	354	436	749	host	dnaG
gene-PA5156	110	129	81	117	70	54	46	44	53	97	host	gene-PA5156
gene-PA2772a	21	23	29	19	26	20	27	33	34	48	host	gene-PA2772a
gene-PA2317	47	57	41	65	35	34	38	39	60	104	host	gene-PA2317
gene-PA4992	149	197	112	153	98	110	107	117	117	385	host	gene-PA4992
gene-PA2079	59	60	50	64	28	28	29	30	33	41	host	gene-PA2079
gene-PA1044	56	69	64	71	34	35	26	50	60	99	host	gene-PA1044
gene-PA3664	114	148	91	137	76	87	91	89	120	180	host	gene-PA3664
gene-PA2482	111	159	119	171	48	59	74	67	122	417	host	gene-PA2482
gene-PA3685	190	217	222	232	213	173	247	261	247	468	host	gene-PA3685
gene-PHIKZ081	980	929	3136	2501	16292	16502	15341	14474	13615	23575	phage	gene-PHIKZ081
gene-PA0674	5	9	6	6	7	10	3	19	13	32	host	vreA
gene-PA4448	413	480	381	583	251	236	297	314	288	551	host	hisD
gene-PA2734	390	422	315	341	238	190	238	218	258	374	host	gene-PA2734
gene-PA1678	261	313	233	289	205	196	214	237	216	339	host	gene-PA1678
gene-PA3585	28	30	18	26	24	27	17	43	42	92	host	glpM
gene-PHIKZ_p32	694	806	774	814	736	858	738	534	603	490	phage	gene-PHIKZ_p32
gene-PA1320	21	23	23	28	9	13	11	9	22	23	host	cyoD
gene-PA4531	106	128	123	137	42	40	63	56	61	110	host	gene-PA4531
gene-PA2838	8	17	8	12	4	11	12	12	28	33	host	gene-PA2838
gene-PA0873	176	220	171	224	128	96	128	184	241	613	host	phhR
gene-PA4673.1	128	91	110	116	97	100	106	4457	463	471	host	gene-PA4673.1
gene-PA4734	164	236	201	222	164	155	182	199	275	476	host	gene-PA4734
gene-PA0894	67	74	32	46	36	37	37	54	44	77	host	gene-PA0894
gene-PA3516	21	28	16	35	24	24	14	23	39	69	host	gene-PA3516
gene-PA1177	9	18	11	19	7	18	15	16	25	48	host	napE
gene-PA2848	7	22	10	10	3	11	13	15	17	41	host	gene-PA2848
gene-PA4475	227	211	153	182	82	82	72	77	156	280	host	gene-PA4475
gene-PA1037	138	139	118	145	120	123	128	115	169	176	host	gene-PA1037
gene-PA1754	494	545	434	522	384	406	405	407	653	862	host	cysB
gene-PA4688	153	125	94	102	80	88	89	173	87	217	host	hitB
gene-PA1121	103	119	80	143	86	74	100	76	131	195	host	yfiR
gene-PA1361	197	235	184	203	142	161	159	142	178	333	host	gene-PA1361
gene-PHIKZ_p40	2589	2261	3735	3507	7967	7144	12767	15294	25452	18291	phage	gene-PHIKZ_p40
gene-PA3748	202	267	174	194	102	118	113	166	141	267	host	gene-PA3748
gene-PHIKZ194	791	790	1360	1124	2186	2439	2185	1665	1102	874	phage	gene-PHIKZ194
gene-PA5443	588	679	449	612	362	358	360	424	410	905	host	uvrD
gene-PA4385	5323	5236	2824	4829	1629	1490	1550	1558	3333	11903	host	groEL
gene-PA5198	164	165	138	123	76	75	66	105	91	246	host	gene-PA5198
gene-PA1996	72	95	65	55	58	71	62	53	95	75	host	ppiC1
gene-PA2377	26	31	20	38	20	24	25	27	24	82	host	gene-PA2377
gene-PA4567	2418	2610	2165	2293	1711	1534	1433	1416	1808	4348	host	rpmA
gene-PA3916	64	68	52	67	44	40	53	37	38	233	host	moaE
gene-PA0578	407	471	445	547	246	264	257	393	295	654	host	gene-PA0578
gene-PA3553	352	428	327	319	177	170	133	238	114	211	host	arnC
gene-PA5110	1408	1766	1318	1804	1319	1107	1132	1095	2282	2012	host	fbp
gene-PA3296	52	25	35	38	16	24	29	24	25	56	host	phoA
gene-PA0885	7	28	9	19	15	9	12	15	14	15	host	gene-PA0885
gene-PA1726	168	212	135	146	105	124	115	107	153	322	host	bglX
gene-PA0767	1530	1712	1431	1792	1119	1087	947	1096	1092	1458	host	lepA
gene-PA4973	628	542	428	473	261	279	273	370	407	693	host	thiC
gene-PA4571	364	541	802	519	220	607	228	252	298	400	host	gene-PA4571
gene-PHIKZ094	502	604	676	681	1460	1356	2835	2003	5849	6492	phage	gene-PHIKZ094
gene-PA3198	97	81	79	95	56	44	41	38	37	125	host	gene-PA3198
gene-PA4416	1617	1024	785	1012	1487	592	456	487	439	2101	host	murF
gene-PA1773	861	1046	791	1168	942	899	976	771	1214	1224	host	cmaX
gene-PA1551	382	340	373	396	294	288	299	347	395	424	host	gene-PA1551
gene-PHIKZ239	1661	1902	2320	2486	1196	1446	547	410	388	188	phage	gene-PHIKZ239
gene-PHIKZ_p07	3583	4314	8330	6800	11146	12123	9370	8912	2639	3897	phage	gene-PHIKZ_p07
gene-PA1545	289	369	263	373	303	227	264	338	317	664	host	gene-PA1545
gene-PA3972	76	108	79	106	63	64	64	64	71	177	host	gene-PA3972
gene-PA3429	14	23	27	30	11	12	8	14	21	41	host	gene-PA3429
gene-PA4157	54	62	60	56	60	49	39	45	53	199	host	gene-PA4157
gene-PA3488	124	125	83	134	87	93	65	86	91	112	host	gene-PA3488
gene-PA0032	74	112	68	83	66	59	67	52	101	155	host	gene-PA0032
gene-PA3986	42	39	41	60	30	27	43	36	92	196	host	gene-PA3986
gene-PA1284	61	72	51	62	44	40	34	43	44	128	host	gene-PA1284
gene-PA2846	59	76	48	61	40	39	28	47	47	86	host	gene-PA2846
gene-PA3238	190	231	159	203	162	171	201	214	343	396	host	gene-PA3238
gene-PHIKZ156	207	176	216	248	416	374	974	561	2233	1804	phage	gene-PHIKZ156
gene-PA3331	60	50	79	82	34	39	25	34	40	76	host	gene-PA3331
gene-PHIKZ043	2602	2644	4597	3677	8025	7852	8571	4717	2725	2008	phage	gene-PHIKZ043
gene-PA1455	445	585	469	609	363	414	387	422	618	924	host	fliA
gene-PA2562	293	378	325	389	338	314	367	429	514	901	host	gene-PA2562
gene-PA1352	1	5	6	1	4	3	4	2	3	18	host	gene-PA1352
gene-PA0170	85	106	52	76	45	45	52	59	61	84	host	gene-PA0170
gene-PA3313	117	125	99	113	71	76	96	110	144	163	host	gene-PA3313
gene-PA1376	187	263	173	249	124	151	145	147	149	262	host	aceK
gene-PA4274	1581	1673	1353	1459	943	974	850	698	860	1124	host	rplK
gene-PA0666	462	533	422	589	310	336	299	371	507	762	host	gene-PA0666
gene-PA1409	8	20	8	17	10	13	5	13	9	29	host	aphA
gene-PHIKZ001	68	85	361	257	1935	2147	1502	2638	509	500	phage	gene-PHIKZ001
gene-PA2583.1	1021	557	822	677	761	767	963	2307	1963	2473	host	gene-PA2583.1
gene-PA4052	256	259	216	251	160	189	172	216	181	319	host	nusB
gene-PHIKZ047	1833	1915	2692	2222	1932	2209	2096	1940	1942	1231	phage	gene-PHIKZ047
gene-PA0944	364	319	297	357	2390	11734	3684	339	3254	467	host	purN
gene-PA4106	8	20	15	23	3	12	5	13	15	19	host	gene-PA4106
gene-PA2572	77	73	82	77	59	65	71	78	105	189	host	gene-PA2572
gene-PA2000	212	220	177	250	128	109	88	116	133	214	host	dhcB
gene-PA2269	33	36	22	37	26	24	27	18	43	99	host	gene-PA2269
gene-PA0086	254	249	312	319	156	221	146	221	139	398	host	gene-PA0086
gene-PA3608	42	57	37	59	34	25	32	53	33	74	host	potB
gene-PA2999	522	661	516	697	424	483	437	447	524	932	host	nqrA
gene-PA4800	33	35	21	30	31	15	26	36	24	56	host	gene-PA4800
gene-PA0344	51	53	47	50	21	32	33	30	39	65	host	gene-PA0344
gene-PA2671	37	58	32	44	37	40	36	40	61	73	host	gene-PA2671
gene-PA4911	6	17	11	17	9	6	14	6	10	25	host	gene-PA4911
gene-PA2625	83	80	75	65	43	41	36	64	93	126	host	gene-PA2625
gene-PA2516	4	9	3	7	1	3	4	4	9	13	host	xylZ
gene-PA4051	204	245	142	191	113	127	120	144	119	369	host	thiL
gene-PA2545	149	241	149	150	121	132	116	135	172	218	host	xthA
gene-PA4756	1524	1816	1314	1585	940	980	853	921	1164	2550	host	carB
gene-PA4259	1338	1338	1066	1125	670	705	602	557	652	996	host	rpsS
gene-PA3303	231	192	205	238	191	146	219	170	290	255	host	gene-PA3303
gene-PA1329	2	1	3	0	3	1	1	3	2	3	host	gene-PA1329
gene-PA3665	124	103	87	77	65	72	41	68	60	188	host	gene-PA3665
gene-PA4908	5	5	11	2	1	9	4	4	8	10	host	gene-PA4908
gene-PHIKZ251	1430	1577	1642	1649	607	758	547	302	453	325	phage	gene-PHIKZ251
gene-PA5092	36	54	33	51	23	23	18	29	26	97	host	hutI
gene-PA4951	172	203	379	251	141	134	144	202	212	309	host	orn
gene-PA4271	3474	4180	3661	3878	2609	2424	2132	2794	2461	3829	host	rplL
gene-PA3057	7	16	13	19	14	11	9	11	23	28	host	gene-PA3057
gene-PA1563	134	159	125	187	107	90	74	100	154	209	host	gene-PA1563
gene-PA4505	40	49	21	46	20	30	31	35	45	72	host	gene-PA4505
gene-PA1255	2	12	0	5	2	7	0	4	1	21	host	gene-PA1255
