# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13084800_sorted.bam" "SRR13084797_sorted.bam" "SRR13084802_sorted.bam" "SRR13084812_sorted.bam" "SRR13084807_sorted.bam" "SRR13084801_sorted.bam" "SRR13084804_sorted.bam" "SRR13084811_sorted.bam" "SRR13084799_sorted.bam" "SRR13084805_sorted.bam" "SRR13084813_sorted.bam" "SRR13084814_sorted.bam" "SRR13084810_sorted.bam" "SRR13084815_sorted.bam" "SRR13084796_sorted.bam" "SRR13084795_sorted.bam" "SRR13084798_sorted.bam" "SRR13084809_sorted.bam" "SRR13084794_sorted.bam" "SRR13084808_sorted.bam" "SRR13084793_sorted.bam" "SRR13084806_sorted.bam" "SRR13084803_sorted.bam" "SRR13084816_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13084800_sorted.bam	SRR13084797_sorted.bam	SRR13084802_sorted.bam	SRR13084812_sorted.bam	SRR13084807_sorted.bam	SRR13084801_sorted.bam	SRR13084804_sorted.bam	SRR13084811_sorted.bam	SRR13084799_sorted.bam	SRR13084805_sorted.bam	SRR13084813_sorted.bam	SRR13084814_sorted.bam	SRR13084810_sorted.bam	SRR13084815_sorted.bam	SRR13084796_sorted.bam	SRR13084795_sorted.bam	SRR13084798_sorted.bam	SRR13084809_sorted.bam	SRR13084794_sorted.bam	SRR13084808_sorted.bam	SRR13084793_sorted.bam	SRR13084806_sorted.bam	SRR13084803_sorted.bam	SRR13084816_sorted.bam
gene-b3558	U00096.3	3721198	3722049	+	852	106	81	302	17	43	292	119	6	188	72	52	52	16	22	133	158	58	33	144	40	4	20	163	22
gene-b3559	U00096.3	3722328	3724397	-	2070	16812	737	3717	4586	7414	27750	823	502	755	340	6418	4118	434	1471	2600	12493	908	726	6257	3814	679	5399	1001	765
gene-b3560	U00096.3	3724407	3725318	-	912	6578	238	1083	2378	3210	8155	316	178	322	179	2952	1515	190	588	480	2546	251	332	1514	1326	284	2480	417	328
gene-b4553	U00096.3	3725413	3725712	-	300	62	23	119	21	13	82	71	0	75	20	15	9	0	2	17	54	33	4	87	4	0	22	70	1
gene-b3561	U00096.3	3725887	3726882	+	996	228	68	300	35	30	319	193	2	277	73	39	13	3	6	87	155	97	9	236	2	3	35	204	8
gene-b3562	U00096.3	3726924	3727361	-	438	60	30	203	6	15	201	139	1	137	55	17	5	1	2	55	104	46	1	71	8	1	7	125	1
gene-b3563	U00096.3	3727407	3727748	-	342	30	26	95	3	4	89	52	0	85	36	4	1	2	0	27	46	27	0	34	3	0	5	81	2
gene-b3564	U00096.3	3727917	3729371	-	1455	161	104	417	127	116	341	214	8	361	103	110	47	2	17	98	147	124	10	115	40	9	131	282	18
gene-b4834	U00096.3	3729386	3729545	-	160	71	49	161	18	20	93	41	2	53	28	11	8	2	3	75	57	26	6	105	10	1	31	67	2
gene-b3565	U00096.3	3729443	3730765	-	1323	209	142	487	49	62	416	201	6	373	82	59	24	5	5	149	195	127	16	231	44	5	67	314	6
gene-b3566	U00096.3	3731131	3732123	+	993	107	85	355	4	8	310	181	1	276	77	13	5	1	4	94	122	107	3	111	2	0	8	254	4
gene-b3567	U00096.3	3732201	3733742	+	1542	241	165	508	43	65	449	235	9	347	73	30	32	3	15	148	227	139	7	384	14	31	52	328	6
gene-b3568	U00096.3	3733720	3734901	+	1182	151	104	386	14	23	370	185	4	288	51	18	8	2	5	79	154	99	6	163	6	2	11	269	5
gene-b3569	U00096.3	3734979	3736157	+	1179	403	111	378	55	87	634	162	5	225	53	89	53	3	17	134	367	102	13	367	31	6	76	220	12
gene-b3570	U00096.3	3736353	3737177	-	825	3209	156	619	357	552	4058	150	44	166	67	558	194	27	81	377	2613	162	39	2358	208	39	353	203	64
gene-b4794	U00096.3	3737177	3737203	-	27	239	25	119	23	30	281	18	3	27	10	34	17	1	0	65	220	15	0	479	15	1	19	28	3
gene-b3571	U00096.3	3737497	3739527	+	2031	401	139	670	60	49	651	343	1	447	95	60	24	3	6	151	263	154	8	402	18	3	74	34476	4
gene-b3572	U00096.3	3739705	3740958	+	1254	6280	198	818	1216	1509	4213	285	70	330	100	1598	449	62	203	376	2630	247	139	3799	409	95	1247	422	112
gene-b3573	U00096.3	3741109	3741582	-	474	354	63	168	46	107	505	80	7	98	23	126	39	10	13	53	294	47	18	240	42	4	36	113	5
gene-b3574	U00096.3	3741684	3742532	-	849	805	134	443	102	118	703	170	6	291	71	95	50	11	23	155	380	109	13	779	32	9	112	278	9
gene-b3575	U00096.3	3742733	3743731	+	999	89	75	311	7	1	251	168	1	207	79	5	2	0	0	84	82	90	3	84	5	0	9	257	0
gene-b3576	U00096.3	3743743	3744210	+	468	23	26	102	4	2	85	60	2	68	22	4	0	1	1	25	32	39	0	22	1	1	2	95	2
gene-b3577	U00096.3	3744328	3744801	+	474	28	36	129	1	0	80	79	0	103	23	2	2	0	1	27	30	28	0	31	1	0	0	84	3
gene-b3578	U00096.3	3744804	3746081	+	1278	114	100	419	5	2	300	244	1	363	112	7	4	1	3	104	139	111	2	97	6	2	6	313	5
gene-b3579	U00096.3	3746094	3747080	+	987	80	76	338	2	6	222	195	1	251	76	4	1	0	0	76	93	112	0	69	4	2	4	227	2
gene-b3580	U00096.3	3747084	3748580	+	1497	192	149	563	11	13	437	350	1	607	137	13	11	2	5	124	170	180	2	138	6	1	11	446	10
gene-b3581	U00096.3	3748577	3749239	+	663	70	55	226	3	7	203	138	2	183	37	8	4	5	6	40	58	72	1	54	2	3	5	158	3
gene-b3582	U00096.3	3749232	3750092	+	861	118	77	290	14	9	262	190	3	285	72	15	5	4	3	76	107	92	3	94	6	4	10	243	4
gene-b3583	U00096.3	3750086	3750781	+	696	121	63	279	15	20	270	200	12	233	60	17	9	10	14	71	87	125	9	107	12	7	26	258	14
gene-b3584	U00096.3	3751128	3751868	-	741	82	76	268	16	21	198	159	16	195	56	23	15	10	13	58	74	76	9	67	11	4	16	157	10
gene-b3585	U00096.3	3751992	3752966	+	975	290	135	338	20	123	748	140	11	232	70	118	48	10	10	105	383	89	11	204	37	7	17	225	21
gene-b3586	U00096.3	3752963	3754099	-	1137	863	101	390	20	48	440	163	5	320	82	44	12	2	8	109	171	129	5	146	16	2	21	313	6
gene-b3587	U00096.3	3754105	3754428	-	324	23	36	130	0	8	118	68	1	108	36	3	2	1	1	31	56	32	0	24	2	0	0	83	0
gene-b3588	U00096.3	3754973	3756511	-	1539	173	125	477	31	38	421	214	2	428	92	46	13	2	13	144	137	131	4	146	20	1	50	354	5
gene-b3589	U00096.3	3756676	3757827	-	1152	87	94	365	6	8	258	145	4	267	46	10	5	0	5	72	127	91	2	96	5	0	6	257	4
gene-b3590	U00096.3	3758017	3759861	-	1845	2598	271	4074	397	648	4346	395	60	447	173	620	297	59	124	440	2291	331	80	1721	292	57	481	553	64
gene-b3591	U00096.3	3759858	3761249	-	1392	1890	154	605	262	425	2351	287	19	389	114	441	175	19	63	225	1235	162	32	1021	140	26	297	358	42
gene-b3592	U00096.3	3761347	3761955	-	609	1170	119	381	320	282	1411	117	19	166	32	275	95	18	42	158	693	101	32	651	79	16	340	192	26
gene-b3593	U00096.3	3762183	3766316	+	4134	925	487	1723	109	158	1775	929	22	1493	483	156	75	21	47	491	791	582	34	859	75	17	103	1208	27
gene-b3594	U00096.3	3766337	3767179	+	843	85	57	206	43	30	245	88	7	100	57	35	23	6	6	78	138	66	7	114	19	7	17	115	8
gene-b3596	U00096.3	3768177	3768638	+	462	23	36	88	1	2	68	33	7	50	35	5	1	1	3	30	45	29	2	31	2	1	1	54	4
gene-b4615	U00096.3	3769345	3769680	+	336	23	33	80	2	1	46	41	1	78	18	3	0	0	1	20	36	35	0	20	0	0	0	84	0
gene-b3597	U00096.3	3770243	3771379	-	1137	107	85	327	26	19	265	152	0	315	98	18	6	2	3	85	90	102	3	137	7	2	44	273	5
gene-b3598	U00096.3	3771382	3771744	-	363	51	40	126	17	5	109	52	0	149	42	6	1	1	1	37	49	47	1	89	1	0	20	113	1
gene-b3599	U00096.3	3772281	3774194	+	1914	602	151	575	292	496	966	327	41	440	129	411	180	24	81	189	408	199	44	358	192	63	413	407	52
gene-b3600	U00096.3	3774424	3775572	+	1149	1135	138	551	501	574	1506	220	44	304	82	532	207	48	83	213	918	149	62	1154	181	40	628	321	53
gene-b3601	U00096.3	3775572	3776159	+	588	655	93	334	349	281	742	129	24	154	65	299	86	13	48	120	473	103	29	686	89	26	374	232	29
gene-b4554	U00096.3	3776171	3776380	-	210	213	30	81	189	75	182	26	15	49	19	77	25	7	18	41	132	25	10	282	28	9	246	46	8
gene-b3602	U00096.3	3776665	3777027	+	363	1433	77	319	249	160	1426	67	16	102	35	190	92	17	39	241	909	81	23	1095	100	15	238	127	19
gene-b3603	U00096.3	3777399	3779054	+	1656	796	168	686	132	238	1264	368	15	510	146	263	89	19	32	199	661	184	28	686	74	22	140	503	28
gene-b3604	U00096.3	3779054	3779830	+	777	430	77	220	125	197	583	119	9	185	48	220	74	11	28	80	358	9971	12	381	59	10	143	201	21
gene-b3605	U00096.3	3779827	3781017	+	1191	838	150	500	238	334	1307	269	28	352	125	307	116	13	52	172	746	176	38	634	114	21	261	339	36
gene-b3606	U00096.3	3781215	3781688	+	474	751	77	220	75	210	637	135	19	180	46	238	102	10	43	101	291	75	18	391	67	17	72	160	22
gene-b3607	U00096.3	3781741	3782562	-	822	2779	301	1009	560	1163	3892	279	76	283	150	1123	598	65	209	561	2126	239	140	2019	537	76	583	401	102
gene-b3608	U00096.3	3782642	3783661	-	1020	8810	343	1556	1629	2842	11628	6731	139	404	184	2626	1631	118	550	1065	6136	426	335	4082	1564	180	1814	446	212
gene-b3609	U00096.3	3783661	3784128	-	468	8524	269	1471	1731	2541	11685	219	171	186	98	2287	1583	131	392	1449	6885	402	320	3815	1489	130	2155	321	221
gene-b3610	U00096.3	3784191	3784442	-	252	5093	84	719	1263	1460	6021	189	59	137	64	1430	618	35	179	491	3486	135	77	3181	556	67	1241	225	117
gene-b3611	U00096.3	3784584	3785015	-	432	5514	135	454	676	992	5668	145	57	127	42	976	454	50	150	376	3561	165	97	2949	340	79	845	167	101
gene-b3612	U00096.3	3785260	3786804	+	1545	14051	507	2534	2598	2491	16898	624	166	483	230	2355	1087	128	452	1600	9256	572	257	8364	1042	191	2751	802	239
gene-b3613	U00096.3	3786838	3788097	+	1260	4430	251	881	548	663	3547	326	66	333	149	734	266	57	148	462	2093	256	65	2684	217	89	504	437	74
gene-b3614	U00096.3	3788101	3789060	+	960	1510	116	351	80514	28221	941	162	37	250	72	213	58187	81174	34	129	581	114	2066	884	12015	32	50173	233	101152
gene-b3615	U00096.3	3789047	3790081	-	1035	191	79	280	21	40	346	143	16	192	61	43	11	14	4	78	170	86	3	123	10	8	22	246	29
gene-b3616	U00096.3	3790320	3791345	-	1026	4018	296	1317	774	934	5422	345	125	312	157	833	528	104	175	878	2456	445	169	2067	599	131	866	468	157
gene-b3617	U00096.3	3791355	3792551	-	1197	3112	214	917	684	928	4098	246	108	385	140	807	475	118	205	371	1406	268	124	968	504	154	860	422	165
gene-b3618	U00096.3	3792826	3793683	-	858	722	123	355	158	167	1760	148	35	275	112	192	50	22	10	234	1223	213	16	696	57	12	77	184	34
gene-b3619	U00096.3	3793987	3794919	+	933	8088	330	1282	1176	1332	9144	417	96	390	207	1357	480	79	209	744	5271	409	131	4718	418	104	1391	453	167
gene-b3620	U00096.3	3794929	3795975	+	1047	4015	361	1082	622	1127	5334	400	78	388	216	1024	427	78	168	594	2878	395	148	2285	377	98	705	488	110
gene-b3621	U00096.3	3795979	3796938	+	960	1343	114	443	298	542	1542	131	29	266	99	533	179	25	75	143	772	132	49	688	162	52	249	272	38
gene-b3622	U00096.3	3796948	3798207	+	1260	1352	98	380	271	107	1196	128	19	170	86	144	49	14	4	214	850	139	19	1182	41	1	105	171	23
gene-b4795	U00096.3	3797772	3798014	-	243	508	32	121	120	41	483	37	7	68	39	53	17	6	2	63	357	40	5	375	19	0	35	46	7
gene-b4796	U00096.3	3798039	3798149	-	111	352	29	159	40	23	401	47	8	44	33	25	13	2	0	78	258	44	6	521	11	0	19	64	5
gene-b3623	U00096.3	3798239	3799312	-	1074	437	68	250	119	49	505	98	6	143	57	51	53	4	1	163	427	90	6	323	25	0	44	159	5
gene-b3624	U00096.3	3799345	3800196	-	852	415	34	133	95	46	476	60	2	72	41	28	20	5	2	79	357	75	9	205	18	0	37	87	4
gene-b3625	U00096.3	3800267	3800965	-	699	497	52	111	109	50	658	39	11	61	41	50	31	9	1	90	493	71	5	317	25	0	39	61	7
gene-b3626	U00096.3	3800983	3801999	-	1017	787	65	204	158	66	839	92	7	119	70	60	35	15	1	152	649	79	6	486	33	1	66	129	8
gene-b3627	U00096.3	3802039	3803058	-	1020	629	60	245	270	110	843	98	16	133	56	133	65	24	5	89	507	101	11	376	64	2	118	137	24
gene-b3628	U00096.3	3803058	3804137	-	1080	704	79	327	280	123	1040	140	16	234	98	147	54	17	10	148	598	129	20	327	51	6	127	232	27
gene-b3629	U00096.3	3804181	3805116	-	936	316	58	188	146	51	339	54	6	90	57	55	28	6	3	129	319	53	2	330	31	0	43	115	4
gene-b3630	U00096.3	3805153	3805950	-	798	624	71	240	254	114	918	86	16	160	70	158	73	24	21	121	542	81	25	437	59	9	158	140	21
gene-b3631	U00096.3	3805943	3807067	-	1125	990	141	449	438	271	2099	188	26	269	110	388	118	43	43	208	1154	122	50	742	123	18	348	302	52
gene-b3632	U00096.3	3807064	3808098	-	1035	1206	128	483	430	264	2249	169	33	242	103	415	115	38	45	247	1272	136	49	830	119	14	291	256	67
gene-b4760	U00096.3	3808166	3808238	-	73	140	21	95	37	32	271	33	7	28	21	50	7	3	5	38	132	15	2	199	7	3	32	58	5
gene-b3633	U00096.3	3808540	3809817	+	1278	3555	159	592	299	378	3719	266	40	351	142	390	119	30	98	225	1307	212	53	3022	116	40	310	346	52
gene-b3634	U00096.3	3809825	3810304	+	480	1265	66	193	192	177	828	79	12	121	41	208	67	23	43	115	564	87	28	880	61	16	219	135	22
gene-b3635	U00096.3	3810343	3811152	-	810	500	94	385	91	272	811	143	18	221	67	234	168	19	97	145	321	74	57	307	153	36	98	208	42
gene-b3636	U00096.3	3811250	3811417	-	168	27585	1807	5180	3196	4638	33541	676	335	605	260	4688	2724	354	471	4794	22772	1212	690	21923	2623	148	3682	1023	602
gene-b3637	U00096.3	3811438	3811674	-	237	66535	1180	8470	10164	13173	77365	1323	867	683	492	13667	6157	773	2409	6616	48970	1538	1370	57477	5549	1025	14137	1913	1515
gene-b3638	U00096.3	3811891	3812559	-	669	1664	124	446	229	378	1751	151	26	192	70	337	131	22	54	269	1276	120	41	2152	126	20	331	234	45
gene-b3639	U00096.3	3812731	3813951	+	1221	4041	211	760	760	702	4289	270	48	342	127	701	236	43	132	382	2329	247	80	2892	214	49	745	412	77
gene-b3640	U00096.3	3813929	3814387	+	459	3773	166	586	489	541	3647	175	42	162	81	474	215	43	99	342	2273	221	69	2441	212	40	573	254	57
gene-b3641	U00096.3	3814494	3815090	+	597	3118	115	391	419	585	3029	146	41	197	44	536	226	26	92	217	1845	172	56	1523	199	37	440	191	54
gene-b3642	U00096.3	3815127	3815768	-	642	688	81	242	44	59	572	107	5	128	47	52	36	1	13	69	256	60	14	294	29	5	52	169	8
gene-b3643	U00096.3	3815863	3816549	-	687	6330	202	818	492	572	4054	268	47	269	86	497	229	41	121	413	2403	254	65	4723	184	55	552	341	69
gene-b3644	U00096.3	3816676	3817539	+	864	6371	196	870	944	1137	6678	289	60	256	113	1056	551	61	202	464	3209	251	116	2907	504	96	995	356	126
gene-b3645	U00096.3	3817760	3818584	+	825	128	90	276	38	30	257	133	5	194	54	47	17	4	2	110	131	58	8	162	20	2	10	173	6
gene-b3646	U00096.3	3818874	3819491	+	618	209	74	300	18	48	318	189	2	284	80	54	34	1	7	74	144	101	9	246	13	4	27	218	4
gene-b3647	U00096.3	3819488	3821170	-	1683	252	578	528	31	43	532	312	3	579	165	29	18	3	14	139	282	186	5	260	14	7	30	443	3
gene-b3648	U00096.3	3821428	3822051	+	624	7167	192	747	757	1111	8105	201	66	230	88	1249	577	70	178	770	5299	319	155	4297	439	58	814	249	128
gene-b3649	U00096.3	3822106	3822381	+	276	9782	300	1008	1206	1709	10750	221	87	218	90	1769	836	122	315	1028	6666	402	222	6241	753	136	1561	260	185
gene-b3650	U00096.3	3822400	3824508	+	2109	15488	509	2017	1653	3307	16084	664	181	644	274	3531	1292	171	522	1304	8628	637	296	6493	1045	251	1572	745	265
gene-b3651	U00096.3	3824515	3825204	+	690	2048	85	385	174	399	1782	164	22	208	76	417	127	24	57	169	831	84	36	1168	103	23	178	214	30
gene-b3652	U00096.3	3825210	3827291	+	2082	3039	251	914	303	534	3085	469	44	684	202	535	184	36	95	321	1451	294	62	1860	142	48	256	632	44
gene-b3653	U00096.3	3827460	3828665	-	1206	1405	137	627	153	223	1700	282	23	450	119	249	96	18	33	188	817	199	22	877	91	24	237	355	32
gene-b3654	U00096.3	3828945	3830336	+	1392	7986	181	705	917	440	1682	327	37	425	172	459	100	43	68	245	1001	216	55	5407	102	28	1071	423	41
gene-b3655	U00096.3	3830457	3832166	+	1710	1404	187	671	319	291	1470	310	30	425	123	302	61	21	40	253	871	232	40	1066	44	26	422	451	25
gene-b3656	U00096.3	3832219	3834537	-	2319	371	226	719	55	82	706	376	8	562	176	59	29	8	13	234	355	250	10	372	28	5	75	628	14
gene-b3657	U00096.3	3834547	3835929	-	1383	126	119	497	14	17	424	253	4	382	117	18	9	3	6	120	136	152	3	167	0	1	22	389	5
gene-b3658	U00096.3	3836222	3836316	+	95	1595	866	1284	151	403	3339	1453	262	1451	338	376	518	166	486	1519	2825	4491	737	1985	473	569	241	678	654
gene-b3659	U00096.3	3836953	3838137	+	1185	108	98	388	12	16	360	188	1	290	73	21	4	1	3	79	139	119	4	138	7	2	10	314	5
gene-b3660	U00096.3	3838248	3839171	+	924	724	99	380	98	108	783	145	10	196	62	128	34	4	19	135	458	109	12	632	29	10	82	261	12
gene-b4797	U00096.3	3838642	3838701	-	60	133	27	83	15	17	109	37	2	48	13	27	7	0	1	35	66	26	4	140	7	3	22	53	1
gene-b3661	U00096.3	3839175	3839993	-	819	1452	124	546	439	206	1606	184	17	213	76	264	104	13	29	262	1017	113	30	1331	104	20	435	258	18
gene-b4555	U00096.3	3840215	3840508	+	294	136	45	142	32	51	200	60	1	70	25	35	17	3	8	50	134	33	7	176	17	0	35	97	4
gene-b3662	U00096.3	3840549	3841739	-	1191	856	222	884	171	375	1882	238	17	398	117	308	180	20	96	391	1072	194	45	801	137	18	130	427	27
gene-b3663	U00096.3	3841950	3842402	-	453	302	55	190	18	25	249	69	2	91	56	28	15	1	6	55	152	48	2	338	18	3	30	85	3
gene-b3664	U00096.3	3842455	3843789	-	1335	129	126	468	3	10	350	268	2	380	82	18	6	1	6	111	152	148	4	133	5	1	10	321	5
gene-b3665	U00096.3	3843964	3845730	+	1767	906	243	1025	81	238	2859	409	15	582	157	180	156	21	53	390	1358	237	23	765	147	16	88	553	23
gene-b4829	U00096.3	3845730	3845995	-	266	43	29	126	5	7	142	55	0	92	23	6	8	2	2	39	61	37	1	39	7	0	5	91	3
gene-b3666	U00096.3	3845776	3847167	-	1392	145	105	422	8	15	346	210	1	373	102	9	8	4	5	109	141	136	4	99	17	0	9	294	4
gene-b3667	U00096.3	3847305	3848624	-	1320	270	160	540	30	86	561	318	3	541	155	102	49	3	16	143	219	166	8	221	40	8	45	434	8
gene-b3668	U00096.3	3848634	3850136	-	1503	629	159	564	90	279	1309	327	6	394	106	265	141	17	55	185	657	174	35	438	118	18	76	386	28
gene-b3669	U00096.3	3850136	3850726	-	591	940	87	433	160	302	1019	170	25	181	94	256	150	20	64	153	458	86	38	605	119	28	190	208	30
gene-b3670	U00096.3	3850802	3851092	-	291	56	35	89	61	109	165	54	6	71	28	90	54	3	17	43	103	25	10	43	50	13	43	59	16
gene-b3671	U00096.3	3851096	3852784	-	1689	428	159	722	359	689	1620	297	56	467	114	690	333	51	160	258	721	173	70	323	304	67	338	419	92
gene-b3672	U00096.3	3852890	3852988	-	99	682	143	537	191	114	654	105	21	90	66	93	60	8	23	243	460	100	13	2257	54	18	251	182	12
gene-b4616	U00096.3	3853118	3853257	-	140	34	14	53	2	3	43	23	1	33	13	3	5	0	1	18	18	22	1	36	2	0	2	31	0
gene-b4618	U00096.3	3853553	3853642	+	90	444	255	690	39	80	691	407	27	140	126	81	80	45	66	402	397	334	78	462	66	13	52	395	46
gene-b4798	U00096.3	3853766	3853840	-	75	19	17	52	4	3	30	23	0	34	8	0	0	0	0	15	13	10	0	23	2	1	6	29	0
gene-b3673	U00096.3	3853922	3855106	+	1185	432	129	466	37	61	623	215	15	352	99	61	41	8	36	164	352	160	16	521	34	9	81	312	11
gene-b3674	U00096.3	3855114	3855611	-	498	156	57	176	20	28	237	73	4	139	32	15	20	3	4	75	113	58	6	227	13	2	18	118	3
gene-b3675	U00096.3	3855608	3855970	-	363	145	31	140	26	30	209	73	1	96	17	27	23	3	2	51	107	41	2	157	17	4	16	99	3
gene-b3676	U00096.3	3855960	3856307	-	348	188	31	144	28	37	207	74	1	103	29	31	24	6	7	47	115	39	2	172	19	3	32	103	2
gene-b3677	U00096.3	3856415	3856864	+	450	143	58	183	36	26	203	80	3	136	35	33	17	4	5	54	115	51	0	174	12	1	26	133	5
gene-b3678	U00096.3	3856911	3858404	-	1494	158	115	473	17	20	359	205	2	299	64	19	8	1	5	112	151	118	3	160	12	8	21	333	6
gene-b3679	U00096.3	3858401	3860116	-	1716	169	156	610	7	6	456	253	5	374	91	20	4	4	6	152	171	156	9	146	5	2	13	469	8
gene-b3680	U00096.3	3860283	3861176	+	894	82	65	236	13	8	242	89	2	137	24	22	7	2	5	57	107	50	3	88	8	4	11	155	7
gene-b3682	U00096.3	3861987	3862472	-	486	69	49	230	3	2	167	116	1	120	38	6	1	1	1	44	55	58	5	87	3	1	9	173	2
gene-b3683	U00096.3	3862497	3863603	-	1107	110	101	450	8	3	306	199	2	295	68	8	4	0	3	107	111	103	5	131	3	1	4	320	3
gene-b3684	U00096.3	3863899	3864615	+	717	84	77	289	8	5	233	113	2	188	36	8	1	5	1	66	90	76	4	99	6	0	8	235	2
gene-b3685	U00096.3	3864612	3866273	-	1662	899	221	774	132	149	1174	357	20	471	129	167	65	13	27	215	541	221	19	812	58	11	2789	548	25
gene-b3686	U00096.3	3866469	3866897	-	429	89	59	181	35	36	180	76	6	117	23	46	20	1	12	66	151	68	13	92	16	4	46	99	6
gene-b3687	U00096.3	3867009	3867422	-	414	348	95	383	14742	113885	536	132	11635	146	88	97	62	9	24	226	385	103	107274	502	57	12	204	189	172860
gene-b3688	U00096.3	3867728	3868060	+	333	1302	141	537	250	330	1488	108	21	151	55	368	164	20	55	258	898	142	35	1353	132	14	322	229	26
gene-b3689	U00096.3	3868062	3869309	-	1248	1668	272	901	185	350	2000	277	20	323	92	354	200	15	88	386	1129	234	36	1551	156	18	234	465	38
gene-b3690	U00096.3	3869377	3870441	+	1065	128	102	380	10	12	238	137	3	202	35	14	7	1	2	73	108	84	0	118	4	0	20	237	2
gene-b3691	U00096.3	3870438	3871730	-	1293	182	131	554	16	18	435	250	0	356	42	22	6	1	2	364	176	125	0	184	9	0	26	375	2
gene-b4478	U00096.3	3871850	3872998	-	1149	193	127	514	22	35	381	246	3	376	74	28	11	2	4	136	131	133	3	127	7	2	34	384	4
gene-b4477	U00096.3	3872995	3873612	-	618	90	64	241	9	12	202	128	1	186	49	14	1	0	2	59	89	52	3	60	5	0	14	175	3
gene-b3693	U00096.3	3873596	3874474	-	879	154	85	312	23	36	302	120	6	187	34	19	5	4	10	69	143	87	3	125	7	5	30	196	3
gene-b4479	U00096.3	3874471	3875160	-	690	189	62	208	70	70	322	87	6	132	29	60	17	3	14	52	165	62	6	143	22	5	63	146	5
gene-b3696	U00096.3	3875438	3876094	+	657	345	83	269	55	33	329	109	2	133	38	43	19	3	1	87	179	63	2	451	13	0	72	151	6
gene-b3697	U00096.3	3876140	3876952	-	813	3382	240	839	683	650	3638	269	31	306	105	669	216	26	109	375	2292	204	69	3224	211	51	643	397	72
gene-b3698	U00096.3	3877067	3877465	-	399	158	43	126	64	40	221	58	4	109	21	44	27	3	11	58	121	28	7	166	17	4	70	100	7
gene-b3699	U00096.3	3877705	3880119	-	2415	11920	676	2473	3029	4419	15594	746	345	741	285	4268	1839	320	959	1396	8063	953	546	5465	1615	416	3419	1019	524
gene-b3700	U00096.3	3880148	3881221	-	1074	1210	176	514	284	863	1696	212	43	269	67	773	337	57	167	214	842	159	106	885	287	50	296	285	78
gene-b3701	U00096.3	3881221	3882321	-	1101	3344	211	811	657	1615	5428	275	77	281	92	1525	625	89	260	452	2869	265	158	1848	558	98	742	362	151
gene-b3702	U00096.3	3882326	3883729	-	1404	5185	220	1185	1119	3018	9354	330	106	384	133	2984	1162	113	359	561	5101	317	187	3040	911	125	1343	419	171
gene-b4757	U00096.3	3884026	3884106	+	81	36	19	57	5	8	46	18	1	47	13	6	2	1	2	21	33	12	4	45	2	0	7	31	1
gene-b3703	U00096.3	3884336	3884476	+	141	22553	1047	6652	2050	3446	29144	561	241	346	193	3467	2636	181	540	6640	18765	692	452	20401	2053	122	2463	807	431
gene-b3704	U00096.3	3884493	3884852	+	360	16907	588	3410	1416	3366	21246	488	180	369	150	3327	2053	181	764	2953	12024	556	432	11755	1602	215	1366	599	342
gene-b4557	U00096.3	3884816	3885073	+	258	8339	349	1826	628	1840	9737	299	106	245	142	1838	979	100	394	1150	5497	298	224	7216	729	157	581	433	167
gene-b3705	U00096.3	3885076	3886722	+	1647	29066	940	4066	3788	7480	35698	984	497	642	397	6985	3283	477	1433	2517	19711	1125	886	15171	2743	610	4118	1329	891
gene-b3706	U00096.3	3886828	3888192	+	1365	2347	194	839	561	990	3040	306	66	381	124	924	557	69	286	292	1448	218	126	1396	484	82	530	433	122
gene-b3707	U00096.3	3888435	3888509	+	75	11	41	100	6	7	81	20	3	34	8	5	7	1	0	60	59	21	6	30	8	1	6	48	2
gene-b3708	U00096.3	3888730	3890145	+	1416	131	1846	599	59	50	521	322	23	405	134	66	37	18	21	154	198	175	17	160	49	14	55	360	22
gene-b3709	U00096.3	3890236	3891483	+	1248	131	124	563	26	14	424	286	9	419	168	24	21	9	31	159	151	147	12	144	25	16	18	397	20
gene-b3710	U00096.3	3891615	3892790	+	1176	563	127	575	44	70	578	274	7	411	130	63	25	5	15	134	280	125	12	520	20	13	56	320	14
gene-b3711	U00096.3	3892765	3893724	+	960	547	108	1395	61	85	527	266	14	262	95	86	34	13	21	129	267	133	20	473	32	8	62	264	22
gene-b3712	U00096.3	3893881	3894630	+	750	1055	106	313	207	216	1061	143	17	225	72	238	87	14	42	153	657	87	30	919	80	15	209	193	18
gene-b3713	U00096.3	3894652	3895218	+	567	1421	71	328	307	362	1712	127	23	146	64	335	137	27	57	145	1110	120	43	1020	113	23	371	158	27
gene-b3714	U00096.3	3895272	3896609	-	1338	15816	524	2040	1477	2182	13393	592	108	536	289	2000	612	105	227	1043	7689	513	174	11217	570	55	1777	747	126
gene-b3715	U00096.3	3896774	3897439	+	666	766	81	361	141	92	625	169	3	191	74	106	36	8	11	106	378	87	8	676	30	2	159	210	10
gene-b3716	U00096.3	3897506	3897973	+	468	211	60	269	34	28	288	150	1	156	73	27	6	0	5	52	123	80	3	229	7	2	35	182	3
gene-b3717	U00096.3	3898022	3898609	+	588	284	107	412	40	57	425	145	7	244	67	54	28	10	18	131	219	104	18	441	19	6	54	245	22
