# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR29715794_sorted.bam" "SRR29715795_sorted.bam" "SRR29715801_sorted.bam" "SRR29715800_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR29715794_sorted.bam	SRR29715795_sorted.bam	SRR29715801_sorted.bam	SRR29715800_sorted.bam
gene-PA4483	AE004091.2	5013974	5015428	+	1455	301	369	155	444
gene-PA4484	AE004091.2	5015535	5016980	+	1446	230	292	151	383
gene-PA4485	AE004091.2	5017040	5017417	+	378	14	11	7	21
gene-PA4486	AE004091.2	5017449	5017835	+	387	54	81	33	96
gene-PA4487	AE004091.2	5017960	5018751	-	792	95	107	55	81
gene-PA4488	AE004091.2	5018756	5020405	-	1650	221	308	134	262
gene-PA4489	AE004091.2	5020402	5024952	-	4551	763	904	423	747
gene-PA4490	AE004091.2	5024979	5025617	-	639	149	152	56	130
gene-PA4491	AE004091.2	5025614	5027383	-	1770	399	443	187	390
gene-PA4492	AE004091.2	5027422	5028231	-	810	330	415	5167	404
gene-PA4493	AE004091.2	5028394	5028954	-	561	225	293	73	211
gene-PA4494	AE004091.2	5028980	5030248	-	1269	419	511	138	368
gene-PA4495	AE004091.2	5030525	5031235	+	711	94	108	54	97
gene-PA4496	AE004091.2	5031488	5033101	+	1614	273	364	184	508
gene-PA4497	AE004091.2	5033194	5034792	+	1599	89	153	93	137
gene-PA4498	AE004091.2	5034860	5036077	-	1218	151	198	138	236
gene-PA4499	AE004091.2	5036245	5036808	+	564	367	431	139	448
gene-PA4500	AE004091.2	5037074	5038675	+	1602	1707	2063	1591	3519
gene-PA4501	AE004091.2	5038901	5040355	+	1455	117	146	232	694
gene-PA4502	AE004091.2	5040405	5042000	+	1596	129	137	230	489
gene-PA4503	AE004091.2	5042068	5043078	+	1011	531	606	442	1327
gene-PA4504	AE004091.2	5043090	5044001	+	912	43	69	106	201
gene-PA4505	AE004091.2	5044054	5045028	+	975	78	76	74	200
gene-PA4506	AE004091.2	5045028	5045999	+	972	67	68	60	162
gene-PA4507	AE004091.2	5046032	5046664	-	633	48	38	26	60
gene-PA4508	AE004091.2	5046806	5047279	+	474	9	9	12	22
gene-PA4509	AE004091.2	5047284	5048213	-	930	11	17	12	26
gene-PA4510	AE004091.2	5048210	5048887	-	678	24	25	10	33
gene-PA4511	AE004091.2	5048884	5049639	-	756	47	69	22	49
gene-PA4512	AE004091.2	5049769	5050668	+	900	173	230	101	265
gene-PA4513	AE004091.2	5050848	5053400	-	2553	108	113	27	71
gene-PA4514	AE004091.2	5053616	5055877	-	2262	214	206	40	137
gene-PA4515	AE004091.2	5056095	5056775	+	681	71	75	17	46
gene-PA4516	AE004091.2	5056778	5057593	+	816	39	54	16	33
gene-PA4517	AE004091.2	5057716	5059518	+	1803	115	129	56	87
gene-PA4518	AE004091.2	5059574	5059999	-	426	30	32	18	18
gene-PA4519	AE004091.2	5060115	5061278	-	1164	305	411	134	318
gene-PA4520	AE004091.2	5061730	5063751	-	2022	191	244	119	254
gene-PA4521	AE004091.2	5063941	5064777	-	837	67	65	26	73
gene-PA4522	AE004091.2	5064774	5065340	-	567	59	91	25	98
gene-PA4523	AE004091.2	5065491	5067746	-	2256	142	172	82	148
gene-PA4524	AE004091.2	5068032	5068880	+	849	115	110	39	102
gene-PA4524.1	AE004091.2	5068932	5069007	-	76	1779	1937	1258	1761
gene-PA4525	AE004091.2	5069082	5069531	-	450	289	304	577	704
gene-PA4526	AE004091.2	5069763	5071463	+	1701	381	495	128	402
gene-PA4528	AE004091.2	5072695	5073567	+	873	56	69	39	94
gene-PA4529	AE004091.2	5073564	5074175	+	612	66	87	36	72
gene-PA4530	AE004091.2	5074172	5074372	+	201	36	57	11	31
gene-PA4531	AE004091.2	5074409	5074618	-	210	11	35	17	33
gene-PA4532	AE004091.2	5074724	5075413	-	690	46	47	21	52
gene-PA4533	AE004091.2	5075410	5075880	-	471	50	62	22	40
gene-PA4534	AE004091.2	5075877	5076302	-	426	22	33	16	24
gene-PA4535	AE004091.2	5076435	5077064	+	630	171	173	75	245
gene-PA4536	AE004091.2	5077061	5077510	+	450	38	66	14	48
gene-PA4537	AE004091.2	5077536	5077706	+	171	24	33	11	41
gene-PA4538	AE004091.2	5077770	5079077	+	1308	132	196	52	166
gene-PA4539	AE004091.2	5079117	5080208	-	1092	173	225	123	222
gene-PA4540	AE004091.2	5080757	5082394	+	1638	10	8	11	16
gene-PA4541	AE004091.2	5082443	5086696	+	4254	178	301	65	164
gene-PA4541.1	AE004091.2	5086925	5087000	-	76	4200	3565	3865	4419
gene-PA4541.2	AE004091.2	5087011	5087087	-	77	300	392	394	597
gene-PA4541.3	AE004091.2	5087097	5087172	-	76	3110	3285	5425	4030
gene-PA4542	AE004091.2	5087408	5089972	-	2565	642	1079	364	729
gene-PA4543	AE004091.2	5090128	5090856	-	729	194	201	119	205
gene-PA4544	AE004091.2	5090853	5091815	-	963	184	200	178	349
gene-PA4545	AE004091.2	5091961	5092986	+	1026	505	763	383	907
gene-PA4546	AE004091.2	5093378	5094970	+	1593	128	143	58	163
gene-PA4547	AE004091.2	5094985	5096322	+	1338	83	56	61	122
gene-PA4548	AE004091.2	5096368	5097462	-	1095	103	115	53	117
gene-PA4549	AE004091.2	5097597	5098106	+	510	11	8	1	7
gene-PA4550	AE004091.2	5098212	5098718	+	507	34	39	14	34
gene-PA4551	AE004091.2	5098709	5099266	+	558	32	30	13	26
gene-PA4552	AE004091.2	5099263	5100087	+	825	60	71	19	69
gene-PA4553	AE004091.2	5100084	5100671	+	588	95	142	47	89
gene-PA4554	AE004091.2	5100683	5104168	+	3486	399	523	209	448
gene-PA4555	AE004091.2	5104170	5104517	+	348	30	39	23	44
gene-PA4556	AE004091.2	5104514	5104939	+	426	31	49	19	45
gene-PA4557	AE004091.2	5104986	5105930	-	945	117	127	104	201
gene-PA4558	AE004091.2	5106016	5106456	-	441	97	123	51	116
gene-PA4559	AE004091.2	5106449	5106958	-	510	243	271	162	354
gene-PA4560	AE004091.2	5106951	5109782	-	2832	1324	1561	906	1898
gene-PA4561	AE004091.2	5109806	5110744	-	939	370	413	225	492
gene-PA4562	AE004091.2	5110841	5112379	-	1539	182	157	50	147
gene-PA4563	AE004091.2	5112663	5112938	+	276	557	556	265	730
gene-PA4564	AE004091.2	5113005	5113469	-	465	101	164	77	138
gene-PA4565	AE004091.2	5113481	5114599	-	1119	436	455	168	408
gene-PA4566	AE004091.2	5114670	5115890	-	1221	1000	1478	2712	1138
gene-PA4567	AE004091.2	5116032	5116289	-	258	628	710	454	803
gene-PA4568	AE004091.2	5116313	5116624	-	312	558	616	449	809
gene-PA4569	AE004091.2	5116865	5117833	+	969	525	506	206	600
gene-PA4570	AE004091.2	5117971	5118195	+	225	8	21	9	15
gene-PA4571	AE004091.2	5118538	5120565	+	2028	489	707	107	348
gene-PA4572	AE004091.2	5120635	5121252	-	618	59	91	50	102
gene-PA4573	AE004091.2	5121337	5121642	-	306	45	44	12	42
gene-PA4574	AE004091.2	5121899	5122387	-	489	118	149	76	127
gene-PA4575	AE004091.2	5122561	5122902	-	342	71	89	23	46
gene-PA4576	AE004091.2	5123053	5125506	-	2454	528	711	282	700
gene-PA4577	AE004091.2	5125605	5125931	-	327	155	154	47	105
gene-PA4578	AE004091.2	5126166	5126654	+	489	100	114	94	181
gene-PA4579	AE004091.2	5126713	5128569	+	1857	212	256	123	298
gene-PA4580	AE004091.2	5128563	5129117	-	555	86	85	66	123
gene-PA4581	AE004091.2	5129173	5130768	-	1596	85	116	51	95
gene-PA4581.1	AE004091.2	5131082	5131155	+	74	31	17	16	24
gene-PA4582	AE004091.2	5131428	5132573	+	1146	174	205	45	119
gene-PA4583	AE004091.2	5132629	5133843	+	1215	92	138	23	89
gene-PA4584	AE004091.2	5133880	5134692	+	813	107	111	53	82
gene-PA4585	AE004091.2	5134689	5135714	+	1026	67	57	27	34
gene-PA4586	AE004091.2	5135816	5136193	+	378	44	26	8	19
gene-PA4587	AE004091.2	5136317	5137357	+	1041	107	149	46	120
gene-PA4588	AE004091.2	5137417	5138754	-	1338	156	173	61	139
gene-PA4589	AE004091.2	5139050	5140441	-	1392	13	22	11	19
gene-PA4590	AE004091.2	5140701	5141189	-	489	8	23	11	18
gene-PA4591	AE004091.2	5141786	5143063	-	1278	25	24	26	48
gene-PA4592	AE004091.2	5143053	5144534	-	1482	28	24	17	38
gene-PA4593	AE004091.2	5144527	5145720	-	1194	41	50	15	49
gene-PA4594	AE004091.2	5145717	5146403	-	687	45	47	25	59
gene-PA4595	AE004091.2	5146907	5148571	-	1665	581	728	315	648
gene-PA4596	AE004091.2	5149064	5149582	+	519	25	24	10	18
gene-PA4597	AE004091.2	5149633	5151072	-	1440	28	38	10	33
gene-PA4598	AE004091.2	5151078	5154209	-	3132	68	71	36	70
gene-PA4599	AE004091.2	5154237	5155400	-	1164	29	39	15	53
gene-PA4600	AE004091.2	5155561	5156124	+	564	72	53	19	55
gene-PA4601	AE004091.2	5156368	5160615	+	4248	349	473	239	597
gene-PA4602	AE004091.2	5160738	5161991	+	1254	320	394	202	439
gene-PA4603	AE004091.2	5162069	5162449	-	381	11	18	16	46
gene-PA4604	AE004091.2	5162472	5163476	-	1005	49	49	63	116
gene-PA4605	AE004091.2	5163536	5163739	-	204	11	5	12	17
gene-PA4606	AE004091.2	5163788	5165854	-	2067	280	410	221	552
gene-PA4607	AE004091.2	5166191	5166697	-	507	79	76	47	91
gene-PA4608	AE004091.2	5166900	5167277	+	378	65	80	30	76
gene-PA4609	AE004091.2	5167284	5168645	-	1362	83	112	62	127
gene-PA4610	AE004091.2	5168755	5169189	+	435	324	400	36	166
gene-PA4611	AE004091.2	5169251	5169505	-	255	196	261	108	222
gene-PA4612	AE004091.2	5169580	5170131	-	552	8	12	7	19
gene-PA4613	AE004091.2	5170185	5171726	-	1542	82	84	20	60
gene-PA4614	AE004091.2	5172253	5172666	+	414	62	63	54	85
gene-PA4615	AE004091.2	5172771	5173547	-	777	133	150	67	157
gene-PA4616	AE004091.2	5173654	5174652	-	999	60	82	33	79
gene-PA4617	AE004091.2	5174980	5176104	+	1125	60	63	23	63
gene-PA4618	AE004091.2	5176680	5177651	-	972	71	107	37	104
gene-PA4619	AE004091.2	5177655	5178902	-	1248	121	129	68	137
gene-PA4620	AE004091.2	5178905	5179444	-	540	57	79	29	79
gene-PA4621	AE004091.2	5179437	5182268	-	2832	106	175	78	149
gene-PA4622	AE004091.2	5182579	5183790	+	1212	41	48	24	40
gene-PA4623	AE004091.2	5183950	5184339	-	390	5	9	5	13
gene-PA4624	AE004091.2	5184642	5186348	-	1707	186	224	212	547
gene-PA4625	AE004091.2	5186411	5192875	-	6465	477	638	972	2052
gene-PA4626	AE004091.2	5193196	5194167	+	972	37	27	20	53
gene-PA4627	AE004091.2	5194277	5195275	+	999	80	99	69	121
gene-PA4628	AE004091.2	5195370	5196833	+	1464	271	270	165	403
gene-PA4629	AE004091.2	5197186	5197764	+	579	73	89	34	70
gene-PA4630	AE004091.2	5197881	5198324	+	444	30	34	22	51
gene-PA4631	AE004091.2	5198334	5199359	-	1026	109	120	69	146
gene-PA4632	AE004091.2	5199503	5200324	-	822	150	171	59	164
gene-PA4633	AE004091.2	5200487	5202625	+	2139	268	295	169	348
gene-PA4634	AE004091.2	5202628	5203242	-	615	58	71	31	76
gene-PA4635	AE004091.2	5203668	5204372	+	705	25	27	5	23
gene-PA4636	AE004091.2	5204928	5206088	+	1161	333	386	119	453
gene-PA4637	AE004091.2	5206209	5206487	-	279	38	45	24	45
gene-PA4638	AE004091.2	5206720	5207007	-	288	14	18	10	20
gene-PA4639	AE004091.2	5207035	5207622	-	588	88	96	54	101
gene-PA4640	AE004091.2	5208464	5209987	+	1524	350	475	184	406
gene-PA4642	AE004091.2	5210706	5210996	-	291	50	52	25	79
gene-PA4643	AE004091.2	5211079	5211564	-	486	83	55	19	69
gene-PA4644	AE004091.2	5211632	5212105	-	474	246	261	72	222
gene-PA4645	AE004091.2	5212107	5212664	-	558	362	376	132	357
gene-PA4646	AE004091.2	5212833	5213471	+	639	85	113	55	92
gene-PA4647	AE004091.2	5213474	5214757	+	1284	163	188	73	137
gene-PA4648	AE004091.2	5215091	5215639	+	549	12	15	9	14
gene-PA4649	AE004091.2	5215670	5216203	+	534	4	8	1	12
gene-PA4650	AE004091.2	5216203	5216745	+	543	11	15	2	5
gene-PA4651	AE004091.2	5216764	5217552	+	789	4	5	3	3
gene-PA4652	AE004091.2	5217569	5219941	+	2373	39	35	20	29
gene-PA4653	AE004091.2	5219938	5220885	+	948	51	49	24	40
gene-PA4654	AE004091.2	5220887	5222260	-	1374	22	20	8	18
gene-PA4655	AE004091.2	5222540	5223562	-	1023	145	164	49	128
gene-PA4656	AE004091.2	5223559	5224476	-	918	149	181	62	170
gene-PA4657	AE004091.2	5224890	5225873	+	984	50	55	19	37
gene-PA4658	AE004091.2	5226026	5226982	+	957	41	51	28	49
gene-PA4659	AE004091.2	5226992	5227891	+	900	47	60	20	70
gene-PA4660	AE004091.2	5227888	5229333	+	1446	124	121	53	117
gene-PA4661	AE004091.2	5229459	5229980	-	522	363	434	232	667
gene-PA4662	AE004091.2	5230114	5230911	-	798	167	193	116	292
gene-PA4663	AE004091.2	5230901	5231659	-	759	152	210	135	227
gene-PA4664	AE004091.2	5231653	5232483	-	831	212	271	181	343
gene-PA4665	AE004091.2	5232485	5233567	-	1083	180	262	168	315
gene-PA4666	AE004091.2	5233585	5234853	-	1269	373	426	196	492
gene-PA4667	AE004091.2	5234997	5236769	+	1773	383	442	212	650
gene-PA4668	AE004091.2	5236774	5237391	+	618	72	80	51	128
gene-PA4669	AE004091.2	5237393	5238241	+	849	680	1035	982	2013
gene-PA4669.1	AE004091.2	5238277	5238351	+	75	228	238	74	172
gene-PA4670	AE004091.2	5238408	5239349	+	942	3704	4585	1792	4509
gene-PA4671	AE004091.2	5239466	5240080	+	615	751	845	594	878
gene-PA4672	AE004091.2	5240122	5240706	+	585	477	667	239	523
gene-PA4673	AE004091.2	5240747	5241847	+	1101	257	361	245	508
gene-PA4673.1	AE004091.2	5242026	5242102	+	77	313	312	416	750
gene-PA4674	AE004091.2	5242254	5242559	-	306	72	107	45	103
gene-PA4675	AE004091.2	5243178	5245406	+	2229	110	130	53	112
gene-PA4676	AE004091.2	5245476	5246123	-	648	78	113	33	96
gene-PA4677	AE004091.2	5246185	5247423	-	1239	34	51	19	46
gene-PA4678	AE004091.2	5247622	5248074	-	453	51	51	34	93
gene-PA4679	AE004091.2	5248071	5248772	-	702	56	57	10	43
gene-PA4680	AE004091.2	5249032	5249568	-	537	12	20	3	19
gene-PA4681	AE004091.2	5249599	5250618	-	1020	17	21	5	12
gene-PA4682	AE004091.2	5250620	5251666	-	1047	7	12	4	10
gene-PA4683	AE004091.2	5251871	5252473	-	603	29	41	17	46
gene-PA4684	AE004091.2	5252758	5254056	+	1299	168	209	96	224
gene-PA4685	AE004091.2	5254046	5254741	+	696	97	133	60	128
gene-PA4686	AE004091.2	5254738	5257584	+	2847	291	421	207	409
gene-PA4687	AE004091.2	5257696	5258703	+	1008	111	111	39	126
gene-PA4688	AE004091.2	5258724	5260262	+	1539	154	194	44	91
gene-PA4689	AE004091.2	5260343	5262649	-	2307	339	423	130	386
gene-PA4690.1	AE004091.2	5264100	5264219	-	120	11546	21042	16109	17365
gene-PA4690.2	AE004091.2	5264362	5267252	-	2891	1024255	951978	1728177	1643455
gene-PA4690.3	AE004091.2	5267479	5267554	-	76	695	751	325	597
gene-PA4690.4	AE004091.2	5267583	5267659	-	77	7469	10145	4507	7742
gene-PA4690.5	AE004091.2	5267724	5269259	-	1536	622005	851361	984766	1042852
gene-PA4691	AE004091.2	5269803	5270411	-	609	19	24	9	27
gene-PA4692	AE004091.2	5270411	5271424	-	1014	69	94	29	100
gene-PA4693	AE004091.2	5271485	5272300	-	816	194	244	103	255
gene-PA4694	AE004091.2	5272455	5273471	-	1017	588	593	301	530
gene-PA4695	AE004091.2	5273514	5274005	-	492	203	239	130	267
gene-PA4696	AE004091.2	5274008	5275732	-	1725	796	979	559	1119
gene-PA4697	AE004091.2	5276283	5276735	+	453	56	60	17	65
gene-PA4698	AE004091.2	5276843	5277172	-	330	52	68	36	110
gene-PA4699	AE004091.2	5277172	5277951	-	780	186	254	178	433
gene-PA4700	AE004091.2	5277968	5280292	-	2325	635	738	507	1078
gene-PA4701	AE004091.2	5280505	5282067	+	1563	265	273	145	310
gene-PA4702	AE004091.2	5282159	5282506	+	348	11	25	12	25
gene-PA4703	AE004091.2	5282732	5283004	+	273	16	7	8	12
gene-PA4704	AE004091.2	5283109	5283906	+	798	55	48	23	47
gene-PA4704.1	AE004091.2	5283960	5284110	+	151	63	78	17	56
gene-PA4704.2	AE004091.2	5284172	5284319	+	148	51	86	12	37
gene-PA4705	AE004091.2	5284370	5285257	-	888	25	23	16	36
gene-PA4706	AE004091.2	5285268	5286035	-	768	24	42	21	35
gene-PA4707	AE004091.2	5286035	5287018	-	984	38	31	16	36
gene-PA4708	AE004091.2	5287069	5287962	-	894	18	36	11	33
gene-PA4709	AE004091.2	5287972	5289036	-	1065	27	48	13	26
gene-PA4710	AE004091.2	5289217	5291511	+	2295	64	75	16	58
gene-PA4711	AE004091.2	5291614	5291961	+	348	36	43	15	23
gene-PA4712	AE004091.2	5292042	5292554	+	513	20	19	5	23
gene-PA4713	AE004091.2	5292558	5293007	-	450	20	26	9	26
gene-PA4714	AE004091.2	5293257	5293706	+	450	13	23	8	17
gene-PA4715	AE004091.2	5293765	5295000	-	1236	249	269	93	261
gene-PA4716	AE004091.2	5295170	5296024	+	855	64	91	34	100
gene-PA4717	AE004091.2	5296092	5296985	+	894	61	97	49	126
gene-PA4718	AE004091.2	5297007	5297483	-	477	109	157	40	107
gene-PA4719	AE004091.2	5297897	5299192	+	1296	464	510	180	441
gene-PA4720	AE004091.2	5299189	5300280	+	1092	257	304	132	339
gene-PA4721	AE004091.2	5300314	5301021	-	708	62	89	43	106
gene-PA4722	AE004091.2	5301021	5302193	-	1173	184	196	64	179
gene-PA4723	AE004091.2	5302386	5302832	+	447	852	1037	489	1081
gene-PA4724	AE004091.2	5302900	5303781	+	882	69	97	41	106
gene-PA4724.1	AE004091.2	5303851	5304027	+	177	88	106	38	151
gene-PA4725	AE004091.2	5304011	5306962	+	2952	442	520	266	638
gene-PA4726	AE004091.2	5306989	5308425	+	1437	743	928	394	909
gene-PA4726.1	AE004091.2	5308433	5308493	+	61	16	28	7	17
gene-PA4726.11	AE004091.2	5308587	5308993	+	407	1809	2291	3319	4256
gene-PA4726.2	AE004091.2	5308743	5308964	-	222	1222	1613	2839	3393
gene-PA4727	AE004091.2	5309326	5310729	+	1404	372	356	214	496
gene-PA4728	AE004091.2	5310726	5311214	+	489	74	73	25	98
gene-PA4729	AE004091.2	5311464	5312264	+	801	74	109	43	103
gene-PA4730	AE004091.2	5312261	5313112	+	852	86	130	43	102
gene-PA4731	AE004091.2	5313206	5313586	+	381	41	48	32	59
gene-PA4732	AE004091.2	5313676	5315340	+	1665	164	200	100	234
gene-PA4733	AE004091.2	5315534	5317471	+	1938	51	51	45	81
gene-PA4734	AE004091.2	5317569	5318450	+	882	62	70	27	68
gene-PA4735	AE004091.2	5318575	5321841	+	3267	413	502	246	504
gene-PA4736	AE004091.2	5321846	5322139	+	294	43	39	22	47
gene-PA4737	AE004091.2	5322235	5322450	+	216	15	9	6	13
gene-PA4738	AE004091.2	5322510	5322707	-	198	36	76	24	45
gene-PA4739	AE004091.2	5322757	5323101	-	345	12	19	14	12
gene-PA4740	AE004091.2	5323374	5325479	-	2106	1148	1159	912	1514
gene-PA4741	AE004091.2	5325653	5325922	-	270	1171	1271	853	1064
gene-PA4742	AE004091.2	5326018	5326932	-	915	573	684	371	934
gene-PA4743	AE004091.2	5326935	5327324	-	390	137	140	107	197
gene-PA4744	AE004091.2	5327427	5329949	-	2523	1884	2361	1326	2591
gene-PA4745	AE004091.2	5329977	5331458	-	1482	2139	2434	1366	3077
gene-PA4746	AE004091.2	5331503	5331961	-	459	397	462	444	901
gene-PA4746.1	AE004091.2	5332087	5332163	-	77	4098	5298	2598	3293
gene-PA4746.2	AE004091.2	5332254	5332339	-	86	1699	2236	2462	3280
gene-PA4747	AE004091.2	5332354	5332743	-	390	1307	1443	1197	2601
gene-PA4748	AE004091.2	5332746	5333501	-	756	2079	2465	1622	3785
gene-PA4749	AE004091.2	5333567	5334904	-	1338	777	920	601	1176
gene-PA4750	AE004091.2	5334921	5335772	-	852	303	442	302	646
gene-PA4751	AE004091.2	5335782	5337701	-	1920	1141	1614	790	1807
gene-PA4752	AE004091.2	5337900	5338523	-	624	203	268	171	396
gene-PA4753	AE004091.2	5338618	5338932	+	315	196	290	262	418
gene-PA4754	AE004091.2	5338973	5339380	-	408	165	235	80	214
gene-PA4755	AE004091.2	5339391	5339867	-	477	225	220	95	271
gene-PA4756	AE004091.2	5339864	5343085	-	3222	688	980	511	1052
gene-PA4757	AE004091.2	5343105	5343755	-	651	186	207	102	203
gene-PA4758	AE004091.2	5343767	5344903	-	1137	217	248	138	244
gene-PA4758.1	AE004091.2	5344950	5345060	-	111	68	80	50	143
gene-PA4759	AE004091.2	5345086	5345892	-	807	179	264	122	245
gene-PA4760	AE004091.2	5345949	5347082	-	1134	338	494	248	457
gene-PA4761	AE004091.2	5347198	5349111	-	1914	2113	3325	1513	3116
gene-PA4762	AE004091.2	5349201	5349761	-	561	313	480	211	392
gene-PA4763	AE004091.2	5349929	5351605	+	1677	160	221	139	323
gene-PA4764	AE004091.2	5351675	5352079	-	405	330	395	294	610
gene-PA4765	AE004091.2	5352177	5352707	+	531	322	342	210	490
gene-PA4766	AE004091.2	5352775	5353080	-	306	38	39	15	30
gene-PA4767	AE004091.2	5353073	5353507	-	435	134	183	58	175
gene-PA4768	AE004091.2	5353783	5354262	+	480	233	305	171	391
gene-PA4769	AE004091.2	5354285	5355058	-	774	175	181	128	303
gene-PA4770	AE004091.2	5355387	5357075	+	1689	488	528	536	1372
gene-PA4771	AE004091.2	5357230	5358375	+	1146	160	186	338	802
gene-PA4772	AE004091.2	5358442	5361258	+	2817	287	327	539	1227
gene-PA4773	AE004091.2	5361586	5362068	+	483	27	37	35	64
gene-PA4774	AE004091.2	5362146	5363195	+	1050	60	63	43	88
gene-PA4775	AE004091.2	5363198	5364058	+	861	44	65	39	78
gene-PA4776	AE004091.2	5364071	5364736	+	666	46	71	45	86
gene-PA4777	AE004091.2	5364760	5366193	+	1434	41	61	29	103
gene-PA4778	AE004091.2	5366257	5366655	+	399	48	86	35	65
gene-PA4779	AE004091.2	5367187	5368080	-	894	37	35	27	60
gene-PA4780	AE004091.2	5368170	5369063	-	894	206	168	104	221
gene-PA4781	AE004091.2	5369187	5370368	-	1182	42	29	23	42
gene-PA4782	AE004091.2	5370476	5370721	-	246	33	40	12	29
gene-PA4783	AE004091.2	5370755	5371645	-	891	73	83	20	45
gene-PA4784	AE004091.2	5371800	5372267	+	468	34	33	9	41
gene-PA4785	AE004091.2	5372591	5373868	-	1278	12	29	9	18
gene-PA4786	AE004091.2	5374123	5375478	+	1356	18	27	21	31
gene-PA4787	AE004091.2	5375590	5376591	-	1002	384	520	148	617
gene-PA4788	AE004091.2	5376852	5377709	+	858	2	12	3	2
gene-PA4789	AE004091.2	5377791	5378096	+	306	18	23	13	33
gene-PA4790	AE004091.2	5378093	5378842	+	750	29	38	23	44
gene-PA4791	AE004091.2	5378908	5379528	+	621	36	45	19	53
gene-PA4792	AE004091.2	5379513	5380448	-	936	27	25	11	15
gene-PA4793	AE004091.2	5380580	5381143	+	564	67	106	28	97
gene-PA4794	AE004091.2	5381145	5381627	+	483	50	77	20	55
gene-PA4795	AE004091.2	5381617	5381994	+	378	59	89	29	86
gene-PA4796	AE004091.2	5381991	5382458	+	468	59	57	26	85
gene-PA4797	AE004091.2	5382796	5383812	-	1017	26	42	19	32
gene-PA4798	AE004091.2	5383947	5384675	+	729	71	84	28	99
gene-PA4799	AE004091.2	5384698	5385276	-	579	25	38	18	43
gene-PA4800	AE004091.2	5385273	5386073	-	801	35	49	47	64
gene-PA4801	AE004091.2	5386369	5386737	-	369	37	26	22	46
gene-PA4802	AE004091.2	5387000	5387722	+	723	40	46	21	29
gene-PA4802.1	AE004091.2	5387766	5387857	-	92	19	42	19	45
gene-PA4803	AE004091.2	5387990	5388607	-	618	42	48	21	36
gene-PA4804	AE004091.2	5388702	5390099	-	1398	92	99	35	70
gene-PA4805	AE004091.2	5390148	5391554	-	1407	12	14	13	23
gene-PA4806	AE004091.2	5391836	5392519	+	684	52	47	27	43
gene-PA4807	AE004091.2	5392523	5394448	-	1926	91	96	33	69
gene-PA4808	AE004091.2	5394445	5395851	-	1407	150	153	66	121
gene-PA4809	AE004091.2	5395930	5396859	-	930	13	25	27	29
gene-PA4810	AE004091.2	5396992	5397618	-	627	69	80	49	108
gene-PA4811	AE004091.2	5397690	5398619	-	930	73	231	99	165
gene-PA4812	AE004091.2	5398628	5401708	-	3081	488	683	500	1006
gene-PA4813	AE004091.2	5402016	5402945	-	930	8	15	3	10
gene-PA4814	AE004091.2	5403305	5405350	+	2046	4	6	5	5
gene-PA4815	AE004091.2	5405559	5406008	+	450	33	38	18	29
gene-PA4816	AE004091.2	5406165	5407400	+	1236	37	50	15	60
gene-PA4817	AE004091.2	5407376	5407870	+	495	9	11	5	19
gene-PA4818	AE004091.2	5407873	5409309	-	1437	12	17	4	17
gene-PA4819	AE004091.2	5409306	5410280	-	975	3	7	2	1
gene-PA4820	AE004091.2	5410277	5410639	-	363	3	1	3	0
gene-PA4821	AE004091.2	5410876	5412237	+	1362	48	44	29	59
gene-PA4822	AE004091.2	5412569	5414236	-	1668	19	30	5	26
gene-PA4823	AE004091.2	5414279	5414488	-	210	0	1	0	1
gene-PA4824	AE004091.2	5414539	5415315	-	777	3	3	0	0
gene-PA4825	AE004091.2	5415413	5418124	-	2712	72	97	14	55
gene-PA4826	AE004091.2	5418351	5418569	-	219	25	33	18	44
gene-PA4827	AE004091.2	5418899	5419738	-	840	38	46	16	40
gene-PA4828	AE004091.2	5419863	5420318	+	456	6	6	0	9
gene-PA4829	AE004091.2	5420323	5421726	-	1404	30	50	12	44
gene-PA4830	AE004091.2	5421899	5422438	+	540	12	15	5	17
gene-PA4831	AE004091.2	5422506	5423066	+	561	39	40	15	42
gene-PA4832	AE004091.2	5423071	5423868	-	798	9	12	5	16
gene-PA4833	AE004091.2	5424099	5424716	+	618	46	61	23	77
gene-PA4834	AE004091.2	5424761	5425615	-	855	31	30	6	25
gene-PA4835	AE004091.2	5425597	5426898	-	1302	26	34	6	22
gene-PA4836	AE004091.2	5426895	5427686	-	792	5	17	11	17
gene-PA4837	AE004091.2	5427716	5429842	-	2127	29	41	16	31
gene-PA4838	AE004091.2	5429984	5431138	+	1155	14	32	15	35
gene-PA4839	AE004091.2	5431381	5433291	-	1911	267	375	110	293
gene-PA4840	AE004091.2	5433541	5433912	-	372	105	143	44	80
gene-PA4841	AE004091.2	5434116	5434652	-	537	56	77	30	57
gene-PA4842	AE004091.2	5434656	5435726	-	1071	185	865	119	268
gene-PA4843	AE004091.2	5436079	5437707	+	1629	627	791	349	935
gene-PA4844	AE004091.2	5437785	5439758	+	1974	13	31	10	24
gene-PA4845	AE004091.2	5439918	5441693	+	1776	214	297	77	249
gene-PA4846	AE004091.2	5441837	5442280	+	444	921	976	544	1387
gene-PA4847	AE004091.2	5442304	5442774	+	471	416	509	445	772
gene-PA4848	AE004091.2	5442792	5444141	+	1350	917	1127	835	1326
