# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR29715797_sorted.bam" "SRR29715796_sorted.bam" "SRR29715803_sorted.bam" "SRR29715802_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR29715797_sorted.bam	SRR29715796_sorted.bam	SRR29715803_sorted.bam	SRR29715802_sorted.bam
gene-PA4885	AE004091.2	5480402	5481091	+	690	43	54	26	32
gene-PA4886	AE004091.2	5481070	5482461	+	1392	48	67	41	34
gene-PA4887	AE004091.2	5482452	5483768	-	1317	74	128	101	50
gene-PA4888	AE004091.2	5483988	5485100	-	1113	196	251	273	127
gene-PA4889	AE004091.2	5485097	5486197	-	1101	85	151	292	132
gene-PA4890	AE004091.2	5486356	5486985	+	630	213	240	128	80
gene-PA4891	AE004091.2	5487215	5487718	+	504	20	23	15	9
gene-PA4892	AE004091.2	5487715	5488386	+	672	13	21	10	7
gene-PA4893	AE004091.2	5488397	5489011	+	615	5	15	10	6
gene-PA4894	AE004091.2	5489041	5489613	+	573	8	3	1	1
gene-PA4895	AE004091.2	5489630	5490652	-	1023	9	6	2	3
gene-PA4896	AE004091.2	5490645	5491181	-	537	6	13	8	4
gene-PA4897	AE004091.2	5491346	5494315	+	2970	66	105	58	31
gene-PA4898	AE004091.2	5494460	5495713	-	1254	46	34	19	17
gene-PA4899	AE004091.2	5495821	5497290	-	1470	7	22	6	1
gene-PA4900	AE004091.2	5497313	5498653	-	1341	21	21	10	8
gene-PA4901	AE004091.2	5498740	5500326	-	1587	17	15	11	4
gene-PA4902	AE004091.2	5500427	5501323	+	897	22	42	19	11
gene-PA4903	AE004091.2	5501338	5502672	-	1335	18	22	18	5
gene-PA4904	AE004091.2	5503051	5504106	+	1056	11	32	14	4
gene-PA4905	AE004091.2	5504121	5505074	+	954	20	32	15	15
gene-PA4906	AE004091.2	5505071	5505784	-	714	97	130	76	28
gene-PA4907	AE004091.2	5505848	5506609	-	762	72	124	104	66
gene-PA4908	AE004091.2	5506966	5507898	-	933	6	7	7	2
gene-PA4909	AE004091.2	5507969	5508685	-	717	14	24	7	10
gene-PA4910	AE004091.2	5508682	5509554	-	873	16	12	14	11
gene-PA4911	AE004091.2	5509551	5510828	-	1278	25	30	10	14
gene-PA4912	AE004091.2	5510839	5511753	-	915	27	46	35	12
gene-PA4913	AE004091.2	5511988	5513112	-	1125	19	28	25	16
gene-PA4914	AE004091.2	5513732	5514670	+	939	32	36	15	5
gene-PA4915	AE004091.2	5514727	5516352	+	1626	81	121	60	33
gene-PA4916	AE004091.2	5516399	5517094	-	696	49	76	29	30
gene-PA4917	AE004091.2	5517109	5517711	-	603	92	124	58	62
gene-PA4918	AE004091.2	5517821	5518480	+	660	401	582	252	271
gene-PA4919	AE004091.2	5518483	5519682	+	1200	418	603	249	208
gene-PA4920	AE004091.2	5519711	5520538	+	828	134	177	95	65
gene-PA4921	AE004091.2	5520672	5521595	+	924	50	57	43	22
gene-PA4922	AE004091.2	5521664	5522110	-	447	348	559	248	232
gene-PA4923	AE004091.2	5522386	5522973	+	588	57	94	74	48
gene-PA4924	AE004091.2	5522986	5523681	-	696	244	287	205	129
gene-PA4925	AE004091.2	5523868	5524719	-	852	28	31	28	19
gene-PA4926	AE004091.2	5524970	5525905	-	936	27	35	14	10
gene-PA4927	AE004091.2	5525905	5528397	-	2493	61	54	44	49
gene-PA4928	AE004091.2	5528659	5530902	-	2244	333	416	345	217
gene-PA4929	AE004091.2	5530973	5533015	+	2043	49	78	51	28
gene-PA4930	AE004091.2	5533017	5534093	-	1077	140	144	141	68
gene-PA4931	AE004091.2	5534162	5535556	-	1395	534	697	693	433
gene-PA4932	AE004091.2	5535685	5536131	-	447	642	738	725	711
gene-PA4933	AE004091.2	5536153	5537022	-	870	1323	1971	1203	1030
gene-PA4934	AE004091.2	5537059	5537289	-	231	750	1010	666	615
gene-PA4935	AE004091.2	5537319	5537738	-	420	669	996	1181	862
gene-PA4936	AE004091.2	5537953	5538699	-	747	129	148	107	74
gene-PA4937	AE004091.2	5538696	5541410	-	2715	648	889	688	447
gene-PA4937.1	AE004091.2	5541614	5541700	+	87	3773	3985	4134	4585
gene-PA4937.2	AE004091.2	5541830	5541916	+	87	3781	3996	4144	4566
gene-PA4938	AE004091.2	5542073	5543365	-	1293	712	971	620	464
gene-PA4939	AE004091.2	5543417	5544601	-	1185	1303	1732	827	585
gene-PA4940	AE004091.2	5544636	5544821	-	186	167	335	185	124
gene-PA4941	AE004091.2	5544917	5545786	-	870	925	945	794	527
gene-PA4942	AE004091.2	5545786	5546988	-	1203	1097	1706	1350	886
gene-PA4943	AE004091.2	5547083	5548384	-	1302	895	1426	970	636
gene-PA4944	AE004091.2	5548397	5548645	-	249	621	765	525	314
gene-PA4945	AE004091.2	5548751	5549722	-	972	614	793	605	464
gene-PA4946	AE004091.2	5549780	5551681	-	1902	621	849	833	519
gene-PA4947	AE004091.2	5551681	5553108	-	1428	780	1039	638	440
gene-PA4948	AE004091.2	5553117	5553584	-	468	323	387	216	153
gene-PA4949	AE004091.2	5553572	5555080	-	1509	315	451	344	189
gene-PA4950	AE004091.2	5555162	5556247	+	1086	182	208	154	118
gene-PA4951	AE004091.2	5556281	5556823	-	543	194	258	195	125
gene-PA4952	AE004091.2	5556935	5557954	+	1020	301	439	252	212
gene-PA4953	AE004091.2	5557958	5559001	-	1044	317	491	339	265
gene-PA4954	AE004091.2	5559021	5559872	-	852	386	608	395	254
gene-PA4955	AE004091.2	5560013	5561524	+	1512	79	119	61	47
gene-PA4956	AE004091.2	5561599	5562414	+	816	178	257	188	132
gene-PA4957	AE004091.2	5562418	5563287	+	870	134	197	141	96
gene-PA4958	AE004091.2	5563965	5565428	+	1464	126	224	151	104
gene-PA4959	AE004091.2	5565493	5567568	+	2076	613	839	768	474
gene-PA4960	AE004091.2	5567655	5568944	-	1290	266	400	348	205
gene-PA4961	AE004091.2	5569090	5570628	+	1539	759	895	630	417
gene-PA4962	AE004091.2	5570625	5571161	+	537	76	99	86	50
gene-PA4963	AE004091.2	5571219	5571929	-	711	480	612	379	225
gene-PA4964	AE004091.2	5572222	5574486	-	2265	768	1211	895	515
gene-PA4965	AE004091.2	5574494	5575018	-	525	178	295	200	103
gene-PA4966	AE004091.2	5575015	5576028	-	1014	278	446	297	178
gene-PA4967	AE004091.2	5576028	5577917	-	1890	802	1311	1141	698
gene-PA4968	AE004091.2	5577929	5578549	-	621	702	873	1185	613
gene-PA4969	AE004091.2	5578681	5579499	-	819	138	189	138	91
gene-PA4970	AE004091.2	5579653	5580111	-	459	91	105	70	52
gene-PA4971	AE004091.2	5580102	5580719	-	618	252	370	254	161
gene-PA4972	AE004091.2	5580962	5581708	+	747	126	229	84	82
gene-PA4973	AE004091.2	5581762	5583645	-	1884	182	210	159	137
gene-PA4974	AE004091.2	5584101	5585549	+	1449	624	696	426	324
gene-PA4975	AE004091.2	5585615	5586319	-	705	31	55	37	24
gene-PA4976	AE004091.2	5586370	5587551	-	1182	47	50	34	10
gene-PA4977	AE004091.2	5587574	5589253	-	1680	40	40	42	18
gene-PA4978	AE004091.2	5589295	5591385	-	2091	13	34	31	13
gene-PA4979	AE004091.2	5591452	5592612	-	1161	20	20	19	11
gene-PA4980	AE004091.2	5592633	5593424	-	792	25	43	22	13
gene-PA4981	AE004091.2	5593683	5595095	-	1413	31	27	15	12
gene-PA4982	AE004091.2	5595279	5598275	-	2997	30	47	32	25
gene-PA4983	AE004091.2	5598308	5599042	-	735	105	169	77	73
gene-PA4984	AE004091.2	5599160	5599807	-	648	34	38	20	23
gene-PA4985	AE004091.2	5599884	5600975	-	1092	33	45	30	17
gene-PA4986	AE004091.2	5601149	5603095	+	1947	71	86	63	43
gene-PA4987	AE004091.2	5603173	5603772	+	600	113	144	99	55
gene-PA4988	AE004091.2	5603821	5605098	-	1278	122	168	133	74
gene-PA4989	AE004091.2	5605134	5606018	-	885	36	52	19	25
gene-PA4990	AE004091.2	5606103	5606435	+	333	12	14	10	9
gene-PA4991	AE004091.2	5606496	5607671	+	1176	132	197	135	105
gene-PA4992	AE004091.2	5607668	5608480	+	813	101	132	69	74
gene-PA4993	AE004091.2	5608649	5609569	+	921	40	71	63	22
gene-PA4994	AE004091.2	5609594	5610802	-	1209	37	65	54	23
gene-PA4995	AE004091.2	5610851	5612140	-	1290	67	109	82	58
gene-PA4996	AE004091.2	5612268	5613692	-	1425	609	769	597	418
gene-PA4997	AE004091.2	5613733	5615544	-	1812	621	843	849	544
gene-PA4998	AE004091.2	5615652	5616302	+	651	102	190	158	124
gene-PA4999	AE004091.2	5616310	5617515	+	1206	422	453	456	283
gene-PA5000	AE004091.2	5617534	5618418	-	885	414	608	467	268
gene-PA5001	AE004091.2	5618579	5619535	-	957	541	868	689	402
gene-PA5002	AE004091.2	5619608	5621026	-	1419	762	1007	769	453
gene-PA5003	AE004091.2	5621030	5621926	-	897	496	600	521	284
gene-PA5004	AE004091.2	5621920	5623056	-	1137	877	1171	826	574
gene-PA5005	AE004091.2	5623040	5624797	-	1758	1301	1889	1457	1009
gene-PA5006	AE004091.2	5624901	5626379	-	1479	491	630	410	294
gene-PA5007	AE004091.2	5626376	5627134	-	759	229	287	260	164
gene-PA5008	AE004091.2	5627131	5627865	-	735	401	469	375	225
gene-PA5009	AE004091.2	5627865	5628671	-	807	513	919	683	454
gene-PA5010	AE004091.2	5628668	5629789	-	1122	386	584	486	305
gene-PA5011	AE004091.2	5629786	5630853	-	1068	337	540	495	297
gene-PA5012	AE004091.2	5630850	5631887	-	1038	277	447	486	289
gene-PA5013	AE004091.2	5631947	5632870	-	924	1125	1436	984	680
gene-PA5014	AE004091.2	5632926	5635874	-	2949	1497	2041	1496	985
gene-PA5015	AE004091.2	5636156	5638804	+	2649	2143	3543	1502	1027
gene-PA5016	AE004091.2	5638949	5640592	+	1644	844	1334	563	340
gene-PA5017	AE004091.2	5641010	5643709	+	2700	324	456	360	225
gene-PA5018	AE004091.2	5643803	5644450	+	648	107	135	109	66
gene-PA5019	AE004091.2	5644454	5645290	-	837	216	186	117	76
gene-PA5020	AE004091.2	5645593	5647395	+	1803	93	76	53	39
gene-PA5021	AE004091.2	5647814	5649430	+	1617	360	447	195	164
gene-PA5022	AE004091.2	5649522	5652878	+	3357	339	473	415	219
gene-PA5023	AE004091.2	5652945	5654405	+	1461	76	116	100	65
gene-PA5024	AE004091.2	5654811	5655527	+	717	56	74	24	22
gene-PA5025	AE004091.2	5655648	5656925	+	1278	56	73	27	30
gene-PA5026	AE004091.2	5657016	5657468	+	453	7	4	7	9
gene-PA5027	AE004091.2	5657581	5658396	+	816	136	184	56	64
gene-PA5028	AE004091.2	5658418	5659185	-	768	309	374	164	119
gene-PA5029	AE004091.2	5659276	5660181	-	906	122	177	64	57
gene-PA5030	AE004091.2	5660357	5661673	+	1317	97	119	26	18
gene-PA5031	AE004091.2	5661701	5662630	-	930	18	26	11	8
gene-PA5032	AE004091.2	5662742	5663815	+	1074	9	11	8	5
gene-PA5033	AE004091.2	5663889	5664869	+	981	15	30	17	16
gene-PA5034	AE004091.2	5664990	5666057	-	1068	285	387	262	153
gene-PA5035	AE004091.2	5666234	5667667	-	1434	243	280	280	173
gene-PA5036	AE004091.2	5667696	5672141	-	4446	504	785	889	571
gene-PA5037	AE004091.2	5672366	5674021	-	1656	499	543	400	268
gene-PA5038	AE004091.2	5674028	5675134	-	1107	774	1117	806	534
gene-PA5039	AE004091.2	5675184	5675702	-	519	888	1256	609	405
gene-PA5040	AE004091.2	5675714	5677858	-	2145	861	1314	1060	716
gene-PA5041	AE004091.2	5677912	5678436	-	525	344	521	532	293
gene-PA5042	AE004091.2	5678433	5679056	-	624	500	581	536	292
gene-PA5043	AE004091.2	5679053	5679649	-	597	215	318	282	183
gene-PA5044	AE004091.2	5679649	5680713	-	1065	632	1009	513	491
gene-PA5045	AE004091.2	5680898	5683366	+	2469	1209	1460	1099	654
gene-PA5046	AE004091.2	5683471	5684739	-	1269	923	1209	1036	582
gene-PA5047	AE004091.2	5684842	5686281	-	1440	438	569	364	275
gene-PA5048	AE004091.2	5686278	5687045	-	768	312	407	241	177
gene-PA5049	AE004091.2	5687105	5687320	-	216	1120	1365	1226	720
gene-PA5050	AE004091.2	5687496	5689715	+	2220	134	173	137	109
gene-PA5051	AE004091.2	5689964	5691727	+	1764	565	780	611	381
gene-PA5052	AE004091.2	5691762	5692457	+	696	96	115	70	64
gene-PA5053	AE004091.2	5692576	5693109	+	534	43	92	56	57
gene-PA5054	AE004091.2	5693138	5694481	+	1344	210	301	229	160
gene-PA5055	AE004091.2	5694576	5694947	+	372	81	123	81	64
gene-PA5056	AE004091.2	5695366	5697045	+	1680	152	198	127	83
gene-PA5057	AE004091.2	5697198	5698055	+	858	38	67	43	18
gene-PA5058	AE004091.2	5698359	5700041	+	1683	81	104	55	42
gene-PA5059	AE004091.2	5700097	5700714	+	618	64	57	39	20
gene-PA5060	AE004091.2	5700758	5701687	-	930	253	428	237	189
gene-PA5061	AE004091.2	5701698	5702114	-	417	415	620	406	300
gene-PA5062	AE004091.2	5702258	5702533	-	276	47	63	41	33
gene-PA5063	AE004091.2	5702669	5703439	+	771	293	346	326	195
gene-PA5064	AE004091.2	5703454	5704080	+	627	219	255	183	116
gene-PA5065	AE004091.2	5704077	5705678	+	1602	328	426	512	276
gene-PA5066	AE004091.2	5705794	5706198	+	405	697	1038	870	604
gene-PA5067	AE004091.2	5706191	5706526	+	336	181	288	225	144
gene-PA5068	AE004091.2	5706552	5706800	+	249	224	357	289	208
gene-PA5069	AE004091.2	5706814	5707239	+	426	204	255	163	129
gene-PA5070	AE004091.2	5707236	5708039	+	804	255	327	301	212
gene-PA5071	AE004091.2	5708036	5708743	+	708	69	90	77	69
gene-PA5072	AE004091.2	5708955	5710898	+	1944	170	187	82	64
gene-PA5073	AE004091.2	5711008	5711469	+	462	91	100	78	79
gene-PA5074	AE004091.2	5711477	5712211	-	735	125	164	95	73
gene-PA5075	AE004091.2	5712204	5713166	-	963	208	235	184	142
gene-PA5076	AE004091.2	5713232	5714032	-	801	256	347	217	145
gene-PA5077	AE004091.2	5714270	5716855	-	2586	670	973	653	398
gene-PA5078	AE004091.2	5716848	5718425	-	1578	701	916	661	433
gene-PA5079	AE004091.2	5718882	5719319	-	438	69	80	45	39
gene-PA5080	AE004091.2	5719316	5720287	-	972	239	275	186	124
gene-PA5081	AE004091.2	5720469	5720945	+	477	35	50	28	10
gene-PA5082	AE004091.2	5720950	5721849	-	900	45	39	40	18
gene-PA5083	AE004091.2	5721892	5722242	-	351	17	14	5	6
gene-PA5084	AE004091.2	5722267	5723517	-	1251	37	30	10	6
gene-PA5085	AE004091.2	5723582	5724538	+	957	52	83	57	33
gene-PA5086	AE004091.2	5724601	5725242	-	642	122	125	88	60
gene-PA5087	AE004091.2	5725479	5726348	-	870	256	363	158	105
gene-PA5088	AE004091.2	5726357	5727238	-	882	111	162	72	52
gene-PA5089	AE004091.2	5727239	5729476	-	2238	149	191	121	50
gene-PA5090	AE004091.2	5729473	5731845	-	2373	86	99	76	44
gene-PA5091	AE004091.2	5732116	5732916	-	801	23	38	16	16
gene-PA5092	AE004091.2	5732909	5734117	-	1209	30	30	17	14
gene-PA5093	AE004091.2	5734114	5735646	-	1533	18	40	17	9
gene-PA5094	AE004091.2	5735643	5736473	-	831	31	38	12	16
gene-PA5095	AE004091.2	5736470	5737321	-	852	35	35	19	9
gene-PA5096	AE004091.2	5737346	5738314	-	969	26	43	23	15
gene-PA5097	AE004091.2	5738432	5739835	-	1404	23	38	25	12
gene-PA5098	AE004091.2	5739898	5741427	-	1530	12	21	11	7
gene-PA5099	AE004091.2	5741524	5742966	-	1443	28	26	15	18
gene-PA5100	AE004091.2	5743074	5744753	-	1680	33	52	32	18
gene-PA5101	AE004091.2	5745079	5745876	-	798	7	17	3	3
gene-PA5102	AE004091.2	5745895	5746833	-	939	21	23	7	6
gene-PA5103	AE004091.2	5746849	5747871	-	1023	33	50	34	13
gene-PA5104	AE004091.2	5748013	5748603	-	591	31	45	16	17
gene-PA5105	AE004091.2	5748600	5749352	-	753	60	76	44	24
gene-PA5106	AE004091.2	5749453	5750814	+	1362	95	157	42	51
gene-PA5107	AE004091.2	5750961	5751530	-	570	218	287	107	73
gene-PA5108	AE004091.2	5751527	5751784	-	258	108	131	57	43
gene-PA5109	AE004091.2	5751857	5752459	-	603	208	266	260	167
gene-PA5110	AE004091.2	5752464	5753474	-	1011	457	712	517	346
gene-PA5111	AE004091.2	5753614	5754144	-	531	39	76	44	29
gene-PA5112	AE004091.2	5754298	5756238	-	1941	308	420	332	258
gene-PA5113	AE004091.2	5756347	5757741	-	1395	286	319	237	169
gene-PA5114	AE004091.2	5757738	5761343	-	3606	915	1226	626	441
gene-PA5115	AE004091.2	5761482	5762066	-	585	11	24	11	8
gene-PA5116	AE004091.2	5762150	5762575	+	426	36	48	18	18
gene-PA5117	AE004091.2	5762659	5764476	-	1818	1100	1469	1716	1124
gene-PA5118	AE004091.2	5764693	5766147	-	1455	538	667	630	376
gene-PA5119	AE004091.2	5766484	5767893	+	1410	861	1210	605	411
gene-PA5120	AE004091.2	5768041	5768445	+	405	36	60	28	22
gene-PA5121	AE004091.2	5768442	5770649	-	2208	230	302	230	160
gene-PA5122	AE004091.2	5770937	5771458	+	522	81	94	52	37
gene-PA5123	AE004091.2	5771455	5772027	+	573	26	41	22	8
gene-PA5124	AE004091.2	5772298	5773374	+	1077	155	219	86	53
gene-PA5125	AE004091.2	5773377	5774807	+	1431	87	142	90	75
gene-PA5126	AE004091.2	5775620	5776087	-	468	213	226	157	108
gene-PA5127	AE004091.2	5776086	5776547	+	462	222	248	161	146
gene-PA5128	AE004091.2	5776606	5777097	-	492	210	281	211	175
gene-PA5129	AE004091.2	5777134	5777388	-	255	278	402	376	185
gene-PA5130	AE004091.2	5777390	5777809	-	420	186	279	218	135
gene-PA5131	AE004091.2	5778134	5779681	+	1548	333	410	264	196
gene-PA5132	AE004091.2	5779995	5780813	+	819	42	52	54	33
gene-PA5133	AE004091.2	5780963	5782249	+	1287	504	646	513	342
gene-PA5134	AE004091.2	5782278	5783588	+	1311	282	399	377	228
gene-PA5135	AE004091.2	5783588	5784361	+	774	91	94	85	51
gene-PA5136	AE004091.2	5784430	5785911	+	1482	412	452	299	185
gene-PA5137	AE004091.2	5785948	5786703	-	756	148	191	178	125
gene-PA5138	AE004091.2	5786853	5787605	-	753	152	224	188	117
gene-PA5139	AE004091.2	5787696	5788442	-	747	319	312	289	194
gene-PA5140	AE004091.2	5788614	5789384	-	771	185	235	174	135
gene-PA5141	AE004091.2	5789395	5790132	-	738	302	474	476	290
gene-PA5142	AE004091.2	5790445	5791086	-	642	226	269	319	168
gene-PA5143	AE004091.2	5791083	5791676	-	594	321	588	302	185
gene-PA5144	AE004091.2	5791837	5792235	+	399	11	15	9	6
gene-PA5145	AE004091.2	5792505	5793611	+	1107	69	62	49	21
gene-PA5146	AE004091.2	5793705	5795957	+	2253	496	688	548	314
gene-PA5147	AE004091.2	5795954	5797021	+	1068	259	315	246	162
gene-PA5148	AE004091.2	5797065	5797337	+	273	76	94	85	71
gene-PA5149	AE004091.2	5797365	5798447	+	1083	82	78	74	61
gene-PA5149.1	AE004091.2	5798560	5798635	+	76	1436	1519	1222	742
gene-PA5150	AE004091.2	5798693	5799430	-	738	228	320	185	103
gene-PA5151	AE004091.2	5799589	5800278	+	690	99	135	73	63
gene-PA5152	AE004091.2	5800527	5801300	+	774	392	446	357	252
gene-PA5153	AE004091.2	5801315	5802067	+	753	159	293	237	194
gene-PA5154	AE004091.2	5802129	5802824	+	696	76	94	92	82
gene-PA5155	AE004091.2	5802821	5803513	+	693	45	54	61	52
gene-PA5156	AE004091.2	5803867	5804802	+	936	102	120	71	60
gene-PA5157	AE004091.2	5805206	5805676	+	471	30	60	31	16
gene-PA5158	AE004091.2	5805680	5807158	+	1479	133	167	94	69
gene-PA5159	AE004091.2	5807173	5808357	+	1185	55	65	41	22
gene-PA5160	AE004091.2	5808368	5809897	+	1530	64	111	49	47
gene-PA5160.1	AE004091.2	5809970	5810045	+	76	4063	3285	5884	19530
gene-PA5161	AE004091.2	5810281	5811339	+	1059	987	1331	709	498
gene-PA5162	AE004091.2	5811336	5812244	+	909	287	397	287	186
gene-PA5163	AE004091.2	5812241	5813122	+	882	346	498	356	212
gene-PA5164	AE004091.2	5813122	5813667	+	546	360	543	382	237
gene-PA5165	AE004091.2	5813727	5815565	+	1839	234	293	165	113
gene-PA5166	AE004091.2	5815562	5816950	+	1389	82	120	103	70
gene-PA5167	AE004091.2	5817191	5818186	+	996	95	120	196	158
gene-PA5168	AE004091.2	5818202	5818834	+	633	55	48	137	74
gene-PA5169	AE004091.2	5818831	5820114	+	1284	41	46	146	142
gene-PA5170	AE004091.2	5820910	5822358	+	1449	2236	2901	873	962
gene-PA5171	AE004091.2	5822380	5823636	+	1257	877	1337	535	424
gene-PA5172	AE004091.2	5823716	5824726	+	1011	355	369	254	200
gene-PA5173	AE004091.2	5824787	5825719	+	933	159	218	166	141
gene-PA5174	AE004091.2	5826135	5828039	+	1905	895	1191	1353	808
gene-PA5175	AE004091.2	5828086	5828907	-	822	160	211	137	68
gene-PA5176	AE004091.2	5828904	5829470	-	567	115	182	137	112
gene-PA5177	AE004091.2	5829596	5830261	+	666	161	197	144	79
gene-PA5178	AE004091.2	5830313	5830750	-	438	144	189	99	65
gene-PA5179	AE004091.2	5830924	5831805	+	882	79	112	40	40
gene-PA5180	AE004091.2	5831902	5832741	+	840	73	113	88	61
gene-PA5181	AE004091.2	5832749	5835070	+	2322	220	300	248	180
gene-PA5181.1	AE004091.2	5835082	5835480	-	399	393	559	171	124
gene-PA5182	AE004091.2	5835482	5835895	+	414	56	64	33	14
gene-PA5183	AE004091.2	5835994	5836401	+	408	26	30	16	13
gene-PA5184	AE004091.2	5836910	5837467	+	558	72	102	64	38
gene-PA5185	AE004091.2	5837449	5837892	-	444	125	191	101	75
gene-PA5186	AE004091.2	5837915	5839078	-	1164	36	37	17	19
gene-PA5187	AE004091.2	5839105	5840895	-	1791	24	52	31	33
gene-PA5188	AE004091.2	5840897	5842132	-	1236	24	37	20	16
gene-PA5189	AE004091.2	5842275	5843183	+	909	35	39	24	23
gene-PA5190	AE004091.2	5843198	5843800	-	603	33	43	51	22
gene-PA5191	AE004091.2	5844054	5844410	+	357	43	63	25	20
gene-PA5192	AE004091.2	5844468	5846009	-	1542	1201	1663	1312	898
gene-PA5193	AE004091.2	5846125	5847018	-	894	189	219	156	139
gene-PA5194	AE004091.2	5847131	5847934	+	804	308	382	299	187
gene-PA5195	AE004091.2	5847972	5848367	-	396	197	299	134	82
gene-PA5196	AE004091.2	5848577	5849011	+	435	50	68	41	25
gene-PA5197	AE004091.2	5849143	5850048	+	906	73	102	64	44
gene-PA5198	AE004091.2	5850239	5851162	+	924	109	147	99	70
gene-PA5199	AE004091.2	5851239	5852558	-	1320	171	222	232	141
gene-PA5200	AE004091.2	5852653	5853396	-	744	238	327	167	132
gene-PA5201	AE004091.2	5853585	5855924	+	2340	505	647	486	319
gene-PA5202	AE004091.2	5855936	5856325	+	390	497	532	360	220
gene-PA5203	AE004091.2	5856532	5858115	+	1584	361	444	358	242
gene-PA5204	AE004091.2	5858158	5859456	-	1299	156	126	141	106
gene-PA5205	AE004091.2	5859793	5860494	+	702	25	27	21	9
gene-PA5206	AE004091.2	5860467	5861621	-	1155	96	151	92	60
gene-PA5207	AE004091.2	5861721	5862989	-	1269	89	138	39	49
gene-PA5208	AE004091.2	5863034	5863711	-	678	547	794	386	317
gene-PA5209	AE004091.2	5863825	5865189	+	1365	299	361	347	224
gene-PA5210	AE004091.2	5865227	5867011	+	1785	380	441	310	199
gene-PA5211	AE004091.2	5867233	5867685	+	453	46	56	23	20
gene-PA5212	AE004091.2	5867817	5868146	+	330	38	60	28	19
gene-PA5213	AE004091.2	5868181	5871057	-	2877	107	162	95	69
gene-PA5214	AE004091.2	5871231	5871620	-	390	112	129	54	62
gene-PA5215	AE004091.2	5871667	5872749	-	1083	280	420	228	162
gene-PA5216	AE004091.2	5872900	5874519	-	1620	145	174	125	72
gene-PA5217	AE004091.2	5874587	5875585	-	999	80	79	46	29
gene-PA5218	AE004091.2	5875653	5876567	-	915	39	56	16	14
gene-PA5219	AE004091.2	5876664	5877857	+	1194	58	117	48	30
gene-PA5220	AE004091.2	5877896	5878717	+	822	37	30	24	19
gene-PA5221	AE004091.2	5878754	5879971	-	1218	164	232	168	100
gene-PA5222	AE004091.2	5880000	5880482	-	483	114	148	154	84
gene-PA5223	AE004091.2	5880487	5881671	-	1185	338	420	299	197
gene-PA5224	AE004091.2	5881679	5883013	-	1335	1167	1651	1131	680
gene-PA5225	AE004091.2	5883023	5883577	-	555	180	285	242	142
gene-PA5226	AE004091.2	5883664	5883975	+	312	213	314	254	146
gene-PA5227	AE004091.2	5883972	5884286	+	315	161	202	97	89
gene-PA5227.1	AE004091.2	5884320	5884502	+	183	4125	5308	2296	1569
gene-PA5228	AE004091.2	5884508	5885119	+	612	126	222	122	96
gene-PA5229	AE004091.2	5885486	5885944	+	459	81	92	66	37
gene-PA5230	AE004091.2	5885954	5887078	-	1125	206	295	137	78
gene-PA5231	AE004091.2	5887082	5889832	-	2751	519	771	298	169
gene-PA5232	AE004091.2	5889829	5890902	-	1074	919	1276	359	342
gene-PA5233	AE004091.2	5891109	5891528	-	420	47	78	35	24
gene-PA5234	AE004091.2	5891683	5892660	+	978	54	65	21	24
gene-PA5235	AE004091.2	5892910	5894256	+	1347	439	638	467	346
gene-PA5236	AE004091.2	5894293	5895261	-	969	248	405	331	213
gene-PA5237	AE004091.2	5895261	5896727	-	1467	412	608	510	337
gene-PA5238	AE004091.2	5896806	5898794	-	1989	155	180	105	56
gene-PA5239	AE004091.2	5898865	5900124	-	1260	2375	2996	2884	1615
gene-PA5240	AE004091.2	5900369	5900695	-	327	1078	1341	915	685
gene-PA5241	AE004091.2	5900879	5902399	+	1521	678	973	815	444
gene-PA5242	AE004091.2	5902386	5904596	-	2211	1169	1722	1183	828
gene-PA5243	AE004091.2	5904614	5905627	-	1014	967	1081	709	445
gene-PA5244	AE004091.2	5905871	5906461	+	591	537	844	457	312
gene-PA5245	AE004091.2	5906626	5907294	+	669	81	92	65	47
gene-PA5246	AE004091.2	5907390	5907863	+	474	60	80	44	28
gene-PA5247	AE004091.2	5907848	5908330	-	483	62	79	41	31
gene-PA5248	AE004091.2	5908397	5910298	-	1902	250	323	173	131
gene-PA5249	AE004091.2	5910403	5911032	-	630	114	161	90	57
gene-PA5250	AE004091.2	5911262	5912020	-	759	200	315	177	123
gene-PA5251	AE004091.2	5912027	5912605	-	579	276	288	205	155
gene-PA5252	AE004091.2	5912605	5914521	-	1917	506	663	549	320
gene-PA5253	AE004091.2	5915043	5916101	-	1059	211	287	182	160
gene-PA5254	AE004091.2	5916227	5916856	+	630	47	68	32	23
gene-PA5255	AE004091.2	5916918	5917400	-	483	835	1168	620	509
gene-PA5256	AE004091.2	5917680	5918171	-	492	264	347	209	148
gene-PA5257	AE004091.2	5918350	5919588	-	1239	580	717	507	338
gene-PA5258	AE004091.2	5919585	5920715	-	1131	328	418	222	179
gene-PA5259	AE004091.2	5920742	5921497	-	756	259	340	277	182
gene-PA5260	AE004091.2	5921494	5922435	-	942	293	438	411	234
gene-PA5261	AE004091.2	5922544	5923290	-	747	529	867	324	207
gene-PA5262	AE004091.2	5923295	5924371	-	1077	279	493	186	121
gene-PA5263	AE004091.2	5924596	5925990	+	1395	331	501	299	205
