Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA3107	367	735	693	539	102	523	80	73	61	6	104	69	host	metZ
gene-PA4497	33	50	60	92	12	78	25	20	9	0	10	10	host	gene-PA4497
gene-PA4255	1930	2823	1869	1156	570	2338	1266	316	476	33	489	302	host	rpmC
gene-PA2053	3	7	4	5	0	1	2	0	0	0	2	3	host	cynT
gene-PA3236	41	44	37	47	3	37	34	14	5	0	13	6	host	gene-PA3236
gene-PA3908	135	166	216	233	43	215	63	39	18	0	24	11	host	gene-PA3908
gene-PPLUZ19_gp1	0	0	0	24364	9602	36773	10620	4703	5800	262	2404	1746	phage	gp1
gene-PA2559a	49	39	42	41	8	33	21	11	4	1	10	1	host	gene-PA2559a
gene-PA0956	272	386	358	296	121	390	101	67	80	9	74	58	host	proS
gene-PA3175	1	6	2	8	2	8	7	5	0	0	9	1	host	gene-PA3175
gene-PA4961	316	434	390	296	80	256	88	42	56	2	52	46	host	gene-PA4961
gene-PA4821	38	60	46	46	12	29	11	18	11	2	5	6	host	gene-PA4821
gene-PA0962	85	82	63	110	31	56	22	6	7	1	9	7	host	gene-PA0962
gene-PA0094	60	61	53	40	7	24	11	5	6	0	7	8	host	gene-PA0094
gene-PA4553	64	71	49	83	8	59	53	17	13	0	21	22	host	pilX
gene-PA0532	28	25	24	34	3	21	17	8	5	0	2	3	host	gene-PA0532
gene-PA2222	13	15	4	9	1	6	4	4	4	0	4	0	host	gene-PA2222
gene-PA3313	46	97	81	55	25	75	33	22	22	4	16	28	host	gene-PA3313
gene-PA0965	475	625	556	478	138	610	157	65	81	3	79	67	host	ruvC
gene-PA0343	182	166	163	138	22	140	47	29	29	0	21	17	host	gene-PA0343
gene-PA2341	5	4	6	7	1	8	2	3	3	0	11	2	host	gene-PA2341
gene-PA1294	106	245	197	169	49	174	46	38	25	2	52	35	host	rnd
gene-PA3395	14	33	14	33	5	10	5	6	4	1	6	5	host	nosY
gene-PA1750	221	325	268	240	71	269	83	39	53	8	44	43	host	gene-PA1750
gene-PA1651	33	41	29	26	8	22	14	10	4	1	6	7	host	gene-PA1651
gene-PA4355	16	20	8	32	4	25	3	3	4	1	0	4	host	gene-PA4355
gene-PA1606	7	9	10	14	5	12	3	4	4	0	4	4	host	gene-PA1606
gene-PA2085	5	4	2	6	0	4	3	0	0	0	3	0	host	gene-PA2085
gene-PA5221	149	293	253	256	41	178	21	30	24	8	36	20	host	gene-PA5221
gene-PA3388	10	9	15	10	3	7	4	2	0	0	4	1	host	gene-PA3388
gene-PA2376	11	18	13	16	2	11	5	7	2	0	5	1	host	gene-PA2376
gene-PA4169	27	52	56	50	5	39	9	9	3	0	5	6	host	gene-PA4169
gene-PA1214	1	10	5	3	0	2	2	1	0	1	7	3	host	gene-PA1214
gene-PA4678	40	61	48	41	8	52	15	6	4	3	9	6	host	rimI
gene-PA0180	38	50	35	35	7	32	19	13	8	0	8	7	host	cttP
gene-PA4790	26	26	39	33	9	34	4	5	2	1	15	3	host	gene-PA4790
gene-PA3297	371	710	651	566	130	661	109	84	87	12	118	89	host	gene-PA3297
gene-PA4367	102	145	114	130	26	85	39	18	21	1	27	22	host	bifA
gene-PA2924	3	11	5	7	1	9	1	8	5	1	8	1	host	hisQ
gene-PA2483	51	81	62	73	16	35	18	19	12	2	22	11	host	gene-PA2483
gene-PA3886	35	52	49	85	7	51	11	5	7	1	6	2	host	gene-PA3886
gene-PA0983	37	19	9	8	4	17	7	3	5	0	8	2	host	gene-PA0983
gene-PA5032	17	10	8	19	2	15	8	6	7	0	6	0	host	gene-PA5032
gene-PA1676	20	15	6	18	8	11	7	5	1	0	3	2	host	gene-PA1676
gene-PA0463	40	56	44	56	6	50	17	5	9	0	8	8	host	creB
gene-PA3212	94	144	119	127	23	80	22	27	16	0	27	12	host	gene-PA3212
gene-PA2357	0	1	0	6	0	0	2	2	0	0	1	1	host	msuE
gene-PA5271	13	21	16	34	5	20	3	1	5	0	7	2	host	gene-PA5271
gene-PA3133.2	2167	867	615	590	131	468	342	130	98	5	104	80	host	gene-PA3133.2
gene-PA0542	117	172	128	81	34	109	27	12	22	1	26	11	host	gene-PA0542
gene-PA2627	115	155	129	121	27	99	32	23	19	1	28	17	host	gene-PA2627
gene-PA5325	28	23	279	26	3	18	12	6	7	1	15	6	host	gene-PA5325
gene-PA1525	22	30	19	24	4	18	9	9	2	0	12	3	host	alkB2
gene-PA3584	312	361	414	212	17	163	32	47	38	10	49	39	host	glpD
gene-PA0694	4	4	4	1	2	5	2	3	2	0	2	2	host	exbD2
gene-PA3813	333	734	531	538	152	567	133	81	89	13	150	134	host	iscU
gene-PA1115	67	66	71	89	8	40	13	3	5	0	14	5	host	gene-PA1115
gene-PA0954	61	103	75	102	18	78	34	21	7	1	15	11	host	gene-PA0954
gene-PA3854	115	179	190	131	18	129	44	35	20	2	33	24	host	gene-PA3854
gene-PA0127	35	39	42	36	8	37	13	4	7	1	19	3	host	gene-PA0127
gene-PA4671	3294	5269	4027	2010	1148	5292	1282	616	800	64	846	720	host	gene-PA4671
gene-PA4070	33	42	22	30	3	10	11	7	5	0	8	6	host	gene-PA4070
gene-PA4628	116	144	105	131	25	96	59	21	17	1	33	15	host	lysP
gene-PA5053	42	103	53	92	32	107	69	46	39	4	45	29	host	hslV
gene-PA2274	5	5	3	2	0	1	6	1	1	0	1	1	host	gene-PA2274
gene-PA3467	12	14	6	11	4	5	4	1	2	0	4	1	host	gene-PA3467
gene-PA2735	719	1527	948	730	208	1054	237	114	141	9	184	128	host	gene-PA2735
gene-PA4669	11526	5305	3610	5881	1141	4263	4392	952	863	40	1135	559	host	ipk
gene-PA1522	47	42	37	56	14	33	22	12	13	0	9	3	host	gene-PA1522
gene-PA4262	5521	15908	10272	8380	3193	18570	4088	1753	2362	372	2353	1772	host	rplD
gene-PA2997	201	229	207	137	45	195	83	31	34	2	46	31	host	nqrC
gene-PA0855	40	44	48	47	6	38	7	11	9	2	7	5	host	gene-PA0855
gene-PA1073	27	25	35	67	14	58	16	13	11	3	12	7	host	braD
gene-PA1219	2	4	1	4	0	4	1	2	0	0	4	1	host	gene-PA1219
gene-PA1996	14	24	11	19	2	13	9	5	3	0	4	2	host	ppiC1
gene-PPLUZ19_gp13.1	0	0	0	2143	4195	7138	23325	8267	9294	170	3538	2249	phage	gp13.1
gene-PA1019a	7	17	6	4	8	5	1	7	2	1	6	3	host	gene-PA1019a
gene-PA4277	14815	31481	19200	16903	5620	32163	9020	3680	5100	320	5134	3498	host	tufB
gene-PA2010	41	77	66	65	16	51	21	14	12	0	23	11	host	gene-PA2010
gene-PA3825	69	75	66	83	19	85	33	14	13	0	28	15	host	gene-PA3825
gene-PA2504	19	21	14	23	7	16	0	5	2	1	2	3	host	gene-PA2504
gene-PA0010	24	18	13	19	4	11	12	3	0	0	5	2	host	tag
gene-PA1360	57	117	102	88	19	75	6	21	17	2	15	18	host	gene-PA1360
gene-PA2908	28	61	39	32	14	29	7	7	9	0	10	4	host	cbiD
gene-PA3378	11	9	10	12	4	4	2	6	4	1	3	4	host	gene-PA3378
gene-PA4985	32	39	23	49	5	29	9	13	7	0	6	2	host	gene-PA4985
gene-PA2753	95	84	39	22	0	7	5	4	1	1	1	2	host	gene-PA2753
gene-PA5375	49	56	52	75	10	39	22	8	7	1	15	10	host	betT1
gene-PA1675	116	116	91	74	17	75	26	15	13	1	21	14	host	gene-PA1675
gene-PA2500	124	98	71	27	4	18	2	5	4	1	3	3	host	gene-PA2500
gene-PA2426	0	7	3	3	3	1	2	2	1	0	4	1	host	pvdS
gene-PA5250	189	224	205	254	36	201	49	17	13	2	31	19	host	gene-PA5250
gene-PA5523	126	224	98	129	27	66	33	31	26	6	34	21	host	gene-PA5523
gene-PA1473	4	11	7	5	0	7	1	0	1	0	9	1	host	gene-PA1473
gene-PA0487	31	47	29	38	9	26	6	8	4	0	9	7	host	gene-PA0487
gene-PA3257	416	573	456	709	126	527	136	86	86	7	90	64	host	prc
gene-PA1578	20	33	27	43	5	18	8	5	2	2	12	4	host	gene-PA1578
gene-PA2983	251	429	392	349	62	336	132	65	54	5	86	59	host	gene-PA2983
gene-PA4976	16	27	9	34	6	22	6	7	1	1	6	6	host	aruH
gene-PA3167	419	684	546	553	139	685	187	70	104	8	132	85	host	serC
gene-PA4463	726	864	513	677	121	447	150	56	90	7	79	68	host	gene-PA4463
gene-PA3217	46	80	54	49	9	33	12	9	8	1	9	9	host	cyaB
gene-PA2394	8	14	14	11	0	5	3	3	2	1	6	0	host	pvdN
gene-PA1247	29	47	37	40	8	34	13	14	4	0	13	10	host	aprE
gene-PA3509	5	6	5	5	2	3	2	3	0	0	0	2	host	gene-PA3509
gene-PA1350	5	9	7	12	0	7	8	4	1	0	10	5	host	gene-PA1350
gene-PA1346	3	11	5	4	4	5	2	8	0	0	6	1	host	gene-PA1346
gene-PA4236	166	160	170	221	50	186	75	37	52	2	41	31	host	katA
gene-PA2785	3	3	2	3	2	2	3	1	1	0	3	1	host	gene-PA2785
gene-PA4480	253	363	338	391	65	330	89	49	45	2	60	24	host	mreC
gene-PA3089	13	10	14	6	4	4	4	3	2	1	5	1	host	gene-PA3089
gene-PA4180	78	93	69	117	24	78	29	13	8	1	11	5	host	gene-PA4180
gene-PA0605	50	71	61	51	13	42	32	15	11	1	26	11	host	gene-PA0605
gene-PA4016	131	195	161	220	32	146	44	20	26	1	39	22	host	gene-PA4016
gene-PA4969	82	103	81	107	19	66	22	23	15	1	21	10	host	cpdA
gene-PA3568	11	18	15	45	4	13	9	11	6	0	6	5	host	gene-PA3568
gene-PA4741	17507	15428	11449	11195	2451	11757	6388	2978	2717	105	2654	1459	host	rpsO
gene-PA1112	46	55	48	47	11	44	18	11	10	1	11	8	host	gene-PA1112
gene-PA2987	98	161	168	142	24	122	18	14	11	0	20	8	host	gene-PA2987
gene-PA3761	59	60	45	71	15	57	48	18	9	1	26	10	host	gene-PA3761
gene-PA4552	55	71	48	95	14	45	38	16	14	0	16	18	host	pilW
gene-PA4970	45	66	56	81	15	69	17	15	7	2	17	8	host	gene-PA4970
gene-PA0549	281	430	407	291	84	329	76	58	50	2	56	49	host	gene-PA0549
gene-PA0780	52	114	93	88	23	53	20	14	12	0	24	9	host	pruR
gene-PA4388	48	43	35	43	14	54	14	9	4	0	11	4	host	gene-PA4388
gene-PA2702	12	8	7	10	4	7	3	4	2	1	5	5	host	gene-PA2702
gene-PA2658	61	115	117	71	21	103	24	28	17	4	27	26	host	gene-PA2658
gene-PA2059	2	5	3	4	1	1	1	1	0	0	1	0	host	gene-PA2059
gene-PA3484	47	74	81	83	18	46	21	13	8	1	11	8	host	gene-PA3484
gene-PA0457.1	24	30	30	31	5	23	6	6	4	1	4	1	host	gene-PA0457.1
gene-PA3994	7	14	9	9	0	6	8	3	5	0	3	1	host	gene-PA3994
gene-PA3193	252	356	185	544	70	192	55	36	29	3	63	31	host	glk
gene-PA3809	713	697	533	385	110	411	140	66	57	9	119	69	host	fdx2
gene-PA0089	267	230	241	167	30	127	57	41	13	5	52	13	host	gene-PA0089
gene-PA0698	3	2	2	0	1	1	2	0	0	0	0	0	host	gene-PA0698
gene-PA1448	88	120	94	110	14	68	15	14	7	0	12	13	host	fliR
gene-PA5057	23	33	15	34	3	26	8	12	8	0	11	3	host	phaD
gene-PA1200	69	89	84	76	14	51	10	3	8	2	17	3	host	gene-PA1200
gene-PA1342	61	60	53	116	30	114	111	31	39	7	28	34	host	gene-PA1342
gene-PA3996	418	576	533	484	104	423	108	60	63	4	74	51	host	lis
gene-PA2633	25	34	34	24	6	15	5	2	6	0	7	1	host	gene-PA2633
gene-PA2121	7	3	4	4	3	6	1	2	3	0	1	3	host	gene-PA2121
gene-PA3770	752	1273	1012	566	255	884	386	246	249	39	264	223	host	guaB
gene-PA4941	1189	1961	1692	1783	362	1966	488	253	214	15	350	210	host	hflC
gene-PA0079	125	140	137	128	31	91	24	28	14	2	15	10	host	gene-PA0079
gene-PA0921	453	475	441	50	11	33	19	13	2	0	28	13	host	gene-PA0921
gene-PA1041	18	22	12	15	7	21	12	3	5	1	8	2	host	gene-PA1041
gene-PA2659	48	108	67	59	19	80	22	27	16	4	23	26	host	gene-PA2659
gene-PA2855	49	48	37	42	10	27	22	6	6	0	17	7	host	gene-PA2855
gene-PA3506	11	12	10	10	2	3	6	6	1	0	1	3	host	gene-PA3506
gene-PA5078	295	366	315	507	113	485	166	62	47	5	77	37	host	gene-PA5078
gene-PA5052	58	72	58	46	8	44	10	6	8	4	12	6	host	gene-PA5052
gene-PA4350	101	45	52	53	8	21	11	6	5	2	9	1	host	gene-PA4350
gene-PA4314	216	337	266	195	56	264	76	47	51	8	53	47	host	purU1
gene-PA3511	1	4	2	1	2	4	0	2	0	0	1	2	host	gene-PA3511
gene-PA0828	18	36	29	31	5	19	5	13	4	0	8	4	host	gene-PA0828
gene-PA4545	574	613	545	461	143	512	149	92	101	6	85	69	host	comL
gene-PA0801	27	79	79	47	10	39	31	21	16	0	29	21	host	gene-PA0801
gene-PA1428	17	15	10	11	1	7	2	3	2	0	7	4	host	gene-PA1428
gene-PA3604	258	313	317	248	66	243	98	59	40	1	56	46	host	erdR
gene-PA1008	100	116	93	108	29	119	42	27	25	3	35	17	host	bcp
gene-PA1733	13	12	13	14	4	12	6	2	1	0	3	2	host	gene-PA1733
gene-PA1341	27	19	26	54	18	42	33	15	9	2	9	4	host	gene-PA1341
gene-PA4562	111	125	137	133	22	102	52	22	9	1	19	13	host	gene-PA4562
gene-PA2192	0	6	3	2	1	3	1	1	1	0	0	2	host	gene-PA2192
gene-PA2598	9	18	14	8	3	13	5	4	3	0	4	2	host	gene-PA2598
gene-PA1627	12	10	20	25	1	6	3	2	0	1	5	2	host	gene-PA1627
gene-PA3548	16	29	14	19	0	16	8	4	3	0	3	6	host	algI
gene-PA4473	116	234	197	206	54	203	44	27	21	1	37	28	host	gene-PA4473
gene-PA0029	21	40	22	56	8	27	7	8	7	1	5	6	host	gene-PA0029
gene-PA2806	53	53	62	51	7	42	28	6	12	1	7	5	host	gene-PA2806
gene-PA0221	6	10	3	10	4	7	6	4	2	0	2	0	host	gene-PA0221
gene-PA4114	29	52	38	35	2	26	10	9	5	1	9	7	host	gene-PA4114
gene-PA4906	83	113	91	88	21	71	24	20	17	1	12	8	host	gene-PA4906
gene-PA2852	89	137	108	103	21	96	35	17	8	0	28	15	host	gene-PA2852
gene-PA2833	5	6	1	6	1	4	1	1	0	0	1	3	host	gene-PA2833
gene-PA1594	30	64	36	41	7	31	11	10	5	0	15	14	host	gene-PA1594
gene-PA4197	66	111	82	73	14	65	12	26	12	2	24	11	host	bfiS
gene-PA4566	1194	1775	1452	1144	314	1609	567	311	247	27	497	255	host	obg
gene-PA1246	36	70	40	52	11	37	4	9	7	0	11	5	host	aprD
gene-PA1465	76	145	99	140	34	116	17	24	15	0	20	9	host	gene-PA1465
gene-PA5020	35	79	55	77	19	64	24	14	20	1	14	4	host	gene-PA5020
gene-PA0019	278	346	334	250	65	280	106	64	65	7	45	49	host	def
gene-PA2276	15	7	12	11	3	4	6	2	0	0	3	2	host	gene-PA2276
gene-PA0112	5	7	10	12	1	10	1	4	1	0	5	2	host	gene-PA0112
gene-PA1661	26	17	29	89	16	75	20	13	5	2	10	2	host	gene-PA1661
gene-PA2330	18	78	53	39	7	40	4	9	8	1	8	5	host	gene-PA2330
gene-PA2420	9	12	6	8	3	12	9	5	2	0	10	5	host	gene-PA2420
gene-PA4541.1	1276	834	476	849	131	432	384	118	89	2	117	30	host	gene-PA4541.1
gene-PA4313a	88	71	64	124	13	45	24	11	11	1	17	7	host	gene-PA4313a
gene-PA4215	2	4	2	5	0	2	1	0	0	0	4	1	host	phzF1
gene-PA3100	35	95	64	111	13	88	20	13	8	2	14	11	host	xcpU
gene-PA3160	746	507	377	840	175	937	418	85	92	7	126	55	host	wzz
gene-PA0143	86	160	130	103	20	90	20	19	14	2	25	15	host	nuh
gene-PA4147	39	57	52	59	6	38	73	14	13	1	14	8	host	acoR
gene-PA1162	51	78	67	62	18	54	10	14	18	2	25	12	host	dapE
gene-PA4119	60	94	83	78	22	76	15	18	15	1	27	13	host	aph
gene-PA1489	15	22	21	28	1	20	5	5	5	2	8	4	host	gene-PA1489
gene-PA5031	13	22	13	31	4	22	14	13	6	0	9	6	host	gene-PA5031
gene-PA0054	72	114	71	91	23	71	29	26	22	2	23	19	host	gene-PA0054
gene-PA1040	10	24	18	24	6	12	6	4	3	1	8	5	host	gene-PA1040
gene-PA0684	2	3	0	2	0	1	0	2	0	0	1	0	host	gene-PA0684
gene-PA4887	129	200	265	195	29	134	22	34	15	1	25	11	host	gene-PA4887
gene-PA2381	10	14	5	11	3	4	5	2	0	0	3	1	host	gene-PA2381
gene-PA1957	6	8	12	12	3	10	3	2	3	0	2	4	host	gene-PA1957
gene-PA1379	6	13	3	10	3	10	2	4	2	0	0	3	host	gene-PA1379
gene-PA0478	17	13	18	13	1	10	7	1	4	0	3	2	host	gene-PA0478
gene-PA0767	987	1592	1493	1214	251	1436	460	233	232	59	282	185	host	lepA
gene-PA5316	5613	7233	5671	5117	1842	9191	3201	917	1319	83	1558	1028	host	rpmB
gene-PA1418	12	32	32	59	14	62	34	26	19	1	19	10	host	gene-PA1418
gene-PA2730	443	408	248	226	39	222	93	21	27	3	36	25	host	gene-PA2730
gene-PA5513	65	94	112	64	16	48	17	15	17	2	26	14	host	poxA
gene-PA0673	6	7	4	2	2	3	5	5	7	1	13	2	host	gene-PA0673
gene-PA3407	33	43	27	38	9	27	16	18	10	2	6	8	host	hasAp
gene-PA4242	3584	4680	3666	3434	1068	4806	1691	738	760	39	587	417	host	rpmJ
gene-PA5247	106	208	218	177	25	150	38	30	22	0	36	26	host	gene-PA5247
gene-PA2671	15	20	8	13	3	16	9	2	0	0	8	1	host	gene-PA2671
gene-PA3997	361	450	495	431	74	359	83	42	43	7	53	41	host	lipB
gene-PA2754a	51	63	18	17	5	14	12	5	0	0	1	3	host	gene-PA2754a
gene-PA1495	14	21	28	34	6	17	7	8	1	0	1	2	host	gene-PA1495
gene-PA5012	399	468	504	391	89	409	134	74	59	5	81	56	host	waaF
gene-PA4492	216	13024	205	227	44	136	54	36	22	1	40	25	host	gene-PA4492
gene-PA1118	64	96	64	60	7	33	11	8	11	2	4	5	host	gene-PA1118
gene-PA3357	24	31	51	45	10	45	8	14	10	2	13	9	host	dsdA
gene-PA5479	780	960	918	803	126	690	169	100	95	11	116	83	host	gltP
gene-PA1969	44	67	42	55	24	60	15	14	4	4	15	9	host	gene-PA1969
gene-PA4195	17	44	14	21	2	14	17	10	8	2	14	7	host	gene-PA4195
gene-PA0017	109	186	174	87	31	92	13	15	16	0	21	16	host	gene-PA0017
gene-PA3007	124	184	168	105	27	89	52	27	22	3	46	26	host	lexA
gene-PA2055	5	14	3	2	2	4	3	4	0	0	6	1	host	gene-PA2055
gene-PA5489	476	718	552	552	129	691	205	88	85	9	140	71	host	dsbA
gene-PA5448	116	148	116	211	40	110	61	33	17	1	17	23	host	wbpY
gene-PA5051	331	450	392	418	96	319	134	70	51	11	66	41	host	argS
gene-PA1785	3	3	5	4	1	7	3	2	0	0	4	0	host	gene-PA1785
gene-PA0438	34	56	48	42	14	43	16	15	12	0	20	13	host	codB
gene-PA5381	23	25	23	47	2	32	7	6	4	2	7	3	host	gene-PA5381
gene-PA1292	40	82	45	34	16	49	10	30	11	4	54	21	host	gene-PA1292
gene-PA3720	5	25	13	8	2	10	3	4	5	0	8	2	host	gene-PA3720
gene-PA4533	47	47	36	41	12	39	17	10	3	1	13	6	host	gene-PA4533
gene-PA3916	37	47	38	42	12	26	11	7	10	1	6	7	host	moaE
gene-PA1456	434	348	298	346	81	345	135	47	53	1	75	48	host	cheY
gene-PA0842	16	4	6	28	3	15	3	2	3	0	8	0	host	gene-PA0842
gene-PA3473	70	64	77	64	8	51	10	3	8	0	8	10	host	gene-PA3473
gene-PA5318	34	20	28	23	8	18	6	10	9	0	9	6	host	gene-PA5318
gene-PA4757	112	135	126	130	29	136	51	27	20	0	21	14	host	gene-PA4757
gene-PA1768	68	68	57	57	17	36	32	10	11	2	15	7	host	gene-PA1768
gene-PA5072	55	109	90	47	15	53	20	13	12	3	22	21	host	gene-PA5072
gene-PA5037	585	646	494	640	130	547	205	89	86	4	101	71	host	gene-PA5037
gene-PA5070	93	117	139	126	20	88	22	15	13	3	20	13	host	tatC
gene-PA2729	11	23	20	29	4	21	5	10	3	0	4	1	host	gene-PA2729
gene-PA0944	132	190	174	165	54	174	70	30	32	5	40	27	host	purN
gene-PA4399	59	84	74	68	22	94	16	7	12	0	14	8	host	gene-PA4399
gene-PA0374	202	263	256	270	43	246	74	31	40	8	39	31	host	ftsE
gene-PA0479	18	23	20	17	8	18	6	5	2	0	5	2	host	gene-PA0479
gene-PA4504	9	19	12	17	5	4	5	8	3	0	5	4	host	gene-PA4504
gene-PA2360	7	10	7	20	2	8	2	1	0	0	4	1	host	gene-PA2360
gene-PA1674	657	863	712	730	162	790	170	114	113	4	156	98	host	folE2
gene-PA5421	36	45	25	53	7	25	20	19	9	2	18	6	host	fdhA
gene-PA1254	1	4	3	9	1	9	1	3	0	0	4	3	host	gene-PA1254
gene-PA0903	1174	2282	1764	1526	376	1695	350	230	226	24	331	224	host	alaS
gene-PA2581.1	701	365	334	254	56	151	147	40	50	1	40	28	host	gene-PA2581.1
gene-PA1483a	70	69	64	68	17	58	8	13	5	0	11	4	host	gene-PA1483a
gene-PA4832	13	26	21	14	3	11	7	6	4	0	3	4	host	gene-PA4832
gene-PA0536	99	134	116	226	61	229	52	35	26	0	40	23	host	gene-PA0536
gene-PA0340	148	178	193	197	27	115	48	29	33	0	36	19	host	gene-PA0340
gene-PA1587	1431	2723	2407	2075	800	3476	1502	523	598	62	548	390	host	lpdG
gene-PA5236	358	437	418	371	74	307	59	40	47	1	54	34	host	gene-PA5236
gene-PA1311	14	15	12	14	3	13	6	3	3	0	6	3	host	phnX
gene-PA3112	605	865	773	724	173	888	336	169	154	15	200	160	host	accD
gene-PA1607	406	367	242	380	82	212	210	151	87	4	116	57	host	gene-PA1607
gene-PA5469	28	62	31	35	15	30	31	23	18	1	27	7	host	gene-PA5469
gene-PA2711	10	18	12	15	3	17	6	6	2	0	3	1	host	gene-PA2711
gene-PA0715	651	292	189	257	56	161	192	39	44	1	56	29	host	gene-PA0715
gene-PA1770	1216	2018	1558	1312	365	1605	540	269	300	22	415	291	host	ppsA
gene-PA4603	76	84	87	132	11	102	41	22	12	3	20	13	host	gene-PA4603
gene-PA0298	350	330	273	599	139	545	334	93	76	5	101	66	host	spuB
gene-PA4493	424	362	392	307	65	275	44	33	25	3	40	30	host	roxR
gene-PA1827	7	13	1	12	2	10	3	5	1	0	3	1	host	gene-PA1827
gene-PA3083	280	551	442	551	99	451	134	53	56	9	91	58	host	pepN
gene-PA5101	11	25	24	12	1	10	6	6	4	0	5	1	host	gene-PA5101
gene-PA0409	546	504	296	321	77	382	194	59	52	6	86	65	host	pilH
gene-PA2976	347	624	462	859	254	691	194	100	104	11	90	54	host	rne
gene-PA3185	262	394	309	229	51	201	68	60	43	1	67	36	host	gene-PA3185
gene-PA4917	107	168	66	42	15	46	11	12	16	0	5	10	host	gene-PA4917
gene-PA5286	971	659	515	348	141	482	360	89	103	7	137	98	host	gene-PA5286
gene-PA1667	33	55	45	46	11	52	48	17	7	0	14	9	host	gene-PA1667
gene-PA3027	49	75	78	104	11	66	17	14	12	0	17	4	host	gene-PA3027
gene-PA3680	75	181	111	111	26	87	30	26	23	2	20	23	host	gene-PA3680
gene-PA4323	201	253	266	238	39	203	34	33	25	1	35	18	host	gene-PA4323
gene-PA1534	151	200	216	244	36	194	34	13	12	1	25	15	host	recR
gene-PA3234	36	36	30	111	19	53	54	23	5	0	12	8	host	gene-PA3234
gene-PA4840	368	422	285	152	46	136	63	24	35	0	53	36	host	gene-PA4840
gene-PA1300	25	61	45	22	17	40	29	33	13	1	39	13	host	gene-PA1300
gene-PA2611	251	294	294	306	69	247	60	38	26	1	38	21	host	cysG
gene-PA1781.1	2	2	2	1	0	2	2	2	1	0	3	2	host	gene-PA1781.1
gene-PA1304	50	61	53	58	18	42	20	21	6	2	14	10	host	gene-PA1304
gene-PA5494	187	316	182	150	33	119	45	22	24	1	30	17	host	gene-PA5494
gene-PA2336	16	7	1	5	1	5	4	4	2	1	4	0	host	gene-PA2336
gene-PA5366	118	158	126	94	25	203	43	23	43	3	36	34	host	pstB
gene-PA0108	30	23	10	18	6	15	9	7	4	0	6	1	host	coIII
gene-PA2096	16	19	5	19	0	8	3	3	1	0	5	4	host	gene-PA2096
gene-PA3789	72	139	104	137	30	98	23	20	21	0	18	13	host	gene-PA3789
gene-PA1234	41	43	37	51	5	37	15	5	8	0	14	7	host	gene-PA1234
gene-PA3412	18	10	7	17	4	11	10	5	4	0	5	1	host	gene-PA3412
gene-PA0859	71	94	79	46	15	32	13	11	12	0	6	8	host	gene-PA0859
gene-PA1976	16	8	12	14	4	15	5	5	1	1	7	4	host	ercS'
gene-PA4132	202	216	194	290	43	194	62	32	16	0	33	14	host	gene-PA4132
gene-PA0643	108	123	122	134	22	148	254	51	67	9	87	56	host	gene-PA0643
gene-PA1433	389	449	307	294	71	266	100	38	30	4	36	29	host	gene-PA1433
gene-PA1314	13	25	12	16	0	18	5	6	2	0	6	1	host	gene-PA1314
gene-PA5241	626	831	750	720	108	544	167	77	64	6	97	72	host	ppx
gene-PA2519	9	14	7	16	2	7	5	2	1	0	1	1	host	xylS
gene-PA2991	693	854	681	901	158	736	288	125	134	3	152	112	host	sth
gene-PA4946	707	957	812	661	172	641	108	118	83	12	132	91	host	mutL
gene-PA5117	1132	5363	2348	1584	488	2799	406	230	223	22	266	181	host	typA
gene-PA5025	28	51	30	43	16	43	23	6	11	1	10	12	host	metY
gene-PA4063	9	20	11	102	2	23	5	4	4	0	4	2	host	gene-PA4063
gene-PA1531	39	51	43	31	1	20	19	8	6	0	11	7	host	gene-PA1531
gene-PA2891	2	17	12	19	2	11	5	4	8	1	11	3	host	atuF
gene-PA5035	260	375	347	458	67	401	113	61	56	4	68	49	host	gltD
gene-PA3495	47	54	36	38	7	31	10	12	4	0	10	3	host	nth
gene-PA2492	70	107	66	88	6	57	10	11	7	0	10	12	host	mexT
gene-PA1391	29	21	24	24	6	17	12	2	5	0	6	10	host	gene-PA1391
gene-PA1803	16371	13192	9656	9344	2879	11842	3806	1428	1651	70	2167	1414	host	lon
gene-PA3102	70	103	97	109	20	99	14	13	14	0	15	15	host	xcpS
gene-PA5127	57	93	102	88	14	117	34	19	16	3	22	12	host	gene-PA5127
gene-PA0737	5	136	12	15	2	14	2	3	4	0	10	1	host	gene-PA0737
gene-PA0481	99	120	97	131	19	104	59	28	23	0	27	19	host	gene-PA0481
gene-PA1093	302	367	277	332	73	343	157	64	56	7	59	47	host	gene-PA1093
gene-PA5038	527	786	665	679	127	647	199	97	113	4	144	98	host	aroB
gene-PA4762	199	471	149	150	130	371	292	137	132	4	214	117	host	grpE
gene-PA3526	109	237	140	148	30	138	69	70	55	7	78	45	host	gene-PA3526
gene-PA2465	0	2	6	5	1	3	3	0	1	1	4	0	host	gene-PA2465
gene-PA1596	954	2273	644	460	346	1363	1083	561	503	40	1007	528	host	htpG
gene-PA3475	52	63	67	77	13	46	15	12	10	0	9	3	host	pheC
gene-PA2609	39	37	32	27	4	24	8	6	6	0	16	10	host	gene-PA2609
gene-PA0136	23	28	21	26	3	10	4	6	2	1	8	3	host	gene-PA0136
gene-PA2474	0	3	5	4	1	6	2	3	0	0	4	1	host	gene-PA2474
