	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	ClassThreshold	ClassMax
5006	NC_002516.2	RefSeq	gene	5509551.0	5510828.0	.	-	.	gene-PA4911	PA4911	Gene	protein_coding	PA4911	gene-PA4911	branched-chain amino acid ABC transporter permease	None	None
5007	NC_002516.2	RefSeq	gene	5510839.0	5511753.0	.	-	.	gene-PA4912	PA4912	Gene	protein_coding	PA4912	gene-PA4912	branched-chain amino acid ABC transporter	None	None
5008	NC_002516.2	RefSeq	gene	5511988.0	5513112.0	.	-	.	gene-PA4913	PA4913	Gene	protein_coding	PA4913	gene-PA4913	ABC transporter	None	None
5009	NC_002516.2	RefSeq	gene	5513732.0	5514670.0	.	+	.	gene-PA4914	PA4914	Gene	protein_coding	PA4914	gene-PA4914	transcriptional regulator	None	None
5010	NC_002516.2	RefSeq	gene	5514727.0	5516352.0	.	+	.	gene-PA4915	PA4915	Gene	protein_coding	PA4915	gene-PA4915	chemotaxis transducer	None	None
5011	NC_002516.2	RefSeq	gene	5516399.0	5517094.0	.	-	.	gene-PA4916	PA4916	Gene	protein_coding	PA4916	gene-PA4916	hypothetical protein	None	None
5012	NC_002516.2	RefSeq	gene	5517109.0	5517711.0	.	-	.	gene-PA4917	PA4917	Gene	protein_coding	PA4917	gene-PA4917	hypothetical protein	None	None
5013	NC_002516.2	RefSeq	gene	5517821.0	5518480.0	.	+	.	gene-PA4918	PA4918	Gene	protein_coding	PA4918	gene-PA4918	hypothetical protein	None	None
5014	NC_002516.2	RefSeq	gene	5518483.0	5519682.0	.	+	.	gene-PA4919	pncB1	Gene	protein_coding	PA4919	pncB1	nicotinate phosphoribosyltransferase	None	None
5015	NC_002516.2	RefSeq	gene	5519711.0	5520538.0	.	+	.	gene-PA4920	nadE	Gene	protein_coding	PA4920	nadE	NAD synthetase	None	None
5016	NC_002516.2	RefSeq	gene	5520672.0	5521595.0	.	+	.	gene-PA4921	PA4921	Gene	protein_coding	PA4921	gene-PA4921	hypothetical protein	None	None
5017	NC_002516.2	RefSeq	gene	5521664.0	5522110.0	.	-	.	gene-PA4922	azu	Gene	protein_coding	PA4922	azu	azurin	None	None
5018	NC_002516.2	RefSeq	gene	5522386.0	5522973.0	.	+	.	gene-PA4923	PA4923	Gene	protein_coding	PA4923	gene-PA4923	hypothetical protein	None	None
5019	NC_002516.2	RefSeq	gene	5522986.0	5523681.0	.	-	.	gene-PA4924	PA4924	Gene	protein_coding	PA4924	gene-PA4924	hypothetical protein	None	None
5020	NC_002516.2	RefSeq	gene	5523868.0	5524719.0	.	-	.	gene-PA4925	PA4925	Gene	protein_coding	PA4925	gene-PA4925	hypothetical protein	None	None
5021	NC_002516.2	RefSeq	gene	5524970.0	5525905.0	.	-	.	gene-PA4926	PA4926	Gene	protein_coding	PA4926	gene-PA4926	hypothetical protein	None	None
5022	NC_002516.2	RefSeq	gene	5525905.0	5528397.0	.	-	.	gene-PA4927	PA4927	Gene	protein_coding	PA4927	gene-PA4927	hypothetical protein	None	None
5023	NC_002516.2	RefSeq	gene	5528659.0	5530902.0	.	-	.	gene-PA4928	PA4928	Gene	protein_coding	PA4928	gene-PA4928	hypothetical protein	None	None
5024	NC_002516.2	RefSeq	gene	5530973.0	5533015.0	.	+	.	gene-PA4929	PA4929	Gene	protein_coding	PA4929	gene-PA4929	hypothetical protein	None	None
5025	NC_002516.2	RefSeq	gene	5533017.0	5534093.0	.	-	.	gene-PA4930	alr	Gene	protein_coding	PA4930	alr	biosynthetic alanine racemase	None	None
5026	NC_002516.2	RefSeq	gene	5534162.0	5535556.0	.	-	.	gene-PA4931	dnaB	Gene	protein_coding	PA4931	dnaB	replicative DNA helicase	None	None
5027	NC_002516.2	RefSeq	gene	5535685.0	5536131.0	.	-	.	gene-PA4932	rplI	Gene	protein_coding	PA4932	rplI	50S ribosomal protein L9	None	None
5028	NC_002516.2	RefSeq	gene	5536153.0	5537022.0	.	-	.	gene-PA4933	PA4933	Gene	protein_coding	PA4933	gene-PA4933	hypothetical protein	None	None
5029	NC_002516.2	RefSeq	gene	5537059.0	5537289.0	.	-	.	gene-PA4934	rpsR	Gene	protein_coding	PA4934	rpsR	30S ribosomal protein S18	None	None
5030	NC_002516.2	RefSeq	gene	5537319.0	5537738.0	.	-	.	gene-PA4935	rpsF	Gene	protein_coding	PA4935	rpsF	30S ribosomal protein S6	None	None
5031	NC_002516.2	RefSeq	gene	5537953.0	5538699.0	.	-	.	gene-PA4936	PA4936	Gene	protein_coding	PA4936	gene-PA4936	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	None	None
5032	NC_002516.2	RefSeq	gene	5538696.0	5541410.0	.	-	.	gene-PA4937	rnr	Gene	protein_coding	PA4937	rnr	exoribonuclease R	None	None
5033	NC_002516.2	RefSeq	gene	5541614.0	5541700.0	.	+	.	gene-PA4937.1	PA4937.1	Gene	tRNA	PA4937.1	gene-PA4937.1	tRNA-Leu	None	None
5034	NC_002516.2	RefSeq	gene	5541830.0	5541916.0	.	+	.	gene-PA4937.2	PA4937.2	Gene	tRNA	PA4937.2	gene-PA4937.2	tRNA-Leu	None	None
5035	NC_002516.2	RefSeq	gene	5542073.0	5543365.0	.	-	.	gene-PA4938	purA	Gene	protein_coding	PA4938	purA	adenylosuccinate synthetase	None	None
5036	NC_002516.2	RefSeq	gene	5543417.0	5544601.0	.	-	.	gene-PA4939	PA4939	Gene	protein_coding	PA4939	gene-PA4939	ATP phosphoribosyltransferase	None	None
5037	NC_002516.2	RefSeq	gene	5544636.0	5544821.0	.	-	.	gene-PA4940	PA4940	Gene	protein_coding	PA4940	gene-PA4940	hypothetical protein	None	None
5038	NC_002516.2	RefSeq	gene	5544917.0	5545786.0	.	-	.	gene-PA4941	hflC	Gene	protein_coding	PA4941	hflC	protease subunit HflC	None	None
5039	NC_002516.2	RefSeq	gene	5545786.0	5546988.0	.	-	.	gene-PA4942	hflK	Gene	protein_coding	PA4942	hflK	protease subunit HflK	None	None
5040	NC_002516.2	RefSeq	gene	5547083.0	5548384.0	.	-	.	gene-PA4943	PA4943	Gene	protein_coding	PA4943	gene-PA4943	GTP-binding protein	None	None
5041	NC_002516.2	RefSeq	gene	5548397.0	5548645.0	.	-	.	gene-PA4944	hfq	Gene	protein_coding	PA4944	hfq	RNA-binding protein Hfq	None	None
5042	NC_002516.2	RefSeq	gene	5548751.0	5549722.0	.	-	.	gene-PA4945	miaA	Gene	protein_coding	PA4945	miaA	tRNA delta(2)-isopentenylpyrophosphate transferase	None	None
5043	NC_002516.2	RefSeq	gene	5549780.0	5551681.0	.	-	.	gene-PA4946	mutL	Gene	protein_coding	PA4946	mutL	DNA mismatch repair protein	None	None
5044	NC_002516.2	RefSeq	gene	5551681.0	5553108.0	.	-	.	gene-PA4947	amiB	Gene	protein_coding	PA4947	amiB	N-acetylmuramoyl-L-alanine amidase	None	None
5045	NC_002516.2	RefSeq	gene	5553117.0	5553584.0	.	-	.	gene-PA4948	PA4948	Gene	protein_coding	PA4948	gene-PA4948	hypothetical protein	None	None
5046	NC_002516.2	RefSeq	gene	5553572.0	5555080.0	.	-	.	gene-PA4949	PA4949	Gene	protein_coding	PA4949	gene-PA4949	hypothetical protein	None	None
5047	NC_002516.2	RefSeq	gene	5555162.0	5556247.0	.	+	.	gene-PA4950	PA4950	Gene	protein_coding	PA4950	gene-PA4950	hypothetical protein	None	None
5048	NC_002516.2	RefSeq	gene	5556281.0	5556823.0	.	-	.	gene-PA4951	orn	Gene	protein_coding	PA4951	orn	oligoribonuclease	None	None
5049	NC_002516.2	RefSeq	gene	5556935.0	5557954.0	.	+	.	gene-PA4952	PA4952	Gene	protein_coding	PA4952	gene-PA4952	ribosome-associated GTPase	None	None
5050	NC_002516.2	RefSeq	gene	5557958.0	5559001.0	.	-	.	gene-PA4953	motB	Gene	protein_coding	PA4953	motB	flagellar motor protein MotB	None	None
5051	NC_002516.2	RefSeq	gene	5559021.0	5559872.0	.	-	.	gene-PA4954	motA	Gene	protein_coding	PA4954	motA	flagellar motor protein MotA	None	None
5052	NC_002516.2	RefSeq	gene	5560013.0	5561524.0	.	+	.	gene-PA4955	PA4955	Gene	protein_coding	PA4955	gene-PA4955	hypothetical protein	None	None
5053	NC_002516.2	RefSeq	gene	5561599.0	5562414.0	.	+	.	gene-PA4956	rhdA	Gene	protein_coding	PA4956	rhdA	thiosulfate:cyanide sulfurtransferase	None	None
5054	NC_002516.2	RefSeq	gene	5562418.0	5563287.0	.	+	.	gene-PA4957	psd	Gene	protein_coding	PA4957	psd	phosphatidylserine decarboxylase	None	None
5055	NC_002516.2	RefSeq	gene	5563605.0	5565428.0	.	+	.	gene-PA4958	fimW	Gene	protein_coding	PA4958	fimW	cyclic-di-GMP receptor FimW	None	None
5056	NC_002516.2	RefSeq	gene	5565493.0	5567568.0	.	+	.	gene-PA4959	fimX	Gene	protein_coding	PA4959	fimX	protein FimX	None	None
5057	NC_002516.2	RefSeq	gene	5567655.0	5568944.0	.	-	.	gene-PA4960	PA4960	Gene	protein_coding	PA4960	gene-PA4960	phosphoserine phosphatase	None	None
5058	NC_002516.2	RefSeq	gene	5569090.0	5570628.0	.	+	.	gene-PA4961	PA4961	Gene	protein_coding	PA4961	gene-PA4961	hypothetical protein	None	None
5059	NC_002516.2	RefSeq	gene	5570625.0	5571161.0	.	+	.	gene-PA4962	PA4962	Gene	protein_coding	PA4962	gene-PA4962	hypothetical protein	None	None
5060	NC_002516.2	RefSeq	gene	5571219.0	5571929.0	.	-	.	gene-PA4963	PA4963	Gene	protein_coding	PA4963	gene-PA4963	hypothetical protein	None	None
5061	NC_002516.2	RefSeq	gene	5572222.0	5574486.0	.	-	.	gene-PA4964	parC	Gene	protein_coding	PA4964	parC	DNA topoisomerase IV subunit A	None	None
5062	NC_002516.2	RefSeq	gene	5574494.0	5575018.0	.	-	.	gene-PA4965	PA4965	Gene	protein_coding	PA4965	gene-PA4965	hypothetical protein	None	None
5063	NC_002516.2	RefSeq	gene	5575015.0	5576028.0	.	-	.	gene-PA4966	PA4966	Gene	protein_coding	PA4966	gene-PA4966	hypothetical protein	None	None
5064	NC_002516.2	RefSeq	gene	5576028.0	5577917.0	.	-	.	gene-PA4967	parE	Gene	protein_coding	PA4967	parE	DNA topoisomerase IV subunit B	None	None
5065	NC_002516.2	RefSeq	gene	5577929.0	5578549.0	.	-	.	gene-PA4968	PA4968	Gene	protein_coding	PA4968	gene-PA4968	hypothetical protein	None	None
5066	NC_002516.2	RefSeq	gene	5578681.0	5579499.0	.	-	.	gene-PA4969	cpdA	Gene	protein_coding	PA4969	cpdA	cAMP phosphodiesterase	None	None
5067	NC_002516.2	RefSeq	gene	5579653.0	5580111.0	.	-	.	gene-PA4970	PA4970	Gene	protein_coding	PA4970	gene-PA4970	hypothetical protein	None	None
5068	NC_002516.2	RefSeq	gene	5580102.0	5580719.0	.	-	.	gene-PA4971	aspP	Gene	protein_coding	PA4971	aspP	adenosine diphosphate sugar pyrophosphatase	None	None
5069	NC_002516.2	RefSeq	gene	5580962.0	5581708.0	.	+	.	gene-PA4972	PA4972	Gene	protein_coding	PA4972	gene-PA4972	hypothetical protein	None	None
5070	NC_002516.2	RefSeq	gene	5581762.0	5583645.0	.	-	.	gene-PA4973	thiC	Gene	protein_coding	PA4973	thiC	thiamine biosynthesis protein ThiC	None	None
5071	NC_002516.2	RefSeq	gene	5584101.0	5585549.0	.	+	.	gene-PA4974	PA4974	Gene	protein_coding	PA4974	gene-PA4974	hypothetical protein	None	None
5072	NC_002516.2	RefSeq	gene	5585615.0	5586319.0	.	-	.	gene-PA4975	PA4975	Gene	protein_coding	PA4975	gene-PA4975	NAD(P)H quinone oxidoreductase	None	None
5073	NC_002516.2	RefSeq	gene	5586370.0	5587551.0	.	-	.	gene-PA4976	aruH	Gene	protein_coding	PA4976	aruH	arginine:pyruvate transaminase AruH	None	None
5074	NC_002516.2	RefSeq	gene	5587574.0	5589253.0	.	-	.	gene-PA4977	aruI	Gene	protein_coding	PA4977	aruI	hypothetical protein	None	None
5075	NC_002516.2	RefSeq	gene	5589295.0	5591385.0	.	-	.	gene-PA4978	PA4978	Gene	protein_coding	PA4978	gene-PA4978	hypothetical protein	None	None
5076	NC_002516.2	RefSeq	gene	5591452.0	5592612.0	.	-	.	gene-PA4979	PA4979	Gene	protein_coding	PA4979	gene-PA4979	acyl-CoA dehydrogenase	None	None
5077	NC_002516.2	RefSeq	gene	5592633.0	5593424.0	.	-	.	gene-PA4980	PA4980	Gene	protein_coding	PA4980	gene-PA4980	enoyl-CoA hydratase	None	None
5078	NC_002516.2	RefSeq	gene	5593683.0	5595095.0	.	-	.	gene-PA4981	PA4981	Gene	protein_coding	PA4981	gene-PA4981	amino acid permease	None	None
5079	NC_002516.2	RefSeq	gene	5595279.0	5597531.0	.	-	.	gene-PA4982	PA4982	Gene	protein_coding	PA4982	gene-PA4982	two-component sensor	None	None
5080	NC_002516.2	RefSeq	gene	5598308.0	5599042.0	.	-	.	gene-PA4983	PA4983	Gene	protein_coding	PA4983	gene-PA4983	two-component response regulator	None	None
5081	NC_002516.2	RefSeq	gene	5599160.0	5599807.0	.	-	.	gene-PA4984	PA4984	Gene	protein_coding	PA4984	gene-PA4984	transcriptional regulator	None	None
5082	NC_002516.2	RefSeq	gene	5599884.0	5600975.0	.	-	.	gene-PA4985	PA4985	Gene	protein_coding	PA4985	gene-PA4985	hypothetical protein	None	None
5083	NC_002516.2	RefSeq	gene	5601149.0	5603095.0	.	+	.	gene-PA4986	PA4986	Gene	protein_coding	PA4986	gene-PA4986	oxidoreductase	None	None
5084	NC_002516.2	RefSeq	gene	5603173.0	5603772.0	.	+	.	gene-PA4987	PA4987	Gene	protein_coding	PA4987	gene-PA4987	transcriptional regulator	None	None
5085	NC_002516.2	RefSeq	gene	5603821.0	5605098.0	.	-	.	gene-PA4988	waaA	Gene	protein_coding	PA4988	waaA	3-deoxy-D-manno-octulosonic acid transferase	None	None
5086	NC_002516.2	RefSeq	gene	5605134.0	5606018.0	.	-	.	gene-PA4989	PA4989	Gene	protein_coding	PA4989	gene-PA4989	transcriptional regulator	None	None
5087	NC_002516.2	RefSeq	gene	5606103.0	5606435.0	.	+	.	gene-PA4990	PA4990	Gene	protein_coding	PA4990	gene-PA4990	SMR multidrug efflux transporter	None	None
5088	NC_002516.2	RefSeq	gene	5606496.0	5607671.0	.	+	.	gene-PA4991	PA4991	Gene	protein_coding	PA4991	gene-PA4991	hypothetical protein	None	None
5089	NC_002516.2	RefSeq	gene	5607668.0	5608480.0	.	+	.	gene-PA4992	PA4992	Gene	protein_coding	PA4992	gene-PA4992	hypothetical protein	None	None
5090	NC_002516.2	RefSeq	gene	5608649.0	5609569.0	.	+	.	gene-PA4993	PA4993	Gene	protein_coding	PA4993	gene-PA4993	hypothetical protein	None	None
5091	NC_002516.2	RefSeq	gene	5609594.0	5610802.0	.	-	.	gene-PA4994	PA4994	Gene	protein_coding	PA4994	gene-PA4994	acyl-CoA dehydrogenase	None	None
5092	NC_002516.2	RefSeq	gene	5610851.0	5612140.0	.	-	.	gene-PA4995	PA4995	Gene	protein_coding	PA4995	gene-PA4995	acyl-CoA dehydrogenase	None	None
5093	NC_002516.2	RefSeq	gene	5612268.0	5613692.0	.	-	.	gene-PA4996	rfaE	Gene	protein_coding	PA4996	rfaE	bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase	None	None
5094	NC_002516.2	RefSeq	gene	5613733.0	5615544.0	.	-	.	gene-PA4997	msbA	Gene	protein_coding	PA4997	msbA	transporter MsbA	None	None
5095	NC_002516.2	RefSeq	gene	5615652.0	5616302.0	.	+	.	gene-PA4998	PA4998	Gene	protein_coding	PA4998	gene-PA4998	hypothetical protein	None	None
5096	NC_002516.2	RefSeq	gene	5616310.0	5617515.0	.	+	.	gene-PA4999	waaL	Gene	protein_coding	PA4999	waaL	O-antigen ligase WaaL	None	None
5097	NC_002516.2	RefSeq	gene	5617534.0	5618418.0	.	-	.	gene-PA5000	wapR	Gene	protein_coding	PA5000	wapR	alpha-1%2C3-rhamnosyltransferase WapR	None	None
5098	NC_002516.2	RefSeq	gene	5618579.0	5619535.0	.	-	.	gene-PA5001	PA5001	Gene	protein_coding	PA5001	gene-PA5001	hypothetical protein	None	None
5099	NC_002516.2	RefSeq	gene	5619608.0	5621026.0	.	-	.	gene-PA5002	PA5002	Gene	protein_coding	PA5002	gene-PA5002	hypothetical protein	None	None
5100	NC_002516.2	RefSeq	gene	5621030.0	5621926.0	.	-	.	gene-PA5003	PA5003	Gene	protein_coding	PA5003	gene-PA5003	hypothetical protein	None	None
5101	NC_002516.2	RefSeq	gene	5621920.0	5623056.0	.	-	.	gene-PA5004	PA5004	Gene	protein_coding	PA5004	gene-PA5004	glycosyl transferase family protein	None	None
5102	NC_002516.2	RefSeq	gene	5623040.0	5624797.0	.	-	.	gene-PA5005	PA5005	Gene	protein_coding	PA5005	gene-PA5005	carbamoyl transferase	None	None
5103	NC_002516.2	RefSeq	gene	5624901.0	5626379.0	.	-	.	gene-PA5006	PA5006	Gene	protein_coding	PA5006	gene-PA5006	hypothetical protein	None	None
5104	NC_002516.2	RefSeq	gene	5626376.0	5627134.0	.	-	.	gene-PA5007	PA5007	Gene	protein_coding	PA5007	gene-PA5007	hypothetical protein	None	None
5105	NC_002516.2	RefSeq	gene	5627131.0	5627865.0	.	-	.	gene-PA5008	PA5008	Gene	protein_coding	PA5008	gene-PA5008	hypothetical protein	None	None
5106	NC_002516.2	RefSeq	gene	5627865.0	5628671.0	.	-	.	gene-PA5009	waaP	Gene	protein_coding	PA5009	waaP	lipopolysaccharide kinase WaaP	None	None
5107	NC_002516.2	RefSeq	gene	5628668.0	5629789.0	.	-	.	gene-PA5010	waaG	Gene	protein_coding	PA5010	waaG	UDP-glucose:(heptosyl) LPS alpha 1%2C3-glucosyltransferase WaaG	None	None
5108	NC_002516.2	RefSeq	gene	5629786.0	5630853.0	.	-	.	gene-PA5011	waaC	Gene	protein_coding	PA5011	waaC	heptosyltransferase I	None	None
5109	NC_002516.2	RefSeq	gene	5630850.0	5631887.0	.	-	.	gene-PA5012	waaF	Gene	protein_coding	PA5012	waaF	heptosyltransferase II	None	None
5110	NC_002516.2	RefSeq	gene	5631947.0	5632870.0	.	-	.	gene-PA5013	ilvE	Gene	protein_coding	PA5013	ilvE	branched-chain amino acid aminotransferase	None	None
5111	NC_002516.2	RefSeq	gene	5632926.0	5635874.0	.	-	.	gene-PA5014	glnE	Gene	protein_coding	PA5014	glnE	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase	None	None
5112	NC_002516.2	RefSeq	gene	5636156.0	5638804.0	.	+	.	gene-PA5015	aceE	Gene	protein_coding	PA5015	aceE	pyruvate dehydrogenase subunit E1	None	None
5113	NC_002516.2	RefSeq	gene	5638949.0	5640592.0	.	+	.	gene-PA5016	aceF	Gene	protein_coding	PA5016	aceF	dihydrolipoamide acetyltransferase	None	None
5114	NC_002516.2	RefSeq	gene	5641010.0	5643709.0	.	+	.	gene-PA5017	PA5017	Gene	protein_coding	PA5017	gene-PA5017	hypothetical protein	None	None
5115	NC_002516.2	RefSeq	gene	5643803.0	5644450.0	.	+	.	gene-PA5018	msrA	Gene	protein_coding	PA5018	msrA	peptide methionine sulfoxide reductase	None	None
5116	NC_002516.2	RefSeq	gene	5644454.0	5645290.0	.	-	.	gene-PA5019	PA5019	Gene	protein_coding	PA5019	gene-PA5019	hypothetical protein	None	None
5117	NC_002516.2	RefSeq	gene	5645593.0	5647395.0	.	+	.	gene-PA5020	PA5020	Gene	protein_coding	PA5020	gene-PA5020	acyl-CoA dehydrogenase	None	None
5118	NC_002516.2	RefSeq	gene	5647814.0	5649430.0	.	+	.	gene-PA5021	PA5021	Gene	protein_coding	PA5021	gene-PA5021	sodium/hydrogen antiporter	None	None
5119	NC_002516.2	RefSeq	gene	5649522.0	5652878.0	.	+	.	gene-PA5022	PA5022	Gene	protein_coding	PA5022	gene-PA5022	potassium efflux protein KefA	None	None
5120	NC_002516.2	RefSeq	gene	5652945.0	5654405.0	.	+	.	gene-PA5023	PA5023	Gene	protein_coding	PA5023	gene-PA5023	hypothetical protein	None	None
5121	NC_002516.2	RefSeq	gene	5654556.0	5655527.0	.	+	.	gene-PA5024	PA5024	Gene	protein_coding	PA5024	gene-PA5024	hypothetical protein	None	None
5122	NC_002516.2	RefSeq	gene	5655648.0	5656925.0	.	+	.	gene-PA5025	metY	Gene	protein_coding	PA5025	metY	O-acetylhomoserine aminocarboxypropyltransferase	None	None
5123	NC_002516.2	RefSeq	gene	5657016.0	5657468.0	.	+	.	gene-PA5026	PA5026	Gene	protein_coding	PA5026	gene-PA5026	hypothetical protein	None	None
5124	NC_002516.2	RefSeq	gene	5657581.0	5658396.0	.	+	.	gene-PA5027	PA5027	Gene	protein_coding	PA5027	gene-PA5027	hypothetical protein	None	None
5125	NC_002516.2	RefSeq	gene	5658418.0	5659185.0	.	-	.	gene-PA5028	PA5028	Gene	protein_coding	PA5028	gene-PA5028	hypothetical protein	None	None
5126	NC_002516.2	RefSeq	gene	5659276.0	5660181.0	.	-	.	gene-PA5029	PA5029	Gene	protein_coding	PA5029	gene-PA5029	transcriptional regulator	None	None
5127	NC_002516.2	RefSeq	gene	5660357.0	5661673.0	.	+	.	gene-PA5030	PA5030	Gene	protein_coding	PA5030	gene-PA5030	major facilitator superfamily transporter	None	None
5128	NC_002516.2	RefSeq	gene	5661701.0	5662630.0	.	-	.	gene-PA5031	PA5031	Gene	protein_coding	PA5031	gene-PA5031	short-chain dehydrogenase	None	None
5129	NC_002516.2	RefSeq	gene	5662742.0	5663815.0	.	+	.	gene-PA5032	PA5032	Gene	protein_coding	PA5032	gene-PA5032	transcriptional regulator	None	None
5130	NC_002516.2	RefSeq	gene	5663889.0	5664869.0	.	+	.	gene-PA5033	PA5033	Gene	protein_coding	PA5033	gene-PA5033	hypothetical protein	None	None
5131	NC_002516.2	RefSeq	gene	5664990.0	5666057.0	.	-	.	gene-PA5034	hemE	Gene	protein_coding	PA5034	hemE	uroporphyrinogen decarboxylase	None	None
5132	NC_002516.2	RefSeq	gene	5666234.0	5667667.0	.	-	.	gene-PA5035	gltD	Gene	protein_coding	PA5035	gltD	glutamate synthase subunit beta	None	None
5133	NC_002516.2	RefSeq	gene	5667696.0	5672141.0	.	-	.	gene-PA5036	gltB	Gene	protein_coding	PA5036	gltB	glutamate synthase subunit alpha	None	None
5134	NC_002516.2	RefSeq	gene	5672366.0	5674021.0	.	-	.	gene-PA5037	PA5037	Gene	protein_coding	PA5037	gene-PA5037	hypothetical protein	None	None
5135	NC_002516.2	RefSeq	gene	5674028.0	5675134.0	.	-	.	gene-PA5038	aroB	Gene	protein_coding	PA5038	aroB	3-dehydroquinate synthase	None	None
5136	NC_002516.2	RefSeq	gene	5675184.0	5675702.0	.	-	.	gene-PA5039	aroK	Gene	protein_coding	PA5039	aroK	shikimate kinase	None	None
5137	NC_002516.2	RefSeq	gene	5675714.0	5677858.0	.	-	.	gene-PA5040	pilQ	Gene	protein_coding	PA5040	pilQ	type 4 fimbrial biogenesis outer membrane protein PilQ	None	None
5138	NC_002516.2	RefSeq	gene	5677912.0	5678436.0	.	-	.	gene-PA5041	pilP	Gene	protein_coding	PA5041	pilP	type 4 fimbrial biogenesis protein PilP	None	None
5139	NC_002516.2	RefSeq	gene	5678433.0	5679056.0	.	-	.	gene-PA5042	pilO	Gene	protein_coding	PA5042	pilO	type 4 fimbrial biogenesis protein PilO	None	None
5140	NC_002516.2	RefSeq	gene	5679053.0	5679649.0	.	-	.	gene-PA5043	pilN	Gene	protein_coding	PA5043	pilN	type 4 fimbrial biogenesis protein PilN	None	None
5141	NC_002516.2	RefSeq	gene	5679649.0	5680713.0	.	-	.	gene-PA5044	pilM	Gene	protein_coding	PA5044	pilM	type 4 fimbrial biogenesis protein PilM	None	None
5142	NC_002516.2	RefSeq	gene	5680898.0	5683366.0	.	+	.	gene-PA5045	ponA	Gene	protein_coding	PA5045	ponA	penicillin-binding protein 1A	None	None
5143	NC_002516.2	RefSeq	gene	5683471.0	5684739.0	.	-	.	gene-PA5046	PA5046	Gene	protein_coding	PA5046	gene-PA5046	malic enzyme	None	None
5144	NC_002516.2	RefSeq	gene	5684842.0	5686281.0	.	-	.	gene-PA5047	PA5047	Gene	protein_coding	PA5047	gene-PA5047	hypothetical protein	None	None
5145	NC_002516.2	RefSeq	gene	5686278.0	5687045.0	.	-	.	gene-PA5048	PA5048	Gene	protein_coding	PA5048	gene-PA5048	nuclease	None	None
5146	NC_002516.2	RefSeq	gene	5687105.0	5687320.0	.	-	.	gene-PA5049	rpmE	Gene	protein_coding	PA5049	rpmE	50S ribosomal protein L31	None	None
5147	NC_002516.2	RefSeq	gene	5687496.0	5689715.0	.	+	.	gene-PA5050	priA	Gene	protein_coding	PA5050	priA	primosome assembly protein PriA	None	None
5148	NC_002516.2	RefSeq	gene	5689964.0	5691727.0	.	+	.	gene-PA5051	argS	Gene	protein_coding	PA5051	argS	arginine--tRNA ligase	None	None
5149	NC_002516.2	RefSeq	gene	5691762.0	5692457.0	.	+	.	gene-PA5052	PA5052	Gene	protein_coding	PA5052	gene-PA5052	hypothetical protein	None	None
5150	NC_002516.2	RefSeq	gene	5692576.0	5693109.0	.	+	.	gene-PA5053	hslV	Gene	protein_coding	PA5053	hslV	ATP-dependent protease peptidase subunit	None	None
5151	NC_002516.2	RefSeq	gene	5693138.0	5694481.0	.	+	.	gene-PA5054	hslU	Gene	protein_coding	PA5054	hslU	ATP-dependent protease ATP-binding subunit HslU	None	None
5152	NC_002516.2	RefSeq	gene	5694576.0	5694947.0	.	+	.	gene-PA5055	PA5055	Gene	protein_coding	PA5055	gene-PA5055	hypothetical protein	None	None
5153	NC_002516.2	RefSeq	gene	5695366.0	5697045.0	.	+	.	gene-PA5056	phaC1	Gene	protein_coding	PA5056	phaC1	poly(3-hydroxyalkanoic acid) synthase	None	None
5154	NC_002516.2	RefSeq	gene	5697198.0	5698055.0	.	+	.	gene-PA5057	phaD	Gene	protein_coding	PA5057	phaD	poly(3-hydroxyalkanoic acid) depolymerase	None	None
5155	NC_002516.2	RefSeq	gene	5698359.0	5700041.0	.	+	.	gene-PA5058	phaC2	Gene	protein_coding	PA5058	phaC2	poly(3-hydroxyalkanoic acid) synthase	None	None
5156	NC_002516.2	RefSeq	gene	5700097.0	5700714.0	.	+	.	gene-PA5059	PA5059	Gene	protein_coding	PA5059	gene-PA5059	transcriptional regulator	None	None
5157	NC_002516.2	RefSeq	gene	5700758.0	5701687.0	.	-	.	gene-PA5060	phaF	Gene	protein_coding	PA5060	phaF	polyhydroxyalkanoate synthesis protein PhaF	None	None
5158	NC_002516.2	RefSeq	gene	5701698.0	5702114.0	.	-	.	gene-PA5061	PA5061	Gene	protein_coding	PA5061	gene-PA5061	hypothetical protein	None	None
5159	NC_002516.2	RefSeq	gene	5702258.0	5702533.0	.	-	.	gene-PA5062	PA5062	Gene	protein_coding	PA5062	gene-PA5062	hypothetical protein	None	None
5160	NC_002516.2	RefSeq	gene	5702669.0	5703439.0	.	+	.	gene-PA5063	ubiE	Gene	protein_coding	PA5063	ubiE	ubiquinone/menaquinone biosynthesis methyltransferase	None	None
5161	NC_002516.2	RefSeq	gene	5703454.0	5704080.0	.	+	.	gene-PA5064	PA5064	Gene	protein_coding	PA5064	gene-PA5064	hypothetical protein	None	None
5162	NC_002516.2	RefSeq	gene	5704077.0	5705678.0	.	+	.	gene-PA5065	ubiB	Gene	protein_coding	PA5065	ubiB	ubiquinone biosynthetic protein UbiB	None	None
