# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "ERR1378069_sorted.bam" "ERR1378068_sorted.bam" "ERR1378065_sorted.bam" "ERR1378064_sorted.bam" "ERR1378066_sorted.bam" "ERR1378063_sorted.bam" "ERR1378062_sorted.bam" "ERR1378067_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	ERR1378069_sorted.bam	ERR1378068_sorted.bam	ERR1378065_sorted.bam	ERR1378064_sorted.bam	ERR1378066_sorted.bam	ERR1378063_sorted.bam	ERR1378062_sorted.bam	ERR1378067_sorted.bam
gene-BSU_36100	NC_000964.3	3719134	3720711	-	1578	407	514	992	748	1123	633	821	722
gene-BSU_36110	NC_000964.3	3720925	3721401	+	477	324	532	560	394	630	564	532	444
gene-BSU_36120	NC_000964.3	3721415	3722008	+	594	569	922	984	766	1141	1128	926	914
gene-BSU_36130	NC_000964.3	3722005	3722541	+	537	777	791	925	704	1136	922	764	856
gene-BSU_36140	NC_000964.3	3722568	3722789	-	222	101	141	309	240	383	152	132	320
gene-BSU_36150	NC_000964.3	3722786	3723331	-	546	202	296	814	607	1022	380	364	709
gene-BSU_36160	NC_000964.3	3723454	3724335	+	882	424	489	1339	951	1319	539	639	1226
gene-BSU_36170	NC_000964.3	3724420	3725136	-	717	1054	777	1360	912	1453	786	990	1674
gene-BSU_36180	NC_000964.3	3725146	3725610	-	465	248	497	724	509	714	466	575	861
gene-BSU_36190	NC_000964.3	3725600	3727408	-	1809	819	658	1433	984	1488	635	1039	1861
gene-BSU_36200	NC_000964.3	3727427	3727687	-	261	225	127	241	213	296	112	230	405
gene-BSU_36210	NC_000964.3	3727697	3728119	-	423	216	150	226	189	269	145	239	453
gene-BSU_36215	NC_000964.3	3728336	3728461	-	126	165	44	176	110	161	51	157	303
gene-BSU_36220	NC_000964.3	3728511	3729296	-	786	1273	541	1450	813	1284	485	1184	1964
gene-BSU_36230	NC_000964.3	3729488	3730810	-	1323	3216	2826	5922	5160	7590	3481	2999	5954
gene-BSU_36240	NC_000964.3	3731005	3731769	-	765	451	323	1980	1482	2631	505	524	1954
gene-BSU_36250	NC_000964.3	3731822	3732535	-	714	911	449	1442	1004	1562	562	741	1718
gene-BSU_36260	NC_000964.3	3732525	3733271	-	747	850	518	2053	1466	2503	580	793	2137
gene-BSU_36269	NC_000964.3	3733505	3733648	-	144	49	715	272	162	378	299	382	214
gene-BSU_36270	NC_000964.3	3733852	3735462	+	1611	2158	1447	3930	2840	4447	1736	2425	4109
gene-BSU_36280	NC_000964.3	3735449	3738217	+	2769	8652	4719	11563	8177	12441	6037	8072	13057
gene-BSU_36290	NC_000964.3	3738343	3739200	-	858	1104	817	2022	1555	2536	1037	1109	2101
gene-BSU_36300	NC_000964.3	3739206	3739982	-	777	718	600	1682	1393	2149	800	906	1878
gene-BSU_36310	NC_000964.3	3740206	3740547	-	342	217	185	189	116	193	139	208	229
gene-BSU_36320	NC_000964.3	3740624	3741007	-	384	35	101	90	47	64	114	117	98
gene-BSU_36330	NC_000964.3	3741182	3741592	+	411	569	930	1351	997	1636	465	709	1364
gene-BSU_36340	NC_000964.3	3741732	3742040	-	309	178	134	1160	954	1372	207	243	945
gene-BSU_36350	NC_000964.3	3742384	3743220	+	837	298	311	1737	1394	2206	289	440	1614
gene-BSU_36360	NC_000964.3	3743267	3743659	-	393	804	824	1013	668	1218	682	939	1321
gene-BSU_36370	NC_000964.3	3743732	3744157	-	426	864	986	835	475	784	572	825	1056
gene-BSU_36380	NC_000964.3	3744349	3745413	+	1065	745	2224	2511	2096	3061	1955	1749	2223
gene-BSU_36390	NC_000964.3	3745436	3746245	-	810	2672	2748	4263	3168	4739	2573	3097	4117
gene-BSU_36400	NC_000964.3	3746279	3747091	-	813	2020	1606	3548	2478	3829	1771	2223	3235
gene-BSU_36410	NC_000964.3	3747254	3748255	-	1002	10191	9968	12819	8448	14630	9660	13411	16441
gene-BSU_36420	NC_000964.3	3748421	3748702	-	282	33	100	983	772	1453	118	62	737
gene-BSU_36430	NC_000964.3	3748717	3748827	-	111	24	73	546	521	829	80	36	514
gene-BSU_36440	NC_000964.3	3749052	3749465	+	414	137	330	2477	2000	3164	309	351	1816
gene-BSU_36450	NC_000964.3	3749487	3750677	+	1191	904	1657	10501	8741	13091	1854	1675	7416
gene-BSU_36460	NC_000964.3	3750768	3752174	-	1407	673	1156	2064	1546	2458	1039	1233	1667
gene-BSU_36470	NC_000964.3	3752280	3753752	-	1473	113	129	1168	972	1590	202	144	931
gene-BSU_36480	NC_000964.3	3753933	3755291	-	1359	1013	980	3562	2890	3862	1267	1156	2837
gene-BSU_36490	NC_000964.3	3755291	3755860	-	570	573	440	883	833	1105	596	503	927
gene-BSU_36500	NC_000964.3	3756044	3756508	-	465	76	70	241	181	251	98	71	245
gene-BSU_36510	NC_000964.3	3756790	3758004	+	1215	479	442	1683	1126	1446	454	690	1201
gene-BSU_36520	NC_000964.3	3758016	3758366	+	351	135	225	487	317	416	177	263	388
gene-BSU_36530	NC_000964.3	3758547	3759128	+	582	2616	5059	3089	1753	2612	2955	4754	3782
gene-BSU_36540	NC_000964.3	3759169	3759591	-	423	369	386	475	314	518	342	508	589
gene-BSU_36550	NC_000964.3	3759702	3760553	-	852	442	758	2024	1574	2509	620	756	1753
gene-BSU_36560	NC_000964.3	3760694	3761185	+	492	1112	1408	3640	3000	4576	1451	1635	3045
gene-BSU_36570	NC_000964.3	3761182	3761700	+	519	834	1238	2709	2281	3185	1199	1301	2187
gene-BSU_36575	NC_000964.3	3761859	3761990	+	132	138	154	473	335	542	130	231	412
gene-BSU_36580	NC_000964.3	3761987	3762421	-	435	304	414	1150	837	1284	336	518	1160
gene-BSU_36590	NC_000964.3	3762664	3764112	+	1449	2786	2671	7854	5932	8004	3060	5002	6464
gene-BSU_36600	NC_000964.3	3764133	3764906	-	774	62	90	337	262	405	179	89	326
gene-BSU_36610	NC_000964.3	3765051	3765434	+	384	107	137	250	147	226	148	198	265
gene-BSU_36620	NC_000964.3	3765469	3766110	-	642	312	265	343	241	366	242	360	450
gene-BSU_36630	NC_000964.3	3766178	3766579	-	402	151	167	193	111	124	123	176	225
gene-BSU_36640	NC_000964.3	3766714	3768423	-	1710	498	274	598	416	497	510	414	630
gene-BSU_36650	NC_000964.3	3768420	3768794	-	375	46	41	88	76	79	125	62	102
gene-BSU_36660	NC_000964.3	3768791	3769108	-	318	29	17	61	45	42	71	35	37
gene-BSU_36668	NC_000964.3	3769289	3769453	-	165	7	9	31	20	28	19	16	10
gene-BSU_36670	NC_000964.3	3770104	3770292	-	189	3	8	25	17	23	21	13	19
gene-BSU_36680	NC_000964.3	3770365	3770865	-	501	16	11	44	55	52	47	25	48
gene-BSU_36690	NC_000964.3	3771000	3772133	-	1134	806	1712	1770	1417	2488	1820	1448	1766
gene-BSU_36700	NC_000964.3	3772325	3773350	-	1026	2183	3534	3107	2434	3695	3630	2641	3097
gene-BSU_36710	NC_000964.3	3773366	3774154	-	789	1276	2137	2131	1714	2491	2252	1771	2030
gene-BSU_36720	NC_000964.3	3774400	3774561	-	162	21	46	88	44	55	44	25	66
gene-BSU_36730	NC_000964.3	3774655	3775329	-	675	66	93	255	162	221	117	86	221
gene-BSU_36739	NC_000964.3	3775382	3775522	-	141	4	10	39	27	16	23	19	29
gene-BSU_36740	NC_000964.3	3775653	3776336	-	684	70	113	226	206	241	159	105	228
gene-BSU_36750	NC_000964.3	3776722	3777753	-	1032	400	564	1441	1188	1784	585	541	1304
gene-BSU_36760	NC_000964.3	3777949	3779259	-	1311	22971	31335	37888	27609	45688	32258	36115	34288
gene-BSU_36770	NC_000964.3	3779293	3780033	-	741	1726	3831	4214	2691	4580	3434	5795	4354
gene-BSU_36780	NC_000964.3	3780162	3780392	-	231	322	290	684	301	487	269	968	662
gene-BSU_36790	NC_000964.3	3780562	3781035	+	474	105	231	387	214	481	175	316	292
gene-BSU_36800	NC_000964.3	3781069	3781467	-	399	9376	12707	11030	7768	12181	11234	16187	10153
gene-BSU_36810	NC_000964.3	3781491	3782912	-	1422	33764	42079	38651	28296	44828	39489	56630	36566
gene-BSU_36820	NC_000964.3	3782938	3783801	-	864	14673	20262	17952	12958	20357	17791	27505	16660
gene-BSU_36830	NC_000964.3	3783878	3785386	-	1509	35125	40627	43508	31192	50944	40651	61359	38564
gene-BSU_36840	NC_000964.3	3785403	3785948	-	546	10756	15377	14473	10521	16925	13643	20729	12827
gene-BSU_36850	NC_000964.3	3785945	3786457	-	513	8601	14745	13123	9467	15785	12601	19869	11454
gene-BSU_36860	NC_000964.3	3786620	3786832	-	213	3989	9836	8009	6002	9699	7806	11745	6534
gene-BSU_36870	NC_000964.3	3786878	3787612	-	735	10760	23221	16969	13375	21328	17455	27207	13610
gene-BSU_36880	NC_000964.3	3787620	3788003	-	384	1276	5359	5185	3865	5906	3244	5380	3768
gene-BSU_36890	NC_000964.3	3788426	3789055	-	630	2087	2481	3379	1761	3176	1777	3744	3776
gene-BSU_36900	NC_000964.3	3789190	3790437	-	1248	7825	7932	11135	8105	14026	8069	6360	12209
gene-BSU_36910	NC_000964.3	3790644	3791186	-	543	4246	4406	6493	4774	7311	5037	3772	6741
gene-BSU_36920	NC_000964.3	3791199	3791648	-	450	3525	3705	5648	4281	6509	4281	3429	5956
gene-BSU_36930	NC_000964.3	3791805	3792257	-	453	514	539	627	417	617	486	537	774
gene-BSU_36940	NC_000964.3	3792333	3792890	-	558	364	306	592	381	660	339	402	714
gene-BSU_36950	NC_000964.3	3792969	3794009	-	1041	2360	1463	2278	1506	2467	1899	1999	2887
gene-BSU_36960	NC_000964.3	3794166	3794609	-	444	101	117	276	200	215	195	164	209
gene-BSU_36970	NC_000964.3	3794676	3795350	-	675	96	126	319	225	315	188	158	255
gene-BSU_36980	NC_000964.3	3795491	3795853	+	363	69	134	264	215	344	96	128	252
gene-BSU_36990	NC_000964.3	3795870	3796157	-	288	606	623	994	678	1167	558	782	1119
gene-BSU_37000	NC_000964.3	3796217	3797083	-	867	2482	2561	3716	2720	4153	2408	2825	4278
gene-BSU_37010	NC_000964.3	3797085	3798155	-	1071	10216	12263	13598	10486	16246	12767	10821	13041
gene-BSU_37020	NC_000964.3	3798281	3798667	+	387	206	246	628	543	733	206	248	487
gene-BSU_37030	NC_000964.3	3798789	3799343	+	555	388	456	1275	1055	1447	452	454	1095
gene-BSU_37040	NC_000964.3	3799377	3800336	-	960	535	1766	7978	7241	10272	1602	1021	5725
gene-BSU_37050	NC_000964.3	3800418	3802166	-	1749	757	1979	9726	9446	13277	1919	1149	7272
gene-BSU_37060	NC_000964.3	3802405	3802992	-	588	824	636	1089	541	1053	660	1351	1237
gene-BSU_37070	NC_000964.3	3803081	3803281	-	201	1236	1979	3097	2078	3259	1264	2468	2954
gene-BSU_37080	NC_000964.3	3803400	3804683	-	1284	8205	9490	27703	21246	30514	8904	13026	22269
gene-BSU_37089	NC_000964.3	3804714	3804875	-	162	417	1193	3499	2658	4137	1036	1601	2959
gene-BSU_37090	NC_000964.3	3805090	3806055	-	966	9398	7792	11866	8769	14663	7598	8697	13718
gene-BSU_37100	NC_000964.3	3806086	3807375	-	1290	12241	8901	12252	8933	14297	8459	10773	16122
gene-BSU_37110	NC_000964.3	3807754	3808392	-	639	14037	16743	11572	8206	14971	17826	14807	19199
gene-BSU_37120	NC_000964.3	3808512	3809369	-	858	71074	65187	44317	24764	45217	58853	68633	76577
gene-BSU_37130	NC_000964.3	3809550	3809924	-	375	682	385	472	195	402	403	745	809
gene-BSU_37140	NC_000964.3	3810090	3810611	+	522	1783	817	1435	631	1056	561	1428	2318
gene-BSU_37150	NC_000964.3	3810693	3812300	-	1608	9211	11347	16215	11818	21233	14261	14542	13067
gene-BSU_37160	NC_000964.3	3812542	3813063	-	522	3319	4590	3252	1591	3069	2534	4656	4708
gene-BSU_37170	NC_000964.3	3813246	3814385	-	1140	341	378	827	735	977	440	381	733
gene-BSU_37180	NC_000964.3	3814382	3816499	-	2118	271	511	1151	926	1333	633	346	790
gene-BSU_37190	NC_000964.3	3816654	3817850	+	1197	17	51	229	175	265	132	74	172
gene-BSU_37200	NC_000964.3	3817863	3818825	+	963	54	54	235	167	244	152	75	135
gene-BSU_37210	NC_000964.3	3818906	3819178	+	273	11	60	58	50	48	47	64	59
gene-BSU_37220	NC_000964.3	3819220	3819744	-	525	1994	2171	1797	1300	2371	2609	2249	2302
gene-BSU_37230	NC_000964.3	3819754	3821481	-	1728	6164	5776	5977	4709	7854	7086	6158	7121
gene-BSU_37240	NC_000964.3	3821570	3823072	-	1503	396	826	1297	1167	1584	644	739	1092
gene-BSU_37250	NC_000964.3	3823558	3824229	-	672	1028	2109	25252	21351	26295	2003	1275	14343
gene-BSU_37260	NC_000964.3	3824226	3824780	-	555	265	768	8393	7164	9100	644	482	4808
gene-BSU_37270	NC_000964.3	3824806	3826269	-	1464	603	1606	16958	15342	18274	1441	884	9560
gene-BSU_37280	NC_000964.3	3826259	3829945	-	3687	687	1727	17699	15842	19506	1842	1003	9840
gene-BSU_37290	NC_000964.3	3830141	3830617	-	477	13	16	100	48	107	40	28	69
gene-BSU_37300	NC_000964.3	3830761	3831480	+	720	112	179	242	152	275	225	240	263
gene-BSU_37310	NC_000964.3	3831512	3832228	-	717	193	318	2315	1901	2478	315	494	1373
gene-BSU_37320	NC_000964.3	3832327	3833514	-	1188	242	447	4620	4105	5055	503	331	2487
gene-BSU_37330	NC_000964.3	3833650	3835320	-	1671	13591	11534	10041	6600	10444	12718	14034	12326
gene-BSU_37340	NC_000964.3	3835317	3835745	-	429	1322	1620	1054	600	916	1375	1761	1418
gene-BSU_37350	NC_000964.3	3836058	3836189	+	132	0	7	30	6	28	20	19	19
gene-BSU_37360	NC_000964.3	3836146	3836298	+	153	1	7	30	6	32	11	18	13
gene-BSU_37370	NC_000964.3	3836323	3837669	+	1347	1281	2184	5406	4471	6003	2080	2047	4087
gene-BSU_37380	NC_000964.3	3837682	3837843	+	162	377	611	1608	1225	1649	597	542	1131
gene-BSU_37390	NC_000964.3	3837840	3838559	+	720	807	1094	3052	2597	3421	1080	1105	2229
gene-BSU_37400	NC_000964.3	3838552	3839862	+	1311	1223	1907	6682	5821	7643	1982	1995	4779
gene-BSU_37410	NC_000964.3	3839852	3841012	+	1161	617	810	3698	3224	4381	932	802	2488
gene-BSU_37420	NC_000964.3	3841017	3842297	+	1281	330	490	2441	2249	3069	531	334	1774
gene-BSU_37430	NC_000964.3	3842294	3842995	+	702	113	233	1164	1053	1332	254	173	778
gene-BSU_37440	NC_000964.3	3843001	3844377	-	1377	175	189	1635	1343	1765	388	245	1097
gene-BSU_37450	NC_000964.3	3844416	3845771	-	1356	98	93	492	460	598	176	144	449
gene-BSU_37460	NC_000964.3	3846001	3847146	+	1146	223	1403	892	711	1320	1179	1060	607
gene-BSU_37470	NC_000964.3	3847130	3847249	+	120	35	202	208	157	293	203	184	172
gene-BSU_37480	NC_000964.3	3847348	3847821	+	474	125	91	346	244	377	121	147	340
gene-BSU_37490	NC_000964.3	3847853	3848725	-	873	5879	4079	4947	2650	4805	4306	6491	5899
gene-BSU_37500	NC_000964.3	3848786	3849616	-	831	6591	4974	5092	2396	4779	4675	7355	6926
gene-BSU_37510	NC_000964.3	3849818	3851893	+	2076	307	344	2269	1975	2839	567	589	1796
gene-BSU_37520	NC_000964.3	3852186	3852704	-	519	4030	3719	5818	3315	4775	3876	5846	6433
gene-BSU_37530	NC_000964.3	3852718	3853377	-	660	5420	3763	7030	4434	6441	4194	6656	8041
gene-BSU_37540	NC_000964.3	3853486	3853674	+	189	665	480	1144	564	937	513	970	1447
gene-BSU_37550	NC_000964.3	3853717	3854136	-	420	1373	644	1577	807	1219	635	1360	2010
gene-BSU_37560	NC_000964.3	3854256	3856172	-	1917	738	431	973	673	961	578	604	1068
gene-BSU_misc_RNA_57	NC_000964.3	3856226	3856447	-	222	135	103	108	86	137	62	113	112
gene-BSU_misc_RNA_58	NC_000964.3	3856479	3856700	-	222	196	178	156	91	161	96	161	203
gene-BSU_37569	NC_000964.3	3856782	3856937	-	156	414	374	418	242	426	226	338	497
gene-BSU_37570	NC_000964.3	3857017	3858417	-	1401	1008	1194	3193	2523	3639	1476	1478	2441
gene-BSU_37580	NC_000964.3	3858417	3858887	-	471	138	231	509	427	600	244	298	369
gene-BSU_37590	NC_000964.3	3858999	3859499	-	501	1017	1578	1338	1024	1794	1394	1569	1733
gene-BSU_37600	NC_000964.3	3859535	3860836	-	1302	3980	4521	5727	4540	7100	4509	4780	6244
gene-BSU_37610	NC_000964.3	3860998	3861222	-	225	202	226	520	373	614	238	354	598
gene-BSU_37620	NC_000964.3	3861437	3862213	+	777	28	34	186	157	217	77	55	140
gene-BSU_37630	NC_000964.3	3862357	3863247	-	891	436	351	928	704	929	420	408	901
gene-BSU_37640	NC_000964.3	3863415	3864260	-	846	2191	2136	1736	1220	1928	1804	2042	2281
gene-BSU_37650	NC_000964.3	3864309	3865208	-	900	1010	1002	1109	736	1096	1086	1210	1445
gene-BSU_37660	NC_000964.3	3865355	3866326	-	972	16666	14253	10933	6021	11566	15061	16989	18277
gene-BSU_37670	NC_000964.3	3866596	3867360	+	765	5751	6548	2788	1595	3046	6894	6000	4413
gene-BSU_37680	NC_000964.3	3867493	3868272	+	780	316	463	1846	1584	2449	539	401	1631
gene-BSU_37690	NC_000964.3	3868287	3869486	-	1200	805	556	2224	1849	2940	706	743	2237
gene-BSU_37700	NC_000964.3	3869487	3870671	-	1185	684	538	1828	1465	2189	720	612	1995
gene-BSU_37710	NC_000964.3	3870668	3872086	-	1419	673	565	1960	1447	2406	864	608	1946
gene-BSU_37720	NC_000964.3	3872105	3872866	-	762	388	227	989	745	1196	380	275	1039
gene-BSU_37730	NC_000964.3	3872869	3873576	-	708	238	178	1000	769	1147	382	225	931
gene-BSU_37740	NC_000964.3	3873566	3874180	-	615	35	66	319	232	445	96	53	291
gene-BSU_37750	NC_000964.3	3874332	3875570	-	1239	119	106	243	201	258	205	140	248
gene-BSU_37760	NC_000964.3	3875780	3877192	-	1413	186	261	534	397	524	375	282	487
gene-BSU_37770	NC_000964.3	3877192	3878892	-	1701	111	237	284	245	262	323	166	242
gene-BSU_37780	NC_000964.3	3878966	3880513	-	1548	756	1786	530	697	1224	1965	936	427
gene-BSU_37790	NC_000964.3	3880740	3882014	-	1275	229	785	380	475	831	995	300	254
gene-BSU_37800	NC_000964.3	3882191	3882655	-	465	324	764	1164	736	1276	614	564	914
gene-BSU_37810	NC_000964.3	3882979	3883434	-	456	177	154	606	536	743	256	218	517
gene-BSU_37820	NC_000964.3	3883427	3884278	-	852	413	302	878	660	927	497	344	720
gene-BSU_37830	NC_000964.3	3884292	3885239	-	948	456	278	642	497	726	397	350	743
gene-BSU_37840	NC_000964.3	3885239	3885979	-	741	157	132	277	234	282	171	156	277
gene-BSU_37850	NC_000964.3	3886004	3887023	-	1020	99	102	333	253	371	176	145	288
gene-BSU_37860	NC_000964.3	3887026	3887748	-	723	76	127	308	228	336	159	127	259
gene-BSU_37870	NC_000964.3	3887741	3888862	-	1122	134	159	493	380	470	266	189	432
gene-BSU_37880	NC_000964.3	3888862	3889731	-	870	87	61	275	238	298	153	94	227
gene-BSU_37890	NC_000964.3	3889732	3890901	-	1170	76	74	292	222	345	239	110	254
gene-BSU_37900	NC_000964.3	3890922	3892346	-	1425	61	76	309	249	335	189	114	308
gene-BSU_37910	NC_000964.3	3892351	3893121	-	771	33	35	204	137	194	85	62	175
gene-BSU_37920	NC_000964.3	3893441	3893986	+	546	49	66	216	217	273	149	111	177
gene-BSU_37930	NC_000964.3	3894030	3894401	-	372	683	1505	1232	1014	1584	1416	935	1111
gene-BSU_37940	NC_000964.3	3894463	3895785	-	1323	2153	5085	4965	4783	7028	4692	3044	4665
gene-BSU_37950	NC_000964.3	3895805	3896122	-	318	542	1005	1172	1084	1610	838	655	1108
gene-BSU_37960	NC_000964.3	3896290	3897660	+	1371	1739	1312	4337	3344	5149	1282	1333	4384
gene-BSU_37970	NC_000964.3	3897685	3898362	-	678	1981	1802	9339	7183	11393	2148	1983	7792
gene-BSU_37980	NC_000964.3	3898376	3899182	-	807	1959	2177	10286	8248	12900	2346	2270	8528
gene-BSU_37990	NC_000964.3	3899272	3899805	-	534	355	652	8594	7078	10825	900	762	6581
gene-BSU_38000	NC_000964.3	3899853	3900488	-	636	410	446	2247	1584	2599	471	672	2071
gene-BSU_38018	NC_000964.3	3900481	3900819	-	339	311	274	1355	944	1400	261	348	1191
gene-BSU_38020	NC_000964.3	3900963	3901778	+	816	8088	6225	4338	2767	4537	6625	6361	7549
gene-BSU_38030	NC_000964.3	3901868	3902116	-	249	68	610	194	235	297	508	254	141
gene-BSU_38040	NC_000964.3	3902210	3903649	-	1440	817	4654	1674	2061	2811	5392	2022	1279
gene-BSU_38050	NC_000964.3	3903646	3905031	-	1386	405	3045	788	1127	1484	3419	931	608
gene-BSU_38060	NC_000964.3	3905333	3906103	+	771	234	234	784	714	1025	248	270	708
gene-BSU_38070	NC_000964.3	3906142	3906972	-	831	551	718	1113	858	1386	611	501	1187
gene-BSU_38080	NC_000964.3	3907012	3907314	-	303	52	43	73	43	54	54	70	79
gene-BSU_38090	NC_000964.3	3907844	3910264	+	2421	724	859	3780	3319	4493	1288	751	2484
gene-BSU_38100	NC_000964.3	3910302	3911303	-	1002	755	1209	3008	2723	3378	1432	948	2439
gene-BSU_38110	NC_000964.3	3911477	3912226	-	750	2562	3752	2935	2070	3431	4210	3250	3674
gene-BSU_38120	NC_000964.3	3912332	3913513	-	1182	2440	8972	8880	6972	10482	7733	8011	8099
gene-BSU_38130	NC_000964.3	3914009	3914272	+	264	24	81	174	129	230	82	54	123
gene-BSU_38140	NC_000964.3	3914315	3914689	-	375	11305	18511	22197	13728	20530	13877	24505	16913
gene-BSU_38150	NC_000964.3	3914691	3915305	-	615	18335	32971	40649	27238	36949	26909	45547	30215
gene-BSU_38160	NC_000964.3	3915319	3917268	-	1950	51369	81047	103164	69052	95019	68440	119261	75787
gene-BSU_38170	NC_000964.3	3917296	3918261	-	966	18752	32176	36053	21416	30813	26877	49972	26782
gene-BSU_38180	NC_000964.3	3918777	3919022	+	246	49	91	125	78	118	97	82	80
gene-BSU_38190	NC_000964.3	3919093	3920634	-	1542	1147	2733	1771	1691	2384	3020	1301	1591
gene-BSU_38200	NC_000964.3	3920638	3921810	-	1173	645	1181	983	883	1273	1191	746	989
gene-BSU_38210	NC_000964.3	3921891	3922274	-	384	97	226	143	76	132	206	134	173
gene-BSU_38220	NC_000964.3	3922292	3922963	-	672	144	277	204	124	233	318	224	232
gene-BSU_38229	NC_000964.3	3923319	3923477	+	159	82	330	609	463	765	198	266	461
gene-BSU_38230	NC_000964.3	3923920	3924228	+	309	34	110	101	125	135	82	83	95
gene-BSU_38240	NC_000964.3	3924225	3925766	+	1542	341	480	645	562	672	384	426	504
gene-BSU_38250	NC_000964.3	3925797	3926399	-	603	434	566	375	234	487	579	607	522
gene-BSU_38260	NC_000964.3	3926682	3927932	-	1251	8973	12949	5270	4208	7909	17699	10518	6742
gene-BSU_38270	NC_000964.3	3927951	3929108	-	1158	4516	7629	2941	2412	5110	9946	5921	3817
gene-BSU_38280	NC_000964.3	3929105	3930550	-	1446	3587	5344	2236	1845	3813	7216	4101	2727
gene-BSU_38290	NC_000964.3	3930707	3931375	-	669	1645	1630	1571	1091	1670	1873	1679	1816
gene-BSU_38300	NC_000964.3	3931372	3932190	-	819	2203	1870	2149	1497	2449	2449	2106	2417
gene-BSU_38310	NC_000964.3	3932198	3933103	-	906	958	903	1247	929	1388	1258	1197	1378
gene-BSU_38320	NC_000964.3	3933209	3933595	+	387	530	273	1114	701	2395	1316	825	1096
gene-BSU_38330	NC_000964.3	3933577	3934254	+	678	1504	628	3057	1759	5573	3170	1960	2565
gene-BSU_38340	NC_000964.3	3934358	3935557	+	1200	605	870	4057	3377	4712	958	899	2832
gene-BSU_38350	NC_000964.3	3935591	3935788	+	198	59	84	197	135	204	73	77	160
gene-BSU_38360	NC_000964.3	3935824	3937014	-	1191	1540	1554	1940	1423	2302	1621	1749	1941
gene-BSU_38370	NC_000964.3	3937135	3937515	+	381	504	491	506	359	515	238	310	681
gene-BSU_38380	NC_000964.3	3937553	3938230	-	678	149	215	335	278	424	157	215	374
gene-BSU_38390	NC_000964.3	3938307	3939641	-	1335	185	219	584	438	747	310	199	475
gene-BSU_38400	NC_000964.3	3939869	3941806	+	1938	6024	3585	5999	3312	4250	3694	6411	5167
gene-BSU_38410	NC_000964.3	3942234	3943613	+	1380	569	454	959	748	1095	552	748	944
gene-BSU_38420	NC_000964.3	3943667	3944509	+	843	278	325	596	382	519	321	468	522
gene-BSU_38430	NC_000964.3	3944560	3945420	-	861	774	2155	654	504	719	1517	1082	784
gene-BSU_38440	NC_000964.3	3945530	3946243	-	714	144	133	154	97	122	193	164	195
gene-BSU_38450	NC_000964.3	3946394	3946909	+	516	268	321	489	351	594	266	338	519
gene-BSU_misc_RNA_59	NC_000964.3	3946910	3947116	+	207	193	170	311	187	354	143	130	260
gene-BSU_38460	NC_000964.3	3947158	3948399	+	1242	505	578	963	719	1142	697	585	957
gene-BSU_38470	NC_000964.3	3948555	3949922	+	1368	294	340	717	498	665	468	378	575
gene-BSU_38480	NC_000964.3	3949952	3950584	-	633	879	1991	903	578	881	1269	1207	946
gene-BSU_38490	NC_000964.3	3950726	3951661	-	936	3430	4629	6957	5265	7079	3834	5480	5932
gene-BSU_38495	NC_000964.3	3951824	3951958	-	135	6	14	17	32	36	19	26	36
gene-BSU_38499	NC_000964.3	3952108	3952257	+	150	1453	4626	3322	2378	3626	3785	4615	3108
gene-BSU_38500	NC_000964.3	3952275	3953786	+	1512	35129	52913	50860	36799	55579	59990	65775	44340
gene-BSU_38510	NC_000964.3	3953783	3954970	+	1188	21723	36283	35123	25403	36709	36270	42873	29251
gene-BSU_38520	NC_000964.3	3954987	3955223	+	237	6355	14213	12441	9229	13753	13402	16548	10961
gene-BSU_38530	NC_000964.3	3955223	3956401	+	1179	34999	48599	43027	30538	45516	47350	56507	38366
gene-BSU_38540	NC_000964.3	3956492	3957250	+	759	26950	31387	29350	19550	29308	33564	39320	26476
gene-BSU_38550	NC_000964.3	3957391	3958482	+	1092	5814	4746	5746	3990	6041	5274	6188	7204
gene-BSU_38560	NC_000964.3	3958516	3959844	-	1329	610	3551	2782	2888	4190	2761	1393	1670
gene-BSU_38570	NC_000964.3	3959841	3960173	-	333	128	953	706	698	1097	601	280	469
gene-BSU_38580	NC_000964.3	3960192	3961550	-	1359	339	2505	1398	1723	2107	1506	667	943
gene-BSU_38590	NC_000964.3	3961566	3961874	-	309	50	475	223	247	318	186	82	152
gene-BSU_38600	NC_000964.3	3962003	3963928	-	1926	1293	814	2429	2051	2928	899	1245	2829
gene-BSU_38610	NC_000964.3	3964091	3964249	-	159	46	31	78	68	68	55	32	84
gene-BSU_38620	NC_000964.3	3964278	3964868	-	591	164	142	228	199	250	150	141	264
gene-BSU_38630	NC_000964.3	3964997	3966640	+	1644	422	1014	1340	1074	1578	889	514	1028
gene-BSU_38640	NC_000964.3	3966745	3967947	+	1203	2458	2905	4554	4110	5901	3277	2164	4400
gene-BSU_38650	NC_000964.3	3967944	3968720	-	777	2036	2277	3487	3168	4271	2792	1649	3615
gene-BSU_38660	NC_000964.3	3968717	3969604	-	888	1792	1718	2196	1963	2654	1946	1324	2716
gene-BSU_38670	NC_000964.3	3969611	3969799	-	189	501	580	724	686	851	770	507	1071
gene-BSU_38680	NC_000964.3	3969796	3970002	-	207	495	607	746	672	855	692	486	1013
