# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR1393883_sorted.bam" "SRR1393887_sorted.bam" "SRR1393886_sorted.bam" "SRR1393882_sorted.bam" "SRR1393881_sorted.bam" "SRR1393880_sorted.bam" "SRR1393885_sorted.bam" "SRR1393884_sorted.bam" "SRR1393888_sorted.bam" "SRR1393889_sorted.bam" "SRR1393891_sorted.bam" "SRR1393890_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR1393883_sorted.bam	SRR1393887_sorted.bam	SRR1393886_sorted.bam	SRR1393882_sorted.bam	SRR1393881_sorted.bam	SRR1393880_sorted.bam	SRR1393885_sorted.bam	SRR1393884_sorted.bam	SRR1393888_sorted.bam	SRR1393889_sorted.bam	SRR1393891_sorted.bam	SRR1393890_sorted.bam
gene-PA4672	NC_002516.2	5240122	5240706	+	585	33	2	5	51	113	31	21	14	8	7160	94	92
gene-PA4673	NC_002516.2	5240747	5241847	+	1101	30	5	3	27	64	18	9	7	31	29	26	19
gene-PA4673.1	NC_002516.2	5242026	5242102	+	77	125	4	5	117	275	47	30	55	6	4	8	3
gene-PA4674	NC_002516.2	5242254	5242559	-	306	2	2	0	5	16	3	0	5	9	5	24	24
gene-PA4675	NC_002516.2	5243178	5245406	+	2229	18	17	8	15	4	19	3	4	51	62	51	53
gene-PA4676	NC_002516.2	5245476	5246123	-	648	8	3	1	12	2	7	3	4	36	22	30	37
gene-PA4677	NC_002516.2	5246185	5247423	-	1239	8	2	1	6	7	4	6	2	7	46	53	14
gene-PA4678	NC_002516.2	5247622	5248074	-	453	7	1	1	2	6	2	4	1	9	14	12	14
gene-PA4679	NC_002516.2	5248071	5248772	-	702	3	0	3	4	2	3	0	1	3	4	2	4
gene-PA4680	NC_002516.2	5249032	5249568	-	537	0	1	0	4	2	5	1	0	1	3	11	2
gene-PA4681	NC_002516.2	5249599	5250618	-	1020	2	6	2	11	5	4	4	0	38	44	49	76
gene-PA4682	NC_002516.2	5250620	5251666	-	1047	1	9	3	11	4	12	8	2	27	26	27	33
gene-PA4683	NC_002516.2	5251871	5252473	-	603	6	6	1	8	7	8	2	3	10	8	16	14
gene-PA4684	NC_002516.2	5252758	5254056	+	1299	4558	10	5	11	10	6	5	2	70	79	93	91
gene-PA4685	NC_002516.2	5254046	5254741	+	696	2	2	1	2	1	2	3	5	45	70	145	106
gene-PA4686	NC_002516.2	5254738	5257584	+	2847	361	25	7	5271	22	15	17	11	128	158	171	151
gene-PA4687	NC_002516.2	5257696	5258703	+	1008	15	13	4	14	17	11	11	10	53	41	67	76
gene-PA4688	NC_002516.2	5258724	5260262	+	1539	14	34	16	22	18	15	10	31	195	246	371	312
gene-PA4689	NC_002516.2	5260343	5262649	-	2307	25	33	12	26	23	25	21	7	532	849	1506	1064
gene-PA4690	NC_002516.2	5262642	5263262	-	621	16	9	2	14	10	8	2	8	104	138	207	210
gene-PA4690a	NC_002516.2	5263249	5263956	-	708	4	8	1	8	6	8	4	7	27	31	51	57
gene-PA4690.1	NC_002516.2	5264100	5264219	-	120	104654	28740	17911	123270	161391	67590	43880	98508	100	107	79	78
gene-PA4690.2	NC_002516.2	5264362	5267252	-	2891	222420	207386	168502	299602	371428	92266	215914	260828	1674099	1925777	2705772	2525033
gene-PA4690.3	NC_002516.2	5267479	5267554	-	76	145	12	9	203	595	110	37	55	34	18	38	42
gene-PA4690.4	NC_002516.2	5267583	5267659	-	77	238	13	15	328	946	139	51	279	28	27	26	32
gene-PA4690.5	NC_002516.2	5267724	5269259	-	1536	180025	133057	100524	252101	320444	76666	155864	222381	363605	430960	696888	719640
gene-PA4691	NC_002516.2	5269803	5270411	-	609	300	5	0	2	5	5	2	0	95	107	128	136
gene-PA4692	NC_002516.2	5270411	5271424	-	1014	9	6	1	6	5	5	4	2	94	79	126	141
gene-PA4693	NC_002516.2	5271485	5272300	-	816	24	11	8	1158	35	15	10	18	88	94	130	90
gene-PA4694	NC_002516.2	5272455	5273471	-	1017	29	8	23	189	92	15	9	39	270	267	360	390
gene-PA4695	NC_002516.2	5273514	5274005	-	492	8	2	1	14	16	8	3	2	58	57	58	76
gene-PA4696	NC_002516.2	5274008	5275732	-	1725	389	11	8	81	52	15	6	16	94	105	152	154
gene-PA4697	NC_002516.2	5276283	5276735	+	453	13	4	2	11	4	6	5	1	4	5	5	5
gene-PA4698	NC_002516.2	5276843	5277172	-	330	10	1	4	5	15	5	2	3	0	1	3	0
gene-PA4699	NC_002516.2	5277172	5277951	-	780	8	6	1	11	16	7	3	3	48	48	46	43
gene-PA4700	NC_002516.2	5277968	5280292	-	2325	39	12	12	46	60	23	16	14	48	30	48	44
gene-PA4701	NC_002516.2	5280505	5282067	+	1563	18	21	6	17	16	13	12	9	101	117	158	155
gene-PA4702	NC_002516.2	5282159	5282506	+	348	5	2	0	4	1	1	4	3	6	3	13	12
gene-PA4703	NC_002516.2	5282732	5283004	+	273	5	2	0	4	1	3	4	0	0	0	0	0
gene-PA4704	NC_002516.2	5283109	5283906	+	798	8	1	0	7	6	8	2	2	3	5	2	2
gene-PA4704.1	NC_002516.2	5283960	5284110	+	151	36	6	2	20	49	14	13	19	3	2	0	0
gene-PA4704.2	NC_002516.2	5284172	5284319	+	148	61	17	19	46	62	17	20	22	1	0	3	2
gene-PA4705	NC_002516.2	5284370	5285257	-	888	8	7	0	4	3	6	1	0	11	12	29	10
gene-PA4706	NC_002516.2	5285268	5286035	-	768	4	6	1	7	2	7	3	2	0	1	1	1
gene-PA4707	NC_002516.2	5286035	5287018	-	984	7	3	1	5	5	7	4	1	0	0	3	2
gene-PA4708	NC_002516.2	5287069	5287962	-	894	3	1	0	5	1	3	0	1	0	0	0	0
gene-PA4709	NC_002516.2	5287972	5289036	-	1065	2	9	4	4	0	6	4	2	5	3	2	1
gene-PA4710	NC_002516.2	5289217	5291511	+	2295	14	16	3	20	9	23	17	3	11	11	13	23
gene-PA4711	NC_002516.2	5291614	5291961	+	348	1	4	0	3	2	1	2	2	0	8	2	1
gene-PA4712	NC_002516.2	5292042	5292554	+	513	2	1	0	2	4	3	2	1	0	0	2	1
gene-PA4713	NC_002516.2	5292558	5293007	-	450	1	4	2	1	0	1	2	3	0	0	1	1
gene-PA4714	NC_002516.2	5293257	5293706	+	450	9	4	1	7	6	2	4	4	0	0	0	0
gene-PA4715	NC_002516.2	5293765	5295000	-	1236	6	10	5	20	13	10	11	7	4	1	3	5
gene-PA4716	NC_002516.2	5295170	5296024	+	855	7	6	4	12	4	2	4	3	1	6	5	1
gene-PA4717	NC_002516.2	5296092	5296985	+	894	8	7	6	9	2	5	5	2	0	0	0	0
gene-PA4718	NC_002516.2	5297007	5297483	-	477	6	3	1	7	7	3	2	2	0	1	1	2
gene-PA4719	NC_002516.2	5297897	5299192	+	1296	14	15	0	29	33	17	18	5	51	35	40	60
gene-PA4720	NC_002516.2	5299189	5300280	+	1092	11	13	2	20	12	16	11	7	1	2	0	1
gene-PA4721	NC_002516.2	5300314	5301021	-	708	7	5	0	8	3	11	2	2	1	1	1	1
gene-PA4722	NC_002516.2	5301021	5302193	-	1173	2	7	3	15	11	11	6	0	0	0	2	1
gene-PA4723	NC_002516.2	5302386	5302832	+	447	93	18	11	116	224	74	40	49	50	49	39	49
gene-PA4724	NC_002516.2	5302900	5303781	+	882	5	5	2	11	7	4	5	6	1	0	1	8
gene-PA4724.1	NC_002516.2	5303851	5304027	+	177	4	1	0	3	5	4	1	1	6	8	15	12
gene-PA4725	NC_002516.2	5304011	5306962	+	2952	40	17	4	31	35	35	14	9	12	14	21	22
gene-PA4726	NC_002516.2	5306989	5308425	+	1437	29	11	6	30	30	15	9	8	6	2	7	4
gene-PA4726.1	NC_002516.2	5308433	5308493	+	61	1	1	0	1	1	2	0	0	2	0	0	0
gene-PA4726.11	NC_002516.2	5308587	5308993	+	407	4056	498	221	4812	9525	3085	1382	3264	7886	7504	6664	7049
gene-PA4726.2	NC_002516.2	5308743	5308964	-	222	1918	346	125	1943	5051	1238	681	1695	6030	5576	4917	5615
gene-PA4727	NC_002516.2	5309326	5310729	+	1404	17	11	4	23	32	16	22	6	15	19	21	14
gene-PA4728	NC_002516.2	5310726	5311214	+	489	6	1	1	10	5	13	2	2	0	1	3	0
gene-PA4729	NC_002516.2	5311464	5312264	+	801	13	8	7	21	11	8	9	7	3	3	2	5
gene-PA4730	NC_002516.2	5312261	5313112	+	852	7	3	3	13	9	7	3	5	1	0	1	0
gene-PA4731	NC_002516.2	5313206	5313586	+	381	4	2	1	7	8	6	4	5	3	2	1	1
gene-PA4732	NC_002516.2	5313676	5315340	+	1665	13	11	5	23	18	15	12	13	2	5	8	6
gene-PA4733	NC_002516.2	5315534	5317471	+	1938	24	15	2	22	9	22	8	5	4	4	2	2
gene-PA4734	NC_002516.2	5317569	5318450	+	882	8	3	2	11	6	4	3	2	2	3	2	4
gene-PA4735	NC_002516.2	5318575	5321841	+	3267	49	27	11	47	27	57	34	23	15	12	28	32
gene-PA4736	NC_002516.2	5321846	5322139	+	294	11	1	0	3	3	5	3	2	5	8	7	5
gene-PA4737	NC_002516.2	5322136	5322450	+	315	11	1	1	11	12	6	2	1	0	2	1	2
gene-PA4738	NC_002516.2	5322510	5322707	-	198	9	1	1	3	9	4	2	4	2	2	5	10
gene-PA4739	NC_002516.2	5322757	5323101	-	345	3	3	0	5	9	4	1	10	3	2	1	2
gene-PA4740	NC_002516.2	5323374	5325479	-	2106	101	18	11	111	115	30	26	21	42	33	23	25
gene-PA4741	NC_002516.2	5325653	5325922	-	270	510	81	55	776	2945	590	277	390	62	79	63	59
gene-PA4742	NC_002516.2	5326018	5326932	-	915	34	3	2	38	54	9	9	7	6	6	1	2
gene-PA4743	NC_002516.2	5326935	5327324	-	390	9	6	1	9	8	10	3	1	4	1	4	6
gene-PA4744	NC_002516.2	5327427	5329949	-	2523	126	24	11	134	218	47	32	28	162	165	142	155
gene-PA4745	NC_002516.2	5329977	5331458	-	1482	61	14	6	85	151	49	37	18	79	64	74	89
gene-PA4746	NC_002516.2	5331503	5331961	-	459	28	5	2	31	76	28	17	17	113	107	117	129
gene-PA4746.1	NC_002516.2	5332087	5332163	-	77	10904	484	1051	11436	12066	2729	3832	5910	15	22	16	24
gene-PA4746.2	NC_002516.2	5332254	5332339	-	86	2792	21	43	4759	7219	539	434	312	27	27	34	28
gene-PA4747	NC_002516.2	5332354	5332743	-	390	521	31	34	223	741	134	74	102	66	73	96	83
gene-PA4748	NC_002516.2	5332746	5333501	-	756	109	27	31	135	313	52	50	48	28	29	61	53
gene-PA4749	NC_002516.2	5333567	5334904	-	1338	11	8	4	28	23	24	12	12	5	6	3	7
gene-PA4750	NC_002516.2	5334921	5335772	-	852	17	8	3	19	14	12	3	7	7	5	1	1
gene-PA4751	NC_002516.2	5335782	5337701	-	1920	47	29	26	73	74	32	49	33	37	40	52	46
gene-PA4752	NC_002516.2	5337900	5338523	-	624	15	4	2	10	12	7	6	3	13	7	3	3
gene-PA4753	NC_002516.2	5338618	5338932	+	315	19	2	3	21	75	17	11	14	22	27	17	16
gene-PA4754	NC_002516.2	5338973	5339380	-	408	5	2	2	5	13	7	4	2	3	2	2	4
gene-PA4755	NC_002516.2	5339391	5339867	-	477	29	2	1	18	24	5	3	9	1	0	1	0
gene-PA4756	NC_002516.2	5339864	5343085	-	3222	93	34	6	91	92	38	35	17	18	13	13	14
gene-PA4757	NC_002516.2	5343105	5343755	-	651	9	6	0	12	18	7	4	0	6	6	6	9
gene-PA4758	NC_002516.2	5343767	5344903	-	1137	38	6	3	52	74	18	14	15	7	3	6	8
gene-PA4758.1	NC_002516.2	5344950	5345060	-	111	10	2	3	8	20	6	5	5	0	2	0	0
gene-PA4759	NC_002516.2	5345086	5345892	-	807	9	7	2	11	9	14	9	1	1	2	0	0
gene-PA4760	NC_002516.2	5345949	5347082	-	1134	18	11	2	23	28	19	11	5	6	8	3	4
gene-PA4761	NC_002516.2	5347198	5349111	-	1914	72	40	29	102	93	49	70	49	821	809	352	368
gene-PA4762	NC_002516.2	5349201	5349761	-	561	26	8	4	23	25	12	20	17	7	9	9	8
gene-PA4763	NC_002516.2	5349929	5351605	+	1677	23	13	8	24	18	13	16	14	1	1	0	2
gene-PA4764	NC_002516.2	5351675	5352079	-	405	102	22	17	101	266	95	43	83	2	4	2	4
gene-PA4765	NC_002516.2	5352177	5352707	+	531	31	7	3	44	80	30	11	12	15	15	19	17
gene-PA4766	NC_002516.2	5352775	5353080	-	306	3	3	0	8	6	8	4	3	0	0	0	0
gene-PA4767	NC_002516.2	5353073	5353507	-	435	10	6	4	15	18	7	4	3	2	2	1	1
gene-PA4768	NC_002516.2	5353783	5354262	+	480	23	3	4	28	37	13	14	12	0	0	0	0
gene-PA4769	NC_002516.2	5354285	5355058	-	774	14	5	5	20	28	12	5	2	1	2	1	0
gene-PA4770	NC_002516.2	5355387	5357075	+	1689	16	12	3	20	22	18	8	10	4	4	3	3
gene-PA4771	NC_002516.2	5357230	5358375	+	1146	8	10	1	13	11	7	12	5	0	1	0	0
gene-PA4772	NC_002516.2	5358442	5361258	+	2817	27	18	1	20	12	20	12	4	2	2	3	2
gene-PA4773	NC_002516.2	5361586	5362068	+	483	12	3	1	23	29	21	3	7	2	1	2	3
gene-PA4774	NC_002516.2	5362146	5363195	+	1050	24	10	5	26	21	17	22	2	0	0	2	1
gene-PA4775	NC_002516.2	5363198	5364058	+	861	9	9	2	13	8	9	5	1	0	0	0	0
gene-PA4776	NC_002516.2	5364071	5364736	+	666	3	5	0	9	3	10	4	4	2	2	0	1
gene-PA4777	NC_002516.2	5364760	5366193	+	1434	20	17	3	15	12	23	13	2	1	1	0	1
gene-PA4778	NC_002516.2	5366257	5366655	+	399	9	2	1	9	7	4	4	11	2	0	4	1
gene-PA4779	NC_002516.2	5367187	5368080	-	894	6	8	0	5	5	9	6	3	0	0	1	0
gene-PA4780	NC_002516.2	5368170	5369063	-	894	15	6	0	18	8	15	6	3	0	1	1	2
gene-PA4781	NC_002516.2	5369187	5370368	-	1182	15	5	0	12	10	18	6	5	0	0	1	0
gene-PA4782	NC_002516.2	5370476	5370721	-	246	15	3	2	10	18	6	3	3	3	0	2	1
gene-PA4783	NC_002516.2	5370755	5371645	-	891	4	5	1	8	4	12	7	2	1	0	0	0
gene-PA4784	NC_002516.2	5371800	5372267	+	468	6	2	0	4	6	4	5	2	2	1	0	0
gene-PA4785	NC_002516.2	5372591	5373868	-	1278	13	10	2	20	7	15	15	6	3	19	14	10
gene-PA4786	NC_002516.2	5374123	5375478	+	1356	10	3	1	14	6	9	3	7	1	0	0	1
gene-PA4787	NC_002516.2	5375590	5376591	-	1002	6	6	3	9	17	9	6	4	0	0	0	0
gene-PA4788	NC_002516.2	5376852	5377709	+	858	8	3	1	4	3	17	8	5	0	0	0	0
gene-PA4789	NC_002516.2	5377791	5378096	+	306	4	3	1	5	1	5	0	0	0	0	2	2
gene-PA4790	NC_002516.2	5378093	5378842	+	750	9	2	0	5	4	6	1	2	0	0	0	0
gene-PA4791	NC_002516.2	5378908	5379528	+	621	1	2	2	5	4	6	2	1	1	3	3	2
gene-PA4792	NC_002516.2	5379513	5380448	-	936	11	4	2	6	4	12	9	3	3	2	0	1
gene-PA4793	NC_002516.2	5380580	5381143	+	564	8	6	2	18	4	8	8	4	6	3	5	8
gene-PA4794	NC_002516.2	5381145	5381627	+	483	5	1	3	2	1	3	4	1	0	0	0	0
gene-PA4795	NC_002516.2	5381617	5381994	+	378	3	5	3	5	4	5	4	0	0	0	0	0
gene-PA4796	NC_002516.2	5381991	5382458	+	468	3	4	1	3	5	6	7	1	7	9	8	6
gene-PA4797	NC_002516.2	5382796	5383812	-	1017	10	8	0	8	7	13	7	2	1	1	1	1
gene-PA4798	NC_002516.2	5383947	5384675	+	729	6	5	2	11	6	12	9	4	0	0	2	1
gene-PA4799	NC_002516.2	5384698	5385276	-	579	5	4	1	13	5	12	6	4	0	0	0	0
gene-PA4800	NC_002516.2	5385273	5386073	-	801	5	6	1	11	4	7	11	1	0	0	0	0
gene-PA4801	NC_002516.2	5386369	5386737	-	369	3	5	0	1	2	0	0	0	1	0	1	2
gene-PA4802	NC_002516.2	5387000	5387722	+	723	17	4	1	9	6	13	12	0	5	3	6	7
gene-PA4802.1	NC_002516.2	5387766	5387857	-	92	86	5	10	121	114	38	29	37	1	3	3	2
gene-PA4803	NC_002516.2	5387990	5388607	-	618	9	7	0	13	3	10	5	2	0	0	0	0
gene-PA4804	NC_002516.2	5388702	5390099	-	1398	17	17	0	17	17	13	11	4	1	1	0	1
gene-PA4805	NC_002516.2	5390148	5391554	-	1407	13	12	3	15	8	16	11	6	0	0	1	0
gene-PA4806	NC_002516.2	5391836	5392519	+	684	11	4	1	8	4	11	3	3	0	0	1	0
gene-PA4807	NC_002516.2	5392523	5394448	-	1926	13	12	2	13	4	16	6	4	1	2	2	0
gene-PA4808	NC_002516.2	5394445	5395851	-	1407	8	7	3	16	13	13	11	4	0	1	8	6
gene-PA4809	NC_002516.2	5395930	5396859	-	930	9	5	0	5	6	5	6	2215	1	0	0	0
gene-PA4810	NC_002516.2	5396992	5397618	-	627	13	13	3	15	5	17	7	5	0	0	0	0
gene-PA4811	NC_002516.2	5397690	5398619	-	930	14	9	1	19	6	11	13	7	1	3	1	1
gene-PA4812	NC_002516.2	5398628	5401708	-	3081	62	28	11	60	36	41	32	27	10	9	6	9
gene-PA4813	NC_002516.2	5402016	5402945	-	930	6	5	0	5	4	7	8	3	1	0	0	0
gene-PA4814	NC_002516.2	5403305	5405350	+	2046	19	15	5	29	14	21	23	10	2	0	1	2
gene-PA4815	NC_002516.2	5405559	5406008	+	450	2	5	1	2	3	11	7	1	0	0	0	0
gene-PA4816	NC_002516.2	5406165	5407400	+	1236	15	11	0	10	10	10	8	3	1	1	1	1
gene-PA4817	NC_002516.2	5407376	5407870	+	495	16	5	1	10	6	13	5	1	0	0	1	2
gene-PA4818	NC_002516.2	5407873	5409309	-	1437	12	8	3	12	9	24	6	4	1	0	0	0
gene-PA4819	NC_002516.2	5409306	5410280	-	975	1	5	0	4	4	7	5	2	1	0	1	0
gene-PA4820	NC_002516.2	5410277	5410639	-	363	6	2	0	6	2	4	1	0	0	0	0	0
gene-PA4821	NC_002516.2	5410876	5412237	+	1362	17	14	2	21	8	26	11	5	1	2	0	0
gene-PA4822	NC_002516.2	5412569	5414236	-	1668	12	9	0	13	5	19	11	2	0	0	0	0
gene-PA4823	NC_002516.2	5414279	5414488	-	210	0	1	0	5	0	5	2	0	0	0	0	0
gene-PA4824	NC_002516.2	5414539	5415315	-	777	3	5	0	6	3	7	6	0	0	0	0	0
gene-PA4825	NC_002516.2	5415413	5418124	-	2712	21	16	5	16	13	38	28	7	0	0	9	5
gene-PA4826	NC_002516.2	5418351	5418569	-	219	9	3	2	7	11	3	5	5	1	1	1	0
gene-PA4827	NC_002516.2	5418899	5419738	-	840	10	4	1	9	4	5	6	3	0	0	0	0
gene-PA4828	NC_002516.2	5419863	5420318	+	456	4	5	0	5	3	8	6	1	1	1	0	0
gene-PA4829	NC_002516.2	5420323	5421726	-	1404	15	8	1	15	9	16	11	4	0	0	0	0
gene-PA4830	NC_002516.2	5421899	5422438	+	540	6	2	1	8	3	3	6	4	0	0	0	0
gene-PA4831	NC_002516.2	5422506	5423066	+	561	6	3	1	3	10	5	2	4	0	0	0	0
gene-PA4832	NC_002516.2	5423071	5423868	-	798	4	1	3	8	5	11	3	1	0	0	0	0
gene-PA4833	NC_002516.2	5424099	5424716	+	618	4	2	0	8	6	9	2	1	0	0	0	1
gene-PA4834	NC_002516.2	5424761	5425615	-	855	11	9	2	6	4	26	15	0	0	0	1	1
gene-PA4835	NC_002516.2	5425597	5426898	-	1302	10	14	1	11	10	11	8	3	1	0	4	1
gene-PA4836	NC_002516.2	5426895	5427686	-	792	4	5	1	2	10	8	8	3	0	0	0	1
gene-PA4837	NC_002516.2	5427716	5429842	-	2127	20	20	2	21	8	30	21	15	0	0	1	1
gene-PA4838	NC_002516.2	5429984	5431138	+	1155	15	19	1	11	12	14	6	3	4	2	0	1
gene-PA4839	NC_002516.2	5431381	5433291	-	1911	20	14	6	32	28	28	21	14	2	3	4	8
gene-PA4840	NC_002516.2	5433541	5433912	-	372	8	1	0	21	13	6	6	4	0	0	0	0
gene-PA4841	NC_002516.2	5434116	5434652	-	537	1	6	1	7	9	8	5	0	0	0	0	0
gene-PA4842	NC_002516.2	5434656	5435726	-	1071	23	8	6	26	13	21	15	18	6	5	4	5
gene-PA4843	NC_002516.2	5436079	5437707	+	1629	24	11	10	15	30	28	23	19	0	1	2	2
gene-PA4844	NC_002516.2	5437785	5439758	+	1974	17	8	2	18	10	24	13	4	3	3	1	2
gene-PA4845	NC_002516.2	5439918	5441693	+	1776	20	9	8	27	28	16	18	14	3	4	3	2
gene-PA4846	NC_002516.2	5441837	5442280	+	444	44	10	4	49	77	24	19	26	17	16	10	8
gene-PA4847	NC_002516.2	5442304	5442774	+	471	37	3	8	60	43	9	15	17	6	9	2	3
gene-PA4848	NC_002516.2	5442792	5444141	+	1350	74	14	5	87	69	15	24	30	7	8	4	5
gene-PA4849	NC_002516.2	5444252	5445118	+	867	10	2	0	11	5	4	3	3	0	0	0	0
gene-PA4850	NC_002516.2	5445199	5446083	+	885	18	4	3	19	23	11	15	9	0	0	0	2
gene-PA4851	NC_002516.2	5446179	5447444	+	1266	26	12	7	36	30	10	19	8	0	0	1	1
gene-PA4852	NC_002516.2	5447648	5448646	+	999	56	8	4	97	108	40	43	32	55	44	36	28
gene-PA4853	NC_002516.2	5448643	5448966	+	324	13	2	0	18	16	12	5	6	254	234	161	174
gene-PA4854	NC_002516.2	5449046	5450653	+	1608	36	16	5	43	37	24	18	7	1	0	2	3
gene-PA4855	NC_002516.2	5450757	5452046	+	1290	31	7	4	31	29	14	8	3	1	2	1	4
gene-PA4856	NC_002516.2	5452150	5454978	+	2829	38	35	4	46	37	47	36	6	8	6	3	5
gene-PA4857	NC_002516.2	5455434	5456027	+	594	6	5	2	5	2	8	5	2	0	0	0	1
gene-PA4858	NC_002516.2	5456452	5457717	+	1266	16	11	3	22	6	18	12	4	1	2	0	0
gene-PA4859	NC_002516.2	5457864	5459453	+	1590	8	6	5	12	10	22	15	7	0	2	1	4
gene-PA4860	NC_002516.2	5459450	5460529	+	1080	14	10	1	20	3	24	5	3	0	0	0	0
gene-PA4861	NC_002516.2	5460526	5461383	+	858	10	7	2	17	6	14	4	6	0	0	0	0
gene-PA4862	NC_002516.2	5461520	5462218	+	699	4	9	1	7	4	4	3	1	0	0	1	1
gene-PA4863	NC_002516.2	5462302	5462754	+	453	3	1	0	12	4	10	3	1	1	0	0	1
gene-PA4864	NC_002516.2	5462763	5463605	+	843	14	6	1	10	4	11	4	3	0	0	0	1
gene-PA4865	NC_002516.2	5463607	5463909	+	303	1	0	1	1	3	1	2	0	0	0	0	0
gene-PA4866	NC_002516.2	5463918	5464436	+	519	5	1	0	3	4	5	4	2	0	0	0	0
gene-PA4867	NC_002516.2	5464453	5464758	+	306	5	3	1	4	3	7	4	2	4	5	6	1
gene-PA4868	NC_002516.2	5464821	5466521	+	1701	14	14	2	21	6	28	16	3	0	1	2	1
gene-PA4869	NC_002516.2	5466790	5468007	+	1218	18	4	2	13	3	7	16	6	0	0	2	4
gene-PA4870	NC_002516.2	5468017	5468283	-	267	4	1	0	4	2	5	5	0	0	0	1	1
gene-PA4871	NC_002516.2	5468409	5469023	+	615	4	3	0	3	4	5	2	2	0	0	0	0
gene-PA4872	NC_002516.2	5469115	5469978	-	864	8	9	1	12	8	8	7	7	0	0	0	0
gene-PA4873	NC_002516.2	5470186	5471451	+	1266	21	9	2	25	13	12	7	3	1	1	0	0
gene-PA4874	NC_002516.2	5471626	5472042	-	417	5	2	2	10	9	4	6	1	1	1	1	0
gene-PA4876	NC_002516.2	5472824	5473168	+	345	8	5	0	9	1	7	8	5	0	1	0	0
gene-PA4877	NC_002516.2	5473212	5473619	-	408	4	5	1	13	4	12	6	3	0	0	0	0
gene-PA4878	NC_002516.2	5473766	5474578	+	813	11	2	0	16	10	15	6	5	0	0	0	0
gene-PA4879	NC_002516.2	5474580	5476649	-	2070	31	12	5	34	15	28	14	8	8	7	34	30
gene-PA4880	NC_002516.2	5476945	5477478	+	534	9	5	3	6	6	8	12	5	13	777	13	10
gene-PA4881	NC_002516.2	5477754	5478095	+	342	2	6	1	9	4	6	2	2	2	4	2	2
gene-PA4882	NC_002516.2	5478209	5478976	-	768	6	3	3	7	9	12	7	1	0	0	0	0
gene-PA4883	NC_002516.2	5478973	5479587	-	615	4	1	1	9	5	8	5	3	0	0	1	0
gene-PA4884	NC_002516.2	5479641	5480264	-	624	4	5	1	4	6	4	7	1	0	0	0	0
gene-PA4885	NC_002516.2	5480402	5481091	+	690	11	7	0	12	4	10	5	1	5	6	10	11
gene-PA4886	NC_002516.2	5481070	5482461	+	1392	10	10	0	11	15	11	11	1	1	0	0	0
gene-PA4887	NC_002516.2	5482452	5483768	-	1317	21	12	0	24	19	27	15	3	0	0	4	6
gene-PA4888	NC_002516.2	5483988	5485100	-	1113	16	7	2	21	22	16	11	6	0	0	0	1
gene-PA4889	NC_002516.2	5485097	5486197	-	1101	13	6	4	21	29	20	7	4	0	0	0	1
gene-PA4890	NC_002516.2	5486356	5486985	+	630	16	4	3	11	23	9	11	10	0	1	0	0
gene-PA4891	NC_002516.2	5487215	5487718	+	504	6	5	2	6	5	6	5	0	0	0	0	0
gene-PA4892	NC_002516.2	5487715	5488386	+	672	5	6	0	2	1	4	4	1	0	0	0	0
gene-PA4893	NC_002516.2	5488397	5489011	+	615	6	5	2	10	5	15	5	1	0	0	0	0
gene-PA4894	NC_002516.2	5489041	5489613	+	573	3	4	2	3	0	7	6	2	0	0	0	0
gene-PA4895	NC_002516.2	5489630	5490652	-	1023	6	8	0	5	5	2	6	0	0	0	0	0
gene-PA4896	NC_002516.2	5490645	5491181	-	537	5	6	0	7	2	7	8	2	2	1	0	1
gene-PA4897	NC_002516.2	5491346	5494315	+	2970	40	20	5	34	21	46	28	13	1	0	2	2
gene-PA4898	NC_002516.2	5494460	5495713	-	1254	8	9	2	8	5	15	9	2	0	0	0	0
gene-PA4899	NC_002516.2	5495821	5497290	-	1470	5	8	3	9	6	19	8	7	1	0	3	1
gene-PA4900	NC_002516.2	5497313	5498653	-	1341	9	6	1	11	6	16	6	1	0	0	0	0
gene-PA4901	NC_002516.2	5498740	5500326	-	1587	10	4	2	14	6	15	7	3	14	12	12	17
gene-PA4902	NC_002516.2	5500427	5501323	+	897	6	4	2	18	4	13	6	6	0	0	1	0
gene-PA4903	NC_002516.2	5501338	5502672	-	1335	10	7	1	14	9	21	8	1	1	1	2	1
gene-PA4904	NC_002516.2	5503051	5504106	+	1056	9	6	2	5	6	11	9	3	0	0	0	0
gene-PA4905	NC_002516.2	5504121	5505074	+	954	6	5	0	9	2	7	2	3	0	0	0	0
gene-PA4906	NC_002516.2	5505071	5505784	-	714	6	3	3	10	6	7	7	1	0	0	0	0
gene-PA4907	NC_002516.2	5505848	5506609	-	762	8	4	2	15	9	13	9	4	1	1	1	1
gene-PA4908	NC_002516.2	5506966	5507898	-	933	10	12	2	4	4	14	3	2	0	0	0	2
gene-PA4909	NC_002516.2	5507969	5508685	-	717	5	7	1	6	7	10	6	4	0	0	0	0
gene-PA4910	NC_002516.2	5508682	5509554	-	873	15	2	1	9	6	7	4	4	0	0	0	0
gene-PA4911	NC_002516.2	5509551	5510828	-	1278	8	9	0	11	2	19	6	5	0	0	0	1
